EVENTO,SERIE,CONJUNTO,ANO,MES,DIA,HORA,MINUTO,COD_SEQUENCIAL,DATA_HORA,inp01_input_1_nivel_86472600,inp02_input_2_nivel_D_1h_86472600,inp03_input_3_chuva_med_acum_36h,inp04_input_6_nivel_86448000,inp05_input_6_nivel_D_12H_86448000,inp06_input_6_nivel_D_14H_86448000,inp07_input_8_nivel_86125130,inp08_input_8_nivel_D_10h_86125130,inp09_input_8_nivel_D_11h_86125130,inp10_input_8_nivel_D_12h_86125130,inp11_input_12_nivel_D_2h_86472600,inp12_input_13_nivel_D_4h_86472600,saida_12h_alt_nivel_D12h_86472600,NIVEL_ATUAL_CM,OBSERVADO_12H_CM_AUDITORIA,PERSISTENCIA_CM,TIPO_ALVO_RNA,OBSERVADO_CM_AUDITORIA,RNA_CM,ALT_OBSERVADA_CM,ALT_RNA_CM,ERRO_RNA_CM,ERRO_ABS_CM,E2_RNA,PERS_BASE_NIVEL_ATUAL_CM,E2_PERS,SERIE_AUDITORIA,CONJUNTO_AUDITORIA
12,1,Treino,2024,10,7,15,0,202410071500,2024-10-07 15:00,338,0,1.86074592074592,14840,-8,-11,99,-8,-8,-7,1,1,28,338,366,338,delta_alt,366,320.573508571029,28,-17.42649142897096,-45.42649142897096,45.42649142897096,2063.566123546372,338,784,1,Treino
12,1,Treino,2024,10,7,16,0,202410071600,2024-10-07 16:00,338,0,1.72997668997669,14839,-8,-10,100,-7,-7,-7,0,1,31,338,369,338,delta_alt,369,324.5263821494079,31,-13.47361785059206,-44.47361785059206,44.47361785059206,1977.902684720501,338,961,1,Treino
12,1,Treino,2024,10,7,17,0,202410071700,2024-10-07 17:00,339,1,1.806899766899767,14838,-8,-10,90,-17,-17,-17,1,2,31,339,370,339,delta_alt,370,300.9056253468341,31,-38.09437465316591,-69.09437465316591,69.09437465316591,4774.032608712057,339,961,1,Treino
12,1,Treino,2024,10,7,18,0,202410071800,2024-10-07 18:00,339,0,2.245361305361306,14838,-7,-9,88,-12,-19,-19,1,1,31,339,370,339,delta_alt,370,313.2316950188491,31,-25.76830498115089,-56.76830498115089,56.76830498115089,3222.640450432961,339,961,1,Treino
12,1,Treino,2024,10,7,19,0,202410071900,2024-10-07 19:00,341,2,3.399207459207459,14838,-7,-8,88,-12,-12,-19,2,3,28,341,369,341,delta_alt,369,324.2283989332328,28,-16.77160106676718,-44.77160106676718,44.77160106676718,2004.496262081748,341,784,1,Treino
12,1,Treino,2024,10,7,20,0,202410072000,2024-10-07 20:00,342,1,3.553053613053613,14838,-5,-7,94,-6,-6,-6,3,4,23,342,365,342,delta_alt,365,330.9351138767781,23,-11.06488612322187,-34.06488612322187,34.06488612322187,1160.416466588074,342,529,1,Treino
12,1,Treino,2024,10,7,21,0,202410072100,2024-10-07 21:00,341,-1,4.860745920745921,14838,-5,-7,102,-5,2,2,0,2,19,341,360,341,delta_alt,360,328.9604804413976,19,-12.03951955860236,-31.03951955860236,31.03951955860236,963.4517744288587,341,361,1,Treino
12,1,Treino,2024,10,7,22,0,202410072200,2024-10-07 22:00,339,-2,7.42997668997669,14837,-5,-6,102,-5,-5,2,-3,0,18,339,357,339,delta_alt,357,325.6361749937532,18,-13.36382500624677,-31.36382500624677,31.36382500624677,983.6895190224702,339,324,1,Treino
12,1,Treino,2024,10,7,23,0,202410072300,2024-10-07 23:00,338,-1,8.937668997668998,14837,-5,-6,103,-3,-4,-4,-3,-3,19,338,357,338,delta_alt,357,344.2827580788837,19,6.282758078883717,-12.71724192111628,12.71724192111628,161.7282420801974,338,361,1,Treino
12,1,Treino,2024,10,8,0,0,202410080000,2024-10-08 00:00,339,1,9.537668997668998,14836,-6,-6,103,2,-3,-4,0,-3,20,339,359,339,delta_alt,359,364.7643530606879,20,25.76435306068788,5.764353060687881,5.764353060687881,33.22776620826174,339,400,1,Treino
12,1,Treino,2024,10,8,1,0,202410080100,2024-10-08 01:00,348,9,11.06074592074592,14836,-5,-6,103,4,2,-3,10,7,14,348,362,348,delta_alt,362,399.6804834427008,14,51.68048344270085,37.68048344270085,37.68048344270085,1419.818832475653,348,196,1,Treino
12,1,Treino,2024,10,8,2,0,202410080200,2024-10-08 02:00,359,11,11.76843822843823,14836,-4,-6,103,3,4,2,20,20,9,359,368,359,delta_alt,368,401.0718571137529,9,42.07185711375291,33.07185711375291,33.07185711375291,1093.747732952489,359,81,1,Treino
12,1,Treino,2024,10,8,3,0,202410080300,2024-10-08 03:00,366,7,12.12228438228438,14835,-5,-6,103,13,3,4,18,28,9,366,375,366,delta_alt,375,416.9014912962567,9,50.90149129625672,41.90149129625672,41.90149129625672,1755.734972850278,366,81,1,Treino
12,1,Treino,2024,10,8,4,0,202410080400,2024-10-08 04:00,369,3,13.10689976689977,14835,-4,-5,104,16,14,4,10,30,15,369,384,369,delta_alt,384,424.0483699968416,15,55.04836999684164,40.04836999684164,40.04836999684164,1603.871939403926,369,225,1,Treino
12,1,Treino,2024,10,8,5,0,202410080500,2024-10-08 05:00,370,1,14.78382284382284,14835,-3,-5,104,16,16,14,4,22,32,370,402,370,delta_alt,402,415.9210155168686,32,45.92101551686858,13.92101551686858,13.92101551686858,193.7946730208957,370,1024,1,Treino
12,1,Treino,2024,10,8,6,0,202410080600,2024-10-08 06:00,370,0,15.64536130536131,14835,-3,-4,104,10,16,16,1,11,40,370,410,370,delta_alt,410,399.4403503563364,40,29.44035035633635,-10.55964964366365,10.55964964366365,111.5062005969258,370,1600,1,Treino
12,1,Treino,2024,10,8,7,0,202410080700,2024-10-08 07:00,369,-1,16.70689976689977,14835,-3,-3,104,2,10,16,-1,3,41,369,410,369,delta_alt,410,374.8882068506693,41,5.888206850669349,-35.11179314933065,35.11179314933065,1232.838018161383,369,1681,1,Treino
12,1,Treino,2024,10,8,8,0,202410080800,2024-10-08 08:00,365,-4,17.38102564102564,14836,-2,-2,104,2,2,10,-5,-4,44,365,409,365,delta_alt,409,370.0861410571337,44,5.086141057133659,-38.91385894286634,38.91385894286634,1514.288417825299,365,1936,1,Treino
12,1,Treino,2024,10,8,9,0,202410080900,2024-10-08 09:00,360,-5,17.92564102564103,14836,-2,-2,104,1,2,2,-9,-10,57,360,417,360,delta_alt,417,372.9484148922842,57,12.94841489228418,-44.05158510771582,44.05158510771582,1940.542150502331,360,3249,1,Treino
12,1,Treino,2024,10,8,10,0,202410081000,2024-10-08 10:00,357,-3,18.26153846153846,14837,0,-1,104,1,1,2,-8,-13,101,357,458,357,delta_alt,458,379.0480246348881,101,22.04802463488807,-78.95197536511193,78.95197536511193,6233.414414053242,357,10201,1,Treino
12,1,Treino,2024,10,8,11,0,202410081100,2024-10-08 11:00,357,0,18.98461538461539,14837,0,-1,105,2,2,2,-3,-12,134,357,491,357,delta_alt,491,391.3779658089319,134,34.37796580893189,-99.62203419106811,99.62203419106811,9924.549696366343,357,17956,1,Treino
12,1,Treino,2024,10,8,12,0,202410081200,2024-10-08 12:00,359,2,19.8923076923077,14837,1,0,105,2,2,2,2,-6,132,359,491,359,delta_alt,491,397.1626874158238,132,38.16268741582383,-93.83731258417617,93.83731258417617,8805.441233020389,359,17424,1,Treino
12,1,Treino,2024,10,8,13,0,202410081300,2024-10-08 13:00,362,3,19.92307692307693,14838,2,1,105,2,2,2,5,2,117,362,479,362,delta_alt,479,399.5049454995049,117,37.50494549950486,-79.49505450049514,79.49505450049514,6319.463690036693,362,13689,1,Treino
12,1,Treino,2024,10,8,14,0,202410081400,2024-10-08 14:00,368,6,20.13846153846154,14837,1,1,105,1,2,2,9,11,124,368,492,368,delta_alt,492,406.549269559277,124,38.54926955927704,-85.45073044072296,85.45073044072296,7301.827332853099,368,15376,1,Treino
12,1,Treino,2024,10,8,15,0,202410081500,2024-10-08 15:00,375,7,20.29230769230769,14837,2,1,106,2,2,3,13,18,145,375,520,375,delta_alt,520,415.1334096773496,145,40.13340967734962,-104.8665903226504,104.8665903226504,10997.00176589859,375,21025,1,Treino
12,1,Treino,2024,10,8,16,0,202410081600,2024-10-08 16:00,384,9,20.23076923076923,14839,4,3,106,2,2,2,16,25,154,384,538,384,delta_alt,538,427.6968291862187,154,43.69682918621868,-110.3031708137813,110.3031708137813,12166.78949157422,384,23716,1,Treino
12,1,Treino,2024,10,8,17,0,202410081700,2024-10-08 17:00,402,18,20.32307692307692,14839,4,4,106,2,2,2,27,40,178,402,580,402,delta_alt,580,462.5068621544452,178,60.50686215444523,-117.4931378455548,117.4931378455548,13804.63744079453,402,31684,1,Treino
12,1,Treino,2024,10,8,18,0,202410081800,2024-10-08 18:00,410,8,20.27692307692308,14830,-5,-5,107,3,3,3,26,42,207,410,617,410,delta_alt,617,435.5852609564239,207,25.58526095642389,-181.4147390435761,181.4147390435761,32911.30754224882,410,42849,1,Treino
12,1,Treino,2024,10,8,19,0,202410081900,2024-10-08 19:00,410,0,20.26153846153846,14828,-7,-7,106,2,2,2,8,35,223,410,633,410,delta_alt,633,414.784302804032,223,4.784302804031995,-218.215697195968,218.215697195968,47618.0905027224,410,49729,1,Treino
12,1,Treino,2024,10,8,20,0,202410082000,2024-10-08 20:00,409,-1,20.26153846153846,14833,-3,-2,107,3,3,3,-1,25,236,409,645,409,delta_alt,645,421.4464867641261,236,12.44648676412612,-223.5535132358739,223.5535132358739,49976.17328010204,409,55696,1,Treino
12,1,Treino,2024,10,8,21,0,202410082100,2024-10-08 21:00,417,8,20.29230769230769,14840,4,5,107,2,3,3,7,15,234,417,651,417,delta_alt,651,459.1497136969714,234,42.14971369697139,-191.8502863030286,191.8502863030286,36806.53235455405,417,54756,1,Treino
12,1,Treino,2024,10,8,22,0,202410082200,2024-10-08 22:00,458,41,20.32307692307692,14843,6,7,107,2,2,3,49,48,204,458,662,458,delta_alt,662,570.8045157409972,204,112.8045157409972,-91.1954842590028,91.1954842590028,8316.616349234027,458,41616,1,Treino
12,1,Treino,2024,10,8,23,0,202410082300,2024-10-08 23:00,491,33,20.33846153846154,14843,6,7,107,2,2,2,74,81,191,491,682,491,delta_alt,682,554.8168864792215,191,63.81688647922147,-127.1831135207785,127.1831135207785,16175.54436483924,491,36481,1,Treino
12,1,Treino,2024,10,9,0,0,202410090000,2024-10-09 00:00,491,0,20.33846153846154,14842,5,5,107,2,2,2,33,82,215,491,706,491,delta_alt,706,462.5893442093478,215,-28.41065579065219,-243.4106557906522,243.4106557906522,59248.74735243536,491,46225,1,Treino
12,1,Treino,2024,10,9,1,0,202410090100,2024-10-09 01:00,479,-12,20.81538461538462,14842,4,5,107,1,2,2,-12,62,246,479,725,479,delta_alt,725,430.0150100710357,246,-48.9849899289643,-294.9849899289643,294.9849899289643,87016.14428339117,479,60516,1,Treino
12,1,Treino,2024,10,9,2,0,202410090200,2024-10-09 02:00,492,13,20.76923076923077,14842,5,5,107,1,1,2,1,34,247,492,739,492,delta_alt,739,534.1427381938734,247,42.14273819387336,-204.8572618061266,204.8572618061266,41966.49771470392,492,61009,1,Treino
12,1,Treino,2024,10,9,3,0,202410090300,2024-10-09 03:00,520,28,20.6,14842,5,4,107,1,1,1,41,29,226,520,746,520,delta_alt,746,594.8184358054427,226,74.81843580544273,-151.1815641945573,151.1815641945573,22855.86535231304,520,51076,1,Treino
12,1,Treino,2024,10,9,4,0,202410090400,2024-10-09 04:00,538,18,20.63846153846154,14842,3,5,107,0,1,1,46,47,211,538,749,538,delta_alt,749,564.8878770499707,211,26.88787704997071,-184.1121229500293,184.1121229500293,33897.2738171667,538,44521,1,Treino
12,1,Treino,2024,10,9,5,0,202410090500,2024-10-09 05:00,580,42,20.45384615384615,14841,2,4,107,1,0,1,60,101,169,580,749,580,delta_alt,749,656.214584340652,169,76.21458434065198,-92.78541565934802,92.78541565934802,8609.133359077985,580,28561,1,Treino
12,1,Treino,2024,10,9,6,0,202410090600,2024-10-09 06:00,617,37,19.62222222222222,14840,10,1,107,0,1,0,79,125,130,617,747,617,delta_alt,747,662.101556181826,130,45.10155618182603,-84.89844381817397,84.89844381817397,7207.745762747642,617,16900,1,Treino
12,1,Treino,2024,10,9,7,0,202410090700,2024-10-09 07:00,633,16,18.608547008547,14840,12,1,107,0,0,1,53,113,107,633,740,633,delta_alt,740,619.9009770335349,107,-13.0990229664651,-120.0990229664651,120.0990229664651,14423.77531749951,633,11449,1,Treino
12,1,Treino,2024,10,9,8,0,202410090800,2024-10-09 08:00,645,12,18.45470085470085,14840,7,10,107,0,0,0,28,107,82,645,727,645,delta_alt,727,621.1192595511533,82,-23.88074044884672,-105.8807404488467,105.8807404488467,11210.73119799605,645,6724,1,Treino
12,1,Treino,2024,10,9,9,0,202410090900,2024-10-09 09:00,651,6,17.13162393162393,14841,1,13,107,0,0,0,18,71,74,651,725,651,delta_alt,725,613.790844408654,74,-37.20915559134596,-111.209155591346,111.209155591346,12367.47628734019,651,5476,1,Treino
12,1,Treino,2024,10,9,10,0,202410091000,2024-10-09 10:00,662,11,14.59316239316239,14841,-2,8,107,0,0,0,17,45,65,662,727,662,delta_alt,727,647.0781567511392,65,-14.9218432488608,-79.9218432488608,79.9218432488608,6387.501028295476,662,4225,1,Treino
12,1,Treino,2024,10,9,11,0,202410091100,2024-10-09 11:00,682,20,13.08547008547008,14842,-1,2,107,0,0,0,31,49,42,682,724,682,delta_alt,724,689.9099168614249,42,7.909916861424904,-34.0900831385751,34.0900831385751,1162.133768394962,682,1764,1,Treino
12,1,Treino,2024,10,9,12,0,202410091200,2024-10-09 12:00,706,24,12.54700854700854,14842,0,-1,107,0,0,0,44,61,12,706,718,706,delta_alt,718,716.0997821764166,12,10.09978217641662,-1.900217823583375,1.900217823583375,3.61082777706394,706,144,1,Treino
12,1,Treino,2024,10,9,13,0,202410091300,2024-10-09 13:00,725,19,11.208547008547,14840,-2,-3,107,0,0,0,43,74,-10,725,715,725,delta_alt,715,708.4994213257536,-10,-16.50057867424641,-6.500578674246412,6.500578674246412,42.25752310006725,725,100,1,Treino
12,1,Treino,2024,10,9,14,0,202410091400,2024-10-09 14:00,739,14,10.9008547008547,14840,-2,-2,107,0,0,0,33,77,-26,739,713,739,delta_alt,713,704.5634160863332,-26,-34.43658391366682,-8.436583913666823,8.436583913666823,71.1759481323418,739,676,1,Treino
12,1,Treino,2024,10,9,15,0,202410091500,2024-10-09 15:00,746,7,10.96239316239316,14840,-2,-2,107,0,0,0,21,64,-37,746,709,746,delta_alt,709,694.285832038331,-37,-51.71416796166898,-14.71416796166898,14.71416796166898,216.5067388042058,746,1369,1,Treino
12,1,Treino,2024,10,9,16,0,202410091600,2024-10-09 16:00,749,3,10.54700854700855,14840,-2,-2,108,1,1,1,10,43,-52,749,697,749,delta_alt,697,696.0935895375064,-52,-52.90641046249357,-0.906410462493568,0.906410462493568,0.821579926517804,749,2704,1,Treino
12,1,Treino,2024,10,9,17,0,202410091700,2024-10-09 17:00,749,0,9.331623931623932,14840,-1,-2,107,0,0,0,3,24,-71,749,678,749,delta_alt,678,691.4953132038153,-71,-57.50468679618473,13.49531320381527,13.49531320381527,182.1234784690708,749,5041,1,Treino
12,1,Treino,2024,10,9,18,0,202410091800,2024-10-09 18:00,747,-2,8.931623931623932,14840,0,-2,108,1,1,1,-2,8,-83,747,664,747,delta_alt,664,693.4806755691826,-83,-53.51932443081739,29.48067556918261,29.48067556918261,869.1102320154004,747,6889,1,Treino
12,1,Treino,2024,10,9,19,0,202410091900,2024-10-09 19:00,740,-7,8.377777777777778,14840,0,-1,108,1,1,1,-9,-6,-83,740,657,740,delta_alt,657,675.9909914033308,-83,-64.00900859666922,18.99099140333078,18.99099140333078,360.6577544813836,740,6889,1,Treino
12,1,Treino,2024,10,9,20,0,202410092000,2024-10-09 20:00,727,-13,7.993162393162396,14840,0,0,109,2,2,2,-20,-22,-73,727,654,727,delta_alt,654,654.6937985474209,-73,-72.3062014525791,0.6937985474208972,0.6937985474208972,0.4813564244033469,727,5329,1,Treino
12,1,Treino,2024,10,9,21,0,202410092100,2024-10-09 21:00,725,-2,7.654700854700856,14840,-1,0,109,2,2,2,-15,-24,-73,725,652,725,delta_alt,652,691.6249413768174,-73,-33.37505862318255,39.62494137681745,39.62494137681745,1570.135979116219,725,5329,1,Treino
12,1,Treino,2024,10,9,22,0,202410092200,2024-10-09 22:00,727,2,7.670085470085471,14841,0,1,109,2,2,2,0,-20,-77,727,650,727,delta_alt,650,701.9356931279111,-77,-25.06430687208888,51.93569312791112,51.93569312791112,2697.316220676555,727,5929,1,Treino
12,1,Treino,2024,10,9,23,0,202410092300,2024-10-09 23:00,724,-3,7.470085470085469,14842,0,1,109,2,2,2,-1,-16,-79,724,645,724,delta_alt,645,679.8726541003654,-79,-44.12734589963463,34.87265410036537,34.87265410036537,1216.102004003729,724,6241,1,Treino
12,1,Treino,2024,10,10,0,0,202410100000,2024-10-10 00:00,718,-6,6.993162393162393,14842,0,1,109,2,2,2,-9,-9,-87,718,631,718,delta_alt,631,663.5102258672256,-87,-54.48977413277441,32.51022586722559,32.51022586722559,1056.914785938024,718,7569,1,Treino
12,1,Treino,2024,10,10,1,0,202410100100,2024-10-10 01:00,715,-3,7.847008547008548,14843,3,1,109,2,2,2,-9,-10,-101,715,614,715,delta_alt,614,675.6541202739629,-101,-39.34587972603708,61.65412027396292,61.65412027396292,3801.230546756285,715,10201,1,Treino
12,1,Treino,2024,10,10,2,0,202410100200,2024-10-10 02:00,713,-2,7.908547008547009,14843,3,1,109,1,2,2,-5,-14,-119,713,594,713,delta_alt,594,675.0086676829173,-119,-37.99133231708265,81.00866768291735,81.00866768291735,6562.404239761338,713,14161,1,Treino
12,1,Treino,2024,10,10,3,0,202410100300,2024-10-10 03:00,709,-4,7.831623931623932,14843,3,3,109,2,1,2,-6,-15,-134,709,575,709,delta_alt,575,666.9280666993842,-134,-42.0719333006158,91.9280666993842,91.9280666993842,8450.769447086432,709,17956,1,Treino
12,1,Treino,2024,10,10,4,0,202410100400,2024-10-10 04:00,697,-12,7.816239316239316,14844,4,4,109,1,2,1,-16,-21,-128,697,569,697,delta_alt,569,632.2091675625941,-128,-64.79083243740592,63.20916756259408,63.20916756259408,3995.398863956095,697,16384,1,Treino
12,1,Treino,2024,10,10,5,0,202410100500,2024-10-10 05:00,678,-19,7.647008547008547,14845,5,5,110,2,2,3,-31,-37,-99,678,579,678,delta_alt,579,602.7624007681515,-99,-75.23759923184855,23.76240076815145,23.76240076815145,564.6516902662447,678,9801,1,Treino
12,1,Treino,2024,10,10,6,0,202410100600,2024-10-10 06:00,664,-14,7.698290598290598,14845,5,5,111,2,3,3,-33,-49,-78,664,586,664,delta_alt,586,616.1749097290146,-78,-47.82509027098536,30.17490972901464,30.17490972901464,910.5251771541826,664,6084,1,Treino
12,1,Treino,2024,10,10,7,0,202410100700,2024-10-10 07:00,657,-7,7.742735042735043,14846,6,6,111,2,2,3,-21,-52,-90,657,567,657,delta_alt,567,633.4866570957697,-90,-23.51334290423029,66.48665709576971,66.48665709576971,4420.475571770466,657,8100,1,Treino
12,1,Treino,2024,10,10,8,0,202410100800,2024-10-10 08:00,654,-3,7.711965811965812,14846,6,6,111,2,2,2,-10,-43,-116,654,538,654,delta_alt,538,639.6744656228037,-116,-14.32553437719628,101.6744656228037,101.6744656228037,10337.6969596827,654,13456,1,Treino
12,1,Treino,2024,10,10,9,0,202410100900,2024-10-10 09:00,652,-2,7.696581196581197,14848,8,8,111,2,2,2,-5,-26,-138,652,514,652,delta_alt,514,634.4990734846976,-138,-17.50092651530235,120.4990734846976,120.4990734846976,14520.02671067056,652,19044,1,Treino
12,1,Treino,2024,10,10,10,0,202410101000,2024-10-10 10:00,650,-2,7.665811965811966,14848,7,8,111,2,2,2,-4,-14,-141,650,509,650,delta_alt,509,627.1672184193574,-141,-22.83278158064263,118.1672184193574,118.1672184193574,13963.49150896811,650,19881,1,Treino
12,1,Treino,2024,10,10,11,0,202410101100,2024-10-10 11:00,645,-5,7.835042735042736,14849,7,9,111,2,2,2,-7,-12,-122,645,523,645,delta_alt,523,612.1835712827193,-122,-32.8164287172807,89.1835712827193,89.1835712827193,7953.709386739874,645,14884,1,Treino
12,1,Treino,2024,10,10,12,0,202410101200,2024-10-10 12:00,631,-14,7.942735042735043,14853,11,12,111,2,2,2,-19,-23,-94,631,537,631,delta_alt,537,577.9715554200934,-94,-53.02844457990659,40.97155542009341,40.97155542009341,1678.668353541786,631,8836,1,Treino
12,1,Treino,2024,10,10,14,0,202410101400,2024-10-10 14:00,594,-20,7.542735042735043,14851,8,9,112,3,3,3,-37,-56,-45,594,549,594,delta_alt,549,544.6758872833984,-45,-49.32411271660158,-4.324112716601576,4.324112716601576,18.69795078587546,594,2025,1,Treino
12,1,Treino,2024,10,10,15,0,202410101500,2024-10-10 15:00,575,-19,7.496581196581196,14851,8,8,112,2,3,3,-39,-70,-30,575,545,575,delta_alt,545,536.0287256548522,-30,-38.97127434514778,-8.971274345147776,8.971274345147776,80.48376337590666,575,900,1,Treino
12,1,Treino,2024,10,10,16,0,202410101600,2024-10-10 16:00,569,-6,7.358119658119658,14851,7,8,113,2,3,4,-25,-62,-36,569,533,569,delta_alt,533,568.8874991867777,-36,-0.1125008132222547,35.88749918677775,35.88749918677775,1287.912597880973,569,1296,1,Treino
12,1,Treino,2024,10,10,17,0,202410101700,2024-10-10 17:00,579,10,7.373504273504273,14851,6,8,114,3,3,4,4,-35,-61,579,518,579,delta_alt,518,615.3502862425095,-61,36.35028624250947,97.35028624250947,97.35028624250947,9477.078231498528,579,3721,1,Treino
12,1,Treino,2024,10,10,18,0,202410101800,2024-10-10 18:00,586,7,7.735897435897436,14851,6,7,114,3,3,3,17,-8,-81,586,505,586,delta_alt,505,598.4560313601874,-81,12.45603136018735,93.45603136018735,93.45603136018735,8734.029797596322,586,6561,1,Treino
12,1,Treino,2024,10,10,19,0,202410101900,2024-10-10 19:00,567,-19,7.58034188034188,14851,5,6,114,3,3,3,-12,-8,-69,567,498,567,delta_alt,498,500.0603542742855,-69,-66.93964572571451,2.060354274285487,2.060354274285487,4.245059735566476,567,4761,1,Treino
12,1,Treino,2024,10,10,20,0,202410102000,2024-10-10 20:00,538,-29,7.595726495726495,14852,6,7,114,3,3,3,-48,-31,-42,538,496,538,delta_alt,496,459.7000147001863,-42,-78.29998529981367,-36.29998529981367,36.29998529981367,1317.688932766689,538,1764,1,Treino
12,1,Treino,2024,10,10,21,0,202410102100,2024-10-10 21:00,514,-24,8.226495726495726,14854,6,8,116,5,5,5,-53,-65,-15,514,499,514,delta_alt,499,478.3494352067294,-15,-35.65056479327063,-20.65056479327063,20.65056479327063,426.4458262810685,514,225,1,Treino
12,1,Treino,2024,10,10,22,0,202410102200,2024-10-10 22:00,509,-5,8.564957264957265,14855,7,9,116,5,5,5,-29,-77,-7,509,502,509,delta_alt,502,539.3414315830502,-7,30.34143158305017,37.34143158305017,37.34143158305017,1394.382512671616,509,49,1,Treino
12,1,Treino,2024,10,10,23,0,202410102300,2024-10-10 23:00,523,14,9.58034188034188,14857,8,9,116,4,5,5,9,-44,-22,523,501,523,delta_alt,501,588.5325730153551,-22,65.53257301535507,87.53257301535507,87.53257301535507,7661.951338688466,523,484,1,Treino
12,1,Treino,2024,10,11,2,0,202410110200,2024-10-11 02:00,549,1,13.72649572649573,14864,13,11,121,8,9,9,12,40,-90,549,459,549,delta_alt,459,554.0304402134268,-90,5.0304402134268,95.0304402134268,95.0304402134268,9030.784567157685,549,8100,1,Treino
12,1,Treino,2024,10,11,3,0,202410110300,2024-10-11 03:00,545,-4,14.24957264957265,14865,14,14,125,11,12,13,-3,22,-97,545,448,545,delta_alt,448,552.9980660479481,-97,7.9980660479481,104.9980660479481,104.9980660479481,11024.59387380927,545,9409,1,Treino
12,1,Treino,2024,10,11,4,0,202410110400,2024-10-11 04:00,533,-12,13.72649572649573,14866,15,15,134,20,20,21,-16,-4,-89,533,444,533,delta_alt,444,554.1744828205583,-89,21.1744828205583,110.1744828205583,110.1744828205583,12138.41666477749,533,7921,1,Treino
12,1,Treino,2024,10,11,5,0,202410110500,2024-10-11 05:00,518,-15,13.26495726495727,14867,16,16,144,30,30,30,-27,-30,-66,518,452,518,delta_alt,452,572.7703173772148,-66,54.77031737721484,120.7703173772148,120.7703173772148,14585.4695593932,518,4356,1,Treino
12,1,Treino,2024,10,11,6,0,202410110600,2024-10-11 06:00,505,-13,12.91111111111111,14869,18,18,153,39,39,39,-28,-44,-44,505,461,505,delta_alt,461,598.9143767761511,-44,93.91437677615113,137.9143767761511,137.9143767761511,19020.37532155417,505,1936,1,Treino
19,1,Treino,2025,8,20,14,0,202508201400,2025-08-20 14:00,269,-23,9.475000000000003,14796,59,10,89,2,2,3,-54,-100,115,269,384,269,delta_alt,384,322.3651337173956,115,53.36513371739557,-61.63486628260443,61.63486628260443,3798.856741674529,269,13225,1,Treino
19,1,Treino,2025,8,20,15,0,202508201500,2025-08-20 15:00,259,-10,9.04166666666667,14790,83,24,89,2,2,2,-33,-94,133,259,392,259,delta_alt,392,361.7390885589803,133,102.7390885589803,-30.26091144101974,30.26091144101974,915.7227612412396,259,17689,1,Treino
19,1,Treino,2025,8,20,16,0,202508201600,2025-08-20 16:00,285,26,8.991666666666669,14754,53,17,89,1,2,2,16,-38,110,285,395,285,delta_alt,395,428.1120623462396,110,143.1120623462396,33.11206234623955,33.11206234623955,1096.408672821255,285,12100,1,Treino
19,1,Treino,2025,8,20,17,0,202508201700,2025-08-20 17:00,328,43,8.958333333333334,14782,64,75,89,2,1,2,69,36,70,328,398,328,delta_alt,398,456.4866915862409,70,128.4866915862409,58.48669158624091,58.48669158624091,3420.693092704063,328,4900,1,Treino
19,1,Treino,2025,8,20,18,0,202508201800,2025-08-20 18:00,349,21,8.958333333333334,14772,45,71,89,2,2,1,64,80,52,349,401,349,delta_alt,401,391.1490574500596,52,42.14905745005956,-9.850942549940441,9.850942549940441,97.04106912222709,349,2704,1,Treino
19,1,Treino,2025,8,20,19,0,202508201900,2025-08-20 19:00,356,7,8.958333333333334,14785,44,67,89,3,2,2,28,97,46,356,402,356,delta_alt,402,366.695994758343,46,10.69599475834298,-35.30400524165702,35.30400524165702,1246.372786102947,356,2116,1,Treino
19,1,Treino,2025,8,20,20,0,202508202000,2025-08-20 20:00,359,3,8.891666666666667,14792,38,65,90,4,4,3,10,74,44,359,403,359,delta_alt,403,370.2435178945387,44,11.24351789453874,-32.75648210546126,32.75648210546126,1072.987119925404,359,1936,1,Treino
19,1,Treino,2025,8,20,21,0,202508202100,2025-08-20 21:00,362,3,8.891666666666667,14797,31,56,90,3,4,4,6,34,46,362,408,362,delta_alt,408,380.83857789167,46,18.83857789166996,-27.16142210833004,27.16142210833004,737.74285094688,362,2116,1,Treino
19,1,Treino,2025,8,20,22,0,202508202200,2025-08-20 22:00,367,5,8.891666666666667,14796,18,42,90,2,3,4,8,18,51,367,418,367,delta_alt,418,386.5481382161013,51,19.54813821610128,-31.45186178389872,31.45186178389872,989.2196096734689,367,2601,1,Treino
19,1,Treino,2025,8,20,23,0,202508202300,2025-08-20 23:00,370,3,8.875000000000002,14791,1,25,90,2,2,3,8,14,52,370,422,370,delta_alt,422,376.1473233809743,52,6.147323380974285,-45.85267661902571,45.85267661902571,2102.467953128948,370,2704,1,Treino
19,1,Treino,2025,8,21,0,0,202508210000,2025-08-21 00:00,373,3,8.875000000000002,14786,-14,8,90,1,2,2,6,14,33,373,406,373,delta_alt,406,370.9460523404165,33,-2.053947659583514,-35.05394765958351,35.05394765958351,1228.779246520821,373,1089,1,Treino
19,1,Treino,2025,8,21,1,0,202508210100,2025-08-21 01:00,377,4,8.875000000000002,14774,-26,-16,90,1,1,2,7,15,19,377,396,377,delta_alt,396,375.0909039007029,19,-1.90909609929713,-20.90909609929713,20.90909609929713,437.1902996896425,377,361,1,Treino
