EVENTO,SERIE,CONJUNTO,ANO,MES,DIA,HORA,MINUTO,COD_SEQUENCIAL,DATA_HORA,inp01_input_1_nivel_86472600,inp02_input_2_nivel_D-1h_86472600,inp03_input_3_chuva_med_acum_36h,inp04_input_6a_nivel_86448000,inp05_input_6b_nivel_D-14H_86448000,inp06_input_7a_nivel_86472000,inp07_input_7b_nivel_D-2h_86472000,inp08_input_7c_nivel_A-14h_86472000,inp09_input_16_nivel_A-1h_86472600,inp10_input_17_nivel_A-2h_86472600,inp11_input_18_nivel_A-4h_86472600,saida_8h_conv_nivel_8h_86472600,NIVEL_ATUAL_CM,RNA_CM,ERRO_CM,ERRO_ABS_CM,E2_RNA,E2_PERS,PERS_BASE_NIVEL_ATUAL_CM,OBSERVADO_CM_AUDITORIA
3,3,Treino,2023,7,13,0,0,202307130000,2023-07-13 00:00,982,119.3855000000001,94.09935897435898,15160,303,1279,164,62,8.771000000000186,19.38550000000009,69.38550000000009,1247,982,1646.244486046999,399.2444860469986,399.2444860469986,159396.1596389321,70225,982,1247
3,3,Treino,2023,7,13,1,0,202307130100,2023-07-13 01:00,1057,75,94.14935897435898,15168,306,1325,109,42,-44.38550000000009,-35.61449999999991,23,1250,1057,1612.24406560905,362.2440656090505,362.2440656090505,131220.7630689741,37249,1057,1250
3,3,Treino,2023,7,13,2,0,202307130200,2023-07-13 02:00,1106,49,94.09166666666667,15168,294,1369,90,38,-26,-70.38550000000009,-51,1249,1106,1572.236059414884,323.2360594148843,323.2360594148843,104481.5501060626,20449,1106,1249
3,3,Treino,2023,7,13,3,0,202307130300,2023-07-13 03:00,1145,39,94.07628205128205,15168,280,1408,83,29,-10,-36,-71.61449999999991,1245,1145,1649.122483949036,404.1224839490362,404.1224839490362,163314.982033139,10000,1145,1245
3,3,Treino,2023,7,13,4,0,202307130400,2023-07-13 04:00,1179,34,93.83141025641025,15166,265,1434,65,11,-5,-15,-85.38550000000009,1239,1179,1663.034574912477,424.0345749124767,424.0345749124767,179805.3207212048,3600,1179,1239
3,3,Treino,2023,7,13,5,0,202307130500,2023-07-13 05:00,1206,27,91.36833333333335,15165,235,1452,44,-4,-7,-12,-48,1230,1206,1629.267911334604,399.2679113346044,399.2679113346044,159414.8650214975,576,1206,1230
3,3,Treino,2023,7,13,6,0,202307130600,2023-07-13 06:00,1226,20,90.75166666666667,15163,198,1460,26,-25,-7,-14,-29,1223,1226,1572.024211059533,349.0242110595329,349.0242110595329,121817.8999057294,9,1226,1223
3,3,Treino,2023,7,13,8,0,202307130800,2023-07-13 08:00,1247,7,90.69409090909092,15155,160,1457,-3,-44,-7,-13,-27,1198,1247,1480.885554797892,282.8855547978922,282.8855547978922,80024.23711331125,2401,1247,1198
3,3,Treino,2023,7,13,9,0,202307130900,2023-07-13 09:00,1250,3,90.99257575757575,15151,153,1449,-10,-68,-4,-11,-24,1180,1250,1465.622122712117,285.6221227121168,285.6221227121168,81579.99698257553,4900,1250,1180
3,3,Treino,2023,7,13,10,0,202307131000,2023-07-13 10:00,1249,-1,91.08744755244756,15144,145,1450,-7,-85,-4,-8,-21,1163,1249,1443.040937117177,280.0409371171766,280.0409371171766,78422.92646146643,7396,1249,1163
3,3,Treino,2023,7,13,11,0,202307131100,2023-07-13 11:00,1245,-4,91.32462703962703,15137,100,1446,-3,-118,-3,-7,-18,1140,1245,1380.66202861164,240.6620286116397,240.6620286116397,57918.21201546968,11025,1245,1140
3,3,Treino,2023,7,13,12,0,202307131200,2023-07-13 12:00,1239,-6,91.598986013986,15132,41,1432,-18,-206,-2,-5,-13,1117,1239,1323.32356684313,206.3235668431303,206.3235668431303,42569.41423487164,14884,1239,1117
3,3,Treino,2023,7,13,13,0,202307131300,2023-07-13 13:00,1230,-9,91.76052447552446,15124,-15,1427,-19,-106,-3,-5,-12,1093,1230,1220.276416724571,127.2764167245709,127.2764167245709,16199.28625424664,18769,1230,1093
3,3,Treino,2023,7,13,14,0,202307131400,2023-07-13 14:00,1223,-7,91.97590909090908,15114,-46,1409,-23,-81,2,-1,-6,1068,1223,1199.570134233877,131.5701342338768,131.5701342338768,17310.70022232037,24025,1223,1068
3,3,Treino,2023,7,13,15,0,202307131500,2023-07-13 15:00,1211,-12,92.09770396270396,15107,-61,1388,-39,-67,-5,-3,-8,1047.6176,1211,1125.41156676648,77.79396676647957,77.79396676647957,6051.901265264128,26693.80862975999,1211,1047.6176
3,3,Treino,2023,7,13,16,0,202307131600,2023-07-13 16:00,1198,-13,91.85988344988345,15097,-71,1366,-43,-66,-1,-6,-7,1031,1198,1109.512076736439,78.51207673643921,78.51207673643921,6164.146193468519,27889,1198,1031
3,3,Treino,2023,7,13,17,0,202307131700,2023-07-13 17:00,1180,-18,88.698344988345,15090,-78,1341,-47,-64,-5,-6,-9,1020,1180,1065.350935186369,45.3509351863695,45.3509351863695,2056.707322278287,25600,1180,1020
3,3,Treino,2023,7,17,0,0,202307170000,2023-07-17 00:00,515,-3,0.1276923076923077,14900,-27,603,-16,10,-5,-10,-25,469,515,452.1621100470304,-16.83788995296959,16.83788995296959,283.5145380683143,2116,515,469
3,3,Treino,2023,7,17,1,0,202307170100,2023-07-17 01:00,510,-5,0.1123076923076923,14897,-45,596,-16,33,-2,-7,-17,464,510,450.0070889995729,-13.99291100042706,13.99291100042706,195.8015582658725,2116,510,464
3,3,Treino,2023,7,17,2,0,202307170200,2023-07-17 02:00,504,-6,0.1123076923076923,14894,-52,590,-13,20,-1,-3,-13,460,504,443.7876971472638,-16.21230285273623,16.21230285273623,262.8387637888393,1936,504,460
4,1,Treino,2023,9,3,13,0,202309031300,2023-09-03 13:00,306,12,69.86923076923078,14731,17,410,29,11,-1,3,11,434,306,366.9206346222478,-67.0793653777522,67.0793653777522,4499.64125948198,16384,306,434
4,1,Treino,2023,9,3,14,0,202309031400,2023-09-03 14:00,320,14,65.06153846153846,14755,47,425,31,13,2,1,9,441,320,392.5174225036083,-48.48257749639174,48.48257749639174,2350.560320693631,14641,320,441
4,1,Treino,2023,9,3,15,0,202309031500,2023-09-03 15:00,338,18,61.88461538461538,14770,59,464,54,50,4,6,9,450,338,435.536123529937,-14.46387647006304,14.46387647006304,209.2037225412433,12544,338,450
4,1,Treino,2023,9,3,16,0,202309031600,2023-09-03 16:00,357,19,59.23076923076923,14787,74,487,62,38,1,5,6,446,357,448.5495279487479,2.549527948747937,2.549527948747937,6.500092761446861,7921,357,446
4,1,Treino,2023,9,3,17,0,202309031700,2023-09-03 17:00,383,26,58.0076923076923,14800,85,496,32,17,7,8,14,447,383,491.6880580553018,44.68805805530178,44.68805805530178,1997.022532754022,4096,383,447
4,1,Treino,2023,9,3,18,0,202309031800,2023-09-03 18:00,410,27,57.67692307692307,14815,99,499,12,4,1,8,13,450,410,503.1670955869165,53.1670955869165,53.1670955869165,2826.740053148316,1600,410,450
4,1,Treino,2023,9,3,19,0,202309031900,2023-09-03 19:00,426,16,57.69230769230769,14832,114,497,1,-2,-11,-10,-2,458,426,466.6758998715935,8.675899871593515,8.675899871593515,75.27123858191636,1024,426,458
4,1,Treino,2023,9,3,20,0,202309032000,2023-09-03 20:00,432,6,57.80769230769231,14848,130,507,8,5,-10,-21,-13,476,432,470.8677621527014,-5.132237847298597,5.132237847298597,26.33986532124414,1936,432,476
4,1,Treino,2023,9,3,21,0,202309032100,2023-09-03 21:00,434,2,58.46923076923077,14860,143,507,10,-4,-4,-14,-24,501,434,486.0634437491593,-14.93655625084068,14.93655625084068,223.1007126345278,4489,434,501
4,1,Treino,2023,9,3,22,0,202309032200,2023-09-03 22:00,441,7,62.48461538461538,14864,157,509,2,-9,5,1,-20,540,441,540.8375306705149,0.837530670514866,0.837530670514866,0.701457624053081,9801,441,540
4,1,Treino,2023,9,3,23,0,202309032300,2023-09-03 23:00,450,9,69.33846153846154,14867,167,511,4,-13,2,7,-7,574,450,565.9409224688987,-8.059077531101252,8.059077531101252,64.94873065230105,15376,450,574
4,1,Treino,2023,9,4,0,0,202309040000,2023-09-04 00:00,446,-4,73.1923076923077,14867,167,515,6,-6,-13,-11,-10,605,446,498.0148126452856,-106.9851873547144,106.9851873547144,11445.83031332334,25281,446,605
4,1,Treino,2023,9,4,1,0,202309040100,2023-09-04 01:00,447,1,77.3923076923077,14868,168,523,12,1,5,-8,-1,636,447,574.807217674902,-61.19278232509805,61.19278232509805,3744.556608686833,35721,447,636
4,1,Treino,2023,9,4,2,0,202309040200,2023-09-04 02:00,450,3,82.62307692307692,14873,173,540,25,4,2,7,-4,678,450,595.2824905727662,-82.71750942723384,82.71750942723384,6842.186365844518,51984,450,678
4,1,Treino,2023,9,4,3,0,202309040300,2023-09-04 03:00,458,8,92.6923076923077,14881,150,562,39,6,5,7,-1,756,458,631.5790231343452,-124.4209768656548,124.4209768656548,15480.5794842038,88804,458,756
4,1,Treino,2023,9,4,4,0,202309040400,2023-09-04 04:00,476,18,99.16730769230769,14893,138,592,52,15,10,15,22,919,476,708.6985956270236,-210.3014043729764,210.3014043729764,44226.68068124615,196249,476,919
4,1,Treino,2023,9,4,5,0,202309040500,2023-09-04 05:00,501,25,107.2621794871795,14918,148,626,64,-5,7,17,24,1133,501,761.1421122767221,-371.8578877232779,371.8578877232779,138278.288662018,399424,501,1133
4,1,Treino,2023,9,4,6,0,202309040600,2023-09-04 06:00,540,39,115.8871794871795,14958,171,660,68,11,14,21,36,1326,540,903.3731870652125,-422.6268129347875,422.6268129347875,178613.4230114159,617796,540,1326
4,1,Treino,2023,9,4,7,0,202309040700,2023-09-04 07:00,574,34,128.0955128205128,15007,207,691,65,22,-5,9,26,1547,574,986.0235317034657,-560.9764682965343,560.9764682965343,314694.5979824526,946729,574,1547
4,1,Treino,2023,9,4,8,0,202309040800,2023-09-04 08:00,605,31,136.2538461538462,15048,233,732,72,38,-3,-8,13,1748,605,1102.473271834658,-645.5267281653421,645.5267281653421,416704.7567758515,1306449,605,1748
4,1,Treino,2023,9,4,9,0,202309040900,2023-09-04 09:00,636,31,142.6705128205128,15188,356,804,113,74,0,-3,6,1905,636,1413.43719694148,-491.5628030585203,491.5628030585203,241633.9893507496,1610361,636,1905
4,1,Treino,2023,9,4,10,0,202309041000,2023-09-04 10:00,678,42,147.6455128205128,15256,408,941,209,127,11,11,3,2033,678,1647.857609233055,-385.1423907669455,385.1423907669455,148334.6611656785,1836025,678,2033
4,1,Treino,2023,9,4,11,0,202309041100,2023-09-04 11:00,756,78,155.7091491841492,15312,452,1224,420,283,36,47,44,2135,756,1895.653633623998,-239.3463663760022,239.3463663760022,57286.68309739546,1901641,756,2135
4,1,Treino,2023,9,4,12,0,202309041200,2023-09-04 12:00,919,163,161.9091491841492,15361,497,1462,521,236,85,121,132,2207,919,1950.688224348998,-256.3117756510019,256.3117756510019,65695.72633736952,1658944,919,2207
4,1,Treino,2023,9,4,13,0,202309041300,2023-09-04 13:00,1133,214,169.9000582750583,15413,546,1708,484,244,51,136,183,2277,1133,2026.404059289782,-250.5959407102184,250.5959407102184,62798.32550043931,1308736,1133,2277
4,1,Treino,2023,9,4,20,0,202309042000,2023-09-04 20:00,2207,72,168.7014502164502,15602,644,2704,146,25,-30,-56,-129,2282,2207,2188.964215444548,-93.03578455545221,93.03578455545221,8655.65720784852,5625,2207,2282
4,1,Treino,2023,9,4,21,0,202309042100,2023-09-04 21:00,2277,70,164.9822194472194,15595,588,2736,91,1,-2,-32,-87,2246.4477,2277,2206.476429196946,-39.97127080305427,39.97127080305427,1597.702489611099,933.4430352899898,2277,2246.4477
4,1,Treino,2023,9,4,22,0,202309042200,2023-09-04 22:00,2321,44,164.0860656010656,15578,530,2761,57,-16,-26,-28,-84,2209,2321,2187.167421751483,-21.83257824851717,21.83257824851717,476.6614729776249,12544,2321,2209
4,1,Treino,2023,9,4,23,0,202309042300,2023-09-04 23:00,2357,36,160.2072194472194,15555,367,2754,18,-79,-8,-34,-66,2167,2357,2167.296430455708,0.296430455708105,0.296430455708105,0.0878710150713148,36100,2357,2167
4,1,Treino,2023,9,5,0,0,202309050000,2023-09-05 00:00,2365,8,155.845680985681,15520,264,2735,-26,-156,-28,-36,-64,2124,2365,2076.918721867539,-47.08127813246119,47.08127813246119,2216.646750586169,58081,2365,2124
4,1,Treino,2023,9,5,1,0,202309050100,2023-09-05 01:00,2357,-8,153.8390875790876,15509,197,2696,-58,-322,-16,-44,-78,2081,2357,2045.640104001828,-35.35989599817208,35.35989599817208,1250.322245001546,76176,2357,2081
4,1,Treino,2023,9,5,2,0,202309050200,2023-09-05 02:00,2341,-16,152.0640875790876,15480,119,2642,-93,-292,-8,-24,-60,2044,2341,2015.865391708988,-28.134608291012,28.134608291012,791.5561836886812,88209,2341,2044
4,1,Treino,2023,9,5,3,0,202309050300,2023-09-05 03:00,2312,-29,150.7140875790876,15460,47,2586,-110,-302,-13,-21,-65,1999,2312,1950.028573052282,-48.97142694771787,48.97142694771787,2398.200657295668,97969,2312,1999
4,1,Treino,2023,9,5,4,0,202309050400,2023-09-05 04:00,2282,-30,150.6275491175491,15439,-8,2531,-111,-338,-1,-14,-38,1948,2282,1957.047619452599,9.047619452599065,9.047619452599065,81.85941775904901,111556,2282,1948
4,1,Treino,2023,9,5,5,0,202309050500,2023-09-05 05:00,2246.4477,-35.55229999999983,150.7217798867799,15419,-71,2489,-97,-237,-5.552299999999832,-6.552299999999832,-27.55229999999983,1891,2246.4477,1837.380345779841,-53.61965422015874,53.61965422015874,2875.067318689386,126343.0674352901,2246.4477,1891
4,1,Treino,2023,9,5,6,0,202309050600,2023-09-05 06:00,2209,-37.44770000000017,150.7160106560107,15390,-136,2428,-103,-208,-1.895400000000336,-7.447700000000168,-21.44770000000017,1829,2209,1753.265413858625,-75.73458614137462,75.73458614137462,5735.727538005292,144400,2209,1829
4,1,Treino,2023,9,5,13,0,202309051300,2023-09-05 13:00,1891,-57,131.0256260406261,15207,-348,2008,-132,-65,-6,-12,-14,1441,1891,1294.343939828523,-146.6560601714773,146.6560601714773,21507.99998501997,202500,1891,1441
4,1,Treino,2023,9,5,14,0,202309051400,2023-09-05 14:00,1829,-62,125.7948568098568,15185,-335,1949,-131,-40,-5,-11,-25,1227,1829,1266.80062481899,39.8006248189904,39.8006248189904,1584.089735982035,362404,1829,1227
4,1,Treino,2023,9,5,15,0,202309051500,2023-09-05 15:00,1765,-64,114.0871645021645,15165,-344,1895,-113,-15,-2,-7,-19,1192,1765,1215.556641530417,23.55664153041721,23.55664153041721,554.9153601925768,328329,1765,1192
4,1,Treino,2023,9,5,16,0,202309051600,2023-09-05 16:00,1707,-58,107.6371645021645,15139,-341,1858,-91,17,6,4,-7,1167,1707,1160.709807909428,-6.290192090571736,6.290192090571736,39.56651653629122,291600,1707,1167
4,1,Treino,2023,9,5,17,0,202309051700,2023-09-05 17:00,1652,-55,97.90383116883119,15118,-342,1774,-121,-28,3,9,2,1145,1652,1139.808008084626,-5.191991915373819,5.191991915373819,26.9567800493071,257049,1652,1145
4,1,Treino,2023,9,5,18,0,202309051800,2023-09-05 18:00,1592,-60,89.27883116883119,15090,-349,1727,-131,8,-5,-2,2,1116,1592,1089.454902742679,-26.54509725732078,26.54509725732078,704.642188400619,226576,1592,1116
4,1,Treino,2023,9,5,19,0,202309051900,2023-09-05 19:00,1538,-54,77.07049783549786,15080,-339,1659,-115,-26,6,1,10,1078,1538,1081.797792743748,3.797792743748232,3.797792743748232,14.42322972446673,211600,1538,1078
4,1,Treino,2023,9,5,20,0,202309052000,2023-09-05 20:00,1481,-57,68.91216450216452,15091,-299,1619,-108,21,-3,3,1,1036,1481,1066.734136921238,30.7341369212379,30.7341369212379,944.587172293399,198025,1481,1036
4,1,Treino,2023,9,5,21,0,202309052100,2023-09-05 21:00,1441,-40,62.49549783549784,15083,-279,1579,-80,1,17,14,15,1005,1441,1116.981990547175,111.9819905471752,111.9819905471752,12539.96620690764,190096,1441,1005
4,1,Treino,2023,9,5,22,0,202309052200,2023-09-05 22:00,1227,-214,57.52049783549783,15107,-223,1515,-104,8,-174,-157,-154,985,1227,1142.055150025112,157.0551500251117,157.0551500251117,24666.32014941036,58564,1227,985
4,1,Treino,2023,9,5,23,0,202309052300,2023-09-05 23:00,1192,-35,49.45686147186147,15098,-209,1442,-137,-8,179,5,19,969,1192,1026.09132234132,57.09132234132039,57.09132234132039,3259.419086680549,49729,1192,969
4,1,Treino,2023,9,6,0,0,202309060000,2023-09-06 00:00,1167,-25,43.25686147186146,15073,-184,1397,-118,2,10,189,32,960,1167,974.3640915904466,14.36409159044661,14.36409159044661,206.3271272187389,42849,1167,960
4,1,Treino,2023,9,6,1,0,202309060100,2023-09-06 01:00,1145,-22,35.26595238095237,15040,-217,1377,-65,43,3,13,18,944,1145,926.5200089247398,-17.47999107526016,17.47999107526016,305.5500879911748,40401,1145,944
4,1,Treino,2023,9,6,2,0,202309060200,2023-09-06 02:00,1116,-29,33.05595238095238,15035,-189,1363,-34,46,-7,-4,185,921,1116,958.626720729226,37.62672072922601,37.62672072922601,1415.770112835166,38025,1116,921
4,1,Treino,2023,9,6,3,0,202309060300,2023-09-06 03:00,1078,-38,28.8781746031746,15019,-188,1334,-43,43,-9,-16,-3,894,1078,866.0132110970522,-27.98678890294775,27.98678890294775,783.2603530981594,33856,1078,894
4,1,Treino,2023,9,6,4,0,202309060400,2023-09-06 04:00,1036,-42,26.50039682539682,15001,-184,1291,-72,16,-4,-13,-17,870,1036,828.1794444466725,-41.82055555332749,41.82055555332749,1748.958866788951,27556,1036,870
4,1,Treino,2023,9,6,5,0,202309060500,2023-09-06 05:00,1005,-31,18.38928571428571,14984,-181,1239,-95,2,11,7,-9,852,1005,819.4116627820754,-32.58833721792462,32.58833721792462,1061.999722629171,23409,1005,852
4,1,Treino,2023,9,6,6,0,202309060600,2023-09-06 06:00,985,-20,7.439285714285716,14962,-177,1193,-98,-9,11,22,9,822,985,839.1487583590864,17.1487583590864,17.1487583590864,294.0799132583357,26569,985,822
4,1,Treino,2023,9,6,7,0,202309060700,2023-09-06 07:00,969,-16,7.410714285714287,14958,-160,1170,-69,61,4,15,22,786,969,821.7177943626206,35.71779436262057,35.71779436262057,1275.760834130449,33489,969,786
4,1,Treino,2023,9,6,8,0,202309060800,2023-09-06 08:00,960,-9,7.410714285714287,14970,-120,1155,-38,32,7,11,33,765,960,878.4508780132187,113.4508780132187,113.4508780132187,12871.10172197023,38025,960,765
4,1,Treino,2023,9,6,9,0,202309060900,2023-09-06 09:00,944,-16,7.260714285714287,14962,-118,1151,-19,64,-7,0,15,751,944,796.2285457274631,45.22854572746314,45.22854572746314,2045.621348621225,37249,944,751
4,1,Treino,2023,9,6,10,0,202309061000,2023-09-06 10:00,921,-23,2.710714285714285,14948,-143,1134,-21,23,-7,-14,-3,746.88643325,921,761.7312033276456,14.84477007764565,14.84477007764565,220.3671986581636,30315.53412640671,921,746.88643325
4,1,Treino,2023,9,6,11,0,202309061100,2023-09-06 11:00,894,-27,0.7357142857142859,14967,-116,1108,-43,14,-4,-11,-11,743.47807689,894,741.080662313178,-2.39741457682203,2.39741457682203,5.747596653158752,22656.84933673275,894,743.47807689
4,1,Treino,2023,9,6,12,0,202309061200,2023-09-06 12:00,870,-24,0.6357142857142859,14963,-144,1075,-59,31,3,-1,-15,740.59238581,870,717.7767716781889,-22.81561413181112,22.81561413181112,520.5522482116992,16746.33061034789,870,740.59238581
4,1,Treino,2023,9,6,13,0,202309061300,2023-09-06 13:00,852,-18,0.55,14953,-145,1036,-72,34,6,9,-2,737,852,716.9869089529304,-20.01309104706957,20.01309104706957,400.523813258296,13225,852,737
4,1,Treino,2023,9,6,14,0,202309061400,2023-09-06 14:00,822,-30,0.4250000000000001,14960,-113,1019,-56,28,-12,-6,-7,730,822,662.8873513826541,-67.11264861734594,67.11264861734594,4504.107604435346,8464,822,730
4,1,Treino,2023,9,6,15,0,202309061500,2023-09-06 15:00,786,-36,0.3750000000000001,15025,-15,991,-45,-8,-6,-18,-9,723,786,662.6061212560601,-60.39387874393992,60.39387874393992,3647.420589737718,3969,786,723
4,1,Treino,2023,9,6,16,0,202309061600,2023-09-06 16:00,765,-21,0.3,15030,-5,932,-87,-45,15,9,3,712,765,722.513305443478,10.51330544347798,10.51330544347798,110.5295913478636,2809,765,712
4,1,Treino,2023,9,6,17,0,202309061700,2023-09-06 17:00,751,-14,0.175,15025,6,907,-84,4,7,22,4,703,751,703.8537963810613,0.8537963810613292,0.8537963810613292,0.7289682603134224,2304,751,703
4,1,Treino,2023,9,6,18,0,202309061800,2023-09-06 18:00,746.88643325,-4.113566750000018,0.15,15016,15,897,-35,33,9.886433249999982,16.88643324999998,25.88643324999998,696,746.88643325,746.737450418633,50.73745041863299,50.73745041863299,2574.288874983241,2589.429088906704,746.88643325,696
4,1,Treino,2023,9,6,19,0,202309061900,2023-09-06 19:00,743.47807689,-3.408356359999971,0.1,15008,24,894,-13,49,0.7052103900000475,10.59164364000003,32.59164364000003,686,743.47807689,727.9950051709022,41.99500517090223,41.99500517090223,1763.580459304105,3303.729322972753,743.47807689,686
4,1,Treino,2023,9,6,20,0,202309062000,2023-09-06 20:00,740.59238581,-2.885691080000015,0.07500000000000001,15002,40,895,-2,47,0.5226652799999556,1.227875670000003,18.11430891999998,678,740.59238581,727.6621073164778,49.66210731647777,49.66210731647777,2466.324903113355,3917.806761387889,740.59238581,678
4,1,Treino,2023,9,6,21,0,202309062100,2023-09-06 21:00,737,-3.592385809999996,0.07500000000000001,14995,37,890,-4,18,-0.7066947299999811,-0.1840294500000255,10.40761419,669,737,707.3371253360333,38.3371253360333,38.3371253360333,1469.735179030726,4624,737,669
4,1,Treino,2023,9,6,22,0,202309062200,2023-09-06 22:00,730,-7,0.05,14989,19,883,-12,8,-3.407614190000004,-4.114308919999985,-2.886433249999982,657,730,667.4071175150654,10.40711751506535,10.40711751506535,108.30809497238,5329,730,657
4,1,Treino,2023,9,6,23,0,202309062300,2023-09-06 23:00,723,-7,0.05,14982,20,874,-16,-5,0,-3.407614190000004,-3.591643640000029,646,723,668.1989459398285,22.19894593982849,22.19894593982849,492.7932008394278,5929,723,646
4,1,Treino,2023,9,7,0,0,202309070000,2023-09-07 00:00,712,-11,0.05,14977,29,864,-19,7,-4,-4,-8.114308919999985,638,712,639.7479013495424,1.747901349542417,1.747901349542417,3.055159127732202,5476,712,638
4,1,Treino,2023,9,7,1,0,202309070100,2023-09-07 01:00,703,-9,0.025,14970,3,854,-20,16,2,-2,-5.407614190000004,632,703,640.0309124179828,8.03091241798279,8.03091241798279,64.49555426531019,5041,703,632
4,1,Treino,2023,9,7,2,0,202309070200,2023-09-07 02:00,696,-7,0.025,14966,3,844,-20,23,2,4,0,627,696,639.525829593963,12.52582959396295,12.52582959396295,156.8964070169981,4761,696,627
4,1,Treino,2023,9,7,3,0,202309070300,2023-09-07 03:00,686,-10,0.025,14960,7,834,-20,29,-3,-1,-3,622,686,610.2105980360126,-11.78940196398742,11.78940196398742,138.9899986684703,4096,686,622
4,1,Treino,2023,9,7,4,0,202309070400,2023-09-07 04:00,678,-8,0,14992,32,819,-25,2,2,-1,3,617,678,633.9231646040414,16.9231646040414,16.9231646040414,286.3935002154798,3721,678,617
4,1,Treino,2023,9,7,5,0,202309070500,2023-09-07 05:00,669,-9,0,14997,-28,811,-23,20,-1,1,0,611,669,594.5267539955744,-16.47324600442562,16.47324600442562,271.3678339223246,3364,669,611
4,1,Treino,2023,9,7,6,0,202309070600,2023-09-07 06:00,657,-12,0,14996,-34,800,-19,48,-3,-4,-5,606,657,572.5228202341419,-33.47717976585807,33.47717976585807,1120.721565075577,2601,657,606
4,1,Treino,2023,9,7,7,0,202309070700,2023-09-07 07:00,646,-11,0,14992,-33,785,-26,10,1,-2,-1,600,646,572.2010528185548,-27.79894718144521,27.79894718144521,772.7814643967808,2116,646,600
4,1,Treino,2023,9,7,8,0,202309070800,2023-09-07 08:00,638,-8,0,14989,-27,770,-30,-5,3,4,0,595,638,577.506279914651,-17.49372008534897,17.49372008534897,306.0302424245419,1849,638,595
4,1,Treino,2023,9,7,9,0,202309070900,2023-09-07 09:00,632,-6,0,14985,-23,760,-25,-7,2,5,3,590,632,575.3484216230254,-14.65157837697461,14.65157837697461,214.66874893663,1764,632,590
4,1,Treino,2023,9,7,10,0,202309071000,2023-09-07 10:00,627,-5,0,14981,-21,756,-14,-5,1,3,7,585,627,571.3600297525458,-13.63997024745424,13.63997024745424,186.048788351437,1764,627,585
4,1,Treino,2023,9,7,11,0,202309071100,2023-09-07 11:00,622,-5,0,14978,-17,748,-12,-3,0,1,6,579,622,564.437679885725,-14.56232011427505,14.56232011427505,212.0611671106198,1849,622,579
4,1,Treino,2023,9,7,12,0,202309071200,2023-09-07 12:00,617,-5,0,14974,-15,744,-12,3,0,0,3,575,617,558.4615694219784,-16.53843057802158,16.53843057802158,273.5196859840391,1764,617,575
4,1,Treino,2023,9,7,13,0,202309071300,2023-09-07 13:00,611,-6,0.025,14971,-11,736,-12,1,-1,-1,0,570,611,548.6128331378537,-21.38716686214627,21.38716686214627,457.4109063892877,1681,611,570
4,1,Treino,2023,9,7,14,0,202309071400,2023-09-07 14:00,606,-5,0.75,14968,-9,730,-14,4,1,0,0,566,606,551.2575398772708,-14.7424601227292,14.7424601227292,217.3401304702606,1600,606,566
4,1,Treino,2023,9,7,15,0,202309071500,2023-09-07 15:00,600,-6,1.275,14965,-5,724,-12,4,-1,0,-1,562,600,540.106100814494,-21.89389918550603,21.89389918550603,479.3428215451016,1444,600,562
4,1,Treino,2023,9,7,16,0,202309071600,2023-09-07 16:00,595,-5,2.125,14962,-4,718,-12,4,1,0,0,560,595,542.837322880825,-17.16267711917499,17.16267711917499,294.5574858970526,1225,595,560
4,1,Treino,2023,9,7,17,0,202309071700,2023-09-07 17:00,590,-5,2.725,14959,-1,709,-15,1,0,1,1,557,590,537.2997415405924,-19.70025845940756,19.70025845940756,388.1001833674593,1089,590,557
4,1,Treino,2023,9,7,18,0,202309071800,2023-09-07 18:00,585,-5,3.7,14956,-36,705,-13,11,0,0,0,555,585,524.19262535473,-30.80737464526999,30.80737464526999,949.0943325340241,900,585,555
4,1,Treino,2023,9,7,19,0,202309071900,2023-09-07 19:00,579,-6,4.725,14953,-44,699,-10,2,-1,-1,0,555,579,513.8942015980725,-41.10579840192747,41.10579840192747,1689.686662259903,576,579,555
4,1,Treino,2023,9,7,20,0,202309072000,2023-09-07 20:00,575,-4,5.149999999999999,14951,-45,693,-12,5,2,1,1,557,575,520.4032970353643,-36.59670296463571,36.59670296463571,1339.318667881776,324,575,557
4,1,Treino,2023,9,7,21,0,202309072100,2023-09-07 21:00,570,-5,5.225,14948,-44,687,-12,9,-1,1,0,564,570,507.7546641023398,-56.2453358976602,56.2453358976602,3163.537810240623,36,570,564
4,1,Treino,2023,9,7,22,0,202309072200,2023-09-07 22:00,566,-4,5.25,14945,-44,681,-12,9,1,0,1,572,566,510.1796460856372,-61.82035391436284,61.82035391436284,3821.756158097077,36,566,572
4,1,Treino,2023,9,7,23,0,202309072300,2023-09-07 23:00,562,-4,6.05,14944,-41,676,-11,5,0,1,2,581,562,506.0164295692222,-74.98357043077783,74.98357043077783,5622.53583454742,361,562,581
4,1,Treino,2023,9,8,0,0,202309080000,2023-09-08 00:00,560,-2,9.7,14942,-39,672,-9,0,2,2,2,594,560,514.5697616839684,-79.43023831603159,79.43023831603159,6309.162758941573,1156,560,594
4,1,Treino,2023,9,8,1,0,202309080100,2023-09-08 01:00,557,-3,12.8875,14939,-39,666,-10,2,-1,1,2,609,557,505.5367530177024,-103.4632469822976,103.4632469822976,10704.64347611992,2704,557,609
