EVENTO,SERIE,CONJUNTO,ANO,MES,DIA,HORA,MINUTO,COD_SEQUENCIAL,DATA_HORA,inp01_input_1_nivel_86472600,inp02_input_2_nivel_D_1h_86472600,inp03_input_3_chuva_med_acum_36h,inp04_input_6_nivel_86448000,inp05_input_6_nivel_D_12H_86448000,inp06_input_6_nivel_D_14H_86448000,inp07_input_7_nivel_86472000,inp08_input_7_nivel_D_1h_86472000,inp09_input_7_nivel_D_2h_86472000,inp10_input_7_nivel_D_4h_86472000,inp11_input_7_nivel_A_12h_86472000,inp12_input_12_nivel_D_2h_86472600,inp13_input_13_nivel_D_4h_86472600,inp14_input_16_nivel_A_1h_86472600,inp15_input_17_nivel_A_2h_86472600,saida_12h_alt_nivel_D12h_86472600,NIVEL_ATUAL_CM,OBSERVADO_12H_CM_AUDITORIA,PERSISTENCIA_CM,TIPO_ALVO_RNA,OBSERVADO_CM_AUDITORIA,RNA_CM,ALT_OBSERVADA_CM,ALT_RNA_CM,ERRO_RNA_CM,ERRO_ABS_CM,E2_RNA,PERS_BASE_NIVEL_ATUAL_CM,E2_PERS,SERIE_AUDITORIA,CONJUNTO_AUDITORIA
2,2,Validacao,2023,6,17,9,0,202306170900,2023-06-17 09:00,754,-17,27.16734265734265,14981,5,-5,869,-8,-22,-61,-36,-33,-68,-1,-3,-116,754,638,754,delta_alt,638,673.4709327888478,-116,-80.52906721115221,35.47093278884779,35.47093278884779,1258.187072910957,754,13456,2,Validacao
2,2,Validacao,2023,6,17,10,0,202306171000,2023-06-17 10:00,742,-12,25.55900932400932,14986,18,5,867,-2,-10,-49,-5,-29,-59,5,4,-110,742,632,742,delta_alt,632,701.5367136143619,-110,-40.46328638563807,69.53671361436193,69.53671361436193,4835.354540285788,742,12100,2,Validacao
2,2,Validacao,2023,6,17,11,0,202306171100,2023-06-17 11:00,735,-7,24.90900932400932,14986,13,10,858,-9,-11,-33,1,-19,-52,5,10,-111,735,624,735,delta_alt,624,692.6875591974667,-111,-42.31244080253327,68.68755919746673,68.68755919746673,4717.980788505496,735,12321,2,Validacao
2,2,Validacao,2023,6,17,12,0,202306171200,2023-06-17 12:00,728,-7,23.76734265734265,14981,-4,13,850,-8,-17,-27,19,-14,-43,0,5,-108,728,620,728,delta_alt,620,670.8140471843652,-108,-57.18595281563478,50.81404718436522,50.81404718436522,2582.067391254895,728,11664,2,Validacao
2,2,Validacao,2023,6,17,13,0,202306171300,2023-06-17 13:00,721,-7,22.49234265734265,14981,-10,8,826,-24,-32,-43,-16,-14,-33,0,0,-108,721,613,721,delta_alt,613,629.7193209341668,-108,-91.28067906583317,16.71932093416683,16.71932093416683,279.5356924996692,721,11664,2,Validacao
2,2,Validacao,2023,6,17,14,0,202306171400,2023-06-17 14:00,711,-10,20.64234265734265,14985,1,0,809,-17,-41,-58,-1,-17,-31,-3,-3,-105,711,606,711,delta_alt,606,629.7853746322181,-105,-81.21462536778188,23.78537463221812,23.78537463221812,565.7440463949654,711,11025,2,Validacao
2,2,Validacao,2023,6,17,20,0,202306172000,2023-06-17 20:00,641,-5,6.572342657342655,14987,-3,-11,753,-5,-10,-22,9,-13,-40,3,7,-73,641,568,641,delta_alt,568,586.268253568002,-73,-54.73174643199798,18.26825356800202,18.26825356800202,333.7290884248187,641,5329,2,Validacao
2,2,Validacao,2023,6,17,21,0,202306172100,2023-06-17 21:00,638,-3,6.205675990675988,14987,6,-8,745,-8,-13,-21,0,-8,-28,2,5,-74,638,564,638,delta_alt,564,583.1439960890236,-74,-54.85600391097637,19.14399608902363,19.14399608902363,366.492586256552,638,5476,2,Validacao
2,2,Validacao,2023,6,17,22,0,202306172200,2023-06-17 22:00,632,-6,5.577470862470862,14984,-2,-6,740,-5,-13,-23,-3,-9,-22,-3,-1,-73,632,559,632,delta_alt,559,563.6316305589901,-73,-68.36836944100992,4.631630558990082,4.631630558990082,21.45200163497078,632,5329,2,Validacao
2,2,Validacao,2023,6,17,23,0,202306172300,2023-06-17 23:00,624,-8,5.171060606060604,14980,-6,-1,732,-8,-13,-26,1,-14,-22,-2,-5,-75,624,549,624,delta_alt,549,549.3867961571261,-75,-74.61320384287387,0.3867961571261276,0.3867961571261276,0.14961126716754,624,5625,2,Validacao
2,2,Validacao,2023,6,18,0,0,202306180000,2023-06-18 00:00,620,-4,4.927470862470861,14976,-5,-10,722,-10,-18,-31,-2,-12,-21,4,2,-87,620,533,620,delta_alt,533,557.1894645348364,-87,-62.81053546516364,24.18946453483636,24.18946453483636,585.130194482106,620,7569,2,Validacao
2,2,Validacao,2023,6,18,1,0,202306180100,2023-06-18 01:00,613,-7,4.760804195804194,14973,-8,-13,715,-7,-17,-30,17,-11,-25,-3,1,-94,613,519,613,delta_alt,519,546.5867012676835,-94,-66.41329873231655,27.58670126768345,27.58670126768345,761.0260868324078,613,8836,2,Validacao
2,2,Validacao,2023,6,18,7,0,202306180700,2023-06-18 07:00,574,-7,3.007424242424241,14971,-11,-18,674,-5,-13,-29,0,-14,-25,0,-1,-65,574,509,574,delta_alt,509,512.589568358463,-65,-61.410431641537,3.589568358462998,3.589568358462998,12.88500100007874,574,4225,2,Validacao
2,2,Validacao,2023,6,18,8,0,202306180800,2023-06-18 08:00,568,-6,2.840757575757575,14989,2,3,670,-4,-9,-24,1,-13,-26,1,1,-55,568,513,568,delta_alt,513,523.9392651073862,-55,-44.06073489261382,10.93926510738618,10.93926510738618,119.6675210896767,568,3025,2,Validacao
2,2,Validacao,2023,6,18,9,0,202306180900,2023-06-18 09:00,564,-4,2.632424242424241,14991,4,9,654,-16,-20,-33,-8,-10,-24,2,3,-43,564,521,564,delta_alt,521,511.6971309444871,-43,-52.30286905551293,-9.302869055512929,9.302869055512929,86.54337266402001,564,1849,2,Validacao
2,2,Validacao,2023,6,18,10,0,202306181000,2023-06-18 10:00,559,-5,2.449090909090908,14989,5,2,629,-25,-41,-50,-20,-9,-22,-1,1,-29,559,530,559,delta_alt,530,488.4875980527075,-29,-70.51240194729246,-41.51240194729246,41.51240194729246,1723.279515433571,559,841,2,Validacao
2,2,Validacao,2023,6,18,11,0,202306181100,2023-06-18 11:00,549,-10,2.321818181818181,14987,7,0,611,-18,-43,-63,-10,-15,-25,-5,-6,-23,549,526,549,delta_alt,526,480.6224001472178,-23,-68.37759985278217,-45.37759985278217,45.37759985278217,2059.126568399216,549,529,2,Validacao
3,1,Treino,2023,7,11,16,0,202307111600,2023-07-11 16:00,433,-3,1.805128205128205,14860,-21,-27,519,-1,-5,-11,3,-5,-11,-1,0,-25,433,408,433,delta_alt,408,401.6575175932918,-25,-31.3424824067082,-6.3424824067082,6.3424824067082,40.22708307940304,433,625,1,Treino
3,1,Treino,2023,7,11,17,0,202307111700,2023-07-11 17:00,431,-2,4.278205128205128,14858,-21,-26,515,-4,-5,-12,0,-5,-10,1,0,-25,431,406,431,delta_alt,406,403.0282170763008,-25,-27.97178292369915,-2.971782923699152,2.971782923699152,8.83149374558988,431,625,1,Treino
3,1,Treino,2023,7,11,18,0,202307111800,2023-07-11 18:00,428,-3,4.978205128205128,14857,-21,-24,514,-1,-5,-10,3,-5,-10,-1,0,-23,428,405,428,delta_alt,405,402.3695633468847,-23,-25.63043665311534,-2.630436653115339,2.630436653115339,6.919196986052627,428,529,1,Treino
3,1,Treino,2023,7,12,1,0,202307120100,2023-07-12 01:00,413,-2,5.544871794871794,14848,-17,-20,498,-3,-5,-8,0,-4,-8,0,0,12,413,425,413,delta_alt,425,393.2963644707469,12,-19.70363552925312,-31.70363552925312,31.70363552925312,1005.120505771721,413,144,1,Treino
3,1,Treino,2023,7,12,2,0,202307120200,2023-07-12 02:00,411,-2,5.529487179487178,14848,-15,-19,498,0,-3,-7,3,-4,-8,0,0,25,411,436,411,delta_alt,436,397.2609079070062,25,-13.73909209299381,-38.73909209299381,38.73909209299381,1500.717256189456,411,625,1,Treino
3,1,Treino,2023,7,12,3,0,202307120300,2023-07-12 03:00,409,-2,5.53076923076923,14848,-14,-17,495,-3,-3,-8,1,-4,-8,0,0,40,409,449,409,delta_alt,449,393.1186950998455,40,-15.88130490015453,-55.88130490015453,55.88130490015453,3122.720237344035,409,1600,1,Treino
3,1,Treino,2023,7,12,4,0,202307120400,2023-07-12 04:00,408,-1,5.553205128205127,14847,-13,-16,494,-1,-4,-7,0,-3,-7,1,1,56,408,464,408,delta_alt,464,397.2883000577712,56,-10.71169994222885,-66.71169994222885,66.71169994222885,4450.450909181976,408,3136,1,Treino
3,1,Treino,2023,7,12,5,0,202307120500,2023-07-12 05:00,406,-2,8.714743589743588,14846,-12,-16,492,-2,-3,-6,2,-3,-7,-1,0,78,406,484,406,delta_alt,484,396.5023895077557,78,-9.497610492244348,-87.49761049224435,87.49761049224435,7655.831841852509,406,6084,1,Treino
3,1,Treino,2023,7,12,6,0,202307120600,2023-07-12 06:00,405,-1,15.76858974358974,14848,-9,-12,492,0,-2,-6,1,-3,-6,1,0,114,405,519,405,delta_alt,519,412.987480502213,114,7.987480502212975,-106.012519497787,106.012519497787,11238.65429026867,405,12996,1,Treino
