EVENTO,SERIE,CONJUNTO,ANO,MES,DIA,HORA,MINUTO,COD_SEQUENCIAL,DATA_HORA,inp01_input_1_nivel_86472600,inp02_input_2_nivel_D_1h_86472600,inp03_input_3_chuva_med_acum_36h,inp04_input_6_nivel_86448000,inp05_input_6_nivel_D_12H_86448000,inp06_input_6_nivel_D_14H_86448000,inp07_input_7_nivel_86472000,inp08_input_7_nivel_D_1h_86472000,inp09_input_7_nivel_D_2h_86472000,inp10_input_7_nivel_D_4h_86472000,inp11_input_7_nivel_A_12h_86472000,inp12_input_12_nivel_D_2h_86472600,inp13_input_13_nivel_D_4h_86472600,inp14_input_16_nivel_A_1h_86472600,inp15_input_17_nivel_A_2h_86472600,saida_12h_alt_nivel_D12h_86472600,NIVEL_ATUAL_CM,OBSERVADO_12H_CM_AUDITORIA,PERSISTENCIA_CM,TIPO_ALVO_RNA,OBSERVADO_CM_AUDITORIA,RNA_CM,ALT_OBSERVADA_CM,ALT_RNA_CM,ERRO_RNA_CM,ERRO_ABS_CM,E2_RNA,PERS_BASE_NIVEL_ATUAL_CM,E2_PERS,SERIE_AUDITORIA,CONJUNTO_AUDITORIA
2,2,Validacao,2023,6,16,6,0,202306160600,2023-06-16 06:00,496,7,89.50766899766899,15002,286,284,604,59,79,82,52,10,5,4,10,387,496,883,496,delta_alt,883,875.3782562830002,387,379.3782562830002,-7.621743716999845,7.621743716999845,58.09097728762661,496,149769,2,Validacao
2,2,Validacao,2023,6,16,7,0,202306160700,2023-06-16 07:00,509,13,87.73202797202796,15002,287,284,709,105,164,189,96,20,20,6,10,372,509,881,509,delta_alt,881,921.6078433688724,372,412.6078433688724,40.60784336887241,40.60784336887241,1648.996943070875,509,138384,2,Validacao
2,2,Validacao,2023,6,16,8,0,202306160800,2023-06-16 08:00,545,36,85.6679254079254,14999,270,283,800,91,196,275,77,49,59,23,29,332,545,877,545,delta_alt,877,966.4020256022536,332,421.4020256022536,89.40202560225362,89.40202560225362,7992.722181786011,545,110224,2,Validacao
2,2,Validacao,2023,6,16,9,0,202306160900,2023-06-16 09:00,625,80,84.86664335664337,15007,254,292,875,75,166,330,57,116,136,44,67,249,625,874,625,delta_alt,874,1064.34455984166,249,439.3445598416597,190.3445598416597,190.3445598416597,36231.05146131517,625,62001,2,Validacao
2,2,Validacao,2023,6,16,10,0,202306161000,2023-06-16 10:00,699,74,83.69741258741259,14993,204,264,978,103,178,374,85,154,203,-6,38,182,699,881,699,delta_alt,881,1080.021542468962,182,381.0215424689616,199.0215424689616,199.0215424689616,39609.57436672467,699,33124,2,Validacao
2,2,Validacao,2023,6,16,11,0,202306161100,2023-06-16 11:00,770,71,82.76664335664336,14989,166,236,1017,39,142,308,25,145,261,-3,-9,118,770,888,770,delta_alt,888,1086.467905809616,118,316.4679058096162,198.4679058096162,198.4679058096162,39389.50963645471,770,13924,2,Validacao
2,2,Validacao,2023,6,16,12,0,202306161200,2023-06-16 12:00,834,64,80.45125874125874,14992,126,203,1027,10,49,227,3,135,289,-7,-10,59,834,893,834,delta_alt,893,1065.203156941861,59,231.2031569418609,172.2031569418609,172.2031569418609,29653.92726074318,834,3481,2,Validacao
2,2,Validacao,2023,6,16,13,0,202306161300,2023-06-16 13:00,867,33,78.80510489510489,14994,79,171,1031,4,14,156,7,97,242,-31,-38,14,867,881,867,delta_alt,881,916.1134948167422,14,49.11349481674222,35.11349481674222,35.11349481674222,1232.957518245383,867,196,2,Validacao
2,2,Validacao,2023,6,16,14,0,202306161400,2023-06-16 14:00,880,13,77.96151515151516,14995,17,129,1036,5,9,58,12,46,181,-20,-51,-12,880,868,880,delta_alt,868,856.0300690433659,-12,-23.96993095663413,-11.96993095663413,11.96993095663413,143.2792471065881,880,144,2,Validacao
2,2,Validacao,2023,6,16,15,0,202306161500,2023-06-16 15:00,886,6,77.16151515151516,14996,0,81,1036,0,5,19,2,19,116,-7,-27,-30,886,856,886,delta_alt,856,865.7488241560127,-30,-20.25117584398731,9.748824156012688,9.748824156012688,95.0395724248565,886,900,2,Validacao
2,2,Validacao,2023,6,16,16,0,202306161600,2023-06-16 16:00,888,2,76.22305361305362,14999,1,21,1037,1,1,10,-4,8,54,-4,-11,-45,888,843,888,delta_alt,843,866.6901735322693,-45,-21.30982646773066,23.69017353226934,23.69017353226934,561.2243219890348,888,2025,2,Validacao
2,2,Validacao,2023,6,16,17,0,202306161700,2023-06-16 17:00,888,0,75.46920745920747,15008,0,12,1029,-8,-7,-2,-28,2,21,-2,-6,-66,888,822,888,delta_alt,822,843.9590564125025,-66,-44.04094358749751,21.95905641250249,21.95905641250249,482.2001585274668,888,4356,2,Validacao
2,2,Validacao,2023,6,16,18,0,202306161800,2023-06-16 18:00,883,-5,75.207668997669,14988,-14,-10,1027,-2,-10,-9,-61,-5,3,-5,-7,-82,883,801,883,delta_alt,801,813.1395650417378,-82,-69.8604349582622,12.1395650417378,12.1395650417378,147.3690394025824,883,6724,2,Validacao
2,2,Validacao,2023,6,16,19,0,202306161900,2023-06-16 19:00,881,-2,74.45382284382285,14986,-16,-22,1023,-4,-6,-13,-109,-7,-5,3,-2,-94,881,787,881,delta_alt,787,825.5837516221743,-94,-55.4162483778257,38.5837516221743,38.5837516221743,1488.705889241638,881,8836,2,Validacao
2,2,Validacao,2023,6,16,20,0,202306162000,2023-06-16 20:00,877,-4,72.73587412587413,14981,-18,-21,1026,3,-1,-11,-88,-6,-11,-2,1,-106,877,771,877,delta_alt,771,828.6698863697603,-106,-48.33011363023968,57.66988636976032,57.66988636976032,3325.815793901067,877,11236,2,Validacao
2,2,Validacao,2023,6,16,21,0,202306162100,2023-06-16 21:00,874,-3,71.02602564102564,14976,-31,-26,1054,28,31,25,-47,-7,-14,1,-1,-120,874,754,874,delta_alt,754,866.4262068888082,-120,-7.573793111191776,112.4262068888082,112.4262068888082,12639.65199540511,874,14400,2,Validacao
2,2,Validacao,2023,6,16,22,0,202306162200,2023-06-16 22:00,881,7,68.46448717948718,14968,-25,-31,1057,3,31,30,-100,4,-2,10,11,-139,881,742,881,delta_alt,742,883.0315880666212,-139,2.031588066621225,141.0315880666212,141.0315880666212,19889.90883259314,881,19321,2,Validacao
2,2,Validacao,2023,6,16,23,0,202306162300,2023-06-16 23:00,888,7,64.91483682983682,14973,-16,-34,1047,-10,-7,24,-49,14,7,0,10,-153,888,735,888,delta_alt,735,855.1383343000092,-153,-32.86166569999079,120.1383343000092,120.1383343000092,14433.21936838077,888,23409,2,Validacao
2,2,Validacao,2023,6,17,0,0,202306170000,2023-06-17 00:00,893,5,60.5882634032634,14985,-7,-8,1020,-27,-37,-6,-37,12,16,-2,-2,-165,893,728,893,delta_alt,728,822.4525826084603,-165,-70.54741739153974,94.45258260846026,94.45258260846026,8921.29036140801,893,27225,2,Validacao
2,2,Validacao,2023,6,17,1,0,202306170100,2023-06-17 01:00,881,-12,56.44886946386946,14991,-3,2,1012,-8,-35,-42,-12,-7,7,-17,-19,-160,881,721,881,delta_alt,721,770.429227022899,-160,-110.570772977101,49.429227022899,49.429227022899,2443.248484081289,881,25600,2,Validacao
2,2,Validacao,2023,6,17,2,0,202306170200,2023-06-17 02:00,868,-13,53.13278554778555,14984,-11,-8,996,-16,-24,-61,-21,-25,-13,-1,-18,-157,868,711,868,delta_alt,711,773.1756324213882,-157,-94.82436757861183,62.17563242138817,62.17563242138817,3865.809266999576,868,24649,2,Validacao
2,2,Validacao,2023,6,17,3,0,202306170300,2023-06-17 03:00,856,-12,48.35020979020979,14998,2,4,975,-21,-37,-72,-21,-25,-32,1,0,-160,856,696,856,delta_alt,696,786.0526290402818,-160,-69.94737095971823,90.05262904028177,90.05262904028177,8109.4759970666,856,25600,2,Validacao
2,2,Validacao,2023,6,17,4,0,202306170400,2023-06-17 04:00,843,-13,42.78237762237762,15002,3,7,940,-35,-56,-80,-36,-25,-50,-1,0,-162,843,681,843,delta_alt,681,737.1045571414447,-162,-105.8954428585553,56.10455714144473,56.10455714144473,3147.721332037637,843,26244,2,Validacao
2,2,Validacao,2023,6,17,8,0,202306170800,2023-06-17 08:00,771,-16,28.30067599067599,14990,9,2,877,-14,-39,-63,-17,-30,-72,-2,5,-130,771,641,771,delta_alt,641,704.520701861048,-130,-66.479298138952,63.520701861048,63.520701861048,4034.879564920147,771,16900,2,Validacao
2,2,Validacao,2023,6,17,9,0,202306170900,2023-06-17 09:00,754,-17,27.16734265734265,14981,5,-5,869,-8,-22,-61,-36,-33,-68,-1,-3,-116,754,638,754,delta_alt,638,694.6554273746965,-116,-59.3445726253035,56.6554273746965,56.6554273746965,3209.83745100951,754,13456,2,Validacao
2,2,Validacao,2023,6,17,10,0,202306171000,2023-06-17 10:00,742,-12,25.55900932400932,14986,18,5,867,-2,-10,-49,-5,-29,-59,5,4,-110,742,632,742,delta_alt,632,732.9041961729463,-110,-9.095803827053714,100.9041961729463,100.9041961729463,10181.65680530843,742,12100,2,Validacao
2,2,Validacao,2023,6,17,11,0,202306171100,2023-06-17 11:00,735,-7,24.90900932400932,14986,13,10,858,-9,-11,-33,1,-19,-52,5,10,-111,735,624,735,delta_alt,624,719.9297764179131,-111,-15.0702235820869,95.9297764179131,95.9297764179131,9202.522003590797,735,12321,2,Validacao
2,2,Validacao,2023,6,17,12,0,202306171200,2023-06-17 12:00,728,-7,23.76734265734265,14981,-4,13,850,-8,-17,-27,19,-14,-43,0,5,-108,728,620,728,delta_alt,620,685.2692829759595,-108,-42.73071702404047,65.26928297595953,65.26928297595953,4260.07930019588,728,11664,2,Validacao
2,2,Validacao,2023,6,17,13,0,202306171300,2023-06-17 13:00,721,-7,22.49234265734265,14981,-10,8,826,-24,-32,-43,-16,-14,-33,0,0,-108,721,613,721,delta_alt,613,647.297017021068,-108,-73.70298297893203,34.29701702106797,34.29701702106797,1176.285376543426,721,11664,2,Validacao
2,2,Validacao,2023,6,17,14,0,202306171400,2023-06-17 14:00,711,-10,20.64234265734265,14985,1,0,809,-17,-41,-58,-1,-17,-31,-3,-3,-105,711,606,711,delta_alt,606,645.0718777875521,-105,-65.92812221244787,39.07187778755213,39.07187778755213,1526.611633845409,711,11025,2,Validacao
2,2,Validacao,2023,6,17,20,0,202306172000,2023-06-17 20:00,641,-5,6.572342657342655,14987,-3,-11,753,-5,-10,-22,9,-13,-40,3,7,-73,641,568,641,delta_alt,568,599.0390194442277,-73,-41.96098055577227,31.03901944422773,31.03901944422773,963.4207280591473,641,5329,2,Validacao
2,2,Validacao,2023,6,17,21,0,202306172100,2023-06-17 21:00,638,-3,6.205675990675988,14987,6,-8,745,-8,-13,-21,0,-8,-28,2,5,-74,638,564,638,delta_alt,564,601.7276085322269,-74,-36.2723914677731,37.7276085322269,37.7276085322269,1423.37244556096,638,5476,2,Validacao
2,2,Validacao,2023,6,17,22,0,202306172200,2023-06-17 22:00,632,-6,5.577470862470862,14984,-2,-6,740,-5,-13,-23,-3,-9,-22,-3,-1,-73,632,559,632,delta_alt,559,578.1657908272174,-73,-53.83420917278261,19.16579082721739,19.16579082721739,367.3275380326504,632,5329,2,Validacao
2,2,Validacao,2023,6,17,23,0,202306172300,2023-06-17 23:00,624,-8,5.171060606060604,14980,-6,-1,732,-8,-13,-26,1,-14,-22,-2,-5,-75,624,549,624,delta_alt,549,558.7084279397214,-75,-65.29157206027855,9.708427939721446,9.708427939721446,94.253573060764,624,5625,2,Validacao
2,2,Validacao,2023,6,18,0,0,202306180000,2023-06-18 00:00,620,-4,4.927470862470861,14976,-5,-10,722,-10,-18,-31,-2,-12,-21,4,2,-87,620,533,620,delta_alt,533,576.6260511230377,-87,-43.37394887696234,43.62605112303766,43.62605112303766,1903.232336589895,620,7569,2,Validacao
2,2,Validacao,2023,6,18,1,0,202306180100,2023-06-18 01:00,613,-7,4.760804195804194,14973,-8,-13,715,-7,-17,-30,17,-11,-25,-3,1,-94,613,519,613,delta_alt,519,549.1714720355999,-94,-63.82852796440011,30.17147203559989,30.17147203559989,910.3177247949862,613,8836,2,Validacao
2,2,Validacao,2023,6,18,7,0,202306180700,2023-06-18 07:00,574,-7,3.007424242424241,14971,-11,-18,674,-5,-13,-29,0,-14,-25,0,-1,-65,574,509,574,delta_alt,509,519.5328772853646,-65,-54.46712271463537,10.53287728536463,10.53287728536463,110.9415039085503,574,4225,2,Validacao
2,2,Validacao,2023,6,18,8,0,202306180800,2023-06-18 08:00,568,-6,2.840757575757575,14989,2,3,670,-4,-9,-24,1,-13,-26,1,1,-55,568,513,568,delta_alt,513,527.0259988032636,-55,-40.97400119673637,14.02599880326363,14.02599880326363,196.7286424291529,568,3025,2,Validacao
2,2,Validacao,2023,6,18,9,0,202306180900,2023-06-18 09:00,564,-4,2.632424242424241,14991,4,9,654,-16,-20,-33,-8,-10,-24,2,3,-43,564,521,564,delta_alt,521,514.8654891637315,-43,-49.13451083626853,-6.134510836268532,6.134510836268532,37.63222320029605,564,1849,2,Validacao
2,2,Validacao,2023,6,18,10,0,202306181000,2023-06-18 10:00,559,-5,2.449090909090908,14989,5,2,629,-25,-41,-50,-20,-9,-22,-1,1,-29,559,530,559,delta_alt,530,491.6798018937119,-29,-67.3201981062881,-38.3201981062881,38.3201981062881,1468.437582905166,559,841,2,Validacao
2,2,Validacao,2023,6,18,11,0,202306181100,2023-06-18 11:00,549,-10,2.321818181818181,14987,7,0,611,-18,-43,-63,-10,-15,-25,-5,-6,-23,549,526,549,delta_alt,526,477.2966413993219,-23,-71.70335860067814,-48.70335860067814,48.70335860067814,2372.01713898625,549,529,2,Validacao
3,2,Validacao,2023,7,11,16,0,202307111600,2023-07-11 16:00,433,-3,1.805128205128205,14860,-21,-27,519,-1,-5,-11,3,-5,-11,-1,0,-25,433,408,433,delta_alt,408,400.7605322659645,-25,-32.23946773403554,-7.239467734035543,7.239467734035543,52.40989307214172,433,625,2,Validacao
3,2,Validacao,2023,7,11,17,0,202307111700,2023-07-11 17:00,431,-2,4.278205128205128,14858,-21,-26,515,-4,-5,-12,0,-5,-10,1,0,-25,431,406,431,delta_alt,406,405.410673047993,-25,-25.58932695200701,-0.5893269520070135,0.5893269520070135,0.3473062563618767,431,625,2,Validacao
3,2,Validacao,2023,7,11,18,0,202307111800,2023-07-11 18:00,428,-3,4.978205128205128,14857,-21,-24,514,-1,-5,-10,3,-5,-10,-1,0,-23,428,405,428,delta_alt,405,401.5546649318837,-23,-26.44533506811626,-3.445335068116265,3.445335068116265,11.87033373159171,428,529,2,Validacao
3,2,Validacao,2023,7,12,1,0,202307120100,2023-07-12 01:00,413,-2,5.544871794871794,14848,-17,-20,498,-3,-5,-8,0,-4,-8,0,0,12,413,425,413,delta_alt,425,393.0659912383138,12,-19.93400876168619,-31.93400876168619,31.93400876168619,1019.78091559145,413,144,2,Validacao
3,2,Validacao,2023,7,12,2,0,202307120200,2023-07-12 02:00,411,-2,5.529487179487178,14848,-15,-19,498,0,-3,-7,3,-4,-8,0,0,25,411,436,411,delta_alt,436,396.372616786819,25,-14.62738321318102,-39.62738321318102,39.62738321318102,1570.329500324301,411,625,2,Validacao
3,2,Validacao,2023,7,12,3,0,202307120300,2023-07-12 03:00,409,-2,5.53076923076923,14848,-14,-17,495,-3,-3,-8,1,-4,-8,0,0,40,409,449,409,delta_alt,449,391.7071126797206,40,-17.29288732027942,-57.29288732027942,57.29288732027942,3282.474937494234,409,1600,2,Validacao
3,2,Validacao,2023,7,12,4,0,202307120400,2023-07-12 04:00,408,-1,5.553205128205127,14847,-13,-16,494,-1,-4,-7,0,-3,-7,1,1,56,408,464,408,delta_alt,464,398.1387358760788,56,-9.86126412392116,-65.86126412392116,65.86126412392116,4337.706112000905,408,3136,2,Validacao
3,2,Validacao,2023,7,12,5,0,202307120500,2023-07-12 05:00,406,-2,8.714743589743588,14846,-12,-16,492,-2,-3,-6,2,-3,-7,-1,0,78,406,484,406,delta_alt,484,394.9489748464769,78,-11.05102515352314,-89.05102515352314,89.05102515352314,7930.085080893411,406,6084,2,Validacao
3,2,Validacao,2023,7,12,6,0,202307120600,2023-07-12 06:00,405,-1,15.76858974358974,14848,-9,-12,492,0,-2,-6,1,-3,-6,1,0,114,405,519,405,delta_alt,519,417.5277976678129,114,12.52779766781293,-101.4722023321871,101.4722023321871,10296.60784614431,405,12996,2,Validacao
3,2,Validacao,2023,7,12,7,0,202307120700,2023-07-12 07:00,405,0,17.38141025641026,14849,-6,-9,491,-1,-1,-4,2,-1,-4,1,2,145,405,550,405,delta_alt,550,421.9191659675413,145,16.91916596754129,-128.0808340324587,128.0808340324587,16404.70004645023,405,21025,2,Validacao
