EVENTO,SERIE,CONJUNTO,ANO,MES,DIA,HORA,MINUTO,COD_SEQUENCIAL,DATA_HORA,inp01_input_1_nivel_86472600,inp02_input_2_nivel_D_1h_86472600,inp03_input_3_chuva_med_acum_36h,inp04_input_7_nivel_86472000,inp05_input_7_nivel_D_1h_86472000,inp06_input_7_nivel_D_2h_86472000,inp07_input_7_nivel_D_4h_86472000,inp08_input_7_nivel_A_12h_86472000,inp09_input_8_nivel_86125130,inp10_input_8_nivel_D_10h_86125130,inp11_input_8_nivel_D_11h_86125130,inp12_input_8_nivel_D_12h_86125130,inp13_input_12_nivel_D_2h_86472600,inp14_input_13_nivel_D_4h_86472600,saida_12h_alt_nivel_D12h_86472600,NIVEL_ATUAL_CM,OBSERVADO_12H_CM_AUDITORIA,PERSISTENCIA_CM,TIPO_ALVO_RNA,OBSERVADO_CM_AUDITORIA,RNA_CM,ALT_OBSERVADA_CM,ALT_RNA_CM,ERRO_RNA_CM,ERRO_ABS_CM,E2_RNA,PERS_BASE_NIVEL_ATUAL_CM,E2_PERS,SERIE_AUDITORIA,CONJUNTO_AUDITORIA
2,3,Teste,2023,6,16,0,0,202306160000,2023-06-16 00:00,465,18.39999999999998,77.50192307692308,532,7,21,57,5,126,36,37,38,39,78,369,465,834,465,delta_alt,834,687.1515563199434,369,222.1515563199434,-146.8484436800566,146.8484436800566,21564.46541125474,465,136161,3,Teste
2,3,Teste,2023,6,16,1,0,202306160100,2023-06-16 01:00,483,18,78.50384615384615,529,-3,4,36,-7,128,36,38,39,36.39999999999998,83,384,483,867,483,delta_alt,867,704.9097523367495,384,221.9097523367495,-162.0902476632505,162.0902476632505,26273.24838753387,483,147456,3,Teste
2,3,Teste,2023,6,16,2,0,202306160200,2023-06-16 02:00,491,8,80.2051282051282,522,-7,-10,11,-14,132,38,40,42,26,65,389,491,880,491,delta_alt,880,685.3434796401878,389,194.3434796401878,-194.6565203598122,194.6565203598122,37891.16091859,491,151321,3,Teste
2,3,Teste,2023,6,16,3,0,202306160300,2023-06-16 03:00,489,-2,82.22331002331002,520,-2,-9,-5,-40,138,42,44,46,6,42.39999999999998,397,489,886,489,delta_alt,886,660.2964748434831,397,171.2964748434831,-225.7035251565169,225.7035251565169,50942.08126807845,489,157609,3,Teste
2,3,Teste,2023,6,16,4,0,202306160400,2023-06-16 04:00,486,-3,85.91369463869464,525,5,3,-7,-28,142,41,46,48,-5,21,402,486,888,486,delta_alt,888,666.349658613173,402,180.349658613173,-221.650341386827,221.650341386827,49128.87383689695,486,161604,3,Teste
2,3,Teste,2023,6,16,5,0,202306160500,2023-06-16 05:00,489,3,89.1207459207459,545,20,25,16,8,146,40,45,50,0,6,399,489,888,489,delta_alt,888,718.347403869579,399,229.347403869579,-169.652596130421,169.652596130421,28782.00337379173,489,159201,3,Teste
2,3,Teste,2023,6,16,6,0,202306160600,2023-06-16 06:00,496,7,89.50766899766899,604,59,79,82,52,150,36,44,49,10,5,387,496,883,496,delta_alt,883,719.4018756338912,387,223.4018756338912,-163.5981243661088,163.5981243661088,26764.34629610879,496,149769,3,Teste
2,3,Teste,2023,6,16,7,0,202306160700,2023-06-16 07:00,509,13,87.73202797202796,709,105,164,189,96,153,34,39,47,20,20,372,509,881,509,delta_alt,881,720.8424860590651,372,211.8424860590651,-160.1575139409349,160.1575139409349,25650.42927174076,509,138384,3,Teste
2,3,Teste,2023,6,16,8,0,202306160800,2023-06-16 08:00,545,36,85.6679254079254,800,91,196,275,77,156,35,37,42,49,59,332,545,877,545,delta_alt,877,808.0358522215129,332,263.0358522215129,-68.96414777848713,68.96414777848713,4756.053678813011,545,110224,3,Teste
2,3,Teste,2023,6,16,9,0,202306160900,2023-06-16 09:00,625,80,84.86664335664337,875,75,166,330,57,158,35,37,39,116,136,249,625,874,625,delta_alt,874,969.426561505479,249,344.426561505479,95.42656150547896,95.42656150547896,9106.228640758958,625,62001,3,Teste
2,3,Teste,2023,6,16,10,0,202306161000,2023-06-16 10:00,699,74,83.69741258741259,978,103,178,374,85,161,35,38,40,154,203,182,699,881,699,delta_alt,881,962.9155955564372,182,263.9155955564372,81.91559555643721,81.91559555643721,6710.164795365796,699,33124,3,Teste
2,3,Teste,2023,6,16,11,0,202306161100,2023-06-16 11:00,770,71,82.76664335664336,1017,39,142,308,25,164,36,38,41,145,261,118,770,888,770,delta_alt,888,1045.784101125323,118,275.7841011253229,157.7841011253229,157.7841011253229,24895.82256792612,770,13924,3,Teste
2,3,Teste,2023,6,16,12,0,202306161200,2023-06-16 12:00,834,64,80.45125874125874,1027,10,49,227,3,167,35,39,41,135,289,59,834,893,834,delta_alt,893,1067.9197199107,59,233.9197199107,174.9197199107,174.9197199107,30596.90841363774,834,3481,3,Teste
2,3,Teste,2023,6,16,13,0,202306161300,2023-06-16 13:00,867,33,78.80510489510489,1031,4,14,156,7,168,30,36,40,97,242,14,867,881,867,delta_alt,881,950.0485500516374,14,83.04855005163745,69.04855005163745,69.04855005163745,4767.702264233482,867,196,3,Teste
2,3,Teste,2023,6,16,14,0,202306161400,2023-06-16 14:00,880,13,77.96151515151516,1036,5,9,58,12,168,26,30,36,46,181,-12,880,868,880,delta_alt,868,896.1954113726927,-12,16.19541137269266,28.19541137269266,28.19541137269266,794.9812224753666,880,144,3,Teste
2,3,Teste,2023,6,16,15,0,202306161500,2023-06-16 15:00,886,6,77.16151515151516,1036,0,5,19,2,169,23,27,31,19,116,-30,886,856,886,delta_alt,856,899.2237611763234,-30,13.22376117632336,43.22376117632336,43.22376117632336,1868.293530227839,886,900,3,Teste
2,3,Teste,2023,6,16,16,0,202306161600,2023-06-16 16:00,888,2,76.22305361305362,1037,1,1,10,-4,169,19,23,27,8,54,-45,888,843,888,delta_alt,843,899.5410709393133,-45,11.54107093931327,56.54107093931327,56.54107093931327,3196.892702964456,888,2025,3,Teste
2,3,Teste,2023,6,16,17,0,202306161700,2023-06-16 17:00,888,0,75.46920745920747,1029,-8,-7,-2,-28,169,16,19,23,2,21,-66,888,822,888,delta_alt,822,871.3610073811461,-66,-16.63899261885388,49.36100738114612,49.36100738114612,2436.509049681562,888,4356,3,Teste
2,3,Teste,2023,6,16,18,0,202306161800,2023-06-16 18:00,883,-5,75.207668997669,1027,-2,-10,-9,-61,168,12,15,18,-5,3,-82,883,801,883,delta_alt,801,777.9892659322928,-82,-105.0107340677072,-23.01073406770718,23.01073406770718,529.4938823347396,883,6724,3,Teste
2,3,Teste,2023,6,16,19,0,202306161900,2023-06-16 19:00,881,-2,74.45382284382285,1023,-4,-6,-13,-109,167,9,11,14,-7,-5,-94,881,787,881,delta_alt,787,742.3433556438755,-94,-138.6566443561245,-44.6566443561245,44.6566443561245,1994.215885149386,881,8836,3,Teste
2,3,Teste,2023,6,16,20,0,202306162000,2023-06-16 20:00,877,-4,72.73587412587413,1026,3,-1,-11,-88,167,6,9,11,-6,-11,-106,877,771,877,delta_alt,771,728.4779993420697,-106,-148.5220006579303,-42.52200065793033,42.52200065793033,1808.120539953028,877,11236,3,Teste
2,3,Teste,2023,6,16,21,0,202306162100,2023-06-16 21:00,874,-3,71.02602564102564,1054,28,31,25,-47,165,1,4,7,-7,-14,-120,874,754,874,delta_alt,754,731.0190833788848,-120,-142.9809166211152,-22.98091662111517,22.98091662111517,528.1225287466475,874,14400,3,Teste
2,3,Teste,2023,6,16,22,0,202306162200,2023-06-16 22:00,881,7,68.46448717948718,1057,3,31,30,-100,163,-4,-1,2,4,-2,-139,881,742,881,delta_alt,742,724.6531605526853,-139,-156.3468394473147,-17.34683944731466,17.34683944731466,300.9128388109121,881,19321,3,Teste
2,3,Teste,2023,6,16,23,0,202306162300,2023-06-16 23:00,888,7,64.91483682983682,1047,-10,-7,24,-49,163,-5,-4,-1,14,7,-153,888,735,888,delta_alt,735,816.9283062334873,-153,-71.07169376651268,81.92830623348732,81.92830623348732,6712.247362288077,888,23409,3,Teste
2,3,Teste,2023,6,17,0,0,202306170000,2023-06-17 00:00,893,5,60.5882634032634,1020,-27,-37,-6,-37,162,-6,-6,-5,12,16,-165,893,728,893,delta_alt,728,841.6391992324839,-165,-51.36080076751614,113.6391992324839,113.6391992324839,12913.86760220016,893,27225,3,Teste
2,3,Teste,2023,6,17,1,0,202306170100,2023-06-17 01:00,881,-12,56.44886946386946,1012,-8,-35,-42,-12,160,-9,-8,-8,-7,7,-160,881,721,881,delta_alt,721,740.6348449889892,-160,-140.3651550110108,19.63484498898924,19.63484498898924,385.527137741636,881,25600,3,Teste
2,3,Teste,2023,6,17,2,0,202306170200,2023-06-17 02:00,868,-13,53.13278554778555,996,-16,-24,-61,-21,158,-11,-11,-10,-25,-13,-157,868,711,868,delta_alt,711,721.2250517118833,-157,-146.7749482881167,10.22505171188334,10.22505171188334,104.5516825106884,868,24649,3,Teste
2,3,Teste,2023,6,17,3,0,202306170300,2023-06-17 03:00,856,-12,48.35020979020979,975,-21,-37,-72,-21,156,-13,-13,-13,-25,-32,-160,856,696,856,delta_alt,696,726.3915575189486,-160,-129.6084424810514,30.39155751894862,30.39155751894862,923.6467684275622,856,25600,3,Teste
2,3,Teste,2023,6,17,4,0,202306170400,2023-06-17 04:00,843,-13,42.78237762237762,940,-35,-56,-80,-36,156,-12,-13,-13,-25,-50,-162,843,681,843,delta_alt,681,723.5792016712483,-162,-119.4207983287517,42.57920167124826,42.57920167124826,1812.98841496083,843,26244,3,Teste
2,3,Teste,2023,6,17,8,0,202306170800,2023-06-17 08:00,771,-16,28.30067599067599,877,-14,-39,-63,-17,148,-15,-17,-19,-30,-72,-130,771,641,771,delta_alt,641,662.8026009420157,-130,-108.1973990579843,21.80260094201572,21.80260094201572,475.3534078367845,771,16900,3,Teste
2,3,Teste,2023,6,17,9,0,202306170900,2023-06-17 09:00,754,-17,27.16734265734265,869,-8,-22,-61,-36,146,-17,-17,-19,-33,-68,-116,754,638,754,delta_alt,638,599.0634104606928,-116,-154.9365895393072,-38.93658953930719,38.93658953930719,1516.058004952486,754,13456,3,Teste
2,3,Teste,2023,6,17,10,0,202306171000,2023-06-17 10:00,742,-12,25.55900932400932,867,-2,-10,-49,-5,144,-18,-19,-19,-29,-59,-110,742,632,742,delta_alt,632,638.4606343489568,-110,-103.5393656510432,6.460634348956773,6.460634348956773,41.73979619092011,742,12100,3,Teste
2,3,Teste,2023,6,17,11,0,202306171100,2023-06-17 11:00,735,-7,24.90900932400932,858,-9,-11,-33,1,142,-18,-20,-21,-19,-52,-111,735,624,735,delta_alt,624,660.882484483238,-111,-74.11751551676196,36.88248448323804,36.88248448323804,1360.317661656295,735,12321,3,Teste
2,3,Teste,2023,6,17,12,0,202306171200,2023-06-17 12:00,728,-7,23.76734265734265,850,-8,-17,-27,19,141,-17,-19,-21,-14,-43,-108,728,620,728,delta_alt,620,656.6078035420367,-108,-71.39219645796334,36.60780354203666,36.60780354203666,1340.131280172352,728,11664,3,Teste
2,3,Teste,2023,6,17,13,0,202306171300,2023-06-17 13:00,721,-7,22.49234265734265,826,-24,-32,-43,-16,139,-17,-19,-21,-14,-33,-108,721,613,721,delta_alt,613,643.0192820474633,-108,-77.98071795253668,30.01928204746332,30.01928204746332,901.1572946451537,721,11664,3,Teste
2,3,Teste,2023,6,17,14,0,202306171400,2023-06-17 14:00,711,-10,20.64234265734265,809,-17,-41,-58,-1,138,-18,-18,-20,-17,-31,-105,711,606,711,delta_alt,606,620.5460402289159,-105,-90.4539597710841,14.5460402289159,14.5460402289159,211.5872863412397,711,11025,3,Teste
2,3,Teste,2023,6,17,20,0,202306172000,2023-06-17 20:00,641,-5,6.572342657342655,753,-5,-10,-22,9,131,-13,-15,-17,-13,-40,-73,641,568,641,delta_alt,568,588.9335528765376,-73,-52.06644712346235,20.93355287653765,20.93355287653765,438.2136360347976,641,5329,3,Teste
2,3,Teste,2023,6,17,21,0,202306172100,2023-06-17 21:00,638,-3,6.205675990675988,745,-8,-13,-21,0,130,-12,-14,-16,-8,-28,-74,638,564,638,delta_alt,564,591.0630033841356,-74,-46.93699661586436,27.06300338413564,27.06300338413564,732.4061521697372,638,5476,3,Teste
2,3,Teste,2023,6,17,22,0,202306172200,2023-06-17 22:00,632,-6,5.577470862470862,740,-5,-13,-23,-3,129,-12,-13,-15,-9,-22,-73,632,559,632,delta_alt,559,568.3478714437725,-73,-63.65212855622747,9.347871443772533,9.347871443772533,87.38270052929798,632,5329,3,Teste
2,3,Teste,2023,6,17,23,0,202306172300,2023-06-17 23:00,624,-8,5.171060606060604,732,-8,-13,-26,1,128,-11,-13,-14,-14,-22,-75,624,549,624,delta_alt,549,558.9706465459342,-75,-65.02935345406581,9.970646545934187,9.970646545934187,99.41379254394934,624,5625,3,Teste
2,3,Teste,2023,6,18,0,0,202306180000,2023-06-18 00:00,620,-4,4.927470862470861,722,-10,-18,-31,-2,126,-12,-13,-15,-12,-21,-87,620,533,620,delta_alt,533,569.7827095584666,-87,-50.21729044153335,36.78270955846665,36.78270955846665,1352.967722462514,620,7569,3,Teste
2,3,Teste,2023,6,18,1,0,202306180100,2023-06-18 01:00,613,-7,4.760804195804194,715,-7,-17,-30,17,125,-12,-13,-14,-11,-25,-94,613,519,613,delta_alt,519,547.0254994024565,-94,-65.97450059754351,28.02549940245649,28.02549940245649,785.428616757089,613,8836,3,Teste
2,3,Teste,2023,6,18,7,0,202306180700,2023-06-18 07:00,574,-7,3.007424242424241,674,-5,-13,-29,0,121,-9,-10,-11,-14,-25,-65,574,509,574,delta_alt,509,523.2747006645191,-65,-50.72529933548094,14.27470066451906,14.27470066451906,203.7670790616209,574,4225,3,Teste
2,3,Teste,2023,6,18,8,0,202306180800,2023-06-18 08:00,568,-6,2.840757575757575,670,-4,-9,-24,1,121,-8,-9,-10,-13,-26,-55,568,513,568,delta_alt,513,524.4919502254643,-55,-43.50804977453572,11.49195022546428,11.49195022546428,132.0649199845485,568,3025,3,Teste
2,3,Teste,2023,6,18,9,0,202306180900,2023-06-18 09:00,564,-4,2.632424242424241,654,-16,-20,-33,-8,120,-8,-9,-10,-10,-24,-43,564,521,564,delta_alt,521,523.9026901784534,-43,-40.09730982154656,2.90269017845344,2.90269017845344,8.425610272090065,564,1849,3,Teste
2,3,Teste,2023,6,18,10,0,202306181000,2023-06-18 10:00,559,-5,2.449090909090908,629,-25,-41,-50,-20,119,-7,-9,-10,-9,-22,-29,559,530,559,delta_alt,530,516.4092144512016,-29,-42.59078554879841,-13.59078554879841,13.59078554879841,184.7094518334276,559,841,3,Teste
2,3,Teste,2023,6,18,11,0,202306181100,2023-06-18 11:00,549,-10,2.321818181818181,611,-18,-43,-63,-10,119,-6,-7,-9,-15,-25,-23,549,526,549,delta_alt,526,498.5094458092998,-23,-50.49055419070021,-27.49055419070021,27.49055419070021,755.7305697118248,549,529,3,Teste
3,2,Validacao,2023,7,11,16,0,202307111600,2023-07-11 16:00,433,-3,1.805128205128205,519,-1,-5,-11,3,109,0,-1,-1,-5,-11,-25,433,408,433,delta_alt,408,427.4791553927937,-25,-5.5208446072063,19.4791553927937,19.4791553927937,379.4374948166039,433,625,2,Validacao
3,2,Validacao,2023,7,11,17,0,202307111700,2023-07-11 17:00,431,-2,4.278205128205128,515,-4,-5,-12,0,109,0,0,-1,-5,-10,-25,431,406,431,delta_alt,406,438.3933452862785,-25,7.393345286278532,32.39334528627853,32.39334528627853,1049.328818836064,431,625,2,Validacao
3,2,Validacao,2023,7,11,18,0,202307111800,2023-07-11 18:00,428,-3,4.978205128205128,514,-1,-5,-10,3,109,0,0,0,-5,-10,-23,428,405,428,delta_alt,405,433.2661333994719,-23,5.266133399471869,28.26613339947187,28.26613339947187,798.9742973567392,428,529,2,Validacao
3,2,Validacao,2023,7,12,1,0,202307120100,2023-07-12 01:00,413,-2,5.544871794871794,498,-3,-5,-8,0,109,0,0,0,-4,-8,12,413,425,413,delta_alt,425,424.3183078067182,12,11.31830780671817,-0.6816921932818332,0.6816921932818332,0.4647042463813962,413,144,2,Validacao
3,2,Validacao,2023,7,12,2,0,202307120200,2023-07-12 02:00,411,-2,5.529487179487178,498,0,-3,-7,3,109,0,0,0,-4,-8,25,411,436,411,delta_alt,436,423.9433046022407,25,12.94330460224069,-12.05669539775931,12.05669539775931,145.3639039143506,411,625,2,Validacao
3,2,Validacao,2023,7,12,3,0,202307120300,2023-07-12 03:00,409,-2,5.53076923076923,495,-3,-3,-8,1,109,0,0,0,-4,-8,40,409,449,409,delta_alt,449,420.6872554638041,40,11.68725546380415,-28.31274453619585,28.31274453619585,801.611503171888,409,1600,2,Validacao
3,2,Validacao,2023,7,12,4,0,202307120400,2023-07-12 04:00,408,-1,5.553205128205127,494,-1,-4,-7,0,109,0,0,0,-3,-7,56,408,464,408,delta_alt,464,424.8196151996174,56,16.81961519961737,-39.18038480038263,39.18038480038263,1535.102553106054,408,3136,2,Validacao
3,2,Validacao,2023,7,12,5,0,202307120500,2023-07-12 05:00,406,-2,8.714743589743588,492,-2,-3,-6,2,110,1,1,1,-3,-7,78,406,484,406,delta_alt,484,429.3638258616913,78,23.36382586169134,-54.63617413830866,54.63617413830866,2985.111524471588,406,6084,2,Validacao
