EVENTO,SERIE,CONJUNTO,ANO,MES,DIA,HORA,MINUTO,COD_SEQUENCIAL,DATA_HORA,inp01_input_1_nivel_86472600,inp02_input_2_nivel_D-1h_86472600,inp03_input_3_chuva_med_acum_36h,inp04_input_6a_nivel_86448000,inp05_input_6b_nivel_D-14H_86448000,inp06_input_7a_nivel_86472000,inp07_input_7b_nivel_D-2h_86472000,inp08_input_7c_nivel_A-14h_86472000,inp09_input_10a_nivel_86430900,inp10_input_10b_nivel_D-14h_86430900,saida_8h_conv_nivel_8h_86472600,NIVEL_ATUAL_CM,OBSERVADO_CM_AUDITORIA,RNA_CM,ERRO_RNA_CM,ERRO_ABS_CM,E2_RNA,PERS_BASE_NIVEL_ATUAL_CM,E2_PERS,SERIE_AUDITORIA,CONJUNTO_AUDITORIA
12,1,Treino,2024,10,8,23,0,202410082300,2024-10-08 23:00,491,33,20.33846153846154,14843,7,435,6,3,29113,8,633,491,633,533.4415870080513,-99.55841299194867,99.55841299194867,9911.877597475413,491,20164,1,Treino
12,1,Treino,2024,10,9,0,0,202410090000,2024-10-09 00:00,491,0,20.33846153846154,14842,5,445,17,-2,29113,5,645,491,645,465.9321471382848,-179.0678528617152,179.0678528617152,32065.29592850489,491,23716,1,Treino
12,1,Treino,2024,10,9,1,0,202410090100,2024-10-09 01:00,479,-12,20.81538461538462,14842,5,451,16,0,29114,4,651,479,651,426.8718251907255,-224.1281748092745,224.1281748092745,50233.43874333669,479,29584,1,Treino
12,1,Treino,2024,10,9,2,0,202410090200,2024-10-09 02:00,492,13,20.76923076923077,14842,5,453,8,-1,29113,2,662,492,662,503.0763648203391,-158.9236351796609,158.9236351796609,25256.72181871795,492,28900,1,Treino
12,1,Treino,2024,10,9,3,0,202410090300,2024-10-09 03:00,520,28,20.6,14842,4,458,7,5,29113,1,682,520,682,557.1156599369463,-124.8843400630537,124.8843400630537,15596.09839298445,520,26244,1,Treino
12,1,Treino,2024,10,9,4,0,202410090400,2024-10-09 04:00,538,18,20.63846153846154,14842,5,469,16,11,29113,1,706,538,706,565.2352696144768,-140.7647303855232,140.7647303855232,19814.70932050904,538,28224,1,Treino
12,1,Treino,2024,10,9,5,0,202410090500,2024-10-09 05:00,580,42,20.45384615384615,14841,4,475,17,7,29113,-3,725,580,725,633.3712627688161,-91.62873723118389,91.62873723118389,8395.825486581345,580,21025,1,Treino
12,1,Treino,2024,10,9,6,0,202410090600,2024-10-09 06:00,617,37,19.62222222222222,14840,1,477,8,8,29112,-14,739,617,739,670.0499340402155,-68.95006595978452,68.95006595978452,4754.111595858637,617,14884,1,Treino
12,1,Treino,2024,10,9,7,0,202410090700,2024-10-09 07:00,633,16,18.608547008547,14840,1,478,3,11,29113,-7,746,633,746,671.2888409780824,-74.71115902191764,74.71115902191764,5581.757282398265,633,12769,1,Treino
12,1,Treino,2024,10,9,8,0,202410090800,2024-10-09 08:00,645,12,18.45470085470085,14840,10,477,0,5,29114,-2,749,645,749,676.82838784019,-72.17161215981002,72.17161215981002,5208.741601746038,645,10816,1,Treino
12,1,Treino,2024,10,9,9,0,202410090900,2024-10-09 09:00,651,6,17.13162393162393,14841,13,477,-1,9,29113,-1,749,651,749,657.1862092385772,-91.81379076142275,91.81379076142275,8429.772173982317,651,9604,1,Treino
12,1,Treino,2024,10,9,10,0,202410091000,2024-10-09 10:00,662,11,14.59316239316239,14841,8,476,-1,12,29113,-1,747,662,747,685.3275601436186,-61.6724398563814,61.6724398563814,3803.489837838981,662,7225,1,Treino
12,1,Treino,2024,10,9,11,0,202410091100,2024-10-09 11:00,682,20,13.08547008547008,14842,2,475,-2,7,29113,-1,740,682,740,738.2895539631584,-1.710446036841631,1.710446036841631,2.925625644947243,682,3364,1,Treino
12,1,Treino,2024,10,9,12,0,202410091200,2024-10-09 12:00,706,24,12.54700854700854,14842,-1,475,-1,1,29113,-1,727,706,727,781.8321396014013,54.83213960140131,54.83213960140131,3006.563533267562,706,441,1,Treino
12,1,Treino,2024,10,9,13,0,202410091300,2024-10-09 13:00,725,19,11.208547008547,14840,-3,474,-1,-8,29113,0,725,725,725,795.5759111179207,70.57591111792067,70.57591111792067,4980.959230124638,725,0,1,Treino
12,1,Treino,2024,10,9,14,0,202410091400,2024-10-09 14:00,739,14,10.9008547008547,14840,-2,473,-2,-11,29113,0,727,739,727,793.2252080864309,66.22520808643094,66.22520808643094,4385.778186091078,739,144,1,Treino
12,1,Treino,2024,10,9,15,0,202410091500,2024-10-09 15:00,746,7,10.96239316239316,14840,-2,472,-2,-7,29113,-1,724,746,724,766.677859826753,42.67785982675298,42.67785982675298,1821.399719391976,746,484,1,Treino
12,1,Treino,2024,10,9,16,0,202410091600,2024-10-09 16:00,749,3,10.54700854700855,14840,-2,472,-1,-2,29114,1,718,749,718,747.9193881781765,29.91938817817652,29.91938817817652,895.1697889564089,749,961,1,Treino
12,1,Treino,2024,10,9,17,0,202410091700,2024-10-09 17:00,749,0,9.331623931623932,14840,-2,471,-1,-6,29114,1,715,749,715,733.1226918269485,18.12269182694854,18.12269182694854,328.4319590545474,749,1156,1,Treino
12,1,Treino,2024,10,9,18,0,202410091800,2024-10-09 18:00,747,-2,8.931623931623932,14840,-2,471,-1,-11,29114,1,713,747,713,723.5252701312247,10.52527013122472,10.52527013122472,110.7813113352511,747,1156,1,Treino
12,1,Treino,2024,10,9,19,0,202410091900,2024-10-09 19:00,740,-7,8.377777777777778,14840,-1,471,0,-6,29114,1,709,740,709,693.2969791892532,-15.70302081074681,15.70302081074681,246.5848625827473,740,961,1,Treino
12,1,Treino,2024,10,9,20,0,202410092000,2024-10-09 20:00,727,-13,7.993162393162396,14840,0,471,0,-2,29114,2,697,727,697,659.0239710008874,-37.9760289991126,37.9760289991126,1442.178778541441,727,900,1,Treino
12,1,Treino,2024,10,9,21,0,202410092100,2024-10-09 21:00,725,-2,7.654700854700856,14840,0,470,-1,-2,29114,1,678,725,678,694.8717025964681,16.87170259646814,16.87170259646814,284.6543485036698,725,2209,1,Treino
12,1,Treino,2024,10,9,22,0,202410092200,2024-10-09 22:00,727,2,7.670085470085471,14841,1,470,-1,1,29114,0,664,727,664,714.9053070809881,50.90530708098811,50.90530708098811,2591.350289009698,727,3969,1,Treino
12,1,Treino,2024,10,9,23,0,202410092300,2024-10-09 23:00,724,-3,7.470085470085469,14842,1,469,-1,-1,29115,2,657,724,657,689.8947536540782,32.89475365407816,32.89475365407816,1082.064817962488,724,4489,1,Treino
12,1,Treino,2024,10,10,0,0,202410100000,2024-10-10 00:00,718,-6,6.993162393162393,14842,1,469,-1,1,29115,2,654,718,654,670.188588184303,16.18858818430294,16.18858818430294,262.0703874009529,718,4096,1,Treino
12,1,Treino,2024,10,10,1,0,202410100100,2024-10-10 01:00,715,-3,7.847008547008548,14843,1,471,2,3,29116,3,652,715,652,679.823732162512,27.82373216251199,27.82373216251199,774.160071451204,715,3969,1,Treino
12,1,Treino,2024,10,10,2,0,202410100200,2024-10-10 02:00,713,-2,7.908547008547009,14843,1,475,6,4,29116,3,650,713,650,681.4949005910057,31.49490059100572,31.49490059100572,991.9287632373322,713,3969,1,Treino
12,1,Treino,2024,10,10,3,0,202410100300,2024-10-10 03:00,709,-4,7.831623931623932,14843,3,477,6,3,29117,4,645,709,645,670.0109287949288,25.01092879492876,25.01092879492876,625.5465591849966,709,4096,1,Treino
12,1,Treino,2024,10,10,4,0,202410100400,2024-10-10 04:00,697,-12,7.816239316239316,14844,4,477,2,1,29117,4,631,697,631,631.494372157179,0.4943721571789865,0.4943721571789865,0.2444038297938046,697,4356,1,Treino
12,1,Treino,2024,10,10,5,0,202410100500,2024-10-10 05:00,678,-19,7.647008547008547,14845,5,477,0,1,29118,5,614,678,614,601.0043244601411,-12.99567553985889,12.99567553985889,168.8875827372867,678,4096,1,Treino
12,1,Treino,2024,10,10,6,0,202410100600,2024-10-10 06:00,664,-14,7.698290598290598,14845,5,477,0,0,29119,5,594,664,594,596.1186243252913,2.118624325291307,2.118624325291307,4.488569031716047,664,4900,1,Treino
12,1,Treino,2024,10,10,7,0,202410100700,2024-10-10 07:00,657,-7,7.742735042735043,14846,6,477,0,1,29119,5,575,657,575,606.0500204896913,31.05002048969129,31.05002048969129,964.103772410249,657,6724,1,Treino
12,1,Treino,2024,10,10,8,0,202410100800,2024-10-10 08:00,654,-3,7.711965811965812,14846,6,477,0,0,29120,6,569,654,569,617.5960750362186,48.59607503621862,48.59607503621862,2361.578508925791,654,7225,1,Treino
12,1,Treino,2024,10,10,9,0,202410100900,2024-10-10 09:00,652,-2,7.696581196581197,14848,8,478,1,1,29121,7,579,652,579,619.775680385507,40.77568038550703,40.77568038550703,1662.656110901023,652,5329,1,Treino
12,1,Treino,2024,10,10,10,0,202410101000,2024-10-10 10:00,650,-2,7.665811965811966,14848,8,478,1,0,29121,7,586,650,586,617.7571192428612,31.75711924286122,31.75711924286122,1008.514622605306,650,4096,1,Treino
12,1,Treino,2024,10,10,11,0,202410101100,2024-10-10 11:00,645,-5,7.835042735042736,14849,9,477,-1,0,29121,7,567,645,567,601.8970662113447,34.89706621134474,34.89706621134474,1217.805230158978,645,6084,1,Treino
12,1,Treino,2024,10,10,12,0,202410101200,2024-10-10 12:00,631,-14,7.942735042735043,14853,12,478,0,1,29122,8,538,631,538,565.0300621858204,27.03006218582038,27.03006218582038,730.6242617693171,631,8649,1,Treino
12,1,Treino,2024,10,10,14,0,202410101400,2024-10-10 14:00,594,-20,7.542735042735043,14851,9,481,3,2,29123,8,509,594,509,522.4338902271991,13.43389022719907,13.43389022719907,180.4694066364347,594,7225,1,Treino
12,1,Treino,2024,10,10,15,0,202410101500,2024-10-10 15:00,575,-19,7.496581196581196,14851,8,481,2,-2,29123,7,523,575,523,506.8985838028859,-16.10141619711408,16.10141619711408,259.2556035526875,575,2704,1,Treino
12,1,Treino,2024,10,10,16,0,202410101600,2024-10-10 16:00,569,-6,7.358119658119658,14851,8,479,-2,-6,29124,8,537,569,537,520.4335870527136,-16.56641294728638,16.56641294728638,274.4460379400178,569,1024,1,Treino
12,1,Treino,2024,10,10,17,0,202410101700,2024-10-10 17:00,579,10,7.373504273504273,14851,8,477,-4,-4,29125,8,548,579,548,585.1907115279478,37.19071152794777,37.19071152794777,1383.149023955027,579,961,1,Treino
12,1,Treino,2024,10,10,18,0,202410101800,2024-10-10 18:00,586,7,7.735897435897436,14851,7,475,-4,-2,29126,9,549,586,549,585.2540041885795,36.25400418857953,36.25400418857953,1314.352819705542,586,1369,1,Treino
12,1,Treino,2024,10,10,19,0,202410101900,2024-10-10 19:00,567,-19,7.58034188034188,14851,6,478,1,3,29127,9,545,567,545,499.616239653882,-45.38376034611804,45.38376034611804,2059.685703153876,567,484,1,Treino
12,1,Treino,2024,10,10,20,0,202410102000,2024-10-10 20:00,538,-29,7.595726495726495,14852,7,494,19,16,29128,9,533,538,533,469.949586154907,-63.05041384509298,63.05041384509298,3975.354686037492,538,25,1,Treino
12,1,Treino,2024,10,10,21,0,202410102100,2024-10-10 21:00,514,-24,8.226495726495726,14854,8,505,27,11,29128,9,518,514,518,447.4393630673914,-70.56063693260865,70.56063693260865,4978.803484335415,514,16,1,Treino
12,1,Treino,2024,10,10,22,0,202410102200,2024-10-10 22:00,509,-5,8.564957264957265,14855,9,509,15,4,29130,10,505,509,505,457.1587186412603,-47.84128135873971,47.84128135873971,2288.788202046095,509,16,1,Treino
12,1,Treino,2024,10,10,23,0,202410102300,2024-10-10 23:00,523,14,9.58034188034188,14857,9,510,5,0,29130,9,498,523,498,525.7194975007851,27.71949750078511,27.71949750078511,768.370541696032,523,625,1,Treino
12,1,Treino,2024,10,11,2,0,202410110200,2024-10-11 02:00,549,1,13.72649572649573,14864,11,508,-2,-2,29132,10,502,549,502,525.7888124856422,23.78881248564221,23.78881248564221,565.9075994770468,549,2209,1,Treino
12,1,Treino,2024,10,11,3,0,202410110300,2024-10-11 03:00,545,-4,14.24957264957265,14865,14,500,-9,-9,29133,11,501,545,501,509.9293458094558,8.929345809455754,8.929345809455754,79.73321658484502,545,1936,1,Treino
12,1,Treino,2024,10,11,4,0,202410110400,2024-10-11 04:00,533,-12,13.72649572649573,14866,15,494,-14,-8,29134,11,492,533,492,481.7179849120728,-10.28201508792722,10.28201508792722,105.719834268363,533,1681,1,Treino
12,1,Treino,2024,10,11,5,0,202410110500,2024-10-11 05:00,518,-15,13.26495726495727,14867,16,493,-7,-1,29135,12,476,518,476,462.5707821657977,-13.42921783420229,13.42921783420229,180.3438916384569,518,1764,1,Treino
12,1,Treino,2024,10,11,6,0,202410110600,2024-10-11 06:00,505,-13,12.91111111111111,14869,18,493,-1,2,29137,13,459,505,459,454.158905400639,-4.841094599360986,4.841094599360986,23.4361969199621,505,2116,1,Treino
19,1,Treino,2025,8,20,14,0,202508201400,2025-08-20 14:00,269,-23,9.475000000000003,14796,10,284,-1,-1,29015,-18,367,269,367,311.9624293375474,-55.03757066245259,55.03757066245259,3029.134184424463,269,9604,1,Treino
19,1,Treino,2025,8,20,15,0,202508201500,2025-08-20 15:00,259,-10,9.04166666666667,14790,24,284,-1,-1,29017,-11,370,259,370,292.6614653858899,-77.33853461411013,77.33853461411013,5981.248936257911,259,12321,1,Treino
19,1,Treino,2025,8,20,16,0,202508201600,2025-08-20 16:00,285,26,8.991666666666669,14754,17,283,-1,16,29020,-3,373,285,373,335.7050746115428,-37.29492538845716,37.29492538845716,1390.911459730586,285,7744,1,Treino
19,1,Treino,2025,8,20,17,0,202508201700,2025-08-20 17:00,328,43,8.958333333333334,14782,75,315,31,49,29022,7,377,328,377,353.5255390301837,-23.47446096981628,23.47446096981628,551.0503178234278,328,2401,1,Treino
19,1,Treino,2025,8,20,18,0,202508201800,2025-08-20 18:00,349,21,8.958333333333334,14772,71,381,98,76,29024,13,384,349,384,377.4719663276157,-6.528033672384254,6.528033672384254,42.61522362778265,349,1225,1,Treino
19,1,Treino,2025,8,20,19,0,202508201900,2025-08-20 19:00,356,7,8.958333333333334,14785,67,413,98,45,29027,23,392,356,392,354.4481157698386,-37.55188423016136,37.55188423016136,1410.144009235442,356,1296,1,Treino
19,1,Treino,2025,8,20,20,0,202508202000,2025-08-20 20:00,359,3,8.891666666666667,14792,65,436,55,41,29028,27,395,359,395,333.3985816389861,-61.60141836101388,61.60141836101388,3794.734744088658,359,1296,1,Treino
19,1,Treino,2025,8,20,21,0,202508202100,2025-08-20 21:00,362,3,8.891666666666667,14797,56,447,34,24,29029,29,398,362,398,327.3669757415039,-70.6330242584961,70.6330242584961,4989.024115901299,362,1296,1,Treino
19,1,Treino,2025,8,20,22,0,202508202200,2025-08-20 22:00,367,5,8.891666666666667,14796,42,453,17,13,29030,28,401,367,401,329.0806712232888,-71.91932877671115,71.91932877671115,5172.389851692673,367,1156,1,Treino
19,1,Treino,2025,8,20,23,0,202508202300,2025-08-20 23:00,370,3,8.875000000000002,14791,25,453,6,4,29031,28,402,370,402,327.2969936210686,-74.70300637893138,74.70300637893138,5580.539162050662,370,1024,1,Treino
19,1,Treino,2025,8,21,0,0,202508210000,2025-08-21 00:00,373,3,8.875000000000002,14786,8,452,-1,0,29033,28,403,373,403,330.5862494458452,-72.41375055415483,72.41375055415483,5243.751269319359,373,900,1,Treino
19,1,Treino,2025,8,21,1,0,202508210100,2025-08-21 01:00,377,4,8.875000000000002,14774,-16,446,-7,-5,29034,26,408,377,408,339.3839048321053,-68.61609516789474,68.61609516789474,4708.168516089588,377,961,1,Treino
19,1,Treino,2025,8,21,2,0,202508210200,2025-08-21 02:00,384,7,8.875000000000002,14761,-39,412,-40,-34,29035,25,418,384,418,361.8798915716956,-56.12010842830443,56.12010842830443,3149.466570004646,384,1156,1,Treino
19,1,Treino,2025,8,21,3,0,202508210300,2025-08-21 03:00,392,8,8.683333333333335,14749,-51,384,-62,-28,29036,23,422,392,422,388.3327658326658,-33.66723416733419,33.66723416733419,1133.482656478114,392,900,1,Treino
19,1,Treino,2025,8,21,4,0,202508210400,2025-08-21 04:00,395,3,8.683333333333335,14735,-61,372,-40,-11,29037,22,406,395,406,379.1567407496748,-26.84325925032522,26.84325925032522,720.5605671801704,395,121,1,Treino
19,1,Treino,2025,8,21,5,0,202508210500,2025-08-21 05:00,398,3,8.683333333333335,14714,-76,371,-13,-1,29039,22,396,398,396,386.1207138171438,-9.879286182856163,9.879286182856163,97.6002954827727,398,4,1,Treino
19,1,Treino,2025,8,21,6,0,202508210600,2025-08-21 06:00,401,3,8.683333333333335,14693,-61,368,-4,-2,29040,20,407,401,407,383.3478689294096,-23.65213107059037,23.65213107059037,559.4233041803865,401,36,1,Treino
19,1,Treino,2025,8,21,7,0,202508210700,2025-08-21 07:00,402,1,8.683333333333335,14700,-82,365,-6,-35,29041,19,433,402,433,389.3395196359133,-43.66048036408665,43.66048036408665,1906.237545622796,402,961,1,Treino
19,1,Treino,2025,8,21,8,0,202508210800,2025-08-21 08:00,403,1,8.683333333333335,14700,-72,359,-9,-72,29043,19,471,403,471,388.7385620923546,-82.26143790764536,82.26143790764536,6766.944166633393,403,4624,1,Treino
19,1,Treino,2025,8,21,9,0,202508210900,2025-08-21 09:00,408,5,8.683333333333335,14708,-77,338,-27,-53,29044,17,530,408,530,407.5123727515686,-122.4876272484314,122.4876272484314,15003.21882895068,408,14884,1,Treino
19,1,Treino,2025,8,21,10,0,202508211000,2025-08-21 10:00,418,10,8.66666666666667,14716,-76,320,-39,-41,29046,18,564,418,564,442.1188394815646,-121.8811605184354,121.8811605184354,14855.01728932062,418,21316,1,Treino
19,1,Treino,2025,8,21,11,0,202508211100,2025-08-21 11:00,422,4,8.16666666666667,14728,-69,307,-31,-24,29047,18,579,422,579,423.7575822198093,-155.2424177801907,155.2424177801907,24100.20827823929,422,24649,1,Treino
19,1,Treino,2025,8,21,12,0,202508211200,2025-08-21 12:00,406,-16,6.083333333333333,14741,-55,296,-24,-17,29049,19,594,406,594,375.5609411449094,-218.4390588550906,218.4390588550906,47715.62243349773,406,35344,1,Treino
19,1,Treino,2025,8,21,13,0,202508211300,2025-08-21 13:00,396,-10,3.258333333333333,14753,-38,288,-19,-8,29051,20,602,396,602,368.5147360316216,-233.4852639683784,233.4852639683784,54515.36849038333,396,42436,1,Treino
19,1,Treino,2025,8,21,14,0,202508211400,2025-08-21 14:00,407,11,0.866666666666667,14780,-6,283,-13,-4,29053,20,612,407,612,407.2609722226405,-204.7390277773595,204.7390277773595,41918.0694952184,407,42025,1,Treino
19,1,Treino,2025,8,21,15,0,202508211500,2025-08-21 15:00,433,26,0.08333333333333334,14801,27,280,-8,3,29054,20,625,433,625,463.5874481969131,-161.4125518030869,161.4125518030869,26054.01187958421,433,36864,1,Treino
19,1,Treino,2025,8,21,16,0,202508211600,2025-08-21 16:00,471,38,0.03333333333333333,14811,50,278,-5,32,29055,20,630,471,630,510.6946298453639,-119.3053701546361,119.3053701546361,14233.77134773473,471,25281,1,Treino
19,1,Treino,2025,8,21,17,0,202508211700,2025-08-21 17:00,530,59,0.01666666666666667,14815,66,277,-3,27,29058,22,630,530,630,586.1770441718488,-43.82295582815118,43.82295582815118,1920.451457516089,530,10000,1,Treino
19,1,Treino,2025,8,21,18,0,202508211800,2025-08-21 18:00,564,34,0.01666666666666667,14819,84,312,34,47,29060,23,629,564,629,616.9794466009539,-12.02055339904609,12.02055339904609,144.4937040193186,564,4225,1,Treino
19,1,Treino,2025,8,21,19,0,202508211900,2025-08-21 19:00,579,15,0.01666666666666667,14821,107,370,93,59,29063,24,627,579,627,583.8863501980662,-43.11364980193378,43.11364980193378,1858.786799243784,579,2304,1,Treino
19,1,Treino,2025,8,21,20,0,202508212000,2025-08-21 20:00,594,15,0.01666666666666667,14822,129,401,89,34,29060,20,626,594,626,614.1721998931843,-11.82780010681574,11.82780010681574,139.8968553667905,594,1024,1,Treino
19,1,Treino,2025,8,21,21,0,202508212100,2025-08-21 21:00,602,8,0.01666666666666667,14823,123,411,41,13,29057,16,626,602,626,579.0611584893704,-46.93884151062957,46.93884151062957,2203.254842360002,602,576,1,Treino
19,1,Treino,2025,8,21,22,0,202508212200,2025-08-21 22:00,612,10,0.01666666666666667,14824,124,414,13,9,29054,11,625,612,625,590.4466147670806,-34.55338523291937,34.55338523291937,1193.93643105453,612,169,1,Treino
19,1,Treino,2025,8,21,23,0,202508212300,2025-08-21 23:00,625,13,0.01666666666666667,14825,117,414,3,21,29050,6,625,625,625,608.2089441105758,-16.79105588942423,16.79105588942423,281.9395578817681,625,0,1,Treino
19,1,Treino,2025,8,22,0,0,202508220000,2025-08-22 00:00,630,5,0.01666666666666667,14828,112,414,0,18,29047,1,610,630,610,586.4436420333222,-23.55635796667775,23.55635796667775,554.9020006542623,630,400,1,Treino
19,1,Treino,2025,8,22,1,0,202508220100,2025-08-22 01:00,630,0,0.01666666666666667,14818,90,414,0,13,29043,-4,590,630,590,565.2244748149616,-24.77552518503842,24.77552518503842,613.8266481944729,630,1600,1,Treino
19,1,Treino,2025,8,22,2,0,202508220200,2025-08-22 02:00,629,-1,0,14807,66,387,-27,-16,29039,-10,589,629,589,564.3519264804769,-24.64807351952311,24.64807351952311,607.5275282238163,629,1600,1,Treino
19,1,Treino,2025,8,22,3,0,202508220300,2025-08-22 03:00,627,-2,0.06666666666666667,14798,45,358,-56,-21,29036,-15,601,627,601,563.0331513247799,-37.96684867522015,37.96684867522015,1441.481598327066,627,676,1,Treino
19,1,Treino,2025,8,22,4,0,202508220400,2025-08-22 04:00,626,-1,0.15,14790,10,341,-46,-12,29032,-21,602,626,602,572.0238629475932,-29.97613705240678,29.97613705240678,898.5687925846748,626,576,1,Treino
19,1,Treino,2025,8,22,5,0,202508220500,2025-08-22 05:00,626,0,0.3333333333333334,14779,-22,332,-26,-6,29028,-26,598,626,598,582.0461258079549,-15.95387419204508,15.95387419204508,254.526101735602,626,784,1,Treino
19,1,Treino,2025,8,22,6,0,202508220600,2025-08-22 06:00,625,-1,0.3833333333333334,14771,-40,328,-13,-2,29023,-32,594,625,594,582.4297395361717,-11.57026046382828,11.57026046382828,133.8709272008277,625,961,1,Treino
19,1,Treino,2025,8,22,7,0,202508220700,2025-08-22 07:00,625,0,0.5,14765,-50,325,-7,-2,29019,-39,590,625,590,591.5257080996005,1.525708099600479,1.525708099600479,2.327785205186505,625,1225,1,Treino
19,1,Treino,2025,8,22,8,0,202508220800,2025-08-22 08:00,610,-15,0.5,14755,-64,324,-4,-36,29014,-46,601,610,601,576.438611504203,-24.56138849579702,24.56138849579702,603.2618048414702,610,81,1,Treino
19,1,Treino,2025,8,22,9,0,202508220900,2025-08-22 09:00,590,-20,0.5166666666666667,14750,-71,326,1,-56,29011,-52,616,590,616,573.592503319645,-42.40749668035505,42.40749668035505,1798.395774694325,590,676,1,Treino
19,1,Treino,2025,8,22,10,0,202508221000,2025-08-22 10:00,589,-1,0.5166666666666667,14751,-71,335,11,-22,29005,-55,618,589,618,567.4036624072053,-50.59633759279473,50.59633759279473,2559.989377804053,589,841,1,Treino
19,1,Treino,2025,8,22,11,0,202508221100,2025-08-22 11:00,601,12,0.5166666666666667,14754,-69,346,20,1,29000,-57,614,601,614,622.278319642901,8.27831964290101,8.27831964290101,68.53057611004071,601,169,1,Treino
19,1,Treino,2025,8,22,12,0,202508221200,2025-08-22 12:00,602,1,0.5166666666666667,14765,-59,351,16,2,29000,-54,609,602,609,573.8745530449461,-35.12544695505392,35.12544695505392,1233.797023792306,602,49,1,Treino
19,1,Treino,2025,8,22,13,0,202508221300,2025-08-22 13:00,598,-4,0.5166666666666667,14778,-47,332,-14,-19,29001,-49,603,598,603,558.1177505564641,-44.8822494435359,44.8822494435359,2014.416315111778,598,25,1,Treino
19,1,Treino,2025,8,22,14,0,202508221400,2025-08-22 14:00,594,-4,0.55,14790,-38,313,-38,-19,29003,-44,598,594,598,551.7466333108657,-46.25336668913428,46.25336668913428,2139.373930079517,594,16,1,Treino
19,1,Treino,2025,8,22,15,0,202508221500,2025-08-22 15:00,590,-4,0.55,14795,-23,303,-29,-10,29005,-38,591,590,591,545.2288031583515,-45.77119684164848,45.77119684164848,2095.002460316931,590,1,1,Treino
19,1,Treino,2025,8,22,16,0,202508221600,2025-08-22 16:00,601,11,0.55,14820,13,325,12,49,29006,-33,582,601,582,578.979486360274,-3.020513639726005,3.020513639726005,9.123502647770838,601,361,1,Treino
19,1,Treino,2025,8,22,17,0,202508221700,2025-08-22 17:00,616,15,0.55,14807,9,352,49,56,29007,-29,572,616,572,596.1860239822241,24.18602398222413,24.18602398222413,584.9637560687207,616,1936,1,Treino
19,1,Treino,2025,8,22,18,0,202508221800,2025-08-22 18:00,618,2,0.55,14796,6,366,41,31,29008,-24,563,618,563,556.6282234866637,-6.371776513336272,6.371776513336272,40.59953593590374,618,3025,1,Treino
19,1,Treino,2025,8,22,19,0,202508221900,2025-08-22 19:00,614,-4,0.55,14786,7,371,19,14,29008,-20,554,614,554,541.1709690210677,-12.82903097893234,12.82903097893234,164.5840358584056,614,3600,1,Treino
19,1,Treino,2025,8,22,20,0,202508222000,2025-08-22 20:00,609,-5,0.55,14776,5,373,7,6,29009,-14,546,609,546,532.2537949304179,-13.74620506958206,13.74620506958206,188.9581538150036,609,3969,1,Treino
19,1,Treino,2025,8,22,21,0,202508222100,2025-08-22 21:00,603,-6,0.55,14766,1,373,2,3,29010,-9,539,603,539,522.7624461343293,-16.23755386567075,16.23755386567075,263.6581555405591,603,4096,1,Treino
19,1,Treino,2025,8,22,22,0,202508222200,2025-08-22 22:00,598,-5,0.6166666666666667,14756,1,373,0,1,29010,-4,531,598,531,517.8484096626461,-13.15159033735392,13.15159033735392,172.9643284015811,598,4489,1,Treino
19,1,Treino,2025,8,22,23,0,202508222300,2025-08-22 23:00,591,-7,0.7833333333333333,14745,-5,373,0,-2,29010,-1,524,591,524,509.65785102838,-14.34214897161996,14.34214897161996,205.6972371241396,591,4489,1,Treino
19,1,Treino,2025,8,23,0,0,202508230000,2025-08-23 00:00,582,-9,0.7833333333333333,14733,-18,373,0,-9,29011,6,503,582,503,503.0330165412342,0.03301654123424669,0.03301654123424669,0.001090091995072712,582,6241,1,Treino
19,1,Treino,2025,8,23,1,0,202508230100,2025-08-23 01:00,572,-10,0.85,14723,-31,372,-1,-12,29011,11,470,572,470,495.8321023554853,25.83210235548529,25.83210235548529,667.2975121042687,572,10404,1,Treino
19,1,Treino,2025,8,23,2,0,202508230200,2025-08-23 02:00,563,-9,0.85,14710,-55,370,-3,-7,29011,11,450,563,450,490.4511889975129,40.45118899751287,40.45118899751287,1636.298691312506,563,12769,1,Treino
19,1,Treino,2025,8,23,3,0,202508230300,2025-08-23 03:00,554,-9,0.85,14700,-78,369,-3,18,29011,10,444,554,444,470.6330118013124,26.63301180131236,26.63301180131236,709.3173176088436,554,12100,1,Treino
19,1,Treino,2025,8,23,4,0,202508230400,2025-08-23 04:00,546,-8,0.95,14696,-94,367,-3,17,29010,7,445,546,445,471.3357787793681,26.33577877936807,26.33577877936807,693.5732439158136,546,10201,1,Treino
19,1,Treino,2025,8,23,5,0,202508230500,2025-08-23 05:00,539,-7,1.133333333333333,14700,-95,367,-2,10,29010,5,445,539,445,472.2398096715825,27.23980967158252,27.23980967158252,742.0072309440407,539,8836,1,Treino
19,1,Treino,2025,8,23,6,0,202508230600,2025-08-23 06:00,531,-8,1.15,14700,-120,367,0,-22,29010,4,444,531,444,487.1043527704986,43.10435277049862,43.10435277049862,1857.985227763592,531,7569,1,Treino
19,1,Treino,2025,8,23,7,0,202508230700,2025-08-23 07:00,524,-7,1.466666666666667,14688,-119,367,0,-27,29009,2,441,524,441,487.2102010705487,46.21020107054869,46.21020107054869,2135.382682980539,524,6889,1,Treino
