EVENTO,SERIE,CONJUNTO,ANO,MES,DIA,HORA,MINUTO,COD_SEQUENCIAL,DATA_HORA,inp01_input_1_nivel_86472600,inp02_input_2_nivel_D_1h_86472600,inp03_input_3_chuva_med_acum_36h,inp04_input_6_nivel_86448000,inp05_input_6_nivel_D_12H_86448000,inp06_input_6_nivel_D_14H_86448000,inp07_input_8_nivel_86125130,inp08_input_8_nivel_D_10h_86125130,inp09_input_8_nivel_D_11h_86125130,inp10_input_8_nivel_D_12h_86125130,inp11_input_12_nivel_D_2h_86472600,inp12_input_13_nivel_D_4h_86472600,saida_12h_alt_nivel_D12h_86472600,NIVEL_ATUAL_CM,OBSERVADO_12H_CM_AUDITORIA,PERSISTENCIA_CM,TIPO_ALVO_RNA,OBSERVADO_CM_AUDITORIA,RNA_CM,ALT_OBSERVADA_CM,ALT_RNA_CM,ERRO_RNA_CM,ERRO_ABS_CM,E2_RNA,PERS_BASE_NIVEL_ATUAL_CM,E2_PERS,SERIE_AUDITORIA,CONJUNTO_AUDITORIA
1,2,Validacao,2023,5,6,18,0,202305061800,2023-05-06 18:00,526,2,19.61153846153846,14923,16,23,137,-6,-8,-11,6,21,17,526,543,526,delta_alt,543,510.3715468793554,17,-15.62845312064462,-32.62845312064462,32.62845312064462,1064.615953046104,526,289,2,Validacao
1,2,Validacao,2023,5,6,20,0,202305062000,2023-05-06 20:00,527,0,19.58076923076923,14927,6,20,134,-6,-7,-9,1,7,33,527,560,527,delta_alt,560,498.309306083387,33,-28.69069391661299,-61.69069391661299,61.69069391661299,3805.741715913231,527,1089,2,Validacao
1,2,Validacao,2023,5,6,21,0,202305062100,2023-05-06 21:00,526,-1,19.56538461538461,14941,15,27,133,-6,-7,-8,-1,2,36,526,562,526,delta_alt,562,497.9787270559683,36,-28.02127294403169,-64.0212729440317,64.0212729440317,4098.723389374204,526,1296,2,Validacao
1,2,Validacao,2023,5,6,22,0,202305062200,2023-05-06 22:00,524,-2,19.56538461538461,14952,25,31,133,-8,-6,-7,-3,-2,28,524,552,524,delta_alt,552,494.3280136537503,28,-29.6719863462497,-57.6719863462497,57.6719863462497,3326.058009122011,524,784,2,Validacao
1,2,Validacao,2023,5,7,5,0,202305070500,2023-05-07 05:00,533,9,3.203846153846152,14965,40,36,126,-10,-11,-12,15,16,-15,533,518,533,delta_alt,518,516.4015774770644,-15,-16.59842252293561,-1.598422522935607,1.598422522935607,2.554954561827831,533,225,2,Validacao
1,2,Validacao,2023,5,7,7,0,202305070700,2023-05-07 07:00,553,10,2.273076923076922,14976,53,51,125,-8,-9,-11,20,35,-14,553,539,553,delta_alt,539,536.89315625971,-14,-16.10684374028995,-2.106843740289946,2.106843740289946,4.438790545998931,553,196,2,Validacao
1,2,Validacao,2023,5,7,8,0,202305070800,2023-05-07 08:00,560,7,2.273076923076922,14978,51,55,123,-10,-10,-11,17,36,-16,560,544,560,delta_alt,544,522.3462410823528,-16,-37.65375891764722,-21.65375891764722,21.65375891764722,468.8852752635867,560,256,2,Validacao
1,2,Validacao,2023,5,7,9,0,202305070900,2023-05-07 09:00,562,2,2.21153846153846,14980,39,57,123,-9,-10,-10,9,29,-16,562,546,562,delta_alt,546,501.5125585881271,-16,-60.48744141187285,-44.48744141187285,44.48744141187285,1979.13244337482,562,256,2,Validacao
1,2,Validacao,2023,5,7,13,0,202305071300,2023-05-07 13:00,510,-11,1.085897435897436,14983,9,19,122,-7,-9,-9,-26,-52,9,510,519,510,delta_alt,519,440.708581165653,9,-69.29141883434704,-78.29141883434704,78.29141883434704,6129.546263095151,510,81,2,Validacao
1,2,Validacao,2023,5,7,17,0,202305071700,2023-05-07 17:00,518,14,0.6243589743589744,14936,-29,-36,119,-6,-7,-7,21,8,-23,518,495,518,delta_alt,495,487.848420192468,-23,-30.15157980753202,-7.151579807532016,7.151579807532016,51.14509374349967,518,529,2,Validacao
1,2,Validacao,2023,5,7,20,0,202305072000,2023-05-07 20:00,544,5,4.155128205128205,14913,-65,-48,117,-6,-6,-6,15,40,-78,544,466,544,delta_alt,466,445.6423055693848,-78,-98.3576944306152,-20.3576944306152,20.3576944306152,414.435722530301,544,6084,2,Validacao
1,2,Validacao,2023,5,7,21,0,202305072100,2023-05-07 21:00,546,2,15.73974358974359,14909,-71,-67,116,-7,-7,-7,7,28,-85,546,461,546,delta_alt,461,452.1506572763062,-85,-93.84934272369378,-8.84934272369378,8.84934272369378,78.31086664139205,546,7225,2,Validacao
1,2,Validacao,2023,5,7,22,0,202305072200,2023-05-07 22:00,540,-6,17.25897435897436,14905,-78,-73,116,-7,-7,-7,-4,11,-79,540,461,540,delta_alt,461,425.8063839407303,-79,-114.1936160592697,-35.19361605926974,35.19361605926974,1238.590611327289,540,6241,2,Validacao
2,2,Validacao,2023,6,15,18,0,202306151800,2023-06-15 18:00,336,33,69.44935897435897,14716,11,8,101,22,17,12,51,65,160,336,496,336,delta_alt,496,529.527126219454,160,193.527126219454,33.52712621945398,33.52712621945398,1124.068192535198,336,25600,2,Validacao
2,2,Validacao,2023,6,15,19,0,202306151900,2023-06-15 19:00,367,31,71.64807692307691,14715,9,8,106,27,27,22,64,90,142,367,509,367,delta_alt,509,548.7883655006365,142,181.7883655006365,39.78836550063647,39.78836550063647,1583.114029212239,367,20164,2,Validacao
2,2,Validacao,2023,6,15,20,0,202306152000,2023-06-15 20:00,387,20,73.36474358974358,14729,22,24,114,35,35,35,51,102,158,387,545,387,delta_alt,545,556.3882242761451,158,169.3882242761451,11.38822427614514,11.38822427614514,129.6916521637814,387,24964,2,Validacao
2,2,Validacao,2023,6,15,21,0,202306152100,2023-06-15 21:00,400,13,74.41089743589744,14753,44,47,119,39,40,40,33,97,225,400,625,400,delta_alt,625,573.6431510243187,225,173.6431510243187,-51.35684897568126,51.35684897568126,2637.525936710933,400,50625,2,Validacao
2,2,Validacao,2023,6,15,22,0,202306152200,2023-06-15 22:00,426,26,75.90128205128205,14789,78,82,121,33,41,42,39,90,273,426,699,426,delta_alt,699,633.1426017547885,273,207.1426017547885,-65.85739824521147,65.85739824521147,4337.196903628383,426,74529,2,Validacao
2,2,Validacao,2023,6,15,23,0,202306152300,2023-06-15 23:00,446.6,20.60000000000002,76.57179487179486,14823,109,114,123,34,35,43,46.60000000000002,79.60000000000002,323.4,446.6,770,446.6,delta_alt,770,648.2379729763182,323.4,201.6379729763182,-121.7620270236818,121.7620270236818,14825.99122491581,446.6,104587.56,2,Validacao
2,2,Validacao,2023,6,16,0,0,202306160000,2023-06-16 00:00,465,18.39999999999998,77.50192307692308,14866,148,155,126,36,37,38,39,78,369,465,834,465,delta_alt,834,686.7991789784528,369,221.7991789784528,-147.2008210215472,147.2008210215472,21668.08170941757,465,136161,2,Validacao
2,2,Validacao,2023,6,16,1,0,202306160100,2023-06-16 01:00,483,18,78.50384615384615,14915,193,201,128,36,38,39,36.39999999999998,83,384,483,867,483,delta_alt,867,717.028677198769,384,234.0286771987689,-149.9713228012311,149.9713228012311,22491.39766275105,483,147456,2,Validacao
2,2,Validacao,2023,6,16,2,0,202306160200,2023-06-16 02:00,491,8,80.2051282051282,14978,255,260,132,38,40,42,26,65,389,491,880,491,delta_alt,880,731.4601342919955,389,240.4601342919955,-148.5398657080045,148.5398657080045,22064.09170455202,491,151321,2,Validacao
2,2,Validacao,2023,6,16,3,0,202306160300,2023-06-16 03:00,489,-2,82.22331002331002,14996,276,274,138,42,44,46,6,42.39999999999998,397,489,886,489,delta_alt,886,733.14604182422,397,244.14604182422,-152.85395817578,152.85395817578,23364.3325300031,489,157609,2,Validacao
2,2,Validacao,2023,6,16,4,0,202306160400,2023-06-16 04:00,486,-3,85.91369463869464,14998,280,275,142,41,46,48,-5,21,402,486,888,486,delta_alt,888,740.29123362307,402,254.29123362307,-147.70876637693,147.70876637693,21817.8796645945,486,161604,2,Validacao
2,2,Validacao,2023,6,16,5,0,202306160500,2023-06-16 05:00,489,3,89.1207459207459,15008,290,288,146,40,45,50,0,6,399,489,888,489,delta_alt,888,766.6463259842017,399,277.6463259842017,-121.3536740157983,121.3536740157983,14726.71419713265,489,159201,2,Validacao
2,2,Validacao,2023,6,16,6,0,202306160600,2023-06-16 06:00,496,7,89.50766899766899,15002,286,284,150,36,44,49,10,5,387,496,883,496,delta_alt,883,775.0660656662185,387,279.0660656662185,-107.9339343337815,107.9339343337815,11649.73418076906,496,149769,2,Validacao
2,2,Validacao,2023,6,16,7,0,202306160700,2023-06-16 07:00,509,13,87.73202797202796,15002,287,284,153,34,39,47,20,20,372,509,881,509,delta_alt,881,793.1807634748832,372,284.1807634748832,-87.81923652511682,87.81923652511682,7712.218303854413,509,138384,2,Validacao
2,2,Validacao,2023,6,16,8,0,202306160800,2023-06-16 08:00,545,36,85.6679254079254,14999,270,283,156,35,37,42,49,59,332,545,877,545,delta_alt,877,864.4921150622667,332,319.4921150622667,-12.50788493773325,12.50788493773325,156.4471856155743,545,110224,2,Validacao
2,2,Validacao,2023,6,16,9,0,202306160900,2023-06-16 09:00,625,80,84.86664335664337,15007,254,292,158,35,37,39,116,136,249,625,874,625,delta_alt,874,995.7896319345209,249,370.7896319345209,121.7896319345209,121.7896319345209,14832.71444674608,625,62001,2,Validacao
2,2,Validacao,2023,6,16,10,0,202306161000,2023-06-16 10:00,699,74,83.69741258741259,14993,204,264,161,35,38,40,154,203,182,699,881,699,delta_alt,881,991.4371624789774,182,292.4371624789774,110.4371624789774,110.4371624789774,12196.36685640805,699,33124,2,Validacao
2,2,Validacao,2023,6,16,11,0,202306161100,2023-06-16 11:00,770,71,82.76664335664336,14989,166,236,164,36,38,41,145,261,118,770,888,770,delta_alt,888,1012.590507590991,118,242.5905075909914,124.5905075909914,124.5905075909914,15522.79458178088,770,13924,2,Validacao
2,2,Validacao,2023,6,16,12,0,202306161200,2023-06-16 12:00,834,64,80.45125874125874,14992,126,203,167,35,39,41,135,289,59,834,893,834,delta_alt,893,1015.052059264105,59,181.0520592641046,122.0520592641046,122.0520592641046,14896.70517060851,834,3481,2,Validacao
2,2,Validacao,2023,6,16,13,0,202306161300,2023-06-16 13:00,867,33,78.80510489510489,14994,79,171,168,30,36,40,97,242,14,867,881,867,delta_alt,881,918.3800355052705,14,51.38003550527048,37.38003550527048,37.38003550527048,1397.267054375282,867,196,2,Validacao
2,2,Validacao,2023,6,16,14,0,202306161400,2023-06-16 14:00,880,13,77.96151515151516,14995,17,129,168,26,30,36,46,181,-12,880,868,880,delta_alt,868,831.9201718588022,-12,-48.07982814119782,-36.07982814119782,36.07982814119782,1301.75399869837,880,144,2,Validacao
2,2,Validacao,2023,6,16,15,0,202306161500,2023-06-16 15:00,886,6,77.16151515151516,14996,0,81,169,23,27,31,19,116,-30,886,856,886,delta_alt,856,832.7322057465,-30,-53.26779425350003,-23.26779425350003,23.26779425350003,541.390249423209,886,900,2,Validacao
2,2,Validacao,2023,6,16,16,0,202306161600,2023-06-16 16:00,888,2,76.22305361305362,14999,1,21,169,19,23,27,8,54,-45,888,843,888,delta_alt,843,853.3226943989122,-45,-34.67730560108782,10.32269439891218,10.32269439891218,106.5580196533328,888,2025,2,Validacao
2,2,Validacao,2023,6,16,17,0,202306161700,2023-06-16 17:00,888,0,75.46920745920747,15008,0,12,169,16,19,23,2,21,-66,888,822,888,delta_alt,822,851.6835744569623,-66,-36.31642554303767,29.68357445696233,29.68357445696233,881.1145925420267,888,4356,2,Validacao
2,2,Validacao,2023,6,16,18,0,202306161800,2023-06-16 18:00,883,-5,75.207668997669,14988,-14,-10,168,12,15,18,-5,3,-82,883,801,883,delta_alt,801,826.3222814508821,-82,-56.67771854911791,25.32228145088209,25.32228145088209,641.2179378776871,883,6724,2,Validacao
2,2,Validacao,2023,6,16,19,0,202306161900,2023-06-16 19:00,881,-2,74.45382284382285,14986,-16,-22,167,9,11,14,-7,-5,-94,881,787,881,delta_alt,787,834.8677110559291,-94,-46.13228894407086,47.86771105592914,47.86771105592914,2291.31776173392,881,8836,2,Validacao
2,2,Validacao,2023,6,16,20,0,202306162000,2023-06-16 20:00,877,-4,72.73587412587413,14981,-18,-21,167,6,9,11,-6,-11,-106,877,771,877,delta_alt,771,818.1842060838927,-106,-58.81579391610728,47.18420608389272,47.18420608389272,2226.349303767259,877,11236,2,Validacao
2,2,Validacao,2023,6,16,21,0,202306162100,2023-06-16 21:00,874,-3,71.02602564102564,14976,-31,-26,165,1,4,7,-7,-14,-120,874,754,874,delta_alt,754,796.9976368289857,-120,-77.00236317101428,42.99763682898572,42.99763682898572,1848.796772877349,874,14400,2,Validacao
2,2,Validacao,2023,6,16,22,0,202306162200,2023-06-16 22:00,881,7,68.46448717948718,14968,-25,-31,163,-4,-1,2,4,-2,-139,881,742,881,delta_alt,742,830.3490446035694,-139,-50.65095539643062,88.34904460356938,88.34904460356938,7805.553682363492,881,19321,2,Validacao
2,2,Validacao,2023,6,16,23,0,202306162300,2023-06-16 23:00,888,7,64.91483682983682,14973,-16,-34,163,-5,-4,-1,14,7,-153,888,735,888,delta_alt,735,836.1208987101307,-153,-51.87910128986925,101.1208987101307,101.1208987101307,10225.43615594452,888,23409,2,Validacao
2,2,Validacao,2023,6,17,0,0,202306170000,2023-06-17 00:00,893,5,60.5882634032634,14985,-7,-8,162,-6,-6,-5,12,16,-165,893,728,893,delta_alt,728,824.0471343838299,-165,-68.95286561617013,96.04713438382987,96.04713438382987,9225.052023345474,893,27225,2,Validacao
2,2,Validacao,2023,6,17,1,0,202306170100,2023-06-17 01:00,881,-12,56.44886946386946,14991,-3,2,160,-9,-8,-8,-7,7,-160,881,721,881,delta_alt,721,744.8272800918255,-160,-136.1727199081745,23.82728009182551,23.82728009182551,567.7392765743045,881,25600,2,Validacao
2,2,Validacao,2023,6,17,2,0,202306170200,2023-06-17 02:00,868,-13,53.13278554778555,14984,-11,-8,158,-11,-11,-10,-25,-13,-157,868,711,868,delta_alt,711,730.6278490697471,-157,-137.3721509302529,19.62784906974707,19.62784906974707,385.252459104771,868,24649,2,Validacao
2,2,Validacao,2023,6,17,3,0,202306170300,2023-06-17 03:00,856,-12,48.35020979020979,14998,2,4,156,-13,-13,-13,-25,-32,-160,856,696,856,delta_alt,696,730.6483416994998,-160,-125.3516583005002,34.64834169949984,34.64834169949984,1200.507582525299,856,25600,2,Validacao
2,2,Validacao,2023,6,17,4,0,202306170400,2023-06-17 04:00,843,-13,42.78237762237762,15002,3,7,156,-12,-13,-13,-25,-50,-162,843,681,843,delta_alt,681,723.0515423137454,-162,-119.9484576862546,42.05154231374536,42.05154231374536,1768.332210964716,843,26244,2,Validacao
2,2,Validacao,2023,6,17,8,0,202306170800,2023-06-17 08:00,771,-16,28.30067599067599,14990,9,2,148,-15,-17,-19,-30,-72,-130,771,641,771,delta_alt,641,659.576193116954,-130,-111.423806883046,18.57619311695396,18.57619311695396,345.0749507183676,771,16900,2,Validacao
2,2,Validacao,2023,6,17,9,0,202306170900,2023-06-17 09:00,754,-17,27.16734265734265,14981,5,-5,146,-17,-17,-19,-33,-68,-116,754,638,754,delta_alt,638,634.6746147783539,-116,-119.3253852216461,-3.325385221646115,3.325385221646115,11.05818687234238,754,13456,2,Validacao
2,2,Validacao,2023,6,17,10,0,202306171000,2023-06-17 10:00,742,-12,25.55900932400932,14986,18,5,144,-18,-19,-19,-29,-59,-110,742,632,742,delta_alt,632,641.9863389018178,-110,-100.0136610981822,9.986338901817817,9.986338901817817,99.72696466195988,742,12100,2,Validacao
2,2,Validacao,2023,6,17,11,0,202306171100,2023-06-17 11:00,735,-7,24.90900932400932,14986,13,10,142,-18,-20,-21,-19,-52,-111,735,624,735,delta_alt,624,644.6001344995785,-111,-90.39986550042147,20.60013449957853,20.60013449957853,424.3655414007256,735,12321,2,Validacao
2,2,Validacao,2023,6,17,12,0,202306171200,2023-06-17 12:00,728,-7,23.76734265734265,14981,-4,13,141,-17,-19,-21,-14,-43,-108,728,620,728,delta_alt,620,621.0620031483988,-108,-106.9379968516012,1.062003148398844,1.062003148398844,1.127850687209057,728,11664,2,Validacao
2,2,Validacao,2023,6,17,13,0,202306171300,2023-06-17 13:00,721,-7,22.49234265734265,14981,-10,8,139,-17,-19,-21,-14,-33,-108,721,613,721,delta_alt,613,605.7008605098481,-108,-115.2991394901519,-7.299139490151902,7.299139490151902,53.27743729669496,721,11664,2,Validacao
2,2,Validacao,2023,6,17,14,0,202306171400,2023-06-17 14:00,711,-10,20.64234265734265,14985,1,0,138,-18,-18,-20,-17,-31,-105,711,606,711,delta_alt,606,593.1539808558364,-105,-117.8460191441636,-12.84601914416362,12.84601914416362,165.0202078522182,711,11025,2,Validacao
2,2,Validacao,2023,6,17,20,0,202306172000,2023-06-17 20:00,641,-5,6.572342657342655,14987,-3,-11,131,-13,-15,-17,-13,-40,-73,641,568,641,delta_alt,568,556.417339999216,-73,-84.58266000078402,-11.58266000078402,11.58266000078402,134.158012693762,641,5329,2,Validacao
2,2,Validacao,2023,6,17,21,0,202306172100,2023-06-17 21:00,638,-3,6.205675990675988,14987,6,-8,130,-12,-14,-16,-8,-28,-74,638,564,638,delta_alt,564,564.1926414686136,-74,-73.8073585313864,0.1926414686136013,0.1926414686136013,0.03711073542960514,638,5476,2,Validacao
2,2,Validacao,2023,6,17,22,0,202306172200,2023-06-17 22:00,632,-6,5.577470862470862,14984,-2,-6,129,-12,-13,-15,-9,-22,-73,632,559,632,delta_alt,559,537.4190428336551,-73,-94.58095716634489,-21.58095716634489,21.58095716634489,465.7377122156128,632,5329,2,Validacao
2,2,Validacao,2023,6,17,23,0,202306172300,2023-06-17 23:00,624,-8,5.171060606060604,14980,-6,-1,128,-11,-13,-14,-14,-22,-75,624,549,624,delta_alt,549,521.3658340339923,-75,-102.6341659660077,-27.63416596600769,27.63416596600769,763.6471286368575,624,5625,2,Validacao
2,2,Validacao,2023,6,18,0,0,202306180000,2023-06-18 00:00,620,-4,4.927470862470861,14976,-5,-10,126,-12,-13,-15,-12,-21,-87,620,533,620,delta_alt,533,533.0929298407722,-87,-86.90707015922783,0.0929298407721717,0.0929298407721717,0.008635955305941186,620,7569,2,Validacao
2,2,Validacao,2023,6,18,1,0,202306180100,2023-06-18 01:00,613,-7,4.760804195804194,14973,-8,-13,125,-12,-13,-14,-11,-25,-94,613,519,613,delta_alt,519,514.8558279671963,-94,-98.14417203280368,-4.144172032803681,4.144172032803681,17.17416183747219,613,8836,2,Validacao
2,2,Validacao,2023,6,18,7,0,202306180700,2023-06-18 07:00,574,-7,3.007424242424241,14971,-11,-18,121,-9,-10,-11,-14,-25,-65,574,509,574,delta_alt,509,486.1318652342442,-65,-87.86813476575583,-22.86813476575583,22.86813476575583,522.9515876647703,574,4225,2,Validacao
2,2,Validacao,2023,6,18,8,0,202306180800,2023-06-18 08:00,568,-6,2.840757575757575,14989,2,3,121,-8,-9,-10,-13,-26,-55,568,513,568,delta_alt,513,488.8077359780442,-55,-79.1922640219558,-24.19226402195579,24.19226402195579,585.2656385080167,568,3025,2,Validacao
2,2,Validacao,2023,6,18,9,0,202306180900,2023-06-18 09:00,564,-4,2.632424242424241,14991,4,9,120,-8,-9,-10,-10,-24,-43,564,521,564,delta_alt,521,489.8883449402423,-43,-74.11165505975771,-31.11165505975771,31.11165505975771,967.9350805573474,564,1849,2,Validacao
2,2,Validacao,2023,6,18,10,0,202306181000,2023-06-18 10:00,559,-5,2.449090909090908,14989,5,2,119,-7,-9,-10,-9,-22,-29,559,530,559,delta_alt,530,486.8223955229734,-29,-72.17760447702665,-43.17760447702665,43.17760447702665,1864.305528374552,559,841,2,Validacao
2,2,Validacao,2023,6,18,11,0,202306181100,2023-06-18 11:00,549,-10,2.321818181818181,14987,7,0,119,-6,-7,-9,-15,-25,-23,549,526,549,delta_alt,526,469.0998016149216,-23,-79.9001983850784,-56.9001983850784,56.9001983850784,3237.632576261278,549,529,2,Validacao
3,3,Teste,2023,7,11,16,0,202307111600,2023-07-11 16:00,433,-3,1.805128205128205,14860,-21,-27,109,0,-1,-1,-5,-11,-25,433,408,433,delta_alt,408,398.7546357497225,-25,-34.24536425027748,-9.245364250277476,9.245364250277476,85.47676012030878,433,625,3,Teste
3,3,Teste,2023,7,11,17,0,202307111700,2023-07-11 17:00,431,-2,4.278205128205128,14858,-21,-26,109,0,0,-1,-5,-10,-25,431,406,431,delta_alt,406,402.9068215118048,-25,-28.09317848819524,-3.093178488195235,3.093178488195235,9.567753159833762,431,625,3,Teste
3,3,Teste,2023,7,11,18,0,202307111800,2023-07-11 18:00,428,-3,4.978205128205128,14857,-21,-24,109,0,0,0,-5,-10,-23,428,405,428,delta_alt,405,396.187298403301,-23,-31.81270159669896,-8.812701596698957,8.812701596698957,77.66370943246035,428,529,3,Teste
3,3,Teste,2023,7,12,1,0,202307120100,2023-07-12 01:00,413,-2,5.544871794871794,14848,-17,-20,109,0,0,0,-4,-8,12,413,425,413,delta_alt,425,390.0409012839195,12,-22.95909871608046,-34.95909871608046,34.95909871608046,1222.138583040659,413,144,3,Teste
3,3,Teste,2023,7,12,2,0,202307120200,2023-07-12 02:00,411,-2,5.529487179487178,14848,-15,-19,109,0,0,0,-4,-8,25,411,436,411,delta_alt,436,389.7845779053207,25,-21.2154220946793,-46.2154220946793,46.2154220946793,2135.865239389371,411,625,3,Teste
3,3,Teste,2023,7,12,3,0,202307120300,2023-07-12 03:00,409,-2,5.53076923076923,14848,-14,-17,109,0,0,0,-4,-8,40,409,449,409,delta_alt,449,388.3598149272763,40,-20.64018507272374,-60.64018507272374,60.64018507272374,3677.232045654187,409,1600,3,Teste
3,3,Teste,2023,7,12,4,0,202307120400,2023-07-12 04:00,408,-1,5.553205128205127,14847,-13,-16,109,0,0,0,-3,-7,56,408,464,408,delta_alt,464,390.8446064897504,56,-17.15539351024961,-73.15539351024961,73.15539351024961,5351.71159963947,408,3136,3,Teste
3,3,Teste,2023,7,12,5,0,202307120500,2023-07-12 05:00,406,-2,8.714743589743588,14846,-12,-16,110,1,1,1,-3,-7,78,406,484,406,delta_alt,484,392.7904087833858,78,-13.20959121661417,-91.20959121661417,91.20959121661417,8319.189529901862,406,6084,3,Teste
3,3,Teste,2023,7,12,6,0,202307120600,2023-07-12 06:00,405,-1,15.76858974358974,14848,-9,-12,111,2,2,2,-3,-6,114,405,519,405,delta_alt,519,405.6467822534172,114,0.6467822534172001,-113.3532177465828,113.3532177465828,12848.95197350421,405,12996,3,Teste
3,3,Teste,2023,7,12,7,0,202307120700,2023-07-12 07:00,405,0,17.38141025641026,14849,-6,-9,112,3,3,3,-1,-4,145,405,550,405,delta_alt,550,413.421829250501,145,8.421829250500991,-136.578170749499,136.578170749499,18653.59672527931,405,21025,3,Teste
3,3,Teste,2023,7,12,8,0,202307120800,2023-07-12 08:00,405,0,20.40064102564103,14851,-3,-6,113,4,4,4,0,-3,195,405,600,405,delta_alt,600,419.7845942027567,195,14.78459420275669,-180.2154057972433,180.2154057972433,32477.59248666507,405,38025,3,Teste
3,3,Teste,2023,7,12,9,0,202307120900,2023-07-12 09:00,405,0,26.71794871794872,14854,0,-1,116,7,7,7,0,-1,247,405,652,405,delta_alt,652,433.8883171871472,247,28.88831718714721,-218.1116828128528,218.1116828128528,47572.7061794545,405,61009,3,Teste
3,3,Teste,2023,7,12,13,0,202307121300,2023-07-12 13:00,425,8,56.69294871794872,14888,40,37,129,20,20,20,13,20,632,425,1057,425,delta_alt,1057,544.6493031750801,632,119.6493031750801,-512.3506968249199,512.3506968249199,262503.236536981,425,399424,3,Teste
3,3,Teste,2023,7,12,14,0,202307121400,2023-07-12 14:00,436,11,58.95128205128206,14901,53,51,135,26,26,26,19,30,670,436,1106,436,delta_alt,1106,580.6094963881452,670,144.6094963881452,-525.3905036118548,525.3905036118548,276035.1812855184,436,448900,3,Teste
