EVENTO,SERIE,CONJUNTO,ANO,MES,DIA,HORA,MINUTO,COD_SEQUENCIAL,DATA_HORA,inp01_input_1_nivel_86472600,inp02_input_2_nivel_D-1h_86472600,inp03_input_3_chuva_med_acum_36h,inp04_input_6a_nivel_86448000,inp05_input_6b_nivel_D-14H_86448000,inp06_input_7a_nivel_86472000,inp07_input_7b_nivel_D-2h_86472000,inp08_input_7c_nivel_A-14h_86472000,inp09_input_10a_nivel_86430900,inp10_input_10b_nivel_D-14h_86430900,saida_8h_conv_nivel_8h_86472600,NIVEL_ATUAL_CM,OBSERVADO_CM_AUDITORIA,RNA_CM,ALT_OBSERVADA_CM,ALT_RNA_CM,ERRO_RNA_CM,ERRO_ABS_CM,E2_RNA,PERS_BASE_NIVEL_ATUAL_CM,E2_PERS,SERIE_AUDITORIA,CONJUNTO_AUDITORIA
1,2,Validacao,2023,5,7,7,0,202305070700,2023-05-07 07:00,553,10,2.273076923076922,14976,51,678,9,0,29151,-6,497,553,497,540.0896560531457,-56,-12.91034394685425,43.08965605314575,43.08965605314575,1856.7184587784,553,3136,2,Validacao
1,2,Validacao,2023,5,7,8,0,202305070800,2023-05-07 08:00,560,7,2.273076923076922,14978,55,659,-18,-18,29149,-8,504,560,504,544.4565183946088,-56,-15.54348160539121,40.45651839460879,40.45651839460879,1636.72988061332,560,3136,2,Validacao
1,2,Validacao,2023,5,7,9,0,202305070900,2023-05-07 09:00,562,2,2.21153846153846,14980,57,633,-45,-26,29149,-8,518,562,518,552.3500127867342,-44,-9.649987213265831,34.35001278673417,34.35001278673417,1179.923378448801,562,1936,2,Validacao
1,2,Validacao,2023,5,7,13,0,202305071300,2023-05-07 13:00,510,-11,1.085897435897436,14983,19,594,-11,-1,29145,-9,546,510,546,501.0289206521135,36,-8.97107934788653,-44.97107934788653,44.97107934788653,2022.397977713906,510,1296,2,Validacao
1,2,Validacao,2023,5,7,17,0,202305071700,2023-05-07 17:00,518,14,0.6243589743589744,14936,-36,659,26,0,29142,-10,519,518,519,508.4809008653383,1,-9.519099134661701,-10.5190991346617,10.5190991346617,110.6514466048405,518,1,2,Validacao
1,2,Validacao,2023,5,7,20,0,202305072000,2023-05-07 20:00,544,5,4.155128205128205,14913,-48,648,-15,-18,29140,-11,502,544,502,519.4046827082772,-42,-24.59531729172284,17.40468270827716,17.40468270827716,302.9229801758021,544,1764,2,Validacao
1,2,Validacao,2023,5,7,21,0,202305072100,2023-05-07 21:00,546,2,15.73974358974359,14909,-67,639,-19,-10,29142,-9,495,546,495,538.5820454024587,-51,-7.417954597541325,43.58204540245868,43.58204540245868,1899.394681461969,546,2601,2,Validacao
1,2,Validacao,2023,5,7,22,0,202305072200,2023-05-07 22:00,540,-6,17.25897435897436,14905,-73,627,-21,7,29144,-5,487,540,487,526.3644174181372,-53,-13.63558258186276,39.36441741813724,39.36441741813724,1549.557358669346,540,2809,2,Validacao
2,3,Teste,2023,6,15,18,0,202306151800,2023-06-15 18:00,336,33,69.44935897435897,14716,8,452,19,-3,28983,42,491,336,491,394.3283008420094,155,58.32830084200941,-96.67169915799059,96.67169915799059,9345.417418093039,336,24025,3,Teste
2,3,Teste,2023,6,15,19,0,202306151900,2023-06-15 19:00,367,31,71.64807692307691,14715,8,461,16,5,29011,73,489,367,489,410.6902477623141,122,43.69024776231413,-78.30975223768587,78.30975223768587,6132.417295527747,367,14884,3,Teste
2,3,Teste,2023,6,15,20,0,202306152000,2023-06-15 20:00,387,20,73.36474358974358,14729,24,475,23,13,29055,121,486,387,486,415.1878973572375,99,28.18789735723749,-70.81210264276251,70.81210264276251,5014.353880689134,387,9801,3,Teste
2,3,Teste,2023,6,15,21,0,202306152100,2023-06-15 21:00,400,13,74.41089743589744,14753,47,493,32,16,29114,184,489,400,489,467.5552891056316,89,67.55528910563157,-21.44471089436843,21.44471089436843,459.8756253430439,400,7921,3,Teste
2,3,Teste,2023,6,15,22,0,202306152200,2023-06-15 22:00,426,26,75.90128205128205,14789,82,511,36,17,29151,226,496,426,496,643.039576433767,70,217.039576433767,147.039576433767,147.039576433767,21620.63703782162,426,4900,3,Teste
2,3,Teste,2023,6,15,23,0,202306152300,2023-06-15 23:00,446.6,20.60000000000002,76.57179487179486,14823,114,525,32,14,29162,242,509,446.6,509,669.6083014895703,62.39999999999998,223.0083014895703,160.6083014895703,160.6083014895703,25795.02650736471,446.6,3893.759999999997,3,Teste
2,3,Teste,2023,6,16,0,0,202306160000,2023-06-16 00:00,465,18.39999999999998,77.50192307692308,14866,155,532,21,8,29166,250,545,465,545,689.8173543331346,80,224.8173543331346,144.8173543331346,144.8173543331346,20972.06611604867,465,6400,3,Teste
2,3,Teste,2023,6,16,1,0,202306160100,2023-06-16 01:00,483,18,78.50384615384615,14915,201,529,4,-3,29167,252,625,483,625,715.2523299690287,142,232.2523299690287,90.25232996902866,90.25232996902866,8145.48306483843,483,20164,3,Teste
2,3,Teste,2023,6,16,2,0,202306160200,2023-06-16 02:00,491,8,80.2051282051282,14978,260,522,-10,-9,29168,251,699,491,699,713.3195411616538,208,222.3195411616538,14.31954116165377,14.31954116165377,205.0492590802967,491,43264,3,Teste
2,3,Teste,2023,6,16,3,0,202306160300,2023-06-16 03:00,489,-2,82.22331002331002,14996,274,520,-9,-6,29170,249,770,489,770,692.3098270276126,281,203.3098270276126,-77.69017297238736,77.69017297238736,6035.762976479467,489,78961,3,Teste
2,3,Teste,2023,6,16,4,0,202306160400,2023-06-16 04:00,486,-3,85.91369463869464,14998,275,525,3,-2,29174,247,834,486,834,712.4952055384472,348,226.4952055384472,-121.5047944615528,121.5047944615528,14763.4150771442,486,121104,3,Teste
2,3,Teste,2023,6,16,5,0,202306160500,2023-06-16 05:00,489,3,89.1207459207459,15008,288,545,25,-18,29176,241,867,489,867,777.3547618576135,378,288.3547618576135,-89.64523814238646,89.64523814238646,8036.26872160518,489,142884,3,Teste
2,3,Teste,2023,6,16,6,0,202306160600,2023-06-16 06:00,496,7,89.50766899766899,15002,284,604,79,26,29180,233,880,496,880,835.7304592698158,384,339.7304592698158,-44.26954073018419,44.26954073018419,1959.792236461437,496,147456,3,Teste
2,3,Teste,2023,6,16,7,0,202306160700,2023-06-16 07:00,509,13,87.73202797202796,15002,284,709,164,93,29184,221,886,509,886,906.0584072289553,377,397.0584072289553,20.05840722895528,20.05840722895528,402.3397005626052,509,142129,3,Teste
2,3,Teste,2023,6,16,8,0,202306160800,2023-06-16 08:00,545,36,85.6679254079254,14999,283,800,196,84,29188,205,888,545,888,1051.024685530122,343,506.024685530122,163.024685530122,163.024685530122,26577.04809219518,545,117649,3,Teste
2,3,Teste,2023,6,16,9,0,202306160900,2023-06-16 09:00,625,80,84.86664335664337,15007,292,875,166,66,29191,180,888,625,888,1032.62850247339,263,407.62850247339,144.62850247339,144.62850247339,20917.40372769537,625,69169,3,Teste
2,3,Teste,2023,6,16,10,0,202306161000,2023-06-16 10:00,699,74,83.69741258741259,14993,264,978,178,89,29192,137,883,699,883,1089.592989944449,184,390.5929899444486,206.5929899444486,206.5929899444486,42680.66349418705,699,33856,3,Teste
2,3,Teste,2023,6,16,11,0,202306161100,2023-06-16 11:00,770,71,82.76664335664336,14989,236,1017,142,21,29192,78,881,770,881,1087.729127042811,111,317.7291270428113,206.7291270428113,206.7291270428113,42736.93196788283,770,12321,3,Teste
2,3,Teste,2023,6,16,12,0,202306161200,2023-06-16 12:00,834,64,80.45125874125874,14992,203,1027,49,-8,29192,41,877,834,877,974.2982335525453,43,140.2982335525453,97.2982335525453,97.2982335525453,9466.946252445652,834,1849,3,Teste
2,3,Teste,2023,6,16,13,0,202306161300,2023-06-16 13:00,867,33,78.80510489510489,14994,171,1031,14,-10,29191,29,874,867,874,985.3795481629177,7,118.3795481629177,111.3795481629177,111.3795481629177,12405.4037489757,867,49,3,Teste
2,3,Teste,2023,6,16,14,0,202306161400,2023-06-16 14:00,880,13,77.96151515151516,14995,129,1036,9,-2,29191,25,881,880,881,975.2829794594209,1,95.28297945942086,94.28297945942086,94.28297945942086,8889.280215745575,880,1,3,Teste
2,3,Teste,2023,6,16,15,0,202306161500,2023-06-16 15:00,886,6,77.16151515151516,14996,81,1036,5,3,29190,23,888,886,888,921.1647646775886,2,35.16476467758855,33.16476467758855,33.16476467758855,1099.901616119825,886,4,3,Teste
2,3,Teste,2023,6,16,16,0,202306161600,2023-06-16 16:00,888,2,76.22305361305362,14999,21,1037,1,8,29189,21,893,888,893,854.8340538170031,5,-33.16594618299689,-38.16594618299689,38.16594618299689,1456.639448043415,888,25,3,Teste
2,3,Teste,2023,6,16,17,0,202306161700,2023-06-16 17:00,888,0,75.46920745920747,15008,12,1029,-7,-6,29189,19,881,888,881,846.9928641930823,-7,-41.00713580691774,-34.00713580691774,34.00713580691774,1156.485285790147,888,49,3,Teste
2,3,Teste,2023,6,16,18,0,202306161800,2023-06-16 18:00,883,-5,75.207668997669,14988,-10,1027,-10,-7,29189,15,868,883,868,835.3231428449557,-15,-47.67685715504433,-32.67685715504433,32.67685715504433,1067.776993531172,883,225,3,Teste
2,3,Teste,2023,6,16,19,0,202306161900,2023-06-16 19:00,881,-2,74.45382284382285,14986,-22,1023,-6,-24,29188,12,856,881,856,839.7779918135369,-25,-41.22200818646309,-16.22200818646309,16.22200818646309,263.1535496016754,881,625,3,Teste
2,3,Teste,2023,6,16,20,0,202306162000,2023-06-16 20:00,877,-4,72.73587412587413,14981,-21,1026,-1,-56,29187,7,843,877,843,851.5993860680433,-34,-25.40061393195674,8.599386068043259,8.599386068043259,73.9494407472565,877,1156,3,Teste
2,3,Teste,2023,6,16,21,0,202306162100,2023-06-16 21:00,874,-3,71.02602564102564,14976,-26,1054,31,-77,29185,1,822,874,822,868.0422433896443,-52,-5.957756610355659,46.04224338964434,46.04224338964434,2119.888176351248,874,2704,3,Teste
2,3,Teste,2023,6,16,22,0,202306162200,2023-06-16 22:00,881,7,68.46448717948718,14968,-31,1057,31,-88,29185,-3,801,881,801,873.8918413532592,-80,-7.108158646740776,72.89184135325922,72.89184135325922,5313.220535868712,881,6400,3,Teste
2,3,Teste,2023,6,16,23,0,202306162300,2023-06-16 23:00,888,7,64.91483682983682,14973,-34,1047,-7,-85,29185,-6,787,888,787,830.0145512887641,-101,-57.9854487112359,43.0145512887641,43.0145512887641,1850.251622573717,888,10201,3,Teste
2,3,Teste,2023,6,17,0,0,202306170000,2023-06-17 00:00,893,5,60.5882634032634,14985,-8,1020,-37,-130,29183,-9,771,893,771,825.6948360226851,-122,-67.30516397731492,54.69483602268508,54.69483602268508,2991.525087548409,893,14884,3,Teste
2,3,Teste,2023,6,17,1,0,202306170100,2023-06-17 01:00,881,-12,56.44886946386946,14991,2,1012,-35,-47,29182,-10,754,881,754,796.1375631219131,-127,-84.8624368780869,42.1375631219131,42.1375631219131,1775.574225853211,881,16129,3,Teste
2,3,Teste,2023,6,17,2,0,202306170200,2023-06-17 02:00,868,-13,53.13278554778555,14984,-8,996,-24,-26,29181,-11,742,868,742,784.7291749452024,-126,-83.27082505479757,42.72917494520243,42.72917494520243,1825.782391497715,868,15876,3,Teste
2,3,Teste,2023,6,17,3,0,202306170300,2023-06-17 03:00,856,-12,48.35020979020979,14998,4,975,-37,-25,29180,-11,735,856,735,768.2174593637859,-121,-87.7825406362141,33.21745936378591,33.21745936378591,1103.399606584768,856,14641,3,Teste
2,3,Teste,2023,6,17,4,0,202306170400,2023-06-17 04:00,843,-13,42.78237762237762,15002,7,940,-56,-40,29179,-12,728,843,728,758.1429863819455,-115,-84.85701361805445,30.14298638194555,30.14298638194555,908.5996280221548,843,13225,3,Teste
2,3,Teste,2023,6,17,8,0,202306170800,2023-06-17 08:00,771,-16,28.30067599067599,14990,2,877,-39,-12,29174,-15,681,771,681,696.3804015183947,-90,-74.6195984816053,15.38040151839471,15.38040151839471,236.5567508670382,771,8100,3,Teste
2,3,Teste,2023,6,17,9,0,202306170900,2023-06-17 09:00,754,-17,27.16734265734265,14981,-5,869,-22,-4,29172,-16,666,754,666,675.0540558467547,-88,-78.94594415324525,9.05405584675475,9.05405584675475,81.97592727615387,754,7744,3,Teste
2,3,Teste,2023,6,17,10,0,202306171000,2023-06-17 10:00,742,-12,25.55900932400932,14986,5,867,-10,-5,29171,-16,654,742,654,671.803554616019,-88,-70.19644538398097,17.80355461601903,17.80355461601903,316.9665569655724,742,7744,3,Teste
2,3,Teste,2023,6,17,11,0,202306171100,2023-06-17 11:00,735,-7,24.90900932400932,14986,10,858,-11,-37,29170,-15,646,735,646,669.1320465876253,-89,-65.86795341237473,23.13204658762527,23.13204658762527,535.0915793320659,735,7921,3,Teste
2,3,Teste,2023,6,17,12,0,202306171200,2023-06-17 12:00,728,-7,23.76734265734265,14981,13,850,-17,-11,29168,-17,641,728,641,661.1400266589609,-87,-66.85997334103911,20.14002665896089,20.14002665896089,405.6206738236554,728,7569,3,Teste
2,3,Teste,2023,6,17,13,0,202306171300,2023-06-17 13:00,721,-7,22.49234265734265,14981,8,826,-32,-14,29167,-18,638,721,638,658.2637326976959,-83,-62.7362673023041,20.2637326976959,20.2637326976959,410.6188628436699,721,6889,3,Teste
2,3,Teste,2023,6,17,14,0,202306171400,2023-06-17 14:00,711,-10,20.64234265734265,14985,0,809,-41,10,29165,-18,632,711,632,656.3046662002266,-79,-54.69533379977338,24.30466620022662,24.30466620022662,590.7167991044383,711,6241,3,Teste
2,3,Teste,2023,6,17,20,0,202306172000,2023-06-17 20:00,641,-5,6.572342657342655,14987,-11,753,-10,9,29157,-19,594,641,594,603.2552721660506,-47,-37.74472783394936,9.255272166050645,9.255272166050645,85.6600628676718,641,2209,3,Teste
2,3,Teste,2023,6,17,21,0,202306172100,2023-06-17 21:00,638,-3,6.205675990675988,14987,-8,745,-13,17,29156,-19,588,638,588,607.9162211255659,-50,-30.08377887443407,19.91622112556593,19.91622112556593,396.6558639224385,638,2500,3,Teste
2,3,Teste,2023,6,17,22,0,202306172200,2023-06-17 22:00,632,-6,5.577470862470862,14984,-6,740,-13,9,29155,-19,581,632,581,594.2604272233448,-51,-37.73957277665522,13.26042722334478,13.26042722334478,175.8389301456233,632,2601,3,Teste
2,3,Teste,2023,6,17,23,0,202306172300,2023-06-17 23:00,624,-8,5.171060606060604,14980,-1,732,-13,0,29153,-19,574,624,574,577.6094334368665,-50,-46.39056656313346,3.609433436866539,3.609433436866539,13.02800973517019,624,2500,3,Teste
2,3,Teste,2023,6,18,0,0,202306180000,2023-06-18 00:00,620,-4,4.927470862470861,14976,-10,722,-18,-8,29152,-19,568,620,568,580.6549044229754,-52,-39.34509557702461,12.65490442297539,12.65490442297539,160.1466059546421,620,2704,3,Teste
2,3,Teste,2023,6,18,1,0,202306180100,2023-06-18 01:00,613,-7,4.760804195804194,14973,-13,715,-17,2,29151,-19,564,613,564,572.958973442073,-49,-40.04102655792701,8.958973442072988,8.958973442072988,80.26320513576913,613,2401,3,Teste
2,3,Teste,2023,6,18,7,0,202306180700,2023-06-18 07:00,574,-7,3.007424242424241,14971,-18,674,-13,4,29145,-16,509,574,509,543.6855436945567,-65,-30.31445630544329,34.68554369455671,34.68554369455671,1203.086941387003,574,4225,3,Teste
2,3,Teste,2023,6,18,8,0,202306180800,2023-06-18 08:00,568,-6,2.840757575757575,14989,3,670,-9,-1,29144,-16,510,568,510,545.4090319827454,-58,-22.59096801725457,35.40903198274543,35.40903198274543,1253.799545955089,568,3364,3,Teste
2,3,Teste,2023,6,18,9,0,202306180900,2023-06-18 09:00,564,-4,2.632424242424241,14991,9,654,-20,-11,29143,-16,511,564,511,549.4863706680051,-53,-14.51362933199493,38.48637066800507,38.48637066800507,1481.200727195081,564,2809,3,Teste
2,3,Teste,2023,6,18,10,0,202306181000,2023-06-18 10:00,559,-5,2.449090909090908,14989,2,629,-41,-20,29142,-15,510,559,510,553.1075593457062,-49,-5.89244065429375,43.10755934570625,43.10755934570625,1858.261672743586,559,2401,3,Teste
2,3,Teste,2023,6,18,11,0,202306181100,2023-06-18 11:00,549,-10,2.321818181818181,14987,0,611,-43,-10,29141,-15,509,549,509,546.4600102143132,-40,-2.539989785686771,37.46001021431323,37.46001021431323,1403.252365256451,549,1600,3,Teste
3,2,Validacao,2023,7,11,16,0,202307111600,2023-07-11 16:00,433,-3,1.805128205128205,14860,-27,519,-5,3,29126,-4,415,433,415,402.804607201977,-18,-30.19539279802302,-12.19539279802302,12.19539279802302,148.7276054980718,433,324,2,Validacao
3,2,Validacao,2023,7,11,17,0,202307111700,2023-07-11 17:00,431,-2,4.278205128205128,14858,-26,515,-5,0,29126,-4,413,431,413,404.3213648474477,-18,-26.67863515255226,-8.67863515255226,8.67863515255226,75.3187081111158,431,324,2,Validacao
3,2,Validacao,2023,7,11,18,0,202307111800,2023-07-11 18:00,428,-3,4.978205128205128,14857,-24,514,-5,3,29126,-3,411,428,411,400.2347889013478,-17,-27.76521109865223,-10.76521109865223,10.76521109865223,115.8897699985452,428,289,2,Validacao
3,2,Validacao,2023,7,12,1,0,202307120100,2023-07-12 01:00,413,-2,5.544871794871794,14848,-20,498,-5,-1,29126,-1,405,413,405,389.2772187749009,-8,-23.72278122509908,-15.72278122509908,15.72278122509908,247.2058494523282,413,64,2,Validacao
3,2,Validacao,2023,7,12,2,0,202307120200,2023-07-12 02:00,411,-2,5.529487179487178,14848,-19,498,-3,3,29126,0,406,411,406,387.9333563401935,-5,-23.06664365980646,-18.06664365980646,18.06664365980646,326.403613130425,411,25,2,Validacao
3,2,Validacao,2023,7,12,3,0,202307120300,2023-07-12 03:00,409,-2,5.53076923076923,14848,-17,495,-3,0,29126,0,412,409,412,385.8747264898215,3,-23.12527351017854,-26.12527351017854,26.12527351017854,682.5299159816368,409,9,2,Validacao
3,2,Validacao,2023,7,12,4,0,202307120400,2023-07-12 04:00,408,-1,5.553205128205127,14847,-16,494,-4,2,29126,0,417,408,417,387.5659559310906,9,-20.43404406890943,-29.43404406890943,29.43404406890943,866.3629502505023,408,81,2,Validacao
3,2,Validacao,2023,7,12,5,0,202307120500,2023-07-12 05:00,406,-2,8.714743589743588,14846,-16,492,-3,2,29126,0,425,406,425,386.0906363421954,19,-19.90936365780465,-38.90936365780465,38.90936365780465,1513.938580255289,406,361,2,Validacao
3,2,Validacao,2023,7,12,6,0,202307120600,2023-07-12 06:00,405,-1,15.76858974358974,14848,-12,492,-2,1,29127,1,436,405,436,392.1951447666668,31,-12.80485523333323,-43.80485523333323,43.80485523333323,1918.865342013281,405,961,2,Validacao
3,2,Validacao,2023,7,12,7,0,202307120700,2023-07-12 07:00,405,0,17.38141025641026,14849,-9,491,-1,3,29127,1,449,405,449,396.0746351752653,44,-8.925364824734743,-52.92536482473474,52.92536482473474,2801.09424183127,405,1936,2,Validacao
3,2,Validacao,2023,7,12,8,0,202307120800,2023-07-12 08:00,405,0,20.40064102564103,14851,-6,491,-1,1,29127,1,464,405,464,397.938108764277,59,-7.06189123572301,-66.06189123572301,66.06189123572301,4364.173473640497,405,3481,2,Validacao
3,2,Validacao,2023,7,12,9,0,202307120900,2023-07-12 09:00,405,0,26.71794871794872,14854,-1,492,1,4,29128,2,484,405,484,403.8671736299859,79,-1.132826370014072,-80.13282637001407,80.13282637001407,6421.269862046823,405,6241,2,Validacao
3,2,Validacao,2023,7,12,13,0,202307121300,2023-07-12 13:00,425,8,56.69294871794872,14888,37,513,16,12,29147,21,652,425,652,491.2199265776461,227,66.2199265776461,-160.7800734223539,160.7800734223539,25850.23200969751,425,51529,2,Validacao
3,2,Validacao,2023,7,12,14,0,202307121400,2023-07-12 14:00,436,11,58.95128205128206,14901,51,528,25,17,29158,32,752,436,752,533.6116183251029,316,97.61161832510288,-218.3883816748971,218.3883816748971,47693.48525058054,436,99856,2,Validacao
3,2,Validacao,2023,7,12,15,0,202307121500,2023-07-12 15:00,449,13,65.44294871794872,14930,82,550,37,25,29172,46,862.6144999999999,449,862.6144999999999,604.813935421745,413.6144999999999,155.813935421745,-257.8005645782549,257.8005645782549,66461.13109686699,449,171076.9546102499,2,Validacao
3,2,Validacao,2023,7,12,16,0,202307121600,2023-07-12 16:00,464,15,68.6846153846154,14965,117,583,55,33,29188,62,982,464,982,697.3141303042551,518,233.3141303042551,-284.6858696957449,284.6858696957449,81046.04440442266,464,268324,2,Validacao
3,2,Validacao,2023,7,12,17,0,202307121700,2023-07-12 17:00,484,20,72.0096153846154,14997,149,621,71,41,29204,78,1057,484,1057,805.9635273622433,573,321.9635273622433,-251.0364726377567,251.0364726377567,63019.31059440716,484,328329,2,Validacao
3,2,Validacao,2023,7,12,18,0,202307121800,2023-07-12 18:00,519,35,83.1596153846154,14995,148,663,80,43,29222,96,1106,519,1106,919.4824905819243,587,400.4824905819243,-186.5175094180757,186.5175094180757,34788.78131952197,519,344569,2,Validacao
3,2,Validacao,2023,7,12,20,0,202307122000,2023-07-12 20:00,600,50,93.64294871794874,14999,151,809,146,86,29256,129,1179,600,1179,1211.169647795007,579,611.1696477950074,32.16964779500745,32.16964779500745,1034.886239254828,600,335241,2,Validacao
3,2,Validacao,2023,7,12,21,0,202307122100,2023-07-12 21:00,652,52,93.6596153846154,15037,188,923,200,115,29269,142,1206,652,1206,1382.362566117854,554,730.3625661178544,176.3625661178544,176.3625661178544,31103.75472767456,652,306916,2,Validacao
3,2,Validacao,2023,7,12,22,0,202307122200,2023-07-12 22:00,752,100,93.67628205128207,15091,240,1115,306,192,29275,148,1226,752,1226,1524.851035386328,474,772.8510353863278,298.8510353863278,298.8510353863278,89311.94135148014,752,224676,2,Validacao
3,2,Validacao,2023,7,12,23,0,202307122300,2023-07-12 23:00,862.6144999999999,110.6144999999999,93.94294871794874,15139,285,1216,293,100,29274,146,1240,862.6144999999999,1240,1613.088197287518,377.3855000000001,750.4736972875182,373.0881972875181,373.0881972875181,139194.8029552501,862.6144999999999,142419.8156102501,2,Validacao
3,2,Validacao,2023,7,13,0,0,202307130000,2023-07-13 00:00,982,119.3855000000001,94.09935897435898,15160,303,1279,164,62,29269,139,1247,982,1247,1473.247849760439,265,491.2478497604386,226.2478497604386,226.2478497604386,51188.08952122201,982,70225,2,Validacao
