EVENTO,SERIE,CONJUNTO,ANO,MES,DIA,HORA,MINUTO,COD_SEQUENCIAL,DATA_HORA,inp01_input_1_nivel_86472600,inp02_input_2_nivel_D-1h_86472600,inp03_input_3_chuva_med_acum_36h,inp04_input_6a_nivel_86448000,inp05_input_6b_nivel_D-14H_86448000,inp06_input_7a_nivel_86472000,inp07_input_7b_nivel_D-2h_86472000,inp08_input_7c_nivel_A-14h_86472000,inp09_input_10a_nivel_86430900,inp10_input_10b_nivel_D-14h_86430900,saida_8h_conv_nivel_8h_86472600,NIVEL_ATUAL_CM,OBSERVADO_CM_AUDITORIA,RNA_CM,ALT_OBSERVADA_CM,ALT_RNA_CM,ERRO_RNA_CM,ERRO_ABS_CM,E2_RNA,PERS_BASE_NIVEL_ATUAL_CM,E2_PERS,SERIE_AUDITORIA,CONJUNTO_AUDITORIA
2,2,Validacao,2023,6,17,12,0,202306171200,2023-06-17 12:00,728,-7,23.76734265734265,14981,13,850,-17,-11,29168,-17,641,728,641,642.1709681222363,-87,-85.82903187776367,1.170968122236332,1.170968122236332,1.37116634329368,728,7569,2,Validacao
2,2,Validacao,2023,6,17,13,0,202306171300,2023-06-17 13:00,721,-7,22.49234265734265,14981,8,826,-32,-14,29167,-18,638,721,638,637.5274051817397,-83,-83.47259481826029,-0.4725948182602906,0.4725948182602906,0.2233458622464771,721,6889,2,Validacao
2,2,Validacao,2023,6,17,14,0,202306171400,2023-06-17 14:00,711,-10,20.64234265734265,14985,0,809,-41,10,29165,-18,632,711,632,634.2662676869132,-79,-76.73373231308676,2.266267686913238,2.266267686913238,5.135969228747079,711,6241,2,Validacao
2,2,Validacao,2023,6,17,20,0,202306172000,2023-06-17 20:00,641,-5,6.572342657342655,14987,-11,753,-10,9,29157,-19,594,641,594,585.65204626438,-47,-55.34795373561997,-8.347953735619967,8.347953735619967,69.68833157205137,641,2209,2,Validacao
2,2,Validacao,2023,6,17,21,0,202306172100,2023-06-17 21:00,638,-3,6.205675990675988,14987,-8,745,-13,17,29156,-19,588,638,588,588.1591831572229,-50,-49.84081684277714,0.1591831572228557,0.1591831572228557,0.0253392775434364,638,2500,2,Validacao
2,2,Validacao,2023,6,17,22,0,202306172200,2023-06-17 22:00,632,-6,5.577470862470862,14984,-6,740,-13,9,29155,-19,581,632,581,577.0570000853519,-51,-54.94299991464811,-3.942999914648112,3.942999914648112,15.54724832691502,632,2601,2,Validacao
2,2,Validacao,2023,6,17,23,0,202306172300,2023-06-17 23:00,624,-8,5.171060606060604,14980,-1,732,-13,0,29153,-19,574,624,574,563.271851343218,-50,-60.72814865678197,-10.72814865678197,10.72814865678197,115.0931736020128,624,2500,2,Validacao
2,2,Validacao,2023,6,18,0,0,202306180000,2023-06-18 00:00,620,-4,4.927470862470861,14976,-10,722,-18,-8,29152,-19,568,620,568,564.4461750055586,-52,-55.55382499444136,-3.553824994441356,3.553824994441356,12.62967209111611,620,2704,2,Validacao
2,2,Validacao,2023,6,18,1,0,202306180100,2023-06-18 01:00,613,-7,4.760804195804194,14973,-13,715,-17,2,29151,-19,564,613,564,557.8879206241512,-49,-55.11207937584879,-6.112079375848793,6.112079375848793,37.35751429667618,613,2401,2,Validacao
2,2,Validacao,2023,6,18,7,0,202306180700,2023-06-18 07:00,574,-7,3.007424242424241,14971,-18,674,-13,4,29145,-16,509,574,509,529.4018064981703,-65,-44.59819350182966,20.40180649817034,20.40180649817034,416.2337083887857,574,4225,2,Validacao
2,2,Validacao,2023,6,18,8,0,202306180800,2023-06-18 08:00,568,-6,2.840757575757575,14989,3,670,-9,-1,29144,-16,510,568,510,530.8413221437443,-58,-37.15867785625574,20.84132214374426,20.84132214374426,434.360708699325,568,3364,2,Validacao
2,2,Validacao,2023,6,18,9,0,202306180900,2023-06-18 09:00,564,-4,2.632424242424241,14991,9,654,-20,-11,29143,-16,511,564,511,533.3730988033153,-53,-30.62690119668468,22.37309880331532,22.37309880331532,500.5555500629092,564,2809,2,Validacao
2,2,Validacao,2023,6,18,10,0,202306181000,2023-06-18 10:00,559,-5,2.449090909090908,14989,2,629,-41,-20,29142,-15,510,559,510,534.4566968522182,-49,-24.54330314778178,24.45669685221822,24.45669685221822,598.1300209213003,559,2401,2,Validacao
2,2,Validacao,2023,6,18,11,0,202306181100,2023-06-18 11:00,549,-10,2.321818181818181,14987,0,611,-43,-10,29141,-15,509,549,509,529.2576309444287,-40,-19.74236905557132,20.25763094442868,20.25763094442868,410.3716114806746,549,1600,2,Validacao
3,3,Teste,2023,7,11,16,0,202307111600,2023-07-11 16:00,433,-3,1.805128205128205,14860,-27,519,-5,3,29126,-4,415,433,415,392.4251110010189,-18,-40.57488899898112,-22.57488899898112,22.57488899898112,509.6256133163189,433,324,3,Teste
3,3,Teste,2023,7,11,17,0,202307111700,2023-07-11 17:00,431,-2,4.278205128205128,14858,-26,515,-5,0,29126,-4,413,431,413,394.1789244201556,-18,-36.82107557984443,-18.82107557984443,18.82107557984443,354.2328859822164,431,324,3,Teste
