EVENTO,SERIE,CONJUNTO,ANO,MES,DIA,HORA,MINUTO,COD_SEQUENCIAL,DATA_HORA,inp01_input_1_nivel_86472600,inp02_input_2_nivel_D_1h_86472600,inp03_input_3_chuva_med_acum_36h,inp04_input_6_nivel_86448000,inp05_input_6_nivel_D_12H_86448000,inp06_input_6_nivel_D_14H_86448000,inp07_input_7_nivel_86472000,inp08_input_7_nivel_D_1h_86472000,inp09_input_7_nivel_D_2h_86472000,inp10_input_7_nivel_D_4h_86472000,inp11_input_7_nivel_A_12h_86472000,inp12_input_11_nivel_86507000,inp13_input_11_nivel_D_14h_86507000,inp14_input_11_nivel_D_16h_86507000,saida_12h_alt_nivel_D12h_86472600,NIVEL_ATUAL_CM,OBSERVADO_12H_CM_AUDITORIA,PERSISTENCIA_CM,TIPO_ALVO_RNA,OBSERVADO_CM_AUDITORIA,RNA_CM,ALT_OBSERVADA_CM,ALT_RNA_CM,ERRO_RNA_CM,ERRO_ABS_CM,E2_RNA,PERS_BASE_NIVEL_ATUAL_CM,E2_PERS,SERIE_AUDITORIA,CONJUNTO_AUDITORIA
20,1,Treino,2025,9,5,0,0,202509050000,2025-09-05 00:00,637,-7,40.78257575757576,14730,-37,-28,469,2,5,28,3,307,67,69,-131,637,506,637,delta_alt,506,652.6928135661044,-131,15.69281356610441,146.6928135661044,146.6928135661044,21518.78155193986,637,17161,1,Treino
20,1,Treino,2025,9,5,1,0,202509050100,2025-09-05 01:00,629,-8,40.97575757575758,14725,-49,-37,471,2,4,12,2,311,71,72,-108,629,521,629,delta_alt,521,641.5831132422868,-108,12.5831132422868,120.5831132422868,120.5831132422868,14540.28719920216,629,11664,1,Treino
20,1,Treino,2025,9,5,2,0,202509050200,2025-09-05 02:00,618,-11,41.08484848484849,14720,-66,-47,473,2,4,9,1,313,72,73,-68,618,550,618,delta_alt,550,626.3704016867553,-68,8.370401686755258,76.37040168675526,76.37040168675526,5832.43825379635,618,4624,1,Treino
20,1,Treino,2025,9,5,3,0,202509050300,2025-09-05 03:00,611,-7,41.1939393939394,14718,-69,-56,474,1,3,7,-4,312,70,72,-45,611,566,611,delta_alt,566,617.9308745518761,-45,6.930874551876059,51.93087455187606,51.93087455187606,2696.815731722688,611,2025,1,Treino
20,1,Treino,2025,9,5,9,0,202509050900,2025-09-05 09:00,517,-21,42.0539393939394,14707,-58,-80,476,0,0,0,-18,337,71,83,4,517,521,517,delta_alt,521,517.9970436192407,4,0.9970436192406851,-3.002956380759315,3.002956380759315,9.017747024743084,517,16,1,Treino
20,1,Treino,2025,9,5,10,0,202509051000,2025-09-05 10:00,506,-11,42.0539393939394,14724,-33,-51,456,-20,-20,-20,-25,342,59,81,5,506,511,506,delta_alt,511,507.6917015491276,5,1.691701549127572,-3.308298450872428,3.308298450872428,10.94483864004491,506,25,1,Treino
20,1,Treino,2025,9,5,11,0,202509051100,2025-09-05 11:00,503,-3,42.0539393939394,14739,-6,-26,423,-33,-53,-53,-36,349,61,83,0,503,503,503,delta_alt,503,505.1086789150786,0,2.108678915078599,2.108678915078599,2.108678915078599,4.446526766897057,503,0,1,Treino
20,1,Treino,2025,9,5,12,0,202509051200,2025-09-05 12:00,506,3,41.91454545454546,14753,23,-4,407,-16,-49,-69,-18,353,57,70,-10,506,496,506,delta_alt,496,519.5967472161791,-10,13.5967472161791,23.5967472161791,23.5967472161791,556.806479184256,506,100,1,Treino
20,1,Treino,2025,9,5,13,0,202509051300,2025-09-05 13:00,521,15,41.9509090909091,14765,40,20,402,-5,-21,-74,-7,350,49,62,-31,521,490,521,delta_alt,490,548.2630798842249,-31,27.26307988422491,58.26307988422491,58.26307988422491,3394.586477595573,521,961,1,Treino
20,1,Treino,2025,9,5,14,0,202509051400,2025-09-05 14:00,550,29,41.9509090909091,14758,38,28,404,2,-3,-52,0,347,40,51,-66,550,484,550,delta_alt,484,585.5231497006511,-66,35.52314970065106,101.5231497006511,101.5231497006511,10306.94992514081,550,4356,1,Treino
20,1,Treino,2025,9,5,15,0,202509051500,2025-09-05 15:00,566,16,41.96909090909092,14749,31,24,439,35,37,16,34,352,41,51,-87,566,479,566,delta_alt,479,615.3870477529808,-87,49.38704775298083,136.3870477529808,136.3870477529808,18601.42679477387,566,7569,1,Treino
20,1,Treino,2025,9,5,16,0,202509051600,2025-09-05 16:00,571,5,42.00545454545455,14734,13,14,469,30,65,62,29,356,43,49,-97,571,474,571,delta_alt,474,617.632108821176,-97,46.63210882117596,143.632108821176,143.632108821176,20630.18268441813,571,9409,1,Treino
