EVENTO,SERIE,CONJUNTO,ANO,MES,DIA,HORA,MINUTO,COD_SEQUENCIAL,DATA_HORA,inp01_input_1_nivel_86472600,inp02_input_2_nivel_D_1h_86472600,inp03_input_3_chuva_med_acum_36h,inp04_input_6_nivel_86448000,inp05_input_6_nivel_D_12H_86448000,inp06_input_6_nivel_D_14H_86448000,inp07_input_7_nivel_86472000,inp08_input_7_nivel_D_1h_86472000,inp09_input_7_nivel_D_2h_86472000,inp10_input_7_nivel_D_4h_86472000,inp11_input_7_nivel_A_12h_86472000,saida_12h_conv_nivel_12h_86472600,NIVEL_ATUAL_CM,OBSERVADO_12H_CM_AUDITORIA,PERSISTENCIA_CM,TIPO_ALVO_RNA,OBSERVADO_CM_AUDITORIA,RNA_CM,ALT_OBSERVADA_CM,ALT_RNA_CM,ERRO_RNA_CM,ERRO_ABS_CM,E2_RNA,PERS_BASE_NIVEL_ATUAL_CM,E2_PERS,SERIE_AUDITORIA,CONJUNTO_AUDITORIA
1,2,Validacao,2023,5,6,18,0,202305061800,2023-05-06 18:00,526,2,19.61153846153846,14923,16,23,622,-1,0,8,-3,543,526,543,526,nivel_conv,543,463.6411960765572,17,-62.35880392344279,-79.35880392344279,79.35880392344279,6297.819760159439,526,289,2,Validacao
1,2,Validacao,2023,5,6,20,0,202305062000,2023-05-06 20:00,527,0,19.58076923076923,14927,6,20,621,-1,-1,-1,-14,560,527,560,527,nivel_conv,560,458.4892264263132,33,-68.51077357368683,-101.5107735736868,101.5107735736868,10304.43715152832,527,1089,2,Validacao
1,2,Validacao,2023,5,6,21,0,202305062100,2023-05-06 21:00,526,-1,19.56538461538461,14941,15,27,619,-2,-3,-4,-40,562,526,562,526,nivel_conv,562,466.0356845984955,36,-59.96431540150451,-95.9643154015045,95.9643154015045,9209.149830479435,526,1296,2,Validacao
1,2,Validacao,2023,5,6,22,0,202305062200,2023-05-06 22:00,524,-2,19.56538461538461,14952,25,31,615,-4,-6,-7,-36,552,524,552,524,nivel_conv,552,468.7785032924119,28,-55.22149670758813,-83.22149670758813,83.22149670758813,6925.817514251102,524,784,2,Validacao
1,2,Validacao,2023,5,7,5,0,202305070500,2023-05-07 05:00,533,9,3.203846153846152,14965,40,36,669,14,28,51,13,518,533,518,533,nivel_conv,518,502.475926911803,-15,-30.52407308819704,-15.52407308819704,15.52407308819704,240.9968452476836,533,225,2,Validacao
1,2,Validacao,2023,5,7,7,0,202305070700,2023-05-07 07:00,553,10,2.273076923076922,14976,53,51,678,1,9,37,1,539,553,539,553,nivel_conv,539,507.4306165136135,-14,-45.56938348638653,-31.56938348638653,31.56938348638653,996.6259737105344,553,196,2,Validacao
1,2,Validacao,2023,5,7,8,0,202305070800,2023-05-07 08:00,560,7,2.273076923076922,14978,51,55,659,-19,-18,4,-18,544,560,544,560,nivel_conv,544,481.5469664572224,-16,-78.45303354277763,-62.45303354277763,62.45303354277763,3900.381398695308,560,256,2,Validacao
1,2,Validacao,2023,5,7,9,0,202305070900,2023-05-07 09:00,562,2,2.21153846153846,14980,39,57,633,-26,-45,-36,-24,546,562,546,562,nivel_conv,546,454.0166114333027,-16,-107.9833885666973,-91.98338856669733,91.98338856669733,8460.943772212026,562,256,2,Validacao
1,2,Validacao,2023,5,7,13,0,202305071300,2023-05-07 13:00,510,-11,1.085897435897436,14983,9,19,594,-3,-11,-39,-8,519,510,519,510,nivel_conv,519,422.5564093073618,9,-87.44359069263817,-96.44359069263817,96.44359069263817,9301.366185689123,510,81,2,Validacao
1,2,Validacao,2023,5,7,17,0,202305071700,2023-05-07 17:00,518,14,0.6243589743589744,14936,-29,-36,659,15,26,65,1,495,518,495,518,nivel_conv,495,449.5897522257821,-23,-68.41024777421791,-45.41024777421791,45.41024777421791,2062.090602915862,518,529,2,Validacao
1,2,Validacao,2023,5,7,20,0,202305072000,2023-05-07 20:00,544,5,4.155128205128205,14913,-65,-48,648,-10,-15,4,9,466,544,466,544,nivel_conv,466,400.2228155814256,-78,-143.7771844185744,-65.77718441857445,65.77718441857445,4326.637990035153,544,6084,2,Validacao
1,2,Validacao,2023,5,7,21,0,202305072100,2023-05-07 21:00,546,2,15.73974358974359,14909,-71,-67,639,-9,-19,-20,17,461,546,461,546,nivel_conv,461,400.2176314821294,-85,-145.7823685178706,-60.78236851787057,60.78236851787057,3694.496322642223,546,7225,2,Validacao
1,2,Validacao,2023,5,7,22,0,202305072200,2023-05-07 22:00,540,-6,17.25897435897436,14905,-78,-73,627,-12,-21,-36,3,461,540,461,540,nivel_conv,461,385.0271899592178,-79,-154.9728100407822,-75.97281004078224,75.97281004078224,5771.867865492782,540,6241,2,Validacao
2,2,Validacao,2023,6,15,18,0,202306151800,2023-06-15 18:00,336,33,69.44935897435897,14716,11,8,452,7,19,90,6,496,336,496,336,nivel_conv,496,433.2569008018891,160,97.25690080188906,-62.74309919811094,62.74309919811094,3936.69649698399,336,25600,2,Validacao
2,2,Validacao,2023,6,15,19,0,202306151900,2023-06-15 19:00,367,31,71.64807692307691,14715,9,8,461,9,16,61,7,509,367,509,367,nivel_conv,509,439.7225921358105,142,72.72259213581054,-69.27740786418946,69.27740786418946,4799.359240381259,367,20164,2,Validacao
2,2,Validacao,2023,6,15,20,0,202306152000,2023-06-15 20:00,387,20,73.36474358974358,14729,22,24,475,14,23,42,13,545,387,545,387,nivel_conv,545,453.7850041519193,158,66.78500415191928,-91.21499584808072,91.21499584808072,8320.175467565383,387,24964,2,Validacao
2,2,Validacao,2023,6,15,21,0,202306152100,2023-06-15 21:00,400,13,74.41089743589744,14753,44,47,493,18,32,48,18,625,400,625,400,nivel_conv,625,481.1834485701795,225,81.18344857017951,-143.8165514298205,143.8165514298205,20683.2004651662,400,50625,2,Validacao
2,2,Validacao,2023,6,15,22,0,202306152200,2023-06-15 22:00,426,26,75.90128205128205,14789,78,82,511,18,36,59,19,699,426,699,426,nivel_conv,699,543.8036061594875,273,117.8036061594875,-155.1963938405125,155.1963938405125,24085.92066109948,426,74529,2,Validacao
2,2,Validacao,2023,6,15,23,0,202306152300,2023-06-15 23:00,446.6,20.60000000000002,76.57179487179486,14823,109,114,525,14,32,64,14,770,446.6,770,446.6,nivel_conv,770,578.4717266951902,323.4,131.8717266951902,-191.5282733048098,191.5282733048098,36683.07947512191,446.6,104587.56,2,Validacao
2,2,Validacao,2023,6,16,0,0,202306160000,2023-06-16 00:00,465,18.39999999999998,77.50192307692308,14866,148,155,532,7,21,57,5,834,465,834,465,nivel_conv,834,619.3819099120803,369,154.3819099120803,-214.6180900879197,214.6180900879197,46060.9245929864,465,136161,2,Validacao
2,2,Validacao,2023,6,16,1,0,202306160100,2023-06-16 01:00,483,18,78.50384615384615,14915,193,201,529,-3,4,36,-7,867,483,867,483,nivel_conv,867,661.4730203854253,384,178.4730203854253,-205.5269796145747,205.5269796145747,42241.33934948979,483,147456,2,Validacao
2,2,Validacao,2023,6,16,2,0,202306160200,2023-06-16 02:00,491,8,80.2051282051282,14978,255,260,522,-7,-10,11,-14,880,491,880,491,nivel_conv,880,710.4442890312464,389,219.4442890312464,-169.5557109687536,169.5557109687536,28749.13912211951,491,151321,2,Validacao
2,2,Validacao,2023,6,16,3,0,202306160300,2023-06-16 03:00,489,-2,82.22331002331002,14996,276,274,520,-2,-9,-5,-40,886,489,886,489,nivel_conv,886,724.0270455022571,397,235.0270455022571,-161.9729544977429,161.9729544977429,26235.23798872788,489,157609,2,Validacao
2,2,Validacao,2023,6,16,4,0,202306160400,2023-06-16 04:00,486,-3,85.91369463869464,14998,280,275,525,5,3,-7,-28,888,486,888,486,nivel_conv,888,739.7297589506936,402,253.7297589506936,-148.2702410493064,148.2702410493064,21984.06438081942,486,161604,2,Validacao
2,2,Validacao,2023,6,16,5,0,202306160500,2023-06-16 05:00,489,3,89.1207459207459,15008,290,288,545,20,25,16,8,888,489,888,489,nivel_conv,888,789.2779204459755,399,300.2779204459755,-98.7220795540245,98.7220795540245,9746.048991471143,489,159201,2,Validacao
2,2,Validacao,2023,6,16,6,0,202306160600,2023-06-16 06:00,496,7,89.50766899766899,15002,286,284,604,59,79,82,52,883,496,883,496,nivel_conv,883,858.1456779690222,387,362.1456779690222,-24.85432203097776,24.85432203097776,617.7373236195463,496,149769,2,Validacao
2,2,Validacao,2023,6,16,7,0,202306160700,2023-06-16 07:00,509,13,87.73202797202796,15002,287,284,709,105,164,189,96,881,509,881,509,nivel_conv,881,963.039072812126,372,454.0390728121261,82.03907281212605,82.03907281212605,6730.40946787332,509,138384,2,Validacao
2,2,Validacao,2023,6,16,8,0,202306160800,2023-06-16 08:00,545,36,85.6679254079254,14999,270,283,800,91,196,275,77,877,545,877,545,nivel_conv,877,1023.835622799009,332,478.8356227990087,146.8356227990087,146.8356227990087,21560.70012277275,545,110224,2,Validacao
2,2,Validacao,2023,6,16,9,0,202306160900,2023-06-16 09:00,625,80,84.86664335664337,15007,254,292,875,75,166,330,57,874,625,874,625,nivel_conv,874,1097.780868213182,249,472.7808682131815,223.7808682131815,223.7808682131815,50077.87697824532,625,62001,2,Validacao
2,2,Validacao,2023,6,16,10,0,202306161000,2023-06-16 10:00,699,74,83.69741258741259,14993,204,264,978,103,178,374,85,881,699,881,699,nivel_conv,881,1125.528051677208,182,426.5280516772079,244.5280516772079,244.5280516772079,59793.96805705128,699,33124,2,Validacao
2,2,Validacao,2023,6,16,11,0,202306161100,2023-06-16 11:00,770,71,82.76664335664336,14989,166,236,1017,39,142,308,25,888,770,888,770,nivel_conv,888,1073.399047456926,118,303.3990474569262,185.3990474569262,185.3990474569262,34372.80679793555,770,13924,2,Validacao
2,2,Validacao,2023,6,16,12,0,202306161200,2023-06-16 12:00,834,64,80.45125874125874,14992,126,203,1027,10,49,227,3,893,834,893,834,nivel_conv,893,1003.217246583646,59,169.2172465836463,110.2172465836463,110.2172465836463,12147.8414444803,834,3481,2,Validacao
2,2,Validacao,2023,6,16,13,0,202306161300,2023-06-16 13:00,867,33,78.80510489510489,14994,79,171,1031,4,14,156,7,881,867,881,867,nivel_conv,881,923.509688490982,14,56.50968849098194,42.50968849098194,42.50968849098194,1807.073615600323,867,196,2,Validacao
2,2,Validacao,2023,6,16,14,0,202306161400,2023-06-16 14:00,880,13,77.96151515151516,14995,17,129,1036,5,9,58,12,868,880,868,880,nivel_conv,868,849.1833319997681,-12,-30.81666800023186,-18.81666800023186,18.81666800023186,354.0669946309496,880,144,2,Validacao
2,2,Validacao,2023,6,16,15,0,202306161500,2023-06-16 15:00,886,6,77.16151515151516,14996,0,81,1036,0,5,19,2,856,886,856,886,nivel_conv,856,807.8671426741535,-30,-78.13285732584654,-48.13285732584654,48.13285732584654,2316.771954350299,886,900,2,Validacao
2,2,Validacao,2023,6,16,16,0,202306161600,2023-06-16 16:00,888,2,76.22305361305362,14999,1,21,1037,1,1,10,-4,843,888,843,888,nivel_conv,843,780.8373153444525,-45,-107.1626846555475,-62.16268465554754,62.16268465554754,3864.199363585045,888,2025,2,Validacao
2,2,Validacao,2023,6,16,17,0,202306161700,2023-06-16 17:00,888,0,75.46920745920747,15008,0,12,1029,-8,-7,-2,-28,822,888,822,888,nivel_conv,822,766.1962155673655,-66,-121.8037844326345,-55.80378443263453,55.80378443263453,3114.062357003944,888,4356,2,Validacao
2,2,Validacao,2023,6,16,18,0,202306161800,2023-06-16 18:00,883,-5,75.207668997669,14988,-14,-10,1027,-2,-10,-9,-61,801,883,801,883,nivel_conv,801,741.5389998377254,-82,-141.4610001622746,-59.46100016227456,59.46100016227456,3535.610540298015,883,6724,2,Validacao
2,2,Validacao,2023,6,16,19,0,202306161900,2023-06-16 19:00,881,-2,74.45382284382285,14986,-16,-22,1023,-4,-6,-13,-109,787,881,787,881,nivel_conv,787,739.6122723358696,-94,-141.3877276641304,-47.38772766413035,47.38772766413035,2245.596733169785,881,8836,2,Validacao
2,2,Validacao,2023,6,16,20,0,202306162000,2023-06-16 20:00,877,-4,72.73587412587413,14981,-18,-21,1026,3,-1,-11,-88,771,877,771,877,nivel_conv,771,736.3545506748908,-106,-140.6454493251092,-34.64544932510921,34.64544932510921,1200.30715893871,877,11236,2,Validacao
2,2,Validacao,2023,6,16,21,0,202306162100,2023-06-16 21:00,874,-3,71.02602564102564,14976,-31,-26,1054,28,31,25,-47,754,874,754,874,nivel_conv,754,762.1875799957809,-120,-111.8124200042191,8.18757999578088,8.18757999578088,67.03646618731122,874,14400,2,Validacao
2,2,Validacao,2023,6,16,22,0,202306162200,2023-06-16 22:00,881,7,68.46448717948718,14968,-25,-31,1057,3,31,30,-100,742,881,742,881,nivel_conv,742,757.573389427738,-139,-123.426610572262,15.57338942773799,15.57338942773799,242.5304582679815,881,19321,2,Validacao
2,2,Validacao,2023,6,16,23,0,202306162300,2023-06-16 23:00,888,7,64.91483682983682,14973,-16,-34,1047,-10,-7,24,-49,735,888,735,888,nivel_conv,735,728.4459119525648,-153,-159.5540880474352,-6.554088047435243,6.554088047435243,42.95607013353352,888,23409,2,Validacao
2,2,Validacao,2023,6,17,0,0,202306170000,2023-06-17 00:00,893,5,60.5882634032634,14985,-7,-8,1020,-27,-37,-6,-37,728,893,728,893,nivel_conv,728,703.4656825412987,-165,-189.5343174587013,-24.53431745870125,24.53431745870125,601.9327331643331,893,27225,2,Validacao
2,2,Validacao,2023,6,17,1,0,202306170100,2023-06-17 01:00,881,-12,56.44886946386946,14991,-3,2,1012,-8,-35,-42,-12,721,881,721,881,nivel_conv,721,683.454275454746,-160,-197.545724545254,-37.54572454525396,37.54572454525396,1409.681431628086,881,25600,2,Validacao
2,2,Validacao,2023,6,17,2,0,202306170200,2023-06-17 02:00,868,-13,53.13278554778555,14984,-11,-8,996,-16,-24,-61,-21,711,868,711,868,nivel_conv,711,655.5405282652437,-157,-212.4594717347563,-55.45947173475633,55.45947173475633,3075.753005098237,868,24649,2,Validacao
2,2,Validacao,2023,6,17,3,0,202306170300,2023-06-17 03:00,856,-12,48.35020979020979,14998,2,4,975,-21,-37,-72,-21,696,856,696,856,nivel_conv,696,644.5671834426905,-160,-211.4328165573095,-51.43281655730948,51.43281655730948,2645.334619017848,856,25600,2,Validacao
2,2,Validacao,2023,6,17,4,0,202306170400,2023-06-17 04:00,843,-13,42.78237762237762,15002,3,7,940,-35,-56,-80,-36,681,843,681,843,nivel_conv,681,609.7432067597647,-162,-233.2567932402353,-71.25679324023531,71.25679324023531,5077.530582881644,843,26244,2,Validacao
2,2,Validacao,2023,6,17,8,0,202306170800,2023-06-17 08:00,771,-16,28.30067599067599,14990,9,2,877,-14,-39,-63,-17,641,771,641,771,nivel_conv,641,563.2034304814947,-130,-207.7965695185053,-77.7965695185053,77.7965695185053,6052.306228847627,771,16900,2,Validacao
2,2,Validacao,2023,6,17,9,0,202306170900,2023-06-17 09:00,754,-17,27.16734265734265,14981,5,-5,869,-8,-22,-61,-36,638,754,638,754,nivel_conv,638,557.4105960560423,-116,-196.5894039439577,-80.58940394395768,80.58940394395768,6494.652028042381,754,13456,2,Validacao
2,2,Validacao,2023,6,17,10,0,202306171000,2023-06-17 10:00,742,-12,25.55900932400932,14986,18,5,867,-2,-10,-49,-5,632,742,632,742,nivel_conv,632,572.4555399877113,-110,-169.5444600122887,-59.54446001228871,59.54446001228871,3545.542718155049,742,12100,2,Validacao
2,2,Validacao,2023,6,17,11,0,202306171100,2023-06-17 11:00,735,-7,24.90900932400932,14986,13,10,858,-9,-11,-33,1,624,735,624,735,nivel_conv,624,570.0565576718457,-111,-164.9434423281543,-53.94344232815433,53.94344232815433,2909.894970210913,735,12321,2,Validacao
2,2,Validacao,2023,6,17,12,0,202306171200,2023-06-17 12:00,728,-7,23.76734265734265,14981,-4,13,850,-8,-17,-27,19,620,728,620,728,nivel_conv,620,556.2943723098597,-108,-171.7056276901403,-63.70562769014032,63.70562769014032,4058.406999394773,728,11664,2,Validacao
2,2,Validacao,2023,6,17,13,0,202306171300,2023-06-17 13:00,721,-7,22.49234265734265,14981,-10,8,826,-24,-32,-43,-16,613,721,613,721,nivel_conv,613,529.6436000369338,-108,-191.3563999630662,-83.35639996306622,83.35639996306622,6948.289414802667,721,11664,2,Validacao
2,2,Validacao,2023,6,17,14,0,202306171400,2023-06-17 14:00,711,-10,20.64234265734265,14985,1,0,809,-17,-41,-58,-1,606,711,606,711,nivel_conv,606,518.1743253379747,-105,-192.8256746620253,-87.82567466202534,87.82567466202534,7713.349129839919,711,11025,2,Validacao
2,2,Validacao,2023,6,17,20,0,202306172000,2023-06-17 20:00,641,-5,6.572342657342655,14987,-3,-11,753,-5,-10,-22,9,568,641,568,641,nivel_conv,568,487.8785519628251,-73,-153.1214480371749,-80.1214480371749,80.1214480371749,6419.446435573717,641,5329,2,Validacao
2,2,Validacao,2023,6,17,21,0,202306172100,2023-06-17 21:00,638,-3,6.205675990675988,14987,6,-8,745,-8,-13,-21,0,564,638,564,638,nivel_conv,564,488.8314315258359,-74,-149.1685684741641,-75.16856847416409,75.16856847416409,5650.313686455095,638,5476,2,Validacao
2,2,Validacao,2023,6,17,22,0,202306172200,2023-06-17 22:00,632,-6,5.577470862470862,14984,-2,-6,740,-5,-13,-23,-3,559,632,559,632,nivel_conv,559,481.1959177875589,-73,-150.8040822124411,-77.80408221244107,77.80408221244107,6053.475208920289,632,5329,2,Validacao
2,2,Validacao,2023,6,17,23,0,202306172300,2023-06-17 23:00,624,-8,5.171060606060604,14980,-6,-1,732,-8,-13,-26,1,549,624,549,624,nivel_conv,549,471.6209045631132,-75,-152.3790954368868,-77.37909543688676,77.37909543688676,5987.524410630829,624,5625,2,Validacao
2,2,Validacao,2023,6,18,0,0,202306180000,2023-06-18 00:00,620,-4,4.927470862470861,14976,-5,-10,722,-10,-18,-31,-2,533,620,533,620,nivel_conv,533,465.7106195095058,-87,-154.2893804904942,-67.28938049049418,67.28938049049418,4527.860726794499,620,7569,2,Validacao
2,2,Validacao,2023,6,18,1,0,202306180100,2023-06-18 01:00,613,-7,4.760804195804194,14973,-8,-13,715,-7,-17,-30,17,519,613,519,613,nivel_conv,519,457.7359087506584,-94,-155.2640912493416,-61.26409124934162,61.26409124934162,3753.288876607656,613,8836,2,Validacao
2,2,Validacao,2023,6,18,7,0,202306180700,2023-06-18 07:00,574,-7,3.007424242424241,14971,-11,-18,674,-5,-13,-29,0,509,574,509,574,nivel_conv,509,438.4901952447642,-65,-135.5098047552358,-70.50980475523585,70.50980475523585,4971.63256662148,574,4225,2,Validacao
2,2,Validacao,2023,6,18,8,0,202306180800,2023-06-18 08:00,568,-6,2.840757575757575,14989,2,3,670,-4,-9,-24,1,513,568,513,568,nivel_conv,513,453.9927621745426,-55,-114.0072378254574,-59.00723782545742,59.00723782545742,3481.854115790093,568,3025,2,Validacao
2,2,Validacao,2023,6,18,9,0,202306180900,2023-06-18 09:00,564,-4,2.632424242424241,14991,4,9,654,-16,-20,-33,-8,521,564,521,564,nivel_conv,521,444.5971243781563,-43,-119.4028756218437,-76.40287562184375,76.40287562184375,5837.399403286926,564,1849,2,Validacao
2,2,Validacao,2023,6,18,10,0,202306181000,2023-06-18 10:00,559,-5,2.449090909090908,14989,5,2,629,-25,-41,-50,-20,530,559,530,559,nivel_conv,530,424.2939537679413,-29,-134.7060462320587,-105.7060462320587,105.7060462320587,11173.76821001412,559,841,2,Validacao
2,2,Validacao,2023,6,18,11,0,202306181100,2023-06-18 11:00,549,-10,2.321818181818181,14987,7,0,611,-18,-43,-63,-10,526,549,526,549,nivel_conv,526,414.7315774373121,-23,-134.2684225626879,-111.2684225626879,111.2684225626879,12380.66185958888,549,529,2,Validacao
3,3,Teste,2023,7,11,16,0,202307111600,2023-07-11 16:00,433,-3,1.805128205128205,14860,-21,-27,519,-1,-5,-11,3,408,433,408,433,nivel_conv,408,354.5011789441018,-25,-78.49882105589819,-53.49882105589819,53.49882105589819,2862.123854371016,433,625,3,Teste
3,3,Teste,2023,7,11,17,0,202307111700,2023-07-11 17:00,431,-2,4.278205128205128,14858,-21,-26,515,-4,-5,-12,0,406,431,406,431,nivel_conv,406,355.508608442255,-25,-75.49139155774503,-50.49139155774503,50.49139155774503,2549.380621437526,431,625,3,Teste
3,3,Teste,2023,7,11,18,0,202307111800,2023-07-11 18:00,428,-3,4.978205128205128,14857,-21,-24,514,-1,-5,-10,3,405,428,405,428,nivel_conv,405,356.3328437263656,-23,-71.66715627363442,-48.66715627363442,48.66715627363442,2368.492099762354,428,529,3,Teste
3,3,Teste,2023,7,12,1,0,202307120100,2023-07-12 01:00,413,-2,5.544871794871794,14848,-17,-20,498,-3,-5,-8,0,425,413,425,413,nivel_conv,425,351.4584106649425,12,-61.54158933505749,-73.5415893350575,73.5415893350575,5408.365361926242,413,144,3,Teste
3,3,Teste,2023,7,12,2,0,202307120200,2023-07-12 02:00,411,-2,5.529487179487178,14848,-15,-19,498,0,-3,-7,3,436,411,436,411,nivel_conv,436,353.3577893390257,25,-57.64221066097429,-82.64221066097429,82.64221066097429,6829.734982932852,411,625,3,Teste
3,3,Teste,2023,7,12,3,0,202307120300,2023-07-12 03:00,409,-2,5.53076923076923,14848,-14,-17,495,-3,-3,-8,1,449,409,449,409,nivel_conv,449,351.9067628656807,40,-57.09323713431934,-97.09323713431934,97.09323713431934,9427.096697221168,409,1600,3,Teste
3,3,Teste,2023,7,12,4,0,202307120400,2023-07-12 04:00,408,-1,5.553205128205127,14847,-13,-16,494,-1,-4,-7,0,464,408,464,408,nivel_conv,464,353.3211287074187,56,-54.67887129258128,-110.6788712925813,110.6788712925813,12249.81255059977,408,3136,3,Teste
3,3,Teste,2023,7,12,5,0,202307120500,2023-07-12 05:00,406,-2,8.714743589743588,14846,-12,-16,492,-2,-3,-6,2,484,406,484,406,nivel_conv,484,355.1870741801572,78,-50.8129258198428,-128.8129258198428,128.8129258198428,16592.76985826833,406,6084,3,Teste
3,3,Teste,2023,7,12,6,0,202307120600,2023-07-12 06:00,405,-1,15.76858974358974,14848,-9,-12,492,0,-2,-6,1,519,405,519,405,nivel_conv,519,366.9582041253572,114,-38.04179587464279,-152.0417958746428,152.0417958746428,23116.70769278655,405,12996,3,Teste
3,3,Teste,2023,7,12,7,0,202307120700,2023-07-12 07:00,405,0,17.38141025641026,14849,-6,-9,491,-1,-1,-4,2,550,405,550,405,nivel_conv,550,371.0684160759727,145,-33.93158392402734,-178.9315839240273,178.9315839240273,32016.51172556124,405,21025,3,Teste
3,3,Teste,2023,7,12,8,0,202307120800,2023-07-12 08:00,405,0,20.40064102564103,14851,-3,-6,491,0,-1,-3,3,600,405,600,405,nivel_conv,600,377.0803568460309,195,-27.9196431539691,-222.9196431539691,222.9196431539691,49693.16730389292,405,38025,3,Teste
3,3,Teste,2023,7,12,9,0,202307120900,2023-07-12 09:00,405,0,26.71794871794872,14854,0,-1,492,1,1,0,3,652,405,652,405,nivel_conv,652,388.8373275458436,247,-16.16267245415639,-263.1626724541564,263.1626724541564,69254.5921732136,405,61009,3,Teste
3,3,Teste,2023,7,12,13,0,202307121300,2023-07-12 13:00,425,8,56.69294871794872,14888,40,37,513,10,16,21,13,1057,425,1057,425,nivel_conv,1057,487.4414839497408,632,62.44148394974076,-569.5585160502592,569.5585160502592,324396.9032053733,425,399424,3,Teste
3,3,Teste,2023,7,12,14,0,202307121400,2023-07-12 14:00,436,11,58.95128205128206,14901,53,51,528,15,25,35,15,1106,436,1106,436,nivel_conv,1106,519.8539316974832,670,83.85393169748318,-586.1460683025168,586.1460683025168,343567.2133864987,436,448900,3,Teste
3,3,Teste,2023,7,12,15,0,202307121500,2023-07-12 15:00,449,13,65.44294871794872,14930,82,82,550,22,37,53,25,1145,449,1145,449,nivel_conv,1145,580.2885225582395,696,131.2885225582395,-564.7114774417605,564.7114774417605,318899.052754456,449,484416,3,Teste
