EVENTO,SERIE,CONJUNTO,ANO,MES,DIA,HORA,MINUTO,COD_SEQUENCIAL,DATA_HORA,inp01_input_1_nivel_86472600,inp02_input_2_nivel_D_1h_86472600,inp03_input_3_chuva_med_acum_36h,inp04_input_7_nivel_86472000,inp05_input_7_nivel_D_1h_86472000,inp06_input_7_nivel_D_2h_86472000,inp07_input_7_nivel_D_4h_86472000,inp08_input_7_nivel_A_12h_86472000,inp09_input_8_nivel_86125130,inp10_input_8_nivel_D_10h_86125130,inp11_input_8_nivel_D_11h_86125130,inp12_input_8_nivel_D_12h_86125130,inp13_input_12_nivel_D_2h_86472600,inp14_input_13_nivel_D_4h_86472600,saida_12h_conv_nivel_12h_86472600,NIVEL_ATUAL_CM,OBSERVADO_12H_CM_AUDITORIA,PERSISTENCIA_CM,TIPO_ALVO_RNA,OBSERVADO_CM_AUDITORIA,RNA_CM,ALT_OBSERVADA_CM,ALT_RNA_CM,ERRO_RNA_CM,ERRO_ABS_CM,E2_RNA,PERS_BASE_NIVEL_ATUAL_CM,E2_PERS,SERIE_AUDITORIA,CONJUNTO_AUDITORIA
2,2,Validacao,2023,6,16,5,0,202306160500,2023-06-16 05:00,489,3,89.1207459207459,545,20,25,16,8,146,40,45,50,0,6,888,489,888,489,nivel_conv,888,913.5004010003918,399,424.5004010003918,25.50040100039178,25.50040100039178,650.2704511807818,489,159201,2,Validacao
2,2,Validacao,2023,6,16,6,0,202306160600,2023-06-16 06:00,496,7,89.50766899766899,604,59,79,82,52,150,36,44,49,10,5,883,496,883,496,nivel_conv,883,846.2057077302304,387,350.2057077302304,-36.79429226976958,36.79429226976958,1353.819943633226,496,149769,2,Validacao
2,2,Validacao,2023,6,16,7,0,202306160700,2023-06-16 07:00,509,13,87.73202797202796,709,105,164,189,96,153,34,39,47,20,20,881,509,881,509,nivel_conv,881,734.6941322870978,372,225.6941322870978,-146.3058677129022,146.3058677129022,21405.40692722525,509,138384,2,Validacao
2,2,Validacao,2023,6,16,8,0,202306160800,2023-06-16 08:00,545,36,85.6679254079254,800,91,196,275,77,156,35,37,42,49,59,877,545,877,545,nivel_conv,877,795.6061590060765,332,250.6061590060765,-81.3938409939235,81.3938409939235,6624.957351744102,545,110224,2,Validacao
2,2,Validacao,2023,6,16,9,0,202306160900,2023-06-16 09:00,625,80,84.86664335664337,875,75,166,330,57,158,35,37,39,116,136,874,625,874,625,nivel_conv,874,835.6217076948553,249,210.6217076948553,-38.37829230514467,38.37829230514467,1472.893320259127,625,62001,2,Validacao
2,2,Validacao,2023,6,16,10,0,202306161000,2023-06-16 10:00,699,74,83.69741258741259,978,103,178,374,85,161,35,38,40,154,203,881,699,881,699,nivel_conv,881,911.8036135110806,182,212.8036135110806,30.80361351108058,30.80361351108058,948.8626053400263,699,33124,2,Validacao
2,2,Validacao,2023,6,16,11,0,202306161100,2023-06-16 11:00,770,71,82.76664335664336,1017,39,142,308,25,164,36,38,41,145,261,888,770,888,770,nivel_conv,888,999.84557626941,118,229.84557626941,111.84557626941,111.84557626941,12509.43293103641,770,13924,2,Validacao
2,2,Validacao,2023,6,16,12,0,202306161200,2023-06-16 12:00,834,64,80.45125874125874,1027,10,49,227,3,167,35,39,41,135,289,893,834,893,834,nivel_conv,893,1039.086730227597,59,205.0867302275969,146.0867302275969,146.0867302275969,21341.33274859069,834,3481,2,Validacao
2,2,Validacao,2023,6,16,13,0,202306161300,2023-06-16 13:00,867,33,78.80510489510489,1031,4,14,156,7,168,30,36,40,97,242,881,867,881,867,nivel_conv,881,1029.70444599911,14,162.7044459991098,148.7044459991098,148.7044459991098,22113.01225990216,867,196,2,Validacao
2,2,Validacao,2023,6,16,14,0,202306161400,2023-06-16 14:00,880,13,77.96151515151516,1036,5,9,58,12,168,26,30,36,46,181,868,880,868,880,nivel_conv,868,955.6811859903714,-12,75.68118599037143,87.68118599037143,87.68118599037143,7687.990376678107,880,144,2,Validacao
2,2,Validacao,2023,6,16,15,0,202306161500,2023-06-16 15:00,886,6,77.16151515151516,1036,0,5,19,2,169,23,27,31,19,116,856,886,856,886,nivel_conv,856,904.0391996070821,-30,18.03919960708208,48.03919960708208,48.03919960708208,2307.764698889075,886,900,2,Validacao
2,2,Validacao,2023,6,16,16,0,202306161600,2023-06-16 16:00,888,2,76.22305361305362,1037,1,1,10,-4,169,19,23,27,8,54,843,888,843,888,nivel_conv,843,877.3325102815782,-45,-10.66748971842185,34.33251028157815,34.33251028157815,1178.721262234669,888,2025,2,Validacao
2,2,Validacao,2023,6,16,17,0,202306161700,2023-06-16 17:00,888,0,75.46920745920747,1029,-8,-7,-2,-28,169,16,19,23,2,21,822,888,822,888,nivel_conv,822,831.1006332612642,-66,-56.89936673873581,9.100633261264193,9.100633261264193,82.82152575602814,888,4356,2,Validacao
2,2,Validacao,2023,6,16,18,0,202306161800,2023-06-16 18:00,883,-5,75.207668997669,1027,-2,-10,-9,-61,168,12,15,18,-5,3,801,883,801,883,nivel_conv,801,805.9359923653574,-82,-77.06400763464262,4.935992365357379,4.935992365357379,24.36402063086633,883,6724,2,Validacao
2,2,Validacao,2023,6,16,19,0,202306161900,2023-06-16 19:00,881,-2,74.45382284382285,1023,-4,-6,-13,-109,167,9,11,14,-7,-5,787,881,787,881,nivel_conv,787,767.1703246529271,-94,-113.8296753470729,-19.82967534707291,19.82967534707291,393.216024370311,881,8836,2,Validacao
2,2,Validacao,2023,6,16,20,0,202306162000,2023-06-16 20:00,877,-4,72.73587412587413,1026,3,-1,-11,-88,167,6,9,11,-6,-11,771,877,771,877,nivel_conv,771,755.9285028468225,-106,-121.0714971531775,-15.07149715317746,15.07149715317746,227.1500264382363,877,11236,2,Validacao
2,2,Validacao,2023,6,16,21,0,202306162100,2023-06-16 21:00,874,-3,71.02602564102564,1054,28,31,25,-47,165,1,4,7,-7,-14,754,874,754,874,nivel_conv,754,735.4803386154083,-120,-138.5196613845917,-18.5196613845917,18.5196613845917,342.9778577999369,874,14400,2,Validacao
2,2,Validacao,2023,6,16,22,0,202306162200,2023-06-16 22:00,881,7,68.46448717948718,1057,3,31,30,-100,163,-4,-1,2,4,-2,742,881,742,881,nivel_conv,742,723.1319327971898,-139,-157.8680672028102,-18.86806720281015,18.86806720281015,356.0039599697602,881,19321,2,Validacao
2,2,Validacao,2023,6,16,23,0,202306162300,2023-06-16 23:00,888,7,64.91483682983682,1047,-10,-7,24,-49,163,-5,-4,-1,14,7,735,888,735,888,nivel_conv,735,734.8322989894241,-153,-153.1677010105759,-0.1677010105759109,0.1677010105759109,0.02812362894818178,888,23409,2,Validacao
2,2,Validacao,2023,6,17,0,0,202306170000,2023-06-17 00:00,893,5,60.5882634032634,1020,-27,-37,-6,-37,162,-6,-6,-5,12,16,728,893,728,893,nivel_conv,728,745.369979925166,-165,-147.630020074834,17.36997992516604,17.36997992516604,301.7162026006711,893,27225,2,Validacao
2,2,Validacao,2023,6,17,1,0,202306170100,2023-06-17 01:00,881,-12,56.44886946386946,1012,-8,-35,-42,-12,160,-9,-8,-8,-7,7,721,881,721,881,nivel_conv,721,748.1070792095425,-160,-132.8929207904575,27.10707920954246,27.10707920954246,734.7937432724092,881,25600,2,Validacao
2,2,Validacao,2023,6,17,2,0,202306170200,2023-06-17 02:00,868,-13,53.13278554778555,996,-16,-24,-61,-21,158,-11,-11,-10,-25,-13,711,868,711,868,nivel_conv,711,695.1261396307648,-157,-172.8738603692352,-15.87386036923522,15.87386036923522,251.9794430219764,868,24649,2,Validacao
2,2,Validacao,2023,6,17,3,0,202306170300,2023-06-17 03:00,856,-12,48.35020979020979,975,-21,-37,-72,-21,156,-13,-13,-13,-25,-32,696,856,696,856,nivel_conv,696,657.4415211802007,-160,-198.5584788197993,-38.55847881979935,38.55847881979935,1486.756288896915,856,25600,2,Validacao
2,2,Validacao,2023,6,17,4,0,202306170400,2023-06-17 04:00,843,-13,42.78237762237762,940,-35,-56,-80,-36,156,-12,-13,-13,-25,-50,681,843,681,843,nivel_conv,681,636.9475431254857,-162,-206.0524568745143,-44.05245687451429,44.05245687451429,1940.618956680941,843,26244,2,Validacao
2,2,Validacao,2023,6,17,8,0,202306170800,2023-06-17 08:00,771,-16,28.30067599067599,877,-14,-39,-63,-17,148,-15,-17,-19,-30,-72,641,771,641,771,nivel_conv,641,589.9591793656314,-130,-181.0408206343686,-51.04082063436863,51.04082063436863,2605.165371029791,771,16900,2,Validacao
2,2,Validacao,2023,6,17,9,0,202306170900,2023-06-17 09:00,754,-17,27.16734265734265,869,-8,-22,-61,-36,146,-17,-17,-19,-33,-68,638,754,638,754,nivel_conv,638,584.4183027250124,-116,-169.5816972749876,-53.58169727498762,53.58169727498762,2870.998282868416,754,13456,2,Validacao
2,2,Validacao,2023,6,17,10,0,202306171000,2023-06-17 10:00,742,-12,25.55900932400932,867,-2,-10,-49,-5,144,-18,-19,-19,-29,-59,632,742,632,742,nivel_conv,632,590.325103701776,-110,-151.674896298224,-41.67489629822398,41.67489629822398,1736.796981467723,742,12100,2,Validacao
2,2,Validacao,2023,6,17,11,0,202306171100,2023-06-17 11:00,735,-7,24.90900932400932,858,-9,-11,-33,1,142,-18,-20,-21,-19,-52,624,735,624,735,nivel_conv,624,611.3757791534997,-111,-123.6242208465003,-12.62422084650029,12.62422084650029,159.3709519812126,735,12321,2,Validacao
2,2,Validacao,2023,6,17,12,0,202306171200,2023-06-17 12:00,728,-7,23.76734265734265,850,-8,-17,-27,19,141,-17,-19,-21,-14,-43,620,728,620,728,nivel_conv,620,616.3076257100768,-108,-111.6923742899232,-3.692374289923237,3.692374289923237,13.63362789688613,728,11664,2,Validacao
2,2,Validacao,2023,6,17,13,0,202306171300,2023-06-17 13:00,721,-7,22.49234265734265,826,-24,-32,-43,-16,139,-17,-19,-21,-14,-33,613,721,613,721,nivel_conv,613,638.9282562548406,-108,-82.07174374515944,25.92825625484056,25.92825625484056,672.2744724166787,721,11664,2,Validacao
2,2,Validacao,2023,6,17,14,0,202306171400,2023-06-17 14:00,711,-10,20.64234265734265,809,-17,-41,-58,-1,138,-18,-18,-20,-17,-31,606,711,606,711,nivel_conv,606,619.457090060625,-105,-91.54290993937502,13.45709006062498,13.45709006062498,181.0932728997716,711,11025,2,Validacao
2,2,Validacao,2023,6,17,20,0,202306172000,2023-06-17 20:00,641,-5,6.572342657342655,753,-5,-10,-22,9,131,-13,-15,-17,-13,-40,568,641,568,641,nivel_conv,568,576.9088082971148,-73,-64.09119170288523,8.908808297114774,8.908808297114774,79.36686527474104,641,5329,2,Validacao
2,2,Validacao,2023,6,17,21,0,202306172100,2023-06-17 21:00,638,-3,6.205675990675988,745,-8,-13,-21,0,130,-12,-14,-16,-8,-28,564,638,564,638,nivel_conv,564,579.1268750990489,-74,-58.8731249009511,15.1268750990489,15.1268750990489,228.8223502622257,638,5476,2,Validacao
2,2,Validacao,2023,6,17,22,0,202306172200,2023-06-17 22:00,632,-6,5.577470862470862,740,-5,-13,-23,-3,129,-12,-13,-15,-9,-22,559,632,559,632,nivel_conv,559,570.7825233718524,-73,-61.21747662814755,11.78252337185245,11.78252337185245,138.8278570082492,632,5329,2,Validacao
2,2,Validacao,2023,6,17,23,0,202306172300,2023-06-17 23:00,624,-8,5.171060606060604,732,-8,-13,-26,1,128,-11,-13,-14,-14,-22,549,624,549,624,nivel_conv,549,562.5605389859406,-75,-61.43946101405936,13.56053898594064,13.56053898594064,183.888217589216,624,5625,2,Validacao
2,2,Validacao,2023,6,18,0,0,202306180000,2023-06-18 00:00,620,-4,4.927470862470861,722,-10,-18,-31,-2,126,-12,-13,-15,-12,-21,533,620,533,620,nivel_conv,533,565.2321051182878,-87,-54.76789488171221,32.23210511828779,32.23210511828779,1038.908600356354,620,7569,2,Validacao
2,2,Validacao,2023,6,18,1,0,202306180100,2023-06-18 01:00,613,-7,4.760804195804194,715,-7,-17,-30,17,125,-12,-13,-14,-11,-25,519,613,519,613,nivel_conv,519,543.4842363792259,-94,-69.51576362077412,24.48423637922588,24.48423637922588,599.4778310738079,613,8836,2,Validacao
2,2,Validacao,2023,6,18,7,0,202306180700,2023-06-18 07:00,574,-7,3.007424242424241,674,-5,-13,-29,0,121,-9,-10,-11,-14,-25,509,574,509,574,nivel_conv,509,520.0114339662838,-65,-53.98856603371621,11.01143396628379,11.01143396628379,121.2516779938283,574,4225,2,Validacao
2,2,Validacao,2023,6,18,8,0,202306180800,2023-06-18 08:00,568,-6,2.840757575757575,670,-4,-9,-24,1,121,-8,-9,-10,-13,-26,513,568,513,568,nivel_conv,513,515.388199758588,-55,-52.61180024141197,2.38819975858803,2.38819975858803,5.703498086919924,568,3025,2,Validacao
2,2,Validacao,2023,6,18,9,0,202306180900,2023-06-18 09:00,564,-4,2.632424242424241,654,-16,-20,-33,-8,120,-8,-9,-10,-10,-24,521,564,521,564,nivel_conv,521,519.9958630268454,-43,-44.00413697315457,-1.004136973154573,1.004136973154573,1.008291060856027,564,1849,2,Validacao
2,2,Validacao,2023,6,18,10,0,202306181000,2023-06-18 10:00,559,-5,2.449090909090908,629,-25,-41,-50,-20,119,-7,-9,-10,-9,-22,530,559,530,559,nivel_conv,530,518.3655655840874,-29,-40.63443441591255,-11.63443441591255,11.63443441591255,135.3600641781704,559,841,2,Validacao
2,2,Validacao,2023,6,18,11,0,202306181100,2023-06-18 11:00,549,-10,2.321818181818181,611,-18,-43,-63,-10,119,-6,-7,-9,-15,-25,526,549,526,549,nivel_conv,526,503.4344857115834,-23,-45.56551428841658,-22.56551428841658,22.56551428841658,509.2024351007328,549,529,2,Validacao
3,3,Teste,2023,7,11,16,0,202307111600,2023-07-11 16:00,433,-3,1.805128205128205,519,-1,-5,-11,3,109,0,-1,-1,-5,-11,408,433,408,433,nivel_conv,408,397.7818258167005,-25,-35.21817418329948,-10.21817418329948,10.21817418329948,104.411083640248,433,625,3,Teste
3,3,Teste,2023,7,11,17,0,202307111700,2023-07-11 17:00,431,-2,4.278205128205128,515,-4,-5,-12,0,109,0,0,-1,-5,-10,406,431,406,431,nivel_conv,406,404.7285038013139,-25,-26.27149619868612,-1.271496198686123,1.271496198686123,1.61670258327326,431,625,3,Teste
3,3,Teste,2023,7,11,18,0,202307111800,2023-07-11 18:00,428,-3,4.978205128205128,514,-1,-5,-10,3,109,0,0,0,-5,-10,405,428,405,428,nivel_conv,405,397.2503885500333,-23,-30.74961144996672,-7.749611449966721,7.749611449966721,60.05647762545531,428,529,3,Teste
3,3,Teste,2023,7,12,1,0,202307120100,2023-07-12 01:00,413,-2,5.544871794871794,498,-3,-5,-8,0,109,0,0,0,-4,-8,425,413,425,413,nivel_conv,425,391.9172219307718,12,-21.0827780692282,-33.0827780692282,33.0827780692282,1094.470204777806,413,144,3,Teste
3,3,Teste,2023,7,12,2,0,202307120200,2023-07-12 02:00,411,-2,5.529487179487178,498,0,-3,-7,3,109,0,0,0,-4,-8,436,411,436,411,nivel_conv,436,389.7925925261335,25,-21.20740747386651,-46.20740747386651,46.20740747386651,2135.124505455934,411,625,3,Teste
3,3,Teste,2023,7,12,3,0,202307120300,2023-07-12 03:00,409,-2,5.53076923076923,495,-3,-3,-8,1,109,0,0,0,-4,-8,449,409,449,409,nivel_conv,449,389.8275282797246,40,-19.17247172027538,-59.17247172027538,59.17247172027538,3501.38140948679,409,1600,3,Teste
3,3,Teste,2023,7,12,4,0,202307120400,2023-07-12 04:00,408,-1,5.553205128205127,494,-1,-4,-7,0,109,0,0,0,-3,-7,464,408,464,408,nivel_conv,464,391.3858480940859,56,-16.61415190591407,-72.61415190591407,72.61415190591407,5272.815057015164,408,3136,3,Teste
