EVENTO,SERIE,CONJUNTO,ANO,MES,DIA,HORA,MINUTO,COD_SEQUENCIAL,DATA_HORA,inp01_input_1_nivel_86472600,inp02_input_2_nivel_D_1h_86472600,inp03_input_3_chuva_med_acum_36h,inp04_input_7_nivel_86472000,inp05_input_7_nivel_D_1h_86472000,inp06_input_7_nivel_D_2h_86472000,inp07_input_7_nivel_D_4h_86472000,inp08_input_7_nivel_A_12h_86472000,inp09_input_8_nivel_86125130,inp10_input_8_nivel_D_10h_86125130,inp11_input_8_nivel_D_11h_86125130,inp12_input_8_nivel_D_12h_86125130,inp13_input_12_nivel_D_2h_86472600,inp14_input_13_nivel_D_4h_86472600,saida_12h_conv_nivel_12h_86472600,NIVEL_ATUAL_CM,OBSERVADO_12H_CM_AUDITORIA,PERSISTENCIA_CM,TIPO_ALVO_RNA,OBSERVADO_CM_AUDITORIA,RNA_CM,ALT_OBSERVADA_CM,ALT_RNA_CM,ERRO_RNA_CM,ERRO_ABS_CM,E2_RNA,PERS_BASE_NIVEL_ATUAL_CM,E2_PERS,SERIE_AUDITORIA,CONJUNTO_AUDITORIA
3,3,Teste,2023,7,12,5,0,202307120500,2023-07-12 05:00,406,-2,8.714743589743588,492,-2,-3,-6,2,110,1,1,1,-3,-7,484,406,484,406,nivel_conv,484,390.1648248018091,78,-15.83517519819094,-93.83517519819094,93.83517519819094,8805.040104475187,406,6084,3,Teste
3,3,Teste,2023,7,12,6,0,202307120600,2023-07-12 06:00,405,-1,15.76858974358974,492,0,-2,-6,1,111,2,2,2,-3,-6,519,405,519,405,nivel_conv,519,401.4753145556057,114,-3.524685444394265,-117.5246854443943,117.5246854443943,13812.05168880382,405,12996,3,Teste
3,3,Teste,2023,7,12,7,0,202307120700,2023-07-12 07:00,405,0,17.38141025641026,491,-1,-1,-4,2,112,3,3,3,-1,-4,550,405,550,405,nivel_conv,550,405.4401651702159,145,0.4401651702158915,-144.5598348297841,144.5598348297841,20897.54584601446,405,21025,3,Teste
3,3,Teste,2023,7,12,8,0,202307120800,2023-07-12 08:00,405,0,20.40064102564103,491,0,-1,-3,3,113,4,4,4,0,-3,600,405,600,405,nivel_conv,600,407.2752940288174,195,2.27529402881737,-192.7247059711826,192.7247059711826,37142.8122916788,405,38025,3,Teste
3,3,Teste,2023,7,12,9,0,202307120900,2023-07-12 09:00,405,0,26.71794871794872,492,1,1,0,3,116,7,7,7,0,-1,652,405,652,405,nivel_conv,652,412.2072166525653,247,7.207216652565251,-239.7927833474347,239.7927833474347,57500.57894550978,405,61009,3,Teste
3,3,Teste,2023,7,12,13,0,202307121300,2023-07-12 13:00,425,8,56.69294871794872,513,10,16,21,13,129,20,20,20,13,20,1057,425,1057,425,nivel_conv,1057,524.9786761125913,632,99.9786761125913,-532.0213238874087,532.0213238874087,283046.689070911,425,399424,3,Teste
3,3,Teste,2023,7,12,14,0,202307121400,2023-07-12 14:00,436,11,58.95128205128206,528,15,25,35,15,135,26,26,26,19,30,1106,436,1106,436,nivel_conv,1106,583.9854379645628,670,147.9854379645628,-522.0145620354372,522.0145620354372,272499.2029770493,436,448900,3,Teste
3,3,Teste,2023,7,12,15,0,202307121500,2023-07-12 15:00,449,13,65.44294871794872,550,22,37,53,25,144,34,35,35,24,37,1145,449,1145,449,nivel_conv,1145,684.4732564756637,696,235.4732564756637,-460.5267435243363,460.5267435243363,212084.8815011299,449,484416,3,Teste
3,3,Teste,2023,7,12,16,0,202307121600,2023-07-12 16:00,464,15,68.6846153846154,583,33,55,80,34,164,53,54,55,28,47,1179,464,1179,464,nivel_conv,1179,980.8120071131902,715,516.8120071131902,-198.1879928868098,198.1879928868098,39278.48052450216,464,511225,3,Teste
3,3,Teste,2023,7,12,17,0,202307121700,2023-07-12 17:00,484,20,72.0096153846154,621,38,71,108,40,179,67,68,69,35,59,1206,484,1206,484,nivel_conv,1206,1231.424609718705,722,747.4246097187047,25.42460971870469,25.42460971870469,646.4107793484528,484,521284,3,Teste
3,3,Teste,2023,7,12,18,0,202307121800,2023-07-12 18:00,519,35,83.1596153846154,663,42,80,135,42,184,71,72,73,55,83,1226,519,1226,519,nivel_conv,1226,1367.580897701333,707,848.5808977013326,141.5808977013326,141.5808977013326,20045.15059391519,519,499849,3,Teste
3,3,Teste,2023,7,12,20,0,202307122000,2023-07-12 20:00,600,50,93.64294871794874,809,86,146,226,86,200,82,84,87,81,136,1247,600,1247,600,nivel_conv,1247,1585.51716296701,647,985.5171629670099,338.5171629670099,338.5171629670099,114593.8696232331,600,418609,3,Teste
3,3,Teste,2023,7,12,21,0,202307122100,2023-07-12 21:00,652,52,93.6596153846154,923,114,200,302,113,206,86,88,90,102,168,1250,652,1250,652,nivel_conv,1250,1590.141643974669,598,938.1416439746686,340.1416439746686,340.1416439746686,115696.3379657902,652,357604,3,Teste
3,3,Teste,2023,7,12,22,0,202307122200,2023-07-12 22:00,752,100,93.67628205128207,1115,192,306,452,191,209,86,89,91,152,233,1249,752,1249,752,nivel_conv,1249,1233.060382970372,497,481.0603829703716,-15.93961702962838,15.93961702962838,254.0713910512191,752,247009,3,Teste
3,3,Teste,2023,7,12,23,0,202307122300,2023-07-12 23:00,862.6144999999999,110.6144999999999,93.94294871794874,1216,101,293,493,97,213,84,90,93,210.6144999999999,312.6144999999999,1245,862.6144999999999,1245,862.6144999999999,nivel_conv,1245,1159.806070619417,382.3855000000001,297.1915706194168,-85.19392938058331,85.19392938058331,7258.005603303816,862.6144999999999,146218.6706102501,3,Teste
3,3,Teste,2023,7,13,0,0,202307130000,2023-07-13 00:00,982,119.3855000000001,94.09935897435898,1279,63,164,470,57,214,79,85,91,230,382,1239,982,1239,982,nivel_conv,1239,1196.341872501619,257,214.341872501619,-42.65812749838096,42.65812749838096,1819.715841668126,982,66049,3,Teste
3,3,Teste,2023,7,13,1,0,202307130100,2023-07-13 01:00,1057,75,94.14935897435898,1325,46,109,402,36,214,70,79,85,194.3855000000001,405,1230,1057,1230,1057,nivel_conv,1230,1310.341842148664,173,253.3418421486645,80.34184214866445,80.34184214866445,6454.811599840917,1057,29929,3,Teste
3,3,Teste,2023,7,13,2,0,202307130200,2023-07-13 02:00,1106,49,94.09166666666667,1369,44,90,254,29,216,52,72,81,124,354,1223,1106,1223,1106,nivel_conv,1223,1634.832950793254,117,528.832950793254,411.832950793254,411.832950793254,169606.3793590788,1106,13689,3,Teste
3,3,Teste,2023,7,13,3,0,202307130300,2023-07-13 03:00,1145,39,94.07628205128205,1408,39,83,192,17,215,36,51,71,88,282.3855000000001,1211,1145,1211,1145,nivel_conv,1211,1635.685649722371,66,490.6856497223707,424.6856497223707,424.6856497223707,180357.9010801122,1145,4356,3,Teste
3,3,Teste,2023,7,13,4,0,202307130400,2023-07-13 04:00,1179,34,93.83141025641025,1434,26,65,155,-7,218,34,39,54,73,197,1198,1179,1198,1179,nivel_conv,1198,1472.04095151768,19,293.0409515176798,274.0409515176798,274.0409515176798,75098.44310871532,1179,361,3,Teste
3,3,Teste,2023,7,13,5,0,202307130500,2023-07-13 05:00,1206,27,91.36833333333335,1452,18,44,127,-20,218,28,34,39,61,149,1180,1206,1180,1206,nivel_conv,1180,1358.30911478738,-26,152.3091147873799,178.3091147873799,178.3091147873799,31794.14041625904,1206,676,3,Teste
3,3,Teste,2023,7,13,6,0,202307130600,2023-07-13 06:00,1226,20,90.75166666666667,1460,8,26,91,-34,219,19,29,35,47,120,1163,1226,1163,1226,nivel_conv,1163,1288.156642779072,-63,62.15664277907194,125.1566427790719,125.1566427790719,15664.18523172822,1226,3969,3,Teste
3,3,Teste,2023,7,13,8,0,202307130800,2023-07-13 08:00,1247,7,90.69409090909092,1457,-2,-3,23,-88,223,14,17,23,21,68,1117,1247,1117,1247,nivel_conv,1117,1223.240094321017,-130,-23.75990567898339,106.2400943210166,106.2400943210166,11286.95764133851,1247,16900,3,Teste
3,3,Teste,2023,7,13,9,0,202307130900,2023-07-13 09:00,1250,3,90.99257575757575,1449,-8,-10,-3,-122,227,14,18,21,10,44,1093,1250,1093,1250,nivel_conv,1093,1209.476199553843,-157,-40.52380044615688,116.4761995538431,116.4761995538431,13566.70506250668,1250,24649,3,Teste
3,3,Teste,2023,7,13,10,0,202307131000,2023-07-13 10:00,1249,-1,91.08744755244756,1450,1,-7,-10,-191,228,14,15,19,2,23,1068,1249,1068,1249,nivel_conv,1068,1200.727023610931,-181,-48.2729763890693,132.7270236109307,132.7270236109307,17616.46279661656,1249,32761,3,Teste
3,3,Teste,2023,7,13,11,0,202307131100,2023-07-13 11:00,1245,-4,91.32462703962703,1446,-4,-3,-13,-105,228,14,14,15,-5,5,1047.6176,1245,1047.6176,1245,nivel_conv,1047.6176,1212.692691348028,-197.3824,-32.30730865197211,165.0750913480279,165.0750913480279,27249.78578355974,1245,38959.81182975999,3,Teste
3,3,Teste,2023,7,13,12,0,202307131200,2023-07-13 12:00,1239,-6,91.598986013986,1432,-14,-18,-25,-77,226,10,12,12,-10,-8,1031,1239,1031,1239,nivel_conv,1031,1163.801015274121,-208,-75.19898472587943,132.8010152741206,132.8010152741206,17636.10965783721,1239,43264,3,Teste
3,3,Teste,2023,7,13,13,0,202307131300,2023-07-13 13:00,1230,-9,91.76052447552446,1427,-5,-19,-22,-51,226,11,10,12,-15,-20,1020,1230,1020,1230,nivel_conv,1020,1177.715152224337,-210,-52.28484777566268,157.7151522243373,157.7151522243373,24874.06924114589,1230,44100,3,Teste
3,3,Teste,2023,7,13,14,0,202307131400,2023-07-13 14:00,1223,-7,91.97590909090908,1409,-18,-23,-41,-62,225,7,10,9,-16,-26,1005,1223,1005,1223,nivel_conv,1005,1116.643291890247,-218,-106.3567081097531,111.6432918902469,111.6432918902469,12464.22462409088,1223,47524,3,Teste
3,3,Teste,2023,7,13,15,0,202307131500,2023-07-13 15:00,1211,-12,92.09770396270396,1388,-21,-39,-58,-60,223,5,5,8,-19,-34,989,1211,989,1211,nivel_conv,989,1085.189702247438,-222,-125.8102977525621,96.18970224743794,96.18970224743794,9252.458818450767,1211,49284,3,Teste
3,3,Teste,2023,7,13,16,0,202307131600,2023-07-13 16:00,1198,-13,91.85988344988345,1366,-22,-43,-66,-48,221,2,3,3,-25,-41,968,1198,968,1198,nivel_conv,968,1044.603838208588,-230,-153.3961617914122,76.60383820858783,76.60383820858783,5868.148028287501,1198,52900,3,Teste
3,3,Teste,2023,7,13,17,0,202307131700,2023-07-13 17:00,1180,-18,88.698344988345,1341,-25,-47,-86,-43,217,-5,-2,-1,-31,-50,948,1180,948,1180,nivel_conv,948,976.9669967123862,-232,-203.0330032876138,28.96699671238616,28.96699671238616,839.0868985353908,1180,53824,3,Teste
3,3,Teste,2023,7,17,0,0,202307170000,2023-07-17 00:00,515,-3,0.1276923076923077,603,-9,-16,-21,17,123,-5,-5,-5,-1,18,454,515,454,515,nivel_conv,454,442.6789962185113,-61,-72.32100378148874,-11.32100378148874,11.32100378148874,128.1651266204824,515,3721,3,Teste
3,3,Teste,2023,7,17,1,0,202307170100,2023-07-17 01:00,510,-5,0.1123076923076923,596,-7,-16,-27,5,123,-3,-5,-5,-8,1,451,510,451,510,nivel_conv,451,450.9570662706661,-59,-59.04293372933387,-0.04293372933386763,0.04293372933386763,0.001843305114513806,510,3481,3,Teste
3,3,Teste,2023,7,17,2,0,202307170200,2023-07-17 02:00,504,-6,0.1123076923076923,590,-6,-13,-29,1,122,-4,-4,-6,-11,-12,448,504,448,504,nivel_conv,448,457.4592260315142,-56,-46.54077396848584,9.459226031514163,9.459226031514163,89.47695711527518,504,3136,3,Teste
4,1,Treino,2023,9,3,13,0,202309031300,2023-09-03 13:00,306,12,69.86923076923078,410,16,29,46,27,93,4,4,4,25,39,447,306,447,306,nivel_conv,447,501.8413315022235,141,195.8413315022235,54.84133150222351,54.84133150222351,3007.571640936773,306,19881,1,Treino
4,1,Treino,2023,9,3,14,0,202309031400,2023-09-03 14:00,320,14,65.06153846153846,425,15,31,51,30,94,5,5,5,26,48,450,320,450,320,nivel_conv,450,509.8359904597766,130,189.8359904597766,59.83599045977655,59.83599045977655,3580.345754302471,320,16900,1,Treino
4,1,Treino,2023,9,3,15,0,202309031500,2023-09-03 15:00,338,18,61.88461538461538,464,39,54,83,47,98,9,9,9,32,57,458,338,458,338,nivel_conv,458,477.2473224491723,120,139.2473224491723,19.24732244917232,19.24732244917232,370.4594214624126,338,14400,1,Treino
4,1,Treino,2023,9,3,16,0,202309031600,2023-09-03 16:00,357,19,59.23076923076923,487,23,62,93,24,109,20,20,20,37,63,476,357,476,357,nivel_conv,476,484.4712880804431,119,127.4712880804431,8.47128808044306,8.47128808044306,71.76272174185667,357,14161,1,Treino
4,1,Treino,2023,9,3,17,0,202309031700,2023-09-03 17:00,383,26,58.0076923076923,496,9,32,86,9,114,25,25,25,45,77,501,383,501,383,nivel_conv,501,514.0109962504732,118,131.0109962504732,13.01099625047323,13.01099625047323,169.2860234298284,383,13924,1,Treino
4,1,Treino,2023,9,3,18,0,202309031800,2023-09-03 18:00,410,27,57.67692307692307,499,3,12,74,-2,118,29,29,29,53,90,540,410,540,410,nivel_conv,540,525.2504759000624,130,115.2504759000624,-14.74952409993762,14.74952409993762,217.5484611746406,410,16900,1,Treino
4,1,Treino,2023,9,3,19,0,202309031900,2023-09-03 19:00,426,16,57.69230769230769,497,-2,1,33,-6,120,31,31,31,43,88,574,426,574,426,nivel_conv,574,543.2912061052016,148,117.2912061052016,-30.70879389479842,30.70879389479842,943.0300224732086,426,21904,1,Treino
4,1,Treino,2023,9,3,20,0,202309032000,2023-09-03 20:00,432,6,57.80769230769231,507,10,8,20,-1,121,32,32,32,22,75,605,432,605,432,nivel_conv,605,562.305838854591,173,130.305838854591,-42.694161145409,42.694161145409,1822.791395910151,432,29929,1,Treino
4,1,Treino,2023,9,3,21,0,202309032100,2023-09-03 21:00,434,2,58.46923076923077,507,0,10,11,-15,123,33,34,34,8,51,636,434,636,434,nivel_conv,636,572.5633664665979,202,138.5633664665979,-63.43663353340207,63.43663353340207,4024.206474051152,434,40804,1,Treino
4,1,Treino,2023,9,3,22,0,202309032200,2023-09-03 22:00,441,7,62.48461538461538,509,2,2,10,-8,125,34,35,36,9,31,678,441,678,441,nivel_conv,678,653.465582412977,237,212.465582412977,-24.53441758702297,24.53441758702297,601.9376463344221,441,56169,1,Treino
4,1,Treino,2023,9,3,23,0,202309032300,2023-09-03 23:00,450,9,69.33846153846154,511,2,4,14,-5,130,37,39,40,16,24,756,450,756,450,nivel_conv,756,739.0940669481017,306,289.0940669481017,-16.90593305189827,16.90593305189827,285.8105723552665,450,93636,1,Treino
4,1,Treino,2023,9,4,0,0,202309040000,2023-09-04 00:00,446,-4,73.1923076923077,515,4,6,8,-9,137,43,44,46,5,14,919,446,919,446,nivel_conv,919,779.1286416342148,473,333.1286416342148,-139.8713583657852,139.8713583657852,19563.99689108992,446,223729,1,Treino
4,1,Treino,2023,9,4,1,0,202309040100,2023-09-04 01:00,447,1,77.3923076923077,523,8,12,16,-8,146,48,52,53,-3,13,1133,447,1133,447,nivel_conv,1133,935.8392848300864,686,488.8392848300864,-197.1607151699136,197.1607151699136,38872.3476063118,447,470596,1,Treino
4,1,Treino,2023,9,4,2,0,202309040200,2023-09-04 02:00,450,3,82.62307692307692,540,17,25,31,2,164,55,66,70,4,9,1326,450,1326,450,nivel_conv,1326,1198.658993032222,876,748.6589930322223,-127.3410069677777,127.3410069677777,16215.73205556762,450,767376,1,Treino
4,1,Treino,2023,9,4,3,0,202309040300,2023-09-04 03:00,458,8,92.6923076923077,562,22,39,51,-17,190,76,81,92,11,8,1547,458,1547,458,nivel_conv,1547,1536.787089369613,1089,1078.787089369613,-10.21291063038689,10.21291063038689,104.3035435442695,458,1185921,1,Treino
4,1,Treino,2023,9,4,4,0,202309040400,2023-09-04 04:00,476,18,99.16730769230769,592,30,52,77,7,221,103,107,112,26,30,1748,476,1748,476,nivel_conv,1748,1856.29249840143,1272,1380.29249840143,108.2924984014303,108.2924984014303,11727.26521002378,476,1617984,1,Treino
4,1,Treino,2023,9,4,5,0,202309040500,2023-09-04 05:00,501,25,107.2621794871795,626,34,64,103,25,246,126,128,132,43,54,1905,501,1905,501,nivel_conv,1905,2010.626189743944,1404,1509.626189743944,105.6261897439438,105.6261897439438,11156.89195982361,501,1971216,1,Treino
4,1,Treino,2023,9,4,6,0,202309040600,2023-09-04 06:00,540,39,115.8871794871795,660,34,68,120,31,279,158,159,161,64,90,2033,540,2033,540,nivel_conv,2033,2107.064715189428,1493,1567.064715189428,74.06471518942817,74.06471518942817,5485.582036091112,540,2229049,1,Treino
4,1,Treino,2023,9,4,7,0,202309040700,2023-09-04 07:00,574,34,128.0955128205128,691,31,65,129,33,304,181,183,184,73,116,2135,574,2135,574,nivel_conv,2135,2136.909376998502,1561,1562.909376998502,1.909376998501557,1.909376998501557,3.645720522406815,574,2436721,1,Treino
4,1,Treino,2023,9,4,8,0,202309040800,2023-09-04 08:00,605,31,136.2538461538462,732,41,72,140,31,313,188,190,192,65,129,2207,605,2207,605,nivel_conv,2207,2177.211395069966,1602,1572.211395069966,-29.78860493003367,29.78860493003367,887.3609836776263,605,2566404,1,Treino
4,1,Treino,2023,9,4,9,0,202309040900,2023-09-04 09:00,636,31,142.6705128205128,804,72,113,178,72,323,193,198,200,62,135,2277,636,2277,636,nivel_conv,2277,2259.163216642517,1641,1623.163216642517,-17.83678335748345,17.83678335748345,318.1508405417987,636,2692881,1,Treino
4,1,Treino,2023,9,4,10,0,202309041000,2023-09-04 10:00,678,42,147.6455128205128,941,137,209,281,135,332,195,202,207,73,138,2321,678,2321,678,nivel_conv,2321,2335.013249269075,1643,1657.013249269075,14.013249269075,14.013249269075,196.3711550772312,678,2699449,1,Treino
4,1,Treino,2023,9,4,11,0,202309041100,2023-09-04 11:00,756,78,155.7091491841492,1224,283,420,533,281,349,203,212,219,120,182,2357,756,2357,756,nivel_conv,2357,2374.179649521128,1601,1618.179649521128,17.17964952112789,17.17964952112789,295.1403576687896,756,2563201,1,Treino
4,1,Treino,2023,9,4,12,0,202309041200,2023-09-04 12:00,919,163,161.9091491841492,1462,238,521,730,234,368,204,222,231,241,314,2365,919,2365,919,nivel_conv,2365,2383.01330822122,1446,1464.01330822122,18.01330822122009,18.01330822122009,324.4792730726751,919,2090916,1,Treino
4,1,Treino,2023,9,4,13,0,202309041300,2023-09-04 13:00,1133,214,169.9000582750583,1708,246,484,904,238,388,198,224,242,377,497,2357,1133,2357,1133,nivel_conv,2357,2275.981796806062,1224,1142.981796806062,-81.01820319393755,81.01820319393755,6563.949248774153,1133,1498176,1,Treino
4,1,Treino,2023,9,4,20,0,202309042000,2023-09-04 20:00,2207,72,168.7014502164502,2704,59,146,371,18,445,113,122,132,174,459,2124,2207,2124,2207,nivel_conv,2124,2213.18516964503,-83,6.185169645029873,89.18516964502987,89.18516964502987,7953.994484612758,2207,6889,1,Treino
4,1,Treino,2023,9,4,21,0,202309042100,2023-09-04 21:00,2277,70,164.9822194472194,2736,32,91,280,-40,435,86,103,112,142,372,2081,2277,2081,2277,nivel_conv,2081,2183.352212798568,-196,-93.64778720143158,102.3522127985684,102.3522127985684,10475.97546476343,2277,38416,1,Treino
4,1,Treino,2023,9,4,22,0,202309042200,2023-09-04 22:00,2321,44,164.0860656010656,2761,25,57,203,-112,440,72,91,108,114,288,2044,2321,2044,2321,nivel_conv,2044,2124.156763375669,-277,-196.8432366243314,80.15676337566856,80.15676337566856,6425.106714862921,2321,76729,1,Treino
4,1,Treino,2023,9,4,23,0,202309042300,2023-09-04 23:00,2357,36,160.2072194472194,2754,-7,18,109,-290,435,47,67,86,80,222,1999,2357,1999,2357,nivel_conv,1999,1957.191155074703,-358,-399.8088449252973,-41.80884492529731,41.80884492529731,1747.979513987558,2357,128164,1,Treino
4,1,Treino,2023,9,5,0,0,202309050000,2023-09-05 00:00,2365,8,155.845680985681,2735,-19,-26,31,-257,433,20,45,65,44,158,1948,2365,1948,2365,nivel_conv,1948,1987.10546553771,-417,-377.89453446229,39.10546553770996,39.10546553770996,1529.237434921021,2365,173889,1,Treino
4,1,Treino,2023,9,5,1,0,202309050100,2023-09-05 01:00,2357,-8,153.8390875790876,2696,-39,-58,-40,-285,425,-1,12,37,0,80,1891,2357,1891,2357,nivel_conv,1891,1929.59100263321,-466,-427.4089973667897,38.59100263321034,38.59100263321034,1489.265484236447,2357,217156,1,Treino
4,1,Treino,2023,9,5,2,0,202309050200,2023-09-05 02:00,2341,-16,152.0640875790876,2642,-54,-93,-119,-337,421,-15,-5,8,-24,20,1829,2341,1829,2341,nivel_conv,1829,1848.900524199641,-512,-492.0994758003587,19.90052419964127,19.90052419964127,396.0308634205077,2341,262144,1,Treino
4,1,Treino,2023,9,5,3,0,202309050300,2023-09-05 03:00,2312,-29,150.7140875790876,2586,-56,-110,-168,-251,413,-19,-23,-13,-45,-45,1765,2312,1765,2312,nivel_conv,1765,1793.867135632701,-547,-518.1328643672989,28.86713563270109,28.86713563270109,833.3115196367611,2312,299209,1,Treino
4,1,Treino,2023,9,5,4,0,202309050400,2023-09-05 04:00,2282,-30,150.6275491175491,2531,-55,-111,-204,-202,406,-28,-26,-30,-59,-83,1707,2282,1707,2282,nivel_conv,1707,1714.577790985101,-575,-567.422209014899,7.577790985101046,7.577790985101046,57.42291621387869,2282,330625,1,Treino
4,1,Treino,2023,9,5,5,0,202309050500,2023-09-05 05:00,2246.4477,-35.55229999999983,150.7217798867799,2489,-42,-97,-207,-165,405,-31,-29,-27,-65.55229999999983,-110.5522999999998,1652,2246.4477,1652,2246.4477,nivel_conv,1652,1691.980534277643,-594.4477000000002,-554.4671657223569,39.9805342776433,39.9805342776433,1598.443121125811,2246.4477,353368.0680352902,1,Treino
4,1,Treino,2023,9,5,6,0,202309050600,2023-09-05 06:00,2209,-37.44770000000017,150.7160106560107,2428,-61,-103,-214,-163,404,-41,-32,-30,-73,-132,1592,2209,1592,2209,nivel_conv,1592,1585.374980146096,-617,-623.6250198539044,-6.625019853904405,6.625019853904405,43.89088806462755,2209,380689,1,Treino
4,1,Treino,2023,9,5,13,0,202309051300,2023-09-05 13:00,1891,-57,131.0256260406261,2008,-72,-132,-242,-33,359,-54,-62,-66,-108,-190,1145,1891,1145,1891,nivel_conv,1145,1226.60652401946,-746,-664.3934759805402,81.60652401945981,81.60652401945981,6659.624762538671,1891,556516,1,Treino
4,1,Treino,2023,9,5,14,0,202309051400,2023-09-05 14:00,1829,-62,125.7948568098568,1949,-59,-131,-254,-5,351,-55,-62,-70,-119,-215,1116,1829,1116,1829,nivel_conv,1116,1143.868047561568,-713,-685.1319524384323,27.86804756156766,27.86804756156766,776.6280748937975,1829,508369,1,Treino
4,1,Treino,2023,9,5,15,0,202309051500,2023-09-05 15:00,1765,-64,114.0871645021645,1895,-54,-113,-245,2,344,-61,-62,-69,-126,-234,1078,1765,1078,1765,nivel_conv,1078,1051.640981846941,-687,-713.3590181530594,-26.35901815305942,26.35901815305942,694.7978379933162,1765,471969,1,Treino
4,1,Treino,2023,9,5,16,0,202309051600,2023-09-05 16:00,1707,-58,107.6371645021645,1858,-37,-91,-222,18,333,-71,-72,-73,-122,-241,1036,1707,1036,1707,nivel_conv,1036,1013.969436448594,-671,-693.0305635514064,-22.03056355140643,22.03056355140643,485.3457303925575,1707,450241,1,Treino
4,1,Treino,2023,9,5,17,0,202309051700,2023-09-05 17:00,1652,-55,97.90383116883119,1774,-84,-121,-234,-42,320,-77,-84,-85,-113,-239,1005,1652,1005,1652,nivel_conv,1005,1044.883993740035,-647,-607.1160062599654,39.88399374003461,39.88399374003461,1590.73295665512,1652,418609,1,Treino
4,1,Treino,2023,9,5,18,0,202309051800,2023-09-05 18:00,1592,-60,89.27883116883119,1727,-47,-131,-222,14,311,-79,-86,-93,-115,-237,985,1592,985,1592,nivel_conv,985,1034.329765702231,-607,-557.6702342977692,49.32976570223082,49.32976570223082,2433.425784236988,1592,368449,1,Treino
4,1,Treino,2023,9,5,19,0,202309051900,2023-09-05 19:00,1538,-54,77.07049783549786,1659,-68,-115,-236,-27,300,-88,-90,-97,-114,-227,969,1538,969,1538,nivel_conv,969,976.1717979487094,-569,-561.8282020512906,7.171797948709354,7.171797948709354,51.43468581711171,1538,323761,1,Treino
4,1,Treino,2023,9,5,20,0,202309052000,2023-09-05 20:00,1481,-57,68.91216450216452,1619,-40,-108,-239,32,289,-92,-99,-101,-111,-226,960,1481,960,1481,nivel_conv,960,967.9031714117177,-521,-513.0968285882823,7.903171411717722,7.903171411717722,62.46011836299228,1481,271441,1,Treino
4,1,Treino,2023,9,5,21,0,202309052100,2023-09-05 21:00,1441,-40,62.49549783549784,1579,-40,-80,-195,25,281,-93,-100,-107,-97,-211,944,1441,944,1441,nivel_conv,944,980.1101622304423,-497,-460.8898377695577,36.11016223044226,36.11016223044226,1303.943816308858,1441,247009,1,Treino
4,1,Treino,2023,9,5,22,0,202309052200,2023-09-05 22:00,1227,-214,57.52049783549783,1515,-64,-104,-212,-17,269,-101,-105,-112,-254,-365,921,1227,921,1227,nivel_conv,921,941.0529848743681,-306,-285.9470151256319,20.05298487436812,20.05298487436812,402.1222023716367,1227,93636,1,Treino
4,1,Treino,2023,9,5,23,0,202309052300,2023-09-05 23:00,1192,-35,49.45686147186147,1442,-73,-137,-217,-10,264,-95,-106,-110,-249,-346,894,1192,894,1192,nivel_conv,894,909.2964263516133,-298,-282.7035736483867,15.29642635161326,15.29642635161326,233.9806591303287,1192,88804,1,Treino
4,1,Treino,2023,9,6,0,0,202309060000,2023-09-06 00:00,1167,-25,43.25686147186146,1397,-45,-118,-222,15,254,-97,-105,-116,-60,-314,870,1167,870,1167,nivel_conv,870,834.247195130708,-297,-332.752804869292,-35.75280486929205,35.75280486929205,1278.263056021673,1167,88209,1,Treino
4,1,Treino,2023,9,6,1,0,202309060100,2023-09-06 01:00,1145,-22,35.26595238095237,1377,-20,-65,-202,52,247,-97,-104,-112,-47,-296,852,1145,852,1145,nivel_conv,852,843.9253332465257,-293,-301.0746667534743,-8.074666753474276,8.074666753474276,65.20024317966279,1145,85849,1,Treino
4,1,Treino,2023,9,6,2,0,202309060200,2023-09-06 02:00,1116,-29,33.05595238095238,1363,-14,-34,-152,45,241,-92,-103,-110,-51,-111,822,1116,822,1116,nivel_conv,822,839.3390274593844,-294,-276.6609725406156,17.3390274593844,17.3390274593844,300.6418732372861,1116,86436,1,Treino
4,1,Treino,2023,9,6,3,0,202309060300,2023-09-06 03:00,1078,-38,28.8781746031746,1334,-29,-43,-108,25,236,-84,-97,-108,-67,-114,786,1078,786,1078,nivel_conv,786,843.9988199187317,-292,-234.0011800812683,57.99881991873167,57.99881991873167,3363.863111965466,1078,85264,1,Treino
4,1,Treino,2023,9,6,4,0,202309060400,2023-09-06 04:00,1036,-42,26.50039682539682,1291,-43,-72,-106,-6,230,-81,-90,-103,-80,-131,765,1036,765,1036,nivel_conv,765,821.4205149362338,-271,-214.5794850637662,56.42051493623376,56.42051493623376,3183.274505669777,1036,73441,1,Treino
4,1,Treino,2023,9,6,5,0,202309060500,2023-09-06 05:00,1005,-31,18.38928571428571,1239,-52,-95,-138,32,228,-72,-83,-92,-73,-140,751,1005,751,1005,nivel_conv,751,763.7895634738225,-254,-241.2104365261775,12.78956347382245,12.78956347382245,163.5729338509335,1005,64516,1,Treino
4,1,Treino,2023,9,6,6,0,202309060600,2023-09-06 06:00,985,-20,7.439285714285716,1193,-46,-98,-170,1,226,-63,-74,-85,-51,-131,746.88643325,985,746.88643325,985,nivel_conv,746.88643325,742.2336269469331,-238.11356675,-242.7663730530669,-4.652806303066882,4.652806303066882,21.6486064938589,985,56698.07067040671,1,Treino
