EVENTO,SERIE,CONJUNTO,ANO,MES,DIA,HORA,MINUTO,COD_SEQUENCIAL,DATA_HORA,inp01_input_1_nivel_86472600,inp02_input_2_nivel_D-1h_86472600,inp03_input_3_chuva_med_acum_36h,inp04_input_6a_nivel_86448000,inp05_input_6b_nivel_D-14H_86448000,inp06_input_7a_nivel_86472000,inp07_input_7b_nivel_D-2h_86472000,inp08_input_7c_nivel_A-14h_86472000,inp09_input_10a_nivel_86430900,inp10_input_10b_nivel_D-14h_86430900,saida_8h_conv_nivel_8h_86472600,NIVEL_ATUAL_CM,RNA_CM,ERRO_CM,ERRO_ABS_CM,E2_RNA,E2_PERS,PERS_BASE_NIVEL_ATUAL_CM,OBSERVADO_CM_AUDITORIA
1,1,Teste,2023,5,7,20,0,202305072000,2023-05-07 20:00,544,5,4.155128205128205,14913,-48,648,-15,-18,29140,-11,502,544,496.3193276805068,-5.680672319493169,5.680672319493169,32.2700380014559,1764,544,502
1,1,Teste,2023,5,7,21,0,202305072100,2023-05-07 21:00,546,2,15.73974358974359,14909,-67,639,-19,-10,29142,-9,495,546,515.3733171882142,20.37331718821417,20.37331718821417,415.072053251583,2601,546,495
1,1,Teste,2023,5,7,22,0,202305072200,2023-05-07 22:00,540,-6,17.25897435897436,14905,-73,627,-21,7,29144,-5,487,540,514.3340462486444,27.33404624864443,27.33404624864443,747.1500843230325,2809,540,487
2,1,Validacao,2023,6,15,18,0,202306151800,2023-06-15 18:00,336,33,69.44935897435897,14716,8,452,19,-3,28983,42,491,336,458.3845555530635,-32.61544444693652,32.61544444693652,1063.767216471202,24025,336,491
2,1,Validacao,2023,6,15,19,0,202306151900,2023-06-15 19:00,367,31,71.64807692307691,14715,8,461,16,5,29011,73,489,367,467.7003948736442,-21.2996051263558,21.2996051263558,453.6731785386823,14884,367,489
2,1,Validacao,2023,6,15,20,0,202306152000,2023-06-15 20:00,387,20,73.36474358974358,14729,24,475,23,13,29055,121,486,387,431.3402820964116,-54.65971790358844,54.65971790358844,2987.684761299867,9801,387,486
2,1,Validacao,2023,6,15,21,0,202306152100,2023-06-15 21:00,400,13,74.41089743589744,14753,47,493,32,16,29114,184,489,400,451.1806730143534,-37.81932698564663,37.81932698564663,1430.301493647259,7921,400,489
2,1,Validacao,2023,6,15,22,0,202306152200,2023-06-15 22:00,426,26,75.90128205128205,14789,82,511,36,17,29151,226,496,426,552.5870428890629,56.5870428890629,56.5870428890629,3202.093422928644,4900,426,496
2,1,Validacao,2023,6,15,23,0,202306152300,2023-06-15 23:00,446.6,20.60000000000002,76.57179487179486,14823,114,525,32,14,29162,242,509,446.6,585.2011049376832,76.20110493768323,76.20110493768323,5806.608393723811,3893.759999999997,446.6,509
2,1,Validacao,2023,6,16,0,0,202306160000,2023-06-16 00:00,465,18.39999999999998,77.50192307692308,14866,155,532,21,8,29166,250,545,465,611.0509402541468,66.05094025414678,66.05094025414678,4362.726708456868,6400,465,545
2,1,Validacao,2023,6,16,1,0,202306160100,2023-06-16 01:00,483,18,78.50384615384615,14915,201,529,4,-3,29167,252,625,483,644.8668098806103,19.86680988061028,19.86680988061028,394.6901348323141,20164,483,625
2,1,Validacao,2023,6,16,2,0,202306160200,2023-06-16 02:00,491,8,80.2051282051282,14978,260,522,-10,-9,29168,251,699,491,691.3461135408658,-7.653886459134242,7.653886459134242,58.5819779293185,43264,491,699
2,1,Validacao,2023,6,16,3,0,202306160300,2023-06-16 03:00,489,-2,82.22331002331002,14996,274,520,-9,-6,29170,249,770,489,701.146129965254,-68.85387003474602,68.85387003474602,4740.855418761696,78961,489,770
2,1,Validacao,2023,6,16,4,0,202306160400,2023-06-16 04:00,486,-3,85.91369463869464,14998,275,525,3,-2,29174,247,834,486,734.2011474106945,-99.79885258930551,99.79885258930551,9959.810978141932,121104,486,834
2,1,Validacao,2023,6,16,5,0,202306160500,2023-06-16 05:00,489,3,89.1207459207459,15008,288,545,25,-18,29176,241,867,489,785.4323415778196,-81.56765842218044,81.56765842218044,6653.282900477504,142884,489,867
2,1,Validacao,2023,6,16,6,0,202306160600,2023-06-16 06:00,496,7,89.50766899766899,15002,284,604,79,26,29180,233,880,496,864.1362052297595,-15.86379477024047,15.86379477024047,251.659984512309,147456,496,880
2,1,Validacao,2023,6,16,7,0,202306160700,2023-06-16 07:00,509,13,87.73202797202796,15002,284,709,164,93,29184,221,886,509,939.0202428380263,53.02024283802632,53.02024283802632,2811.146150603281,142129,509,886
2,1,Validacao,2023,6,16,8,0,202306160800,2023-06-16 08:00,545,36,85.6679254079254,14999,283,800,196,84,29188,205,888,545,918.1165455339619,30.11654553396193,30.11654553396193,907.006314899202,117649,545,888
2,1,Validacao,2023,6,16,9,0,202306160900,2023-06-16 09:00,625,80,84.86664335664337,15007,292,875,166,66,29191,180,888,625,860.7122497441197,-27.28775025588027,27.28775025588027,744.6213140272937,69169,625,888
2,1,Validacao,2023,6,16,10,0,202306161000,2023-06-16 10:00,699,74,83.69741258741259,14993,264,978,178,89,29192,137,883,699,908.3396566291834,25.33965662918342,25.33965662918342,642.0981980849194,33856,699,883
2,1,Validacao,2023,6,16,11,0,202306161100,2023-06-16 11:00,770,71,82.76664335664336,14989,236,1017,142,21,29192,78,881,770,927.5450308800519,46.54503088005185,46.54503088005185,2166.439899624981,12321,770,881
2,1,Validacao,2023,6,16,12,0,202306161200,2023-06-16 12:00,834,64,80.45125874125874,14992,203,1027,49,-8,29192,41,877,834,906.1613224402739,29.16132244027392,29.16132244027392,850.3827264656234,1849,834,877
2,1,Validacao,2023,6,16,13,0,202306161300,2023-06-16 13:00,867,33,78.80510489510489,14994,171,1031,14,-10,29191,29,874,867,945.5306423322769,71.5306423322769,71.5306423322769,5116.632792468124,49,867,874
2,1,Validacao,2023,6,16,14,0,202306161400,2023-06-16 14:00,880,13,77.96151515151516,14995,129,1036,9,-2,29191,25,881,880,931.0463993576284,50.04639935762839,50.04639935762839,2504.642088663227,1,880,881
2,1,Validacao,2023,6,16,15,0,202306161500,2023-06-16 15:00,886,6,77.16151515151516,14996,81,1036,5,3,29190,23,888,886,890.4856738026286,2.485673802628639,2.485673802628639,6.17857425307432,4,886,888
2,1,Validacao,2023,6,16,16,0,202306161600,2023-06-16 16:00,888,2,76.22305361305362,14999,21,1037,1,8,29189,21,893,888,853.0235538658335,-39.97644613416651,39.97644613416651,1598.116245517916,25,888,893
2,1,Validacao,2023,6,16,17,0,202306161700,2023-06-16 17:00,888,0,75.46920745920747,15008,12,1029,-7,-6,29189,19,881,888,844.6511925713492,-36.34880742865084,36.34880742865084,1321.235801485143,49,888,881
2,1,Validacao,2023,6,16,18,0,202306161800,2023-06-16 18:00,883,-5,75.207668997669,14988,-10,1027,-10,-7,29189,15,868,883,818.1257748234565,-49.87422517654352,49.87422517654352,2487.438336960568,225,883,868
2,1,Validacao,2023,6,16,19,0,202306161900,2023-06-16 19:00,881,-2,74.45382284382285,14986,-22,1023,-6,-24,29188,12,856,881,832.7366481533674,-23.26335184663264,23.26335184663264,541.1835391402265,625,881,856
2,1,Validacao,2023,6,16,20,0,202306162000,2023-06-16 20:00,877,-4,72.73587412587413,14981,-21,1026,-1,-56,29187,7,843,877,817.7146154537259,-25.28538454627414,25.28538454627414,639.3506716529594,1156,877,843
2,1,Validacao,2023,6,16,21,0,202306162100,2023-06-16 21:00,874,-3,71.02602564102564,14976,-26,1054,31,-77,29185,1,822,874,811.328669750115,-10.67133024988505,10.67133024988505,113.8772893021116,2704,874,822
2,1,Validacao,2023,6,16,22,0,202306162200,2023-06-16 22:00,881,7,68.46448717948718,14968,-31,1057,31,-88,29185,-3,801,881,853.1761001082054,52.17610010820545,52.17610010820545,2722.345422501477,6400,881,801
2,1,Validacao,2023,6,16,23,0,202306162300,2023-06-16 23:00,888,7,64.91483682983682,14973,-34,1047,-7,-85,29185,-6,787,888,849.9774055995941,62.97740559959414,62.97740559959414,3966.153616055791,10201,888,787
2,1,Validacao,2023,6,17,0,0,202306170000,2023-06-17 00:00,893,5,60.5882634032634,14985,-8,1020,-37,-130,29183,-9,771,893,829.5545254991083,58.55452549910831,58.55452549910831,3428.632456425725,14884,893,771
2,1,Validacao,2023,6,17,1,0,202306170100,2023-06-17 01:00,881,-12,56.44886946386946,14991,2,1012,-35,-47,29182,-10,754,881,762.8438002971202,8.843800297120197,8.843800297120197,78.21280369534328,16129,881,754
2,1,Validacao,2023,6,17,2,0,202306170200,2023-06-17 02:00,868,-13,53.13278554778555,14984,-8,996,-24,-26,29181,-11,742,868,756.0130672298386,14.01306722983861,14.01306722983861,196.3660531879768,15876,868,742
2,1,Validacao,2023,6,17,3,0,202306170300,2023-06-17 03:00,856,-12,48.35020979020979,14998,4,975,-37,-25,29180,-11,735,856,748.4579314738465,13.45793147384654,13.45793147384654,181.1159195547494,14641,856,735
2,1,Validacao,2023,6,17,4,0,202306170400,2023-06-17 04:00,843,-13,42.78237762237762,15002,7,940,-56,-40,29179,-12,728,843,740.2222816921736,12.22228169217362,12.22228169217362,149.3841697628425,13225,843,728
2,1,Validacao,2023,6,17,8,0,202306170800,2023-06-17 08:00,771,-16,28.30067599067599,14990,2,877,-39,-12,29174,-15,681,771,678.6656363950414,-2.334363604958639,2.334363604958639,5.449253440155495,8100,771,681
2,1,Validacao,2023,6,17,9,0,202306170900,2023-06-17 09:00,754,-17,27.16734265734265,14981,-5,869,-22,-4,29172,-16,666,754,662.4433127529531,-3.556687247046852,3.556687247046852,12.65002417330572,7744,754,666
2,1,Validacao,2023,6,17,10,0,202306171000,2023-06-17 10:00,742,-12,25.55900932400932,14986,5,867,-10,-5,29171,-16,654,742,659.2780667208071,5.278066720807146,5.278066720807146,27.8579883092919,7744,742,654
2,1,Validacao,2023,6,17,11,0,202306171100,2023-06-17 11:00,735,-7,24.90900932400932,14986,10,858,-11,-37,29170,-15,646,735,650.4956573179687,4.495657317968721,4.495657317968721,20.21093472060571,7921,735,646
2,1,Validacao,2023,6,17,12,0,202306171200,2023-06-17 12:00,728,-7,23.76734265734265,14981,13,850,-17,-11,29168,-17,641,728,647.3806358650316,6.38063586503165,6.38063586503165,40.71251404212819,7569,728,641
2,1,Validacao,2023,6,17,13,0,202306171300,2023-06-17 13:00,721,-7,22.49234265734265,14981,8,826,-32,-14,29167,-18,638,721,645.0167792349298,7.0167792349298,7.0167792349298,49.23519083174202,6889,721,638
2,1,Validacao,2023,6,17,14,0,202306171400,2023-06-17 14:00,711,-10,20.64234265734265,14985,0,809,-41,10,29165,-18,632,711,642.6217923971323,10.62179239713225,10.62179239713225,112.8224737277765,6241,711,632
2,1,Validacao,2023,6,17,20,0,202306172000,2023-06-17 20:00,641,-5,6.572342657342655,14987,-11,753,-10,9,29157,-19,594,641,593.9972798770405,-0.002720122959544824,0.002720122959544824,7.399068915042892e-06,2209,641,594
2,1,Validacao,2023,6,17,21,0,202306172100,2023-06-17 21:00,638,-3,6.205675990675988,14987,-8,745,-13,17,29156,-19,588,638,598.1597172159668,10.15971721596679,10.15971721596679,103.219853908412,2500,638,588
2,1,Validacao,2023,6,17,22,0,202306172200,2023-06-17 22:00,632,-6,5.577470862470862,14984,-6,740,-13,9,29155,-19,581,632,584.2852533363969,3.285253336396863,3.285253336396863,10.79288948430672,2601,632,581
2,1,Validacao,2023,6,17,23,0,202306172300,2023-06-17 23:00,624,-8,5.171060606060604,14980,-1,732,-13,0,29153,-19,574,624,568.6100978946149,-5.38990210538509,5.38990210538509,29.05104470563463,2500,624,574
2,1,Validacao,2023,6,18,0,0,202306180000,2023-06-18 00:00,620,-4,4.927470862470861,14976,-10,722,-18,-8,29152,-19,568,620,566.2266125464884,-1.773387453511646,1.773387453511646,3.144903060272519,2704,620,568
2,1,Validacao,2023,6,18,1,0,202306180100,2023-06-18 01:00,613,-7,4.760804195804194,14973,-13,715,-17,2,29151,-19,564,613,561.6936988528834,-2.306301147116642,2.306301147116642,5.319024981191538,2401,613,564
2,1,Validacao,2023,6,18,7,0,202306180700,2023-06-18 07:00,574,-7,3.007424242424241,14971,-18,674,-13,4,29145,-16,509,574,532.8986023584416,23.89860235844162,23.89860235844162,571.1431946869114,4225,574,509
2,1,Validacao,2023,6,18,8,0,202306180800,2023-06-18 08:00,568,-6,2.840757575757575,14989,3,670,-9,-1,29144,-16,510,568,531.8147515188448,21.81475151884479,21.81475151884479,475.883383828941,3364,568,510
2,1,Validacao,2023,6,18,9,0,202306180900,2023-06-18 09:00,564,-4,2.632424242424241,14991,9,654,-20,-11,29143,-16,511,564,529.3256982610992,18.32569826109921,18.32569826109921,335.8312167568544,2809,564,511
2,1,Validacao,2023,6,18,10,0,202306181000,2023-06-18 10:00,559,-5,2.449090909090908,14989,2,629,-41,-20,29142,-15,510,559,527.9389135941166,17.93891359411657,17.93891359411657,321.8046209371803,2401,559,510
2,1,Validacao,2023,6,18,11,0,202306181100,2023-06-18 11:00,549,-10,2.321818181818181,14987,0,611,-43,-10,29141,-15,509,549,529.3794237823879,20.3794237823879,20.3794237823879,415.3209137021577,1600,549,509
3,3,Treino,2023,7,11,16,0,202307111600,2023-07-11 16:00,433,-3,1.805128205128205,14860,-27,519,-5,3,29126,-4,415,433,401.7732737319907,-13.22672626800932,13.22672626800932,174.9462877688476,324,433,415
3,3,Treino,2023,7,11,17,0,202307111700,2023-07-11 17:00,431,-2,4.278205128205128,14858,-26,515,-5,0,29126,-4,413,431,401.3898400939963,-11.61015990600367,11.61015990600367,134.7958130429752,324,431,413
3,3,Treino,2023,7,11,18,0,202307111800,2023-07-11 18:00,428,-3,4.978205128205128,14857,-24,514,-5,3,29126,-3,411,428,398.5674795091234,-12.43252049087664,12.43252049087664,154.5675657560676,289,428,411
3,3,Treino,2023,7,12,1,0,202307120100,2023-07-12 01:00,413,-2,5.544871794871794,14848,-20,498,-5,-1,29126,-1,405,413,388.2180948525173,-16.78190514748269,16.78190514748269,281.632340379106,64,413,405
3,3,Treino,2023,7,12,2,0,202307120200,2023-07-12 02:00,411,-2,5.529487179487178,14848,-19,498,-3,3,29126,0,406,411,387.4460580361005,-18.55394196389955,18.55394196389955,344.2487623997526,25,411,406
3,3,Treino,2023,7,12,3,0,202307120300,2023-07-12 03:00,409,-2,5.53076923076923,14848,-17,495,-3,0,29126,0,412,409,385.7502597969496,-26.24974020305035,26.24974020305035,689.0488607276379,9,409,412
3,3,Treino,2023,7,12,4,0,202307120400,2023-07-12 04:00,408,-1,5.553205128205127,14847,-16,494,-4,2,29126,0,417,408,386.0841222620606,-30.91587773793935,30.91587773793935,955.7914963072142,81,408,417
3,3,Treino,2023,7,12,5,0,202307120500,2023-07-12 05:00,406,-2,8.714743589743588,14846,-16,492,-3,2,29126,0,425,406,385.2622991258885,-39.73770087411151,39.73770087411151,1579.084870760363,361,406,425
3,3,Treino,2023,7,12,6,0,202307120600,2023-07-12 06:00,405,-1,15.76858974358974,14848,-12,492,-2,1,29127,1,436,405,388.2746812770901,-47.72531872290995,47.72531872290995,2277.706047203339,961,405,436
3,3,Treino,2023,7,12,7,0,202307120700,2023-07-12 07:00,405,0,17.38141025641026,14849,-9,491,-1,3,29127,1,449,405,390.6154822260173,-58.38451777398268,58.38451777398268,3408.751915700499,1936,405,449
3,3,Treino,2023,7,12,8,0,202307120800,2023-07-12 08:00,405,0,20.40064102564103,14851,-6,491,-1,1,29127,1,464,405,391.2524739108618,-72.7475260891382,72.7475260891382,5292.202552089844,3481,405,464
3,3,Treino,2023,7,12,9,0,202307120900,2023-07-12 09:00,405,0,26.71794871794872,14854,-1,492,1,4,29128,2,484,405,395.5580367473623,-88.44196325263772,88.44196325263772,7821.980863980921,6241,405,484
3,3,Treino,2023,7,12,13,0,202307121300,2023-07-12 13:00,425,8,56.69294871794872,14888,37,513,16,12,29147,21,652,425,477.6333922309057,-174.3666077690943,174.3666077690943,30403.71390490119,51529,425,652
3,3,Treino,2023,7,12,14,0,202307121400,2023-07-12 14:00,436,11,58.95128205128206,14901,51,528,25,17,29158,32,752,436,527.9128650247669,-224.0871349752331,224.0871349752331,50215.04406140833,99856,436,752
3,3,Treino,2023,7,12,15,0,202307121500,2023-07-12 15:00,449,13,65.44294871794872,14930,82,550,37,25,29172,46,862.6144999999999,449,611.8322438782953,-250.7822561217046,250.7822561217046,62891.73998549223,171076.9546102499,449,862.6144999999999
3,3,Treino,2023,7,12,16,0,202307121600,2023-07-12 16:00,464,15,68.6846153846154,14965,117,583,55,33,29188,62,982,464,722.5784326386281,-259.4215673613719,259.4215673613719,67299.54961223083,268324,464,982
3,3,Treino,2023,7,12,17,0,202307121700,2023-07-12 17:00,484,20,72.0096153846154,14997,149,621,71,41,29204,78,1057,484,848.3201413487594,-208.6798586512406,208.6798586512406,43547.28340670175,328329,484,1057
3,3,Treino,2023,7,12,18,0,202307121800,2023-07-12 18:00,519,35,83.1596153846154,14995,148,663,80,43,29222,96,1106,519,971.0498100451508,-134.9501899548492,134.9501899548492,18211.55376884988,344569,519,1106
3,3,Treino,2023,7,12,20,0,202307122000,2023-07-12 20:00,600,50,93.64294871794874,14999,151,809,146,86,29256,129,1179,600,1201.944158500592,22.94415850059249,22.94415850059249,526.4344093003108,335241,600,1179
3,3,Treino,2023,7,12,21,0,202307122100,2023-07-12 21:00,652,52,93.6596153846154,15037,188,923,200,115,29269,142,1206,652,1329.516149384668,123.5161493846681,123.5161493846681,15256.23915881564,306916,652,1206
3,3,Treino,2023,7,12,22,0,202307122200,2023-07-12 22:00,752,100,93.67628205128207,15091,240,1115,306,192,29275,148,1226,752,1406.012744076974,180.0127440769738,180.0127440769738,32404.58803012208,224676,752,1226
3,3,Treino,2023,7,12,23,0,202307122300,2023-07-12 23:00,862.6144999999999,110.6144999999999,93.94294871794874,15139,285,1216,293,100,29274,146,1240,862.6144999999999,1424.491899644991,184.4918996449906,184.4918996449906,34037.26103461727,142419.8156102501,862.6144999999999,1240
3,3,Treino,2023,7,13,0,0,202307130000,2023-07-13 00:00,982,119.3855000000001,94.09935897435898,15160,303,1279,164,62,29269,139,1247,982,1343.232320700521,96.23232070052086,96.23232070052086,9260.659547407895,70225,982,1247
3,3,Treino,2023,7,13,1,0,202307130100,2023-07-13 01:00,1057,75,94.14935897435898,15168,306,1325,109,42,29266,133,1250,1057,1466.225734558863,216.2257345588625,216.2257345588625,46753.56828551968,37249,1057,1250
3,3,Treino,2023,7,13,2,0,202307130200,2023-07-13 02:00,1106,49,94.09166666666667,15168,294,1369,90,38,29261,123,1249,1106,1501.732915771784,252.7329157717836,252.7329157717836,63873.92671450747,20449,1106,1249
3,3,Treino,2023,7,13,3,0,202307130300,2023-07-13 03:00,1145,39,94.07628205128205,15168,280,1408,83,29,29256,109,1245,1145,1494.409313352431,249.4093133524307,249.4093133524307,62205.00558693095,10000,1145,1245
3,3,Treino,2023,7,13,4,0,202307130400,2023-07-13 04:00,1179,34,93.83141025641025,15166,265,1434,65,11,29251,93,1239,1179,1467.090131638636,228.0901316386357,228.0901316386357,52025.10815093018,3600,1179,1239
3,3,Treino,2023,7,13,5,0,202307130500,2023-07-13 05:00,1206,27,91.36833333333335,15165,235,1452,44,-4,29249,77,1230,1206,1432.846815551,202.846815551,202.846815551,41146.8305791814,576,1206,1230
3,3,Treino,2023,7,13,6,0,202307130600,2023-07-13 06:00,1226,20,90.75166666666667,15163,198,1460,26,-25,29245,57,1223,1226,1388.049890992331,165.049890992331,165.049890992331,27241.46651658036,9,1226,1223
3,3,Treino,2023,7,13,8,0,202307130800,2023-07-13 08:00,1247,7,90.69409090909092,15155,160,1457,-3,-44,29240,18,1198,1247,1346.569994392917,148.5699943929174,148.5699943929174,22073.04323391149,2401,1247,1198
3,3,Treino,2023,7,13,9,0,202307130900,2023-07-13 09:00,1250,3,90.99257575757575,15151,153,1449,-10,-68,29238,-2,1180,1250,1339.238294262428,159.2382942624279,159.2382942624279,25356.83435960757,4900,1250,1180
3,3,Treino,2023,7,13,10,0,202307131000,2023-07-13 10:00,1249,-1,91.08744755244756,15144,145,1450,-7,-85,29236,-20,1163,1249,1322.929697396778,159.929697396778,159.929697396778,25577.50810942498,7396,1249,1163
3,3,Treino,2023,7,13,11,0,202307131100,2023-07-13 11:00,1245,-4,91.32462703962703,15137,100,1446,-3,-118,29236,-33,1140,1245,1279.160605946666,139.1606059466665,139.1606059466665,19365.67424744338,11025,1245,1140
3,3,Treino,2023,7,13,12,0,202307131200,2023-07-13 12:00,1239,-6,91.598986013986,15132,41,1432,-18,-206,29236,-39,1117,1239,1223.182078661555,106.1820786615549,106.1820786615549,11274.63382888863,14884,1239,1117
3,3,Treino,2023,7,13,13,0,202307131300,2023-07-13 13:00,1230,-9,91.76052447552446,15124,-15,1427,-19,-106,29234,-40,1093,1230,1183.195845586035,90.19584558603538,90.19584558603538,8135.290560979937,18769,1230,1093
3,3,Treino,2023,7,13,14,0,202307131400,2023-07-13 14:00,1223,-7,91.97590909090908,15114,-46,1409,-23,-81,29234,-35,1068,1223,1177.957650191106,109.957650191106,109.957650191106,12090.68483554964,24025,1223,1068
3,3,Treino,2023,7,13,15,0,202307131500,2023-07-13 15:00,1211,-12,92.09770396270396,15107,-61,1388,-39,-67,29233,-33,1047.6176,1211,1123.181952874936,75.56435287493582,75.56435287493582,5709.971425407822,26693.80862975999,1211,1047.6176
3,3,Treino,2023,7,13,16,0,202307131600,2023-07-13 16:00,1198,-13,91.85988344988345,15097,-71,1366,-43,-66,29231,-30,1031,1198,1109.904144433071,78.904144433071,78.904144433071,6225.864008714929,27889,1198,1031
3,3,Treino,2023,7,13,17,0,202307131700,2023-07-13 17:00,1180,-18,88.698344988345,15090,-78,1341,-47,-64,29232,-24,1020,1180,1073.456932033307,53.45693203330688,53.45693203330688,2857.643582413592,25600,1180,1020
3,3,Treino,2023,7,17,0,0,202307170000,2023-07-17 00:00,515,-3,0.1276923076923077,14900,-27,603,-16,10,29140,-6,469,515,473.6384464786009,4.63844647860094,4.63844647860094,21.51518573484546,2116,515,469
