EVENTO,SERIE,CONJUNTO,ANO,MES,DIA,HORA,MINUTO,COD_SEQUENCIAL,DATA_HORA,inp01_input_1_nivel_86472600,inp02_input_2_nivel_D_1h_86472600,inp03_input_3_chuva_med_acum_36h,inp04_input_6_nivel_86448000,inp05_input_6_nivel_D_12H_86448000,inp06_input_6_nivel_D_14H_86448000,inp07_input_8_nivel_86125130,inp08_input_8_nivel_D_10h_86125130,inp09_input_8_nivel_D_11h_86125130,inp10_input_8_nivel_D_12h_86125130,inp11_input_12_nivel_D_2h_86472600,inp12_input_13_nivel_D_4h_86472600,saida_12h_conv_nivel_12h_86472600,NIVEL_ATUAL_CM,OBSERVADO_12H_CM_AUDITORIA,PERSISTENCIA_CM,TIPO_ALVO_RNA,OBSERVADO_CM_AUDITORIA,RNA_CM,ALT_OBSERVADA_CM,ALT_RNA_CM,ERRO_RNA_CM,ERRO_ABS_CM,E2_RNA,PERS_BASE_NIVEL_ATUAL_CM,E2_PERS,SERIE_AUDITORIA,CONJUNTO_AUDITORIA
1,2,Validacao,2023,5,6,18,0,202305061800,2023-05-06 18:00,526,2,19.61153846153846,14923,16,23,137,-6,-8,-11,6,21,543,526,543,526,nivel_conv,543,505.9762780599413,17,-20.02372194005875,-37.02372194005875,37.02372194005875,1370.755986294788,526,289,2,Validacao
1,2,Validacao,2023,5,6,20,0,202305062000,2023-05-06 20:00,527,0,19.58076923076923,14927,6,20,134,-6,-7,-9,1,7,560,527,560,527,nivel_conv,560,493.4030607389379,33,-33.59693926106212,-66.59693926106212,66.59693926106212,4435.152318941597,527,1089,2,Validacao
1,2,Validacao,2023,5,6,21,0,202305062100,2023-05-06 21:00,526,-1,19.56538461538461,14941,15,27,133,-6,-7,-8,-1,2,562,526,562,526,nivel_conv,562,490.5410106475276,36,-35.45898935247243,-71.45898935247243,71.45898935247243,5106.387159276768,526,1296,2,Validacao
1,2,Validacao,2023,5,6,22,0,202305062200,2023-05-06 22:00,524,-2,19.56538461538461,14952,25,31,133,-8,-6,-7,-3,-2,552,524,552,524,nivel_conv,552,488.8222859223798,28,-35.17771407762018,-63.17771407762018,63.17771407762018,3991.423556073527,524,784,2,Validacao
1,2,Validacao,2023,5,7,5,0,202305070500,2023-05-07 05:00,533,9,3.203846153846152,14965,40,36,126,-10,-11,-12,15,16,518,533,518,533,nivel_conv,518,564.3750096898123,-15,31.37500968981226,46.37500968981226,46.37500968981226,2150.641523730181,533,225,2,Validacao
1,2,Validacao,2023,5,7,7,0,202305070700,2023-05-07 07:00,553,10,2.273076923076922,14976,53,51,125,-8,-9,-11,20,35,539,553,539,553,nivel_conv,539,576.6137707037326,-14,23.6137707037326,37.6137707037326,37.6137707037326,1414.795746552973,553,196,2,Validacao
1,2,Validacao,2023,5,7,8,0,202305070800,2023-05-07 08:00,560,7,2.273076923076922,14978,51,55,123,-10,-10,-11,17,36,544,560,544,560,nivel_conv,544,568.9016802179335,-16,8.901680217933517,24.90168021793352,24.90168021793352,620.0936776762214,560,256,2,Validacao
1,2,Validacao,2023,5,7,9,0,202305070900,2023-05-07 09:00,562,2,2.21153846153846,14980,39,57,123,-9,-10,-10,9,29,546,562,546,562,nivel_conv,546,532.448302112909,-16,-29.551697887091,-13.551697887091,13.551697887091,183.6485156229865,562,256,2,Validacao
1,2,Validacao,2023,5,7,13,0,202305071300,2023-05-07 13:00,510,-11,1.085897435897436,14983,9,19,122,-7,-9,-9,-26,-52,519,510,519,510,nivel_conv,519,518.8962785492254,9,8.896278549225372,-0.1037214507746285,0.1037214507746285,0.01075813935079368,510,81,2,Validacao
1,2,Validacao,2023,5,7,17,0,202305071700,2023-05-07 17:00,518,14,0.6243589743589744,14936,-29,-36,119,-6,-7,-7,21,8,495,518,495,518,nivel_conv,495,565.4381176635318,-23,47.43811766353178,70.43811766353178,70.43811766353178,4961.528419981549,518,529,2,Validacao
1,2,Validacao,2023,5,7,20,0,202305072000,2023-05-07 20:00,544,5,4.155128205128205,14913,-65,-48,117,-6,-6,-6,15,40,466,544,466,544,nivel_conv,466,516.6823990348478,-78,-27.31760096515222,50.68239903484778,50.68239903484778,2568.705571927539,544,6084,2,Validacao
1,2,Validacao,2023,5,7,21,0,202305072100,2023-05-07 21:00,546,2,15.73974358974359,14909,-71,-67,116,-7,-7,-7,7,28,461,546,461,546,nivel_conv,461,534.5324576476978,-85,-11.46754235230219,73.53245764769781,73.53245764769781,5407.022327710472,546,7225,2,Validacao
1,2,Validacao,2023,5,7,22,0,202305072200,2023-05-07 22:00,540,-6,17.25897435897436,14905,-78,-73,116,-7,-7,-7,-4,11,461,540,461,540,nivel_conv,461,507.2477832004002,-79,-32.75221679959975,46.24778320040025,46.24778320040025,2138.857450951224,540,6241,2,Validacao
2,2,Validacao,2023,6,15,18,0,202306151800,2023-06-15 18:00,336,33,69.44935897435897,14716,11,8,101,22,17,12,51,65,496,336,496,336,nivel_conv,496,516.3231936596807,160,180.3231936596807,20.32319365968067,20.32319365968067,413.0322005288846,336,25600,2,Validacao
2,2,Validacao,2023,6,15,19,0,202306151900,2023-06-15 19:00,367,31,71.64807692307691,14715,9,8,106,27,27,22,64,90,509,367,509,367,nivel_conv,509,571.2397166505662,142,204.2397166505662,62.23971665056615,62.23971665056615,3873.782328742761,367,20164,2,Validacao
2,2,Validacao,2023,6,15,20,0,202306152000,2023-06-15 20:00,387,20,73.36474358974358,14729,22,24,114,35,35,35,51,102,545,387,545,387,nivel_conv,545,603.5890739648571,158,216.5890739648571,58.58907396485711,58.58907396485711,3432.679588059497,387,24964,2,Validacao
2,2,Validacao,2023,6,15,21,0,202306152100,2023-06-15 21:00,400,13,74.41089743589744,14753,44,47,119,39,40,40,33,97,625,400,625,400,nivel_conv,625,632.2134750430182,225,232.2134750430182,7.213475043018207,7.213475043018207,52.03422219624652,400,50625,2,Validacao
2,2,Validacao,2023,6,15,22,0,202306152200,2023-06-15 22:00,426,26,75.90128205128205,14789,78,82,121,33,41,42,39,90,699,426,699,426,nivel_conv,699,675.9088950380255,273,249.9088950380255,-23.09110496197445,23.09110496197445,533.1991283649212,426,74529,2,Validacao
2,2,Validacao,2023,6,15,23,0,202306152300,2023-06-15 23:00,446.6,20.60000000000002,76.57179487179486,14823,109,114,123,34,35,43,46.60000000000002,79.60000000000002,770,446.6,770,446.6,nivel_conv,770,700.601820796913,323.4,254.001820796913,-69.39817920308701,69.39817920308701,4816.107276703779,446.6,104587.56,2,Validacao
2,2,Validacao,2023,6,16,0,0,202306160000,2023-06-16 00:00,465,18.39999999999998,77.50192307692308,14866,148,155,126,36,37,38,39,78,834,465,834,465,nivel_conv,834,756.6072406802082,369,291.6072406802082,-77.39275931979182,77.39275931979182,5989.639195131223,465,136161,2,Validacao
2,2,Validacao,2023,6,16,1,0,202306160100,2023-06-16 01:00,483,18,78.50384615384615,14915,193,201,128,36,38,39,36.39999999999998,83,867,483,867,483,nivel_conv,867,802.1929198599016,384,319.1929198599016,-64.80708014009838,64.80708014009838,4199.957636285134,483,147456,2,Validacao
2,2,Validacao,2023,6,16,2,0,202306160200,2023-06-16 02:00,491,8,80.2051282051282,14978,255,260,132,38,40,42,26,65,880,491,880,491,nivel_conv,880,854.4472335034159,389,363.4472335034159,-25.55276649658413,25.55276649658413,652.9438756289522,491,151321,2,Validacao
2,2,Validacao,2023,6,16,3,0,202306160300,2023-06-16 03:00,489,-2,82.22331002331002,14996,276,274,138,42,44,46,6,42.39999999999998,886,489,886,489,nivel_conv,886,917.9447105475922,397,428.9447105475922,31.94471054759219,31.94471054759219,1020.464531969448,489,157609,2,Validacao
2,2,Validacao,2023,6,16,4,0,202306160400,2023-06-16 04:00,486,-3,85.91369463869464,14998,280,275,142,41,46,48,-5,21,888,486,888,486,nivel_conv,888,960.5423739102712,402,474.5423739102712,72.54237391027118,72.54237391027118,5262.396012537592,486,161604,2,Validacao
2,2,Validacao,2023,6,16,5,0,202306160500,2023-06-16 05:00,489,3,89.1207459207459,15008,290,288,146,40,45,50,0,6,888,489,888,489,nivel_conv,888,1006.34373076051,399,517.34373076051,118.34373076051,118.34373076051,14005.23861031607,489,159201,2,Validacao
2,2,Validacao,2023,6,16,6,0,202306160600,2023-06-16 06:00,496,7,89.50766899766899,15002,286,284,150,36,44,49,10,5,883,496,883,496,nivel_conv,883,1035.5313624551,387,539.5313624550997,152.5313624550997,152.5313624550997,23265.816532409,496,149769,2,Validacao
2,2,Validacao,2023,6,16,7,0,202306160700,2023-06-16 07:00,509,13,87.73202797202796,15002,287,284,153,34,39,47,20,20,881,509,881,509,nivel_conv,881,1055.485930794972,372,546.4859307949721,174.4859307949721,174.4859307949721,30445.34004538779,509,138384,2,Validacao
2,2,Validacao,2023,6,16,8,0,202306160800,2023-06-16 08:00,545,36,85.6679254079254,14999,270,283,156,35,37,42,49,59,877,545,877,545,nivel_conv,877,1116.377340482246,332,571.3773404822459,239.3773404822459,239.3773404822459,57301.5111363531,545,110224,2,Validacao
2,2,Validacao,2023,6,16,9,0,202306160900,2023-06-16 09:00,625,80,84.86664335664337,15007,254,292,158,35,37,39,116,136,874,625,874,625,nivel_conv,874,1067.837104935589,249,442.8371049355892,193.8371049355892,193.8371049355892,37572.82324981062,625,62001,2,Validacao
2,2,Validacao,2023,6,16,10,0,202306161000,2023-06-16 10:00,699,74,83.69741258741259,14993,204,264,161,35,38,40,154,203,881,699,881,699,nivel_conv,881,1105.955270065336,182,406.9552700653364,224.9552700653364,224.9552700653364,50604.87353016845,699,33124,2,Validacao
2,2,Validacao,2023,6,16,11,0,202306161100,2023-06-16 11:00,770,71,82.76664335664336,14989,166,236,164,36,38,41,145,261,888,770,888,770,nivel_conv,888,1167.596002097519,118,397.5960020975194,279.5960020975194,279.5960020975194,78173.92438891609,770,13924,2,Validacao
2,2,Validacao,2023,6,16,12,0,202306161200,2023-06-16 12:00,834,64,80.45125874125874,14992,126,203,167,35,39,41,135,289,893,834,893,834,nivel_conv,893,1178.649953013869,59,344.6499530138692,285.6499530138692,285.6499530138692,81595.89565682568,834,3481,2,Validacao
2,2,Validacao,2023,6,16,13,0,202306161300,2023-06-16 13:00,867,33,78.80510489510489,14994,79,171,168,30,36,40,97,242,881,867,881,867,nivel_conv,881,1060.900580013653,14,193.9005800136533,179.9005800136533,179.9005800136533,32364.21868924888,867,196,2,Validacao
2,2,Validacao,2023,6,16,14,0,202306161400,2023-06-16 14:00,880,13,77.96151515151516,14995,17,129,168,26,30,36,46,181,868,880,868,880,nivel_conv,868,817.3508490135389,-12,-62.64915098646111,-50.64915098646111,50.64915098646111,2565.336495649334,880,144,2,Validacao
2,2,Validacao,2023,6,16,15,0,202306161500,2023-06-16 15:00,886,6,77.16151515151516,14996,0,81,169,23,27,31,19,116,856,886,856,886,nivel_conv,856,695.8020497471966,-30,-190.1979502528034,-160.1979502528034,160.1979502528034,25663.38326519966,886,900,2,Validacao
2,2,Validacao,2023,6,16,16,0,202306161600,2023-06-16 16:00,888,2,76.22305361305362,14999,1,21,169,19,23,27,8,54,843,888,843,888,nivel_conv,843,678.0701139297887,-45,-209.9298860702113,-164.9298860702113,164.9298860702113,27201.86731913288,888,2025,2,Validacao
2,2,Validacao,2023,6,16,17,0,202306161700,2023-06-16 17:00,888,0,75.46920745920747,15008,0,12,169,16,19,23,2,21,822,888,822,888,nivel_conv,822,677.31616666801,-66,-210.6838333319899,-144.6838333319899,144.6838333319899,20933.41162763905,888,4356,2,Validacao
2,2,Validacao,2023,6,16,18,0,202306161800,2023-06-16 18:00,883,-5,75.207668997669,14988,-14,-10,168,12,15,18,-5,3,801,883,801,883,nivel_conv,801,684.1282223856117,-82,-198.8717776143883,-116.8717776143883,116.8717776143883,13659.01240274703,883,6724,2,Validacao
2,2,Validacao,2023,6,16,19,0,202306161900,2023-06-16 19:00,881,-2,74.45382284382285,14986,-16,-22,167,9,11,14,-7,-5,787,881,787,881,nivel_conv,787,666.7871729659512,-94,-214.2128270340488,-120.2128270340488,120.2128270340488,14451.12378351814,881,8836,2,Validacao
2,2,Validacao,2023,6,16,20,0,202306162000,2023-06-16 20:00,877,-4,72.73587412587413,14981,-18,-21,167,6,9,11,-6,-11,771,877,771,877,nivel_conv,771,668.53789008687,-106,-208.46210991313,-102.46210991313,102.46210991313,10498.48396785033,877,11236,2,Validacao
2,2,Validacao,2023,6,16,21,0,202306162100,2023-06-16 21:00,874,-3,71.02602564102564,14976,-31,-26,165,1,4,7,-7,-14,754,874,754,874,nivel_conv,754,656.9608049641085,-120,-217.0391950358915,-97.03919503589145,97.03919503589145,9416.60537321378,874,14400,2,Validacao
2,2,Validacao,2023,6,16,22,0,202306162200,2023-06-16 22:00,881,7,68.46448717948718,14968,-25,-31,163,-4,-1,2,4,-2,742,881,742,881,nivel_conv,742,658.3785793495595,-139,-222.6214206504405,-83.62142065044054,83.62142065044054,6992.541991597924,881,19321,2,Validacao
2,2,Validacao,2023,6,16,23,0,202306162300,2023-06-16 23:00,888,7,64.91483682983682,14973,-16,-34,163,-5,-4,-1,14,7,735,888,735,888,nivel_conv,735,671.4576361393772,-153,-216.5423638606228,-63.5423638606228,63.5423638606228,4037.632004995783,888,23409,2,Validacao
2,2,Validacao,2023,6,17,0,0,202306170000,2023-06-17 00:00,893,5,60.5882634032634,14985,-7,-8,162,-6,-6,-5,12,16,728,893,728,893,nivel_conv,728,690.2283061386775,-165,-202.7716938613225,-37.77169386132255,37.77169386132255,1426.700857153471,893,27225,2,Validacao
2,2,Validacao,2023,6,17,1,0,202306170100,2023-06-17 01:00,881,-12,56.44886946386946,14991,-3,2,160,-9,-8,-8,-7,7,721,881,721,881,nivel_conv,721,704.5651479853962,-160,-176.4348520146038,-16.43485201460385,16.43485201460385,270.1043607419282,881,25600,2,Validacao
2,2,Validacao,2023,6,17,2,0,202306170200,2023-06-17 02:00,868,-13,53.13278554778555,14984,-11,-8,158,-11,-11,-10,-25,-13,711,868,711,868,nivel_conv,711,680.958666845599,-157,-187.0413331544009,-30.04133315440095,30.04133315440095,902.4816976937094,868,24649,2,Validacao
2,2,Validacao,2023,6,17,3,0,202306170300,2023-06-17 03:00,856,-12,48.35020979020979,14998,2,4,156,-13,-13,-13,-25,-32,696,856,696,856,nivel_conv,696,651.6432653814541,-160,-204.3567346185459,-44.35673461854594,44.35673461854594,1967.519906020112,856,25600,2,Validacao
2,2,Validacao,2023,6,17,4,0,202306170400,2023-06-17 04:00,843,-13,42.78237762237762,15002,3,7,156,-12,-13,-13,-25,-50,681,843,681,843,nivel_conv,681,629.3633054833615,-162,-213.6366945166385,-51.6366945166385,51.6366945166385,2666.348220604645,843,26244,2,Validacao
2,2,Validacao,2023,6,17,8,0,202306170800,2023-06-17 08:00,771,-16,28.30067599067599,14990,9,2,148,-15,-17,-19,-30,-72,641,771,641,771,nivel_conv,641,602.9377676979518,-130,-168.0622323020482,-38.06223230204819,38.06223230204819,1448.73352781508,771,16900,2,Validacao
2,2,Validacao,2023,6,17,9,0,202306170900,2023-06-17 09:00,754,-17,27.16734265734265,14981,5,-5,146,-17,-17,-19,-33,-68,638,754,638,754,nivel_conv,638,598.2054652130766,-116,-155.7945347869234,-39.79453478692335,39.79453478692335,1583.604998907653,754,13456,2,Validacao
2,2,Validacao,2023,6,17,10,0,202306171000,2023-06-17 10:00,742,-12,25.55900932400932,14986,18,5,144,-18,-19,-19,-29,-59,632,742,632,742,nivel_conv,632,599.7893469538601,-110,-142.2106530461399,-32.2106530461399,32.2106530461399,1037.526169658801,742,12100,2,Validacao
2,2,Validacao,2023,6,17,11,0,202306171100,2023-06-17 11:00,735,-7,24.90900932400932,14986,13,10,142,-18,-20,-21,-19,-52,624,735,624,735,nivel_conv,624,598.819965857721,-111,-136.1800341422791,-25.18003414227906,25.18003414227906,634.034119406339,735,12321,2,Validacao
2,2,Validacao,2023,6,17,12,0,202306171200,2023-06-17 12:00,728,-7,23.76734265734265,14981,-4,13,141,-17,-19,-21,-14,-43,620,728,620,728,nivel_conv,620,597.8550051287832,-108,-130.1449948712168,-22.1449948712168,22.1449948712168,490.4007978462182,728,11664,2,Validacao
2,2,Validacao,2023,6,17,13,0,202306171300,2023-06-17 13:00,721,-7,22.49234265734265,14981,-10,8,139,-17,-19,-21,-14,-33,613,721,613,721,nivel_conv,613,598.2621521856952,-108,-122.7378478143048,-14.73784781430481,14.73784781430481,217.2041581976092,721,11664,2,Validacao
2,2,Validacao,2023,6,17,14,0,202306171400,2023-06-17 14:00,711,-10,20.64234265734265,14985,1,0,138,-18,-18,-20,-17,-31,606,711,606,711,nivel_conv,606,595.6507151895673,-105,-115.3492848104327,-10.34928481043266,10.34928481043266,107.1076960874523,711,11025,2,Validacao
2,2,Validacao,2023,6,17,20,0,202306172000,2023-06-17 20:00,641,-5,6.572342657342655,14987,-3,-11,131,-13,-15,-17,-13,-40,568,641,568,641,nivel_conv,568,577.366775404895,-73,-63.63322459510505,9.366775404894952,9.366775404894952,87.73648148574499,641,5329,2,Validacao
2,2,Validacao,2023,6,17,21,0,202306172100,2023-06-17 21:00,638,-3,6.205675990675988,14987,6,-8,130,-12,-14,-16,-8,-28,564,638,564,638,nivel_conv,564,577.3436615912433,-74,-60.65633840875671,13.34366159124329,13.34366159124329,178.0533046616214,638,5476,2,Validacao
2,2,Validacao,2023,6,17,22,0,202306172200,2023-06-17 22:00,632,-6,5.577470862470862,14984,-2,-6,129,-12,-13,-15,-9,-22,559,632,559,632,nivel_conv,559,565.9190384866401,-73,-66.08096151335985,6.919038486640147,6.919038486640147,47.87309357960758,632,5329,2,Validacao
2,2,Validacao,2023,6,17,23,0,202306172300,2023-06-17 23:00,624,-8,5.171060606060604,14980,-6,-1,128,-11,-13,-14,-14,-22,549,624,549,624,nivel_conv,549,558.1124103624397,-75,-65.88758963756027,9.112410362439732,9.112410362439732,83.03602261349901,624,5625,2,Validacao
2,2,Validacao,2023,6,18,0,0,202306180000,2023-06-18 00:00,620,-4,4.927470862470861,14976,-5,-10,126,-12,-13,-15,-12,-21,533,620,533,620,nivel_conv,533,560.4953769869667,-87,-59.50462301303332,27.49537698696668,27.49537698696668,755.9957556554167,620,7569,2,Validacao
2,2,Validacao,2023,6,18,1,0,202306180100,2023-06-18 01:00,613,-7,4.760804195804194,14973,-8,-13,125,-12,-13,-14,-11,-25,519,613,519,613,nivel_conv,519,552.8957463373267,-94,-60.10425366267327,33.89574633732673,33.89574633732673,1148.921619764398,613,8836,2,Validacao
2,2,Validacao,2023,6,18,7,0,202306180700,2023-06-18 07:00,574,-7,3.007424242424241,14971,-11,-18,121,-9,-10,-11,-14,-25,509,574,509,574,nivel_conv,509,526.7525903779159,-65,-47.24740962208409,17.75259037791591,17.75259037791591,315.1544651260725,574,4225,2,Validacao
2,2,Validacao,2023,6,18,8,0,202306180800,2023-06-18 08:00,568,-6,2.840757575757575,14989,2,3,121,-8,-9,-10,-13,-26,513,568,513,568,nivel_conv,513,530.6940823938451,-55,-37.30591760615494,17.69408239384506,17.69408239384506,313.0805517601779,568,3025,2,Validacao
2,2,Validacao,2023,6,18,9,0,202306180900,2023-06-18 09:00,564,-4,2.632424242424241,14991,4,9,120,-8,-9,-10,-10,-24,521,564,521,564,nivel_conv,521,531.0923355578121,-43,-32.90766444218787,10.09233555781213,10.09233555781213,101.8552370114792,564,1849,2,Validacao
2,2,Validacao,2023,6,18,10,0,202306181000,2023-06-18 10:00,559,-5,2.449090909090908,14989,5,2,119,-7,-9,-10,-9,-22,530,559,530,559,nivel_conv,530,524.6246862391339,-29,-34.37531376086611,-5.375313760866106,5.375313760866106,28.89399802775652,559,841,2,Validacao
2,2,Validacao,2023,6,18,11,0,202306181100,2023-06-18 11:00,549,-10,2.321818181818181,14987,7,0,119,-6,-7,-9,-15,-25,526,549,526,549,nivel_conv,526,511.6365091146438,-23,-37.36349088535621,-14.36349088535621,14.36349088535621,206.309870413711,549,529,2,Validacao
3,3,Teste,2023,7,11,16,0,202307111600,2023-07-11 16:00,433,-3,1.805128205128205,14860,-21,-27,109,0,-1,-1,-5,-11,408,433,408,433,nivel_conv,408,377.4854308826041,-25,-55.51456911739587,-30.51456911739587,30.51456911739587,931.1389284203295,433,625,3,Teste
3,3,Teste,2023,7,11,17,0,202307111700,2023-07-11 17:00,431,-2,4.278205128205128,14858,-21,-26,109,0,0,-1,-5,-10,406,431,406,431,nivel_conv,406,381.3263988661171,-25,-49.67360113388293,-24.67360113388293,24.67360113388293,608.7865929139488,431,625,3,Teste
3,3,Teste,2023,7,11,18,0,202307111800,2023-07-11 18:00,428,-3,4.978205128205128,14857,-21,-24,109,0,0,0,-5,-10,405,428,405,428,nivel_conv,405,375.3857739950357,-23,-52.61422600496428,-29.61422600496428,29.61422600496428,877.0023818731026,428,529,3,Teste
3,3,Teste,2023,7,12,1,0,202307120100,2023-07-12 01:00,413,-2,5.544871794871794,14848,-17,-20,109,0,0,0,-4,-8,425,413,425,413,nivel_conv,425,363.7104589204735,12,-49.28954107952649,-61.28954107952649,61.28954107952649,3756.407845738965,413,144,3,Teste
3,3,Teste,2023,7,12,2,0,202307120200,2023-07-12 02:00,411,-2,5.529487179487178,14848,-15,-19,109,0,0,0,-4,-8,436,411,436,411,nivel_conv,436,362.1377480466567,25,-48.86225195334328,-73.86225195334328,73.86225195334328,5455.632263619163,411,625,3,Teste
3,3,Teste,2023,7,12,3,0,202307120300,2023-07-12 03:00,409,-2,5.53076923076923,14848,-14,-17,109,0,0,0,-4,-8,449,409,449,409,nivel_conv,449,360.0983097524189,40,-48.90169024758109,-88.90169024758109,88.90169024758109,7903.510528876854,409,1600,3,Teste
3,3,Teste,2023,7,12,4,0,202307120400,2023-07-12 04:00,408,-1,5.553205128205127,14847,-13,-16,109,0,0,0,-3,-7,464,408,464,408,nivel_conv,464,361.7591744501735,56,-46.24082554982652,-102.2408255498265,102.2408255498265,10453.18640911006,408,3136,3,Teste
3,3,Teste,2023,7,12,5,0,202307120500,2023-07-12 05:00,406,-2,8.714743589743588,14846,-12,-16,110,1,1,1,-3,-7,484,406,484,406,nivel_conv,484,360.2944368826363,78,-45.70556311736368,-123.7055631173637,123.7055631173637,15303.06634618405,406,6084,3,Teste
3,3,Teste,2023,7,12,6,0,202307120600,2023-07-12 06:00,405,-1,15.76858974358974,14848,-9,-12,111,2,2,2,-3,-6,519,405,519,405,nivel_conv,519,369.4841309148103,114,-35.51586908518971,-149.5158690851897,149.5158690851897,22354.99510829959,405,12996,3,Teste
3,3,Teste,2023,7,12,7,0,202307120700,2023-07-12 07:00,405,0,17.38141025641026,14849,-6,-9,112,3,3,3,-1,-4,550,405,550,405,nivel_conv,550,372.1753582321888,145,-32.82464176781122,-177.8246417678112,177.8246417678112,31621.60321985039,405,21025,3,Teste
3,3,Teste,2023,7,12,8,0,202307120800,2023-07-12 08:00,405,0,20.40064102564103,14851,-3,-6,113,4,4,4,0,-3,600,405,600,405,nivel_conv,600,373.2578898652822,195,-31.74211013471785,-226.7421101347178,226.7421101347178,51411.98450834452,405,38025,3,Teste
3,3,Teste,2023,7,12,9,0,202307120900,2023-07-12 09:00,405,0,26.71794871794872,14854,0,-1,116,7,7,7,0,-1,652,405,652,405,nivel_conv,652,373.3441456964969,247,-31.65585430350308,-278.6558543035031,278.6558543035031,77649.08513761514,405,61009,3,Teste
3,3,Teste,2023,7,12,13,0,202307121300,2023-07-12 13:00,425,8,56.69294871794872,14888,40,37,129,20,20,20,13,20,1057,425,1057,425,nivel_conv,1057,441.9635530734098,632,16.9635530734098,-615.0364469265902,615.0364469265902,378269.8310480844,425,399424,3,Teste
3,3,Teste,2023,7,12,14,0,202307121400,2023-07-12 14:00,436,11,58.95128205128206,14901,53,51,135,26,26,26,19,30,1106,436,1106,436,nivel_conv,1106,474.9911996808211,670,38.99119968082107,-631.0088003191789,631.0088003191789,398172.1060802494,436,448900,3,Teste
