EVENTO,SERIE,CONJUNTO,ANO,MES,DIA,HORA,MINUTO,COD_SEQUENCIAL,DATA_HORA,inp01_input_1_nivel_86472600,inp02_input_2_nivel_D-1h_86472600,inp03_input_3_chuva_med_acum_36h,inp04_input_4a_nivel_86298000,inp05_input_4b_nivel_D-10H_86298000,inp06_input_7a_nivel_86472000,inp07_input_7b_nivel_D-2h_86472000,inp08_input_7c_nivel_A-14h_86472000,inp09_input_8a_nivel_86125130,inp10_input_8b_nivel_D-11h_86125130,inp11_input_14_nivel_D-8h_86472600,inp12_input_15_nivel_D-12h_86472600,saida_8h_conv_nivel_8h_86472600,NIVEL_ATUAL_CM,OBSERVADO_CM_AUDITORIA,RNA_CM,ALT_OBSERVADA_CM,ALT_RNA_CM,ERRO_RNA_CM,ERRO_ABS_CM,E2_RNA,PERS_BASE_NIVEL_ATUAL_CM,E2_PERS,SERIE_AUDITORIA,CONJUNTO_AUDITORIA
3,2,Validacao,2023,7,12,5,0,202307120500,2023-07-12 05:00,406,-2,8.714743589743588,160,-2,492,-3,2,110,1,-15,-25,425,406,425,381.7481108079505,19,-24.25188919204948,-43.25188919204948,43.25188919204948,1870.725918681326,406,361,2,Validacao
3,2,Validacao,2023,7,12,6,0,202307120600,2023-07-12 06:00,405,-1,15.76858974358974,161,0,492,-2,1,111,2,-14,-23,436,405,436,386.9565886630334,31,-18.04341133696664,-49.04341133696664,49.04341133696664,2405.256195566908,405,961,2,Validacao
3,2,Validacao,2023,7,12,7,0,202307120700,2023-07-12 07:00,405,0,17.38141025641026,163,3,491,-1,3,112,3,-12,-21,449,405,449,389.4304329202957,44,-15.56956707970426,-59.56956707970426,59.56956707970426,3548.533322063385,405,1936,2,Validacao
3,2,Validacao,2023,7,12,8,0,202307120800,2023-07-12 08:00,405,0,20.40064102564103,171,11,491,-1,1,113,4,-10,-18,464,405,464,388.2365216025731,59,-16.76347839742687,-75.76347839742687,75.76347839742687,5740.104658877367,405,3481,2,Validacao
3,2,Validacao,2023,7,12,9,0,202307120900,2023-07-12 09:00,405,0,26.71794871794872,174,14,492,1,4,116,7,-8,-16,484,405,484,390.3101868657785,79,-14.68981313422148,-93.68981313422148,93.68981313422148,8777.78108512534,405,6241,2,Validacao
3,2,Validacao,2023,7,12,13,0,202307121300,2023-07-12 13:00,425,8,56.69294871794872,217,59,513,16,12,129,20,19,12,652,425,652,426.3905181959287,227,1.390518195928735,-225.6094818040713,225.6094818040713,50899.63827990156,425,51529,2,Validacao
3,2,Validacao,2023,7,12,14,0,202307121400,2023-07-12 14:00,436,11,58.95128205128206,239,81,528,25,17,135,26,31,25,752,436,752,447.5870860442573,316,11.58708604425726,-304.4129139557427,304.4129139557427,92667.22218302643,436,99856,2,Validacao
3,2,Validacao,2023,7,12,15,0,202307121500,2023-07-12 15:00,449,13,65.44294871794872,262,102,550,37,25,144,35,44,40,862.6144999999999,449,862.6144999999999,486.2160724742632,413.6144999999999,37.21607247426323,-376.3984275257367,376.3984275257367,141675.7762438472,449,171076.9546102499,2,Validacao
3,2,Validacao,2023,7,12,17,0,202307121700,2023-07-12 17:00,484,20,72.0096153846154,324,161,621,71,41,179,68,79,78,1057,484,1057,690.0547716564462,573,206.0547716564462,-366.9452283435538,366.9452283435538,134648.8006041028,484,328329,2,Validacao
3,2,Validacao,2023,7,12,18,0,202307121800,2023-07-12 18:00,519,35,83.1596153846154,367,196,663,80,43,184,72,113,114,1106,519,1106,875.8140527448903,587,356.8140527448903,-230.1859472551097,230.1859472551097,52985.57031373214,519,344569,2,Validacao
3,2,Validacao,2023,7,12,20,0,202307122000,2023-07-12 20:00,600,50,93.64294871794874,455,279,809,146,86,200,84,183,195,1179,600,1179,1187.490073402874,579,587.490073402874,8.490073402874032,8.490073402874032,72.08134638618904,600,335241,2,Validacao
3,2,Validacao,2023,7,12,21,0,202307122100,2023-07-12 21:00,652,52,93.6596153846154,502,318,923,200,115,206,88,227,247,1206,652,1206,1277.717922484175,554,625.7179224841755,71.71792248417546,71.71792248417546,5143.4604054462,652,306916,2,Validacao
3,2,Validacao,2023,7,12,22,0,202307122200,2023-07-12 22:00,752,100,93.67628205128207,536,340,1115,306,192,209,89,316,346,1226,752,1226,1273.41403125693,474,521.4140312569305,47.41403125693046,47.41403125693046,2248.090360033179,752,224676,2,Validacao
3,2,Validacao,2023,7,12,23,0,202307122300,2023-07-12 23:00,862.6144999999999,110.6144999999999,93.94294871794874,561,344,1216,293,100,213,90,413.6144999999999,450.6144999999999,1240,862.6144999999999,1240,1270.371416975698,377.3855000000001,407.756916975698,30.37141697569791,30.37141697569791,922.4229691117113,862.6144999999999,142419.8156102501,2,Validacao
3,2,Validacao,2023,7,13,0,0,202307130000,2023-07-13 00:00,982,119.3855000000001,94.09935897435898,581,342,1279,164,62,214,85,518,565,1247,982,1247,1342.387361095156,265,360.3873610951557,95.38736109515571,95.38736109515571,9098.748656697626,982,70225,2,Validacao
3,2,Validacao,2023,7,13,1,0,202307130100,2023-07-13 01:00,1057,75,94.14935897435898,600,338,1325,109,42,214,79,573,632,1250,1057,1250,1422.271968034771,193,365.2719680347711,172.2719680347711,172.2719680347711,29677.63097057321,1057,37249,2,Validacao
3,2,Validacao,2023,7,13,3,0,202307130300,2023-07-13 03:00,1145,39,94.07628205128205,628,304,1408,83,29,215,51,595,696,1245,1145,1245,1509.16037034761,100,364.1603703476098,264.1603703476098,264.1603703476098,69780.70126218638,1145,10000,2,Validacao
3,2,Validacao,2023,7,13,4,0,202307130400,2023-07-13 04:00,1179,34,93.83141025641025,631,264,1434,65,11,218,39,579,715,1239,1179,1239,1491.348186223143,60,312.3481862231433,252.3481862231433,252.3481862231433,63679.60709011023,1179,3600,2,Validacao
3,2,Validacao,2023,7,13,5,0,202307130500,2023-07-13 05:00,1206,27,91.36833333333335,633,229,1452,44,-4,218,34,554,722,1230,1206,1230,1455.495500823766,24,249.4955008237664,225.4955008237664,225.4955008237664,50848.22089176124,1206,576,2,Validacao
3,2,Validacao,2023,7,13,6,0,202307130600,2023-07-13 06:00,1226,20,90.75166666666667,630,175,1460,26,-25,219,29,474,707,1223,1226,1223,1399.051914886224,-3,173.0519148862245,176.0519148862245,176.0519148862245,30994.27673510643,1226,9,2,Validacao
3,2,Validacao,2023,7,13,8,0,202307130800,2023-07-13 08:00,1247,7,90.69409090909092,616,80,1457,-3,-44,223,17,265,647,1198,1247,1198,1254.73810840846,-49,7.738108408459766,56.73810840845977,56.73810840845977,3219.212945770133,1247,2401,2,Validacao
3,2,Validacao,2023,7,13,10,0,202307131000,2023-07-13 10:00,1249,-1,91.08744755244756,594,13,1450,-7,-85,228,15,143,497,1163,1249,1163,1109.511233478215,-86,-139.4887665217846,-53.48876652178456,53.48876652178456,2861.04814402198,1249,7396,2,Validacao
3,2,Validacao,2023,7,13,11,0,202307131100,2023-07-13 11:00,1245,-4,91.32462703962703,581,-19,1446,-3,-118,228,14,100,382.3855000000001,1140,1245,1140,1052.331326838411,-105,-192.6686731615894,-87.66867316158937,87.66867316158937,7685.79625391358,1245,11025,2,Validacao
3,2,Validacao,2023,7,13,12,0,202307131200,2023-07-13 12:00,1239,-6,91.598986013986,562,-53,1432,-18,-206,226,12,60,257,1117,1239,1117,1036.947791275933,-122,-202.0522087240668,-80.05220872406676,80.05220872406676,6408.356121601551,1239,14884,2,Validacao
3,2,Validacao,2023,7,13,13,0,202307131300,2023-07-13 13:00,1230,-9,91.76052447552446,549,-79,1427,-19,-106,226,10,24,173,1093,1230,1093,1093.658209456588,-137,-136.3417905434119,0.6582094565881107,0.6582094565881107,0.433239688742016,1230,18769,2,Validacao
3,2,Validacao,2023,7,13,14,0,202307131400,2023-07-13 14:00,1223,-7,91.97590909090908,535,-96,1409,-23,-81,225,10,-3,117,1068,1223,1068,1140.696588892622,-155,-82.303411107378,72.696588892622,72.696588892622,5284.794036622893,1223,24025,2,Validacao
3,2,Validacao,2023,7,13,15,0,202307131500,2023-07-13 15:00,1211,-12,92.09770396270396,524,-109,1388,-39,-67,223,5,-29,66,1047.6176,1211,1047.6176,1123.249152137663,-163.3824,-87.7508478623372,75.63155213766277,75.63155213766277,5720.131678752001,1211,26693.80862975999,2,Validacao
3,2,Validacao,2023,7,13,16,0,202307131600,2023-07-13 16:00,1198,-13,91.85988344988345,511,-119,1366,-43,-66,221,3,-49,19,1031,1198,1031,1062.429167915432,-167,-135.5708320845679,31.42916791543212,31.42916791543212,987.7925958564276,1198,27889,2,Validacao
3,2,Validacao,2023,7,13,17,0,202307131700,2023-07-13 17:00,1180,-18,88.698344988345,500,-129,1341,-47,-64,217,-2,-70,-26,1020,1180,1020,969.1277673064029,-160,-210.8722326935971,-50.87223269359708,50.87223269359708,2587.984059231488,1180,25600,2,Validacao
3,2,Validacao,2023,7,17,0,0,202307170000,2023-07-17 00:00,515,-3,0.1276923076923077,190,-12,603,-16,10,123,-5,84,12,469,515,469,457.8593988831331,-46,-57.14060111686695,-11.14060111686695,11.14060111686695,124.1129932451371,515,2116,2,Validacao
3,2,Validacao,2023,7,17,1,0,202307170100,2023-07-17 01:00,510,-5,0.1123076923076923,189,-12,596,-16,33,123,-5,83,31,464,510,464,447.762240932891,-46,-62.23775906710898,-16.23775906710898,16.23775906710898,263.66481952148,510,2116,2,Validacao
4,1,Treino,2023,9,3,13,0,202309031300,2023-09-03 13:00,306,12,69.86923076923078,101,27,410,29,11,93,4,35,30,434,306,434,373.5369297472523,128,67.53692974725232,-60.46307025274768,60.46307025274768,3655.782864388702,306,16384,1,Treino
4,1,Treino,2023,9,3,14,0,202309031400,2023-09-03 14:00,320,14,65.06153846153846,106,32,425,31,13,94,5,54,38,441,320,441,372.4624295011284,121,52.46242950112844,-68.53757049887156,68.53757049887156,4697.39856988779,320,14641,1,Treino
4,1,Treino,2023,9,3,16,0,202309031600,2023-09-03 16:00,357,19,59.23076923076923,114,38,487,62,38,109,20,91,78,446,357,446,400.0298194996185,89,43.0298194996185,-45.9701805003815,45.9701805003815,2113.257495237656,357,7921,1,Treino
4,1,Treino,2023,9,3,17,0,202309031700,2023-09-03 17:00,383,26,58.0076923076923,123,44,496,32,17,114,25,116,112,447,383,447,450.8237758420502,64,67.82377584205017,3.823775842050168,3.823775842050168,14.62126169024647,383,4096,1,Treino
4,1,Treino,2023,9,3,18,0,202309031800,2023-09-03 18:00,410,27,57.67692307692307,130,47,499,12,4,118,29,138,144,450,410,450,515.5202721641853,40,105.5202721641853,65.52027216418526,65.52027216418526,4292.90606446891,410,1600,1,Treino
4,1,Treino,2023,9,3,19,0,202309031900,2023-09-03 19:00,426,16,57.69230769230769,132,44,497,1,-2,120,31,145,162,458,426,458,522.2943478504385,32,96.2943478504385,64.2943478504385,64.2943478504385,4133.763165513185,426,1024,1,Treino
4,1,Treino,2023,9,3,20,0,202309032000,2023-09-03 20:00,432,6,57.80769230769231,133,42,507,8,5,121,32,138,166,476,432,476,496.6606784603301,44,64.66067846033013,20.66067846033013,20.66067846033013,426.8636344411495,432,1936,1,Treino
4,1,Treino,2023,9,3,21,0,202309032100,2023-09-03 21:00,434,2,58.46923076923077,138,46,507,10,-4,123,34,128,167,501,434,501,488.2723764124394,67,54.27237641243937,-12.72762358756063,12.72762358756063,161.9924021866297,434,4489,1,Treino
4,1,Treino,2023,9,3,22,0,202309032200,2023-09-03 22:00,441,7,62.48461538461538,153,59,509,2,-9,125,35,121,169,540,441,540,531.1804947732253,99,90.18049477322529,-8.819505226774709,8.819505226774709,77.7836724451064,441,9801,1,Treino
4,1,Treino,2023,9,3,23,0,202309032300,2023-09-03 23:00,450,9,69.33846153846154,173,72,511,4,-13,130,39,112,169,574,450,574,577.8502215740939,124,127.8502215740939,3.850221574093894,3.850221574093894,14.82420616961806,450,15376,1,Treino
4,1,Treino,2023,9,4,0,0,202309040000,2023-09-04 00:00,446,-4,73.1923076923077,183,77,515,6,-6,137,44,89,152,605,446,605,485.4540436662139,159,39.45404366621392,-119.5459563337861,119.5459563337861,14291.23567575949,446,25281,1,Treino
4,1,Treino,2023,9,4,2,0,202309040200,2023-09-04 02:00,450,3,82.62307692307692,193,79,540,25,4,164,66,40,130,678,450,678,594.1548514566275,228,144.1548514566275,-83.84514854337249,83.84514854337249,7030.008934260198,450,51984,1,Treino
4,1,Treino,2023,9,4,3,0,202309040300,2023-09-04 03:00,458,8,92.6923076923077,206,83,562,39,6,190,81,32,120,756,458,756,710.7098004121184,298,252.7098004121184,-45.2901995878816,45.2901995878816,2051.202178710151,458,88804,1,Treino
4,1,Treino,2023,9,4,4,0,202309040400,2023-09-04 04:00,476,18,99.16730769230769,222,92,592,52,15,221,107,44,119,919,476,919,891.8016469905081,443,415.8016469905081,-27.19835300949194,27.19835300949194,739.7504064289392,476,196249,1,Treino
4,1,Treino,2023,9,4,5,0,202309040500,2023-09-04 05:00,501,25,107.2621794871795,264,132,626,64,-5,246,128,67,118,1133,501,1133,1064.461219782769,632,563.4612197827691,-68.53878021723085,68.53878021723085,4697.564393665875,501,399424,1,Treino
4,1,Treino,2023,9,4,6,0,202309040600,2023-09-04 06:00,540,39,115.8871794871795,423,290,660,68,11,279,159,99,130,1326,540,1326,1358.294898646678,786,818.2948986466777,32.29489864667767,32.29489864667767,1042.960478599183,540,617796,1,Treino
4,1,Treino,2023,9,4,7,0,202309040700,2023-09-04 07:00,574,34,128.0955128205128,594,456,691,65,22,304,183,124,148,1547,574,1547,1542.439223193037,973,968.4392231930369,-4.560776806963077,4.560776806963077,20.80068508293231,574,946729,1,Treino
4,1,Treino,2023,9,4,8,0,202309040800,2023-09-04 08:00,605,31,136.2538461538462,710,557,732,72,38,313,190,159,173,1748,605,1748,1702.278196561741,1143,1097.278196561741,-45.72180343825903,45.72180343825903,2090.483309646795,605,1306449,1,Treino
4,1,Treino,2023,9,4,9,0,202309040900,2023-09-04 09:00,636,31,142.6705128205128,839,666,804,113,74,323,198,189,202,1905,636,1905,1884.402383931939,1269,1248.402383931939,-20.59761606806137,20.59761606806137,424.2617876872599,636,1610361,1,Treino
4,1,Treino,2023,9,4,10,0,202309041000,2023-09-04 10:00,678,42,147.6455128205128,971,788,941,209,127,332,202,228,237,2033,678,2033,2037.779162380699,1355,1359.779162380699,4.77916238069929,4.77916238069929,22.84039306109131,678,1836025,1,Treino
4,1,Treino,2023,9,4,11,0,202309041100,2023-09-04 11:00,756,78,155.7091491841492,1061,875,1224,420,283,349,212,298,306,2135,756,2135,2114.102682189861,1379,1358.102682189861,-20.89731781013916,20.89731781013916,436.6978916579592,756,1901641,1,Treino
4,1,Treino,2023,9,4,12,0,202309041200,2023-09-04 12:00,919,163,161.9091491841492,1144,951,1462,521,236,368,222,443,473,2207,919,2207,2176.268574219193,1288,1257.268574219193,-30.73142578080706,30.73142578080706,944.4205305212527,919,1658944,1,Treino
4,1,Treino,2023,9,4,13,0,202309041300,2023-09-04 13:00,1133,214,169.9000582750583,1236,1030,1708,484,244,388,224,632,686,2277,1133,2277,2267.364862133474,1144,1134.364862133474,-9.635137866526293,9.635137866526293,92.83588170696883,1133,1308736,1,Treino
4,1,Treino,2023,9,4,20,0,202309042000,2023-09-04 20:00,2207,72,168.7014502164502,1534,563,2704,146,25,445,122,1288,1602,2282,2207,2282,2245.220409823127,75,38.22040982312683,-36.77959017687317,36.77959017687317,1352.738253578745,2207,5625,1,Treino
4,1,Treino,2023,9,4,21,0,202309042100,2023-09-04 21:00,2277,70,164.9822194472194,1499,438,2736,91,1,435,103,1144,1641,2246.4477,2277,2246.4477,2216.305759495678,-30.55229999999983,-60.6942405043219,-30.14194050432206,30.14194050432206,908.5365773660911,2277,933.4430352899898,1,Treino
4,1,Treino,2023,9,4,22,0,202309042200,2023-09-04 22:00,2321,44,164.0860656010656,1460,316,2761,57,-16,440,91,995,1643,2209,2321,2209,2216.274217508367,-112,-104.7257824916333,7.274217508366746,7.274217508366746,52.91424035902931,2321,12544,1,Treino
4,1,Treino,2023,9,4,23,0,202309042300,2023-09-04 23:00,2357,36,160.2072194472194,1415,179,2754,18,-79,435,67,810,1601,2167,2357,2167,2182.175523930683,-190,-174.8244760693174,15.17552393068263,15.17552393068263,230.2965265707212,2357,36100,1,Treino
4,1,Treino,2023,9,5,0,0,202309050000,2023-09-05 00:00,2365,8,155.845680985681,1376,17,2735,-26,-156,433,45,617,1446,2124,2365,2124,2152.406940614852,-241,-212.5930593851481,28.40694061485192,28.40694061485192,806.9542750957236,2365,58081,1,Treino
4,1,Treino,2023,9,5,1,0,202309050100,2023-09-05 01:00,2357,-8,153.8390875790876,1334,-134,2696,-58,-322,425,12,452,1224,2081,2357,2081,2069.039824253086,-276,-287.960175746914,-11.96017574691405,11.96017574691405,143.045803897071,2357,76176,1,Treino
4,1,Treino,2023,9,5,2,0,202309050200,2023-09-05 02:00,2341,-16,152.0640875790876,1283,-261,2642,-93,-292,421,-5,308,1015,2044,2341,2044,2001.577749501557,-297,-339.4222504984425,-42.42225049844251,42.42225049844251,1799.647337352606,2341,88209,1,Treino
4,1,Treino,2023,9,5,3,0,202309050300,2023-09-05 03:00,2312,-29,150.7140875790876,1227,-343,2586,-110,-302,413,-23,177,765,1999,2312,1999,1934.174769973105,-313,-377.8252300268946,-64.82523002689459,64.82523002689459,4202.310448039796,2312,97969,1,Treino
4,1,Treino,2023,9,5,4,0,202309050400,2023-09-05 04:00,2282,-30,150.6275491175491,1190,-391,2531,-111,-338,406,-26,75,534,1948,2282,1948,1957.199425662168,-334,-324.8005743378317,9.199425662168323,9.199425662168323,84.6294325137611,2282,111556,1,Treino
4,1,Treino,2023,9,5,5,0,202309050500,2023-09-05 05:00,2246.4477,-35.55229999999983,150.7217798867799,1132,-436,2489,-97,-237,405,-29,-30.55229999999983,341.4477000000002,1891,2246.4477,1891,1863.415217806427,-355.4477000000002,-383.0324821935731,-27.58478219357289,27.58478219357289,760.9202086668561,2246.4477,126343.0674352901,1,Treino
4,1,Treino,2023,9,5,6,0,202309050600,2023-09-05 06:00,2209,-37.44770000000017,150.7160106560107,1088,-446,2428,-103,-208,404,-32,-112,176,1829,2209,1829,1865.796121729242,-380,-343.2038782707577,36.79612172924226,36.79612172924226,1353.954574313214,2209,144400,1,Treino
4,1,Treino,2023,9,5,13,0,202309051300,2023-09-05 13:00,1891,-57,131.0256260406261,803,-424,2008,-132,-65,359,-62,-355.4477000000002,-466,1441,1891,1441,1308.731141643966,-450,-582.2688583560343,-132.2688583560343,132.2688583560343,17495.05089080868,1891,202500,1,Treino
4,1,Treino,2023,9,5,14,0,202309051400,2023-09-05 14:00,1829,-62,125.7948568098568,767,-423,1949,-131,-40,351,-62,-380,-512,1227,1829,1227,1260.16423196017,-602,-568.8357680398296,33.16423196017035,33.16423196017035,1099.866281507985,1829,362404,1,Treino
4,1,Treino,2023,9,5,15,0,202309051500,2023-09-05 15:00,1765,-64,114.0871645021645,739,-393,1895,-113,-15,344,-62,-402,-547,1192,1765,1192,1237.109245021492,-573,-527.8907549785081,45.10924502149192,45.10924502149192,2034.843986408993,1765,328329,1,Treino
4,1,Treino,2023,9,5,16,0,202309051600,2023-09-05 16:00,1707,-58,107.6371645021645,709,-379,1858,-91,17,333,-72,-417,-575,1167,1707,1167,1181.784274814273,-540,-525.215725185727,14.78427481427298,14.78427481427298,218.5747817839462,1707,291600,1,Treino
4,1,Treino,2023,9,5,17,0,202309051700,2023-09-05 17:00,1652,-55,97.90383116883119,680,-365,1774,-121,-28,320,-84,-429,-594.4477000000002,1145,1652,1145,1146.827588407311,-507,-505.1724115926886,1.827588407311396,1.827588407311396,3.340079386539004,1652,257049,1,Treino
4,1,Treino,2023,9,5,18,0,202309051800,2023-09-05 18:00,1592,-60,89.27883116883119,651,-351,1727,-131,8,311,-86,-452,-617,1116,1592,1116,1077.104459207227,-476,-514.8955407927726,-38.89554079277264,38.89554079277264,1512.86309356224,1592,226576,1,Treino
4,1,Treino,2023,9,5,19,0,202309051900,2023-09-05 19:00,1538,-54,77.07049783549786,627,-328,1659,-115,-26,300,-90,-461,-629,1078,1538,1078,1074.800268270111,-460,-463.1997317298892,-3.199731729889209,3.199731729889209,10.23828314325979,1538,211600,1,Treino
4,1,Treino,2023,9,5,20,0,202309052000,2023-09-05 20:00,1481,-57,68.91216450216452,604,-310,1619,-108,21,289,-99,-467,-643,1036,1481,1036,1006.102161766855,-445,-474.8978382331445,-29.89783823314451,29.89783823314451,893.8807310152778,1481,198025,1,Treino
4,1,Treino,2023,9,5,21,0,202309052100,2023-09-05 21:00,1441,-40,62.49549783549784,584,-294,1579,-80,1,281,-100,-450,-640,1005,1441,1005,1032.468651335715,-436,-408.5313486642849,27.46865133571509,27.46865133571509,754.5268062030826,1441,190096,1,Treino
4,1,Treino,2023,9,5,22,0,202309052200,2023-09-05 22:00,1227,-214,57.52049783549783,561,-277,1515,-104,8,269,-105,-602,-817,985,1227,985,981.990457069038,-242,-245.009542930962,-3.00954293096197,3.00954293096197,9.057348653303167,1227,58564,1,Treino
4,1,Treino,2023,9,5,23,0,202309052300,2023-09-05 23:00,1192,-35,49.45686147186147,543,-260,1442,-137,-8,264,-106,-573,-807,969,1192,969,964.4694104644193,-223,-227.5305895355807,-4.530589535580702,4.530589535580702,20.52624153991336,1192,49729,1,Treino
4,1,Treino,2023,9,6,0,0,202309060000,2023-09-06 00:00,1167,-25,43.25686147186146,525,-242,1397,-118,2,254,-105,-540,-781,960,1167,960,964.9882999978001,-207,-202.0117000021999,4.988299997800141,4.988299997800141,24.88313686805288,1167,42849,1,Treino
4,1,Treino,2023,9,6,1,0,202309060100,2023-09-06 01:00,1145,-22,35.26595238095237,509,-230,1377,-65,43,247,-104,-507,-746,944,1145,944,909.7847488153182,-201,-235.2152511846818,-34.21525118468185,34.21525118468185,1170.683413630873,1145,40401,1,Treino
4,1,Treino,2023,9,6,2,0,202309060200,2023-09-06 02:00,1116,-29,33.05595238095238,493,-216,1363,-34,46,241,-103,-476,-713,921,1116,921,904.5926224897719,-195,-211.4073775102281,-16.40737751022812,16.40737751022812,269.2020367631393,1116,38025,1,Treino
4,1,Treino,2023,9,6,3,0,202309060300,2023-09-06 03:00,1078,-38,28.8781746031746,479,-201,1334,-43,43,236,-97,-460,-687,894,1078,894,865.9103562480075,-184,-212.0896437519925,-28.08964375199253,28.08964375199253,789.0280861138527,1078,33856,1,Treino
4,1,Treino,2023,9,6,4,0,202309060400,2023-09-06 04:00,1036,-42,26.50039682539682,466,-185,1291,-72,16,230,-90,-445,-671,870,1036,870,835.696680551034,-166,-200.303319448966,-34.30331944896602,34.30331944896602,1176.717725217811,1036,27556,1,Treino
4,1,Treino,2023,9,6,5,0,202309060500,2023-09-06 05:00,1005,-31,18.38928571428571,453,-174,1239,-95,2,228,-83,-436,-647,852,1005,852,885.326373890297,-153,-119.673626109703,33.32637389029696,33.32637389029696,1110.647196675867,1005,23409,1,Treino
4,1,Treino,2023,9,6,6,0,202309060600,2023-09-06 06:00,985,-20,7.439285714285716,442,-162,1193,-98,-9,226,-74,-242,-607,822,985,822,850.0140875718296,-163,-134.9859124281704,28.01408757182958,28.01408757182958,784.7891024821364,985,26569,1,Treino
4,1,Treino,2023,9,6,7,0,202309060700,2023-09-06 07:00,969,-16,7.410714285714287,431,-153,1170,-69,61,223,-66,-223,-569,786,969,786,775.2513598753262,-183,-193.7486401246738,-10.74864012467378,10.74864012467378,115.5332645297473,969,33489,1,Treino
4,1,Treino,2023,9,6,8,0,202309060800,2023-09-06 08:00,960,-9,7.410714285714287,422,-139,1155,-38,32,219,-62,-207,-521,765,960,765,773.707886110853,-195,-186.292113889147,8.707886110852996,8.707886110852996,75.82728051958652,960,38025,1,Treino
4,1,Treino,2023,9,6,9,0,202309060900,2023-09-06 09:00,944,-16,7.260714285714287,411,-132,1151,-19,64,217,-52,-201,-497,751,944,751,762.5821927792281,-193,-181.4178072207719,11.58219277922808,11.58219277922808,134.1471895752031,944,37249,1,Treino
4,1,Treino,2023,9,6,10,0,202309061000,2023-09-06 10:00,921,-23,2.710714285714285,402,-123,1134,-21,23,214,-50,-195,-306,746.88643325,921,746.88643325,753.6266945101513,-174.11356675,-167.3733054898487,6.740261260151328,6.740261260151328,45.43112185509677,921,30315.53412640671,1,Treino
4,1,Treino,2023,9,6,11,0,202309061100,2023-09-06 11:00,894,-27,0.7357142857142859,394,-115,1108,-43,14,214,-40,-184,-298,743.47807689,894,743.47807689,718.2521943817842,-150.52192311,-175.7478056182158,-25.22588250821582,25.22588250821582,636.3451483183088,894,22656.84933673275,1,Treino
4,1,Treino,2023,9,6,12,0,202309061200,2023-09-06 12:00,870,-24,0.6357142857142859,387,-106,1075,-59,31,211,-36,-166,-297,740.59238581,870,740.59238581,724.3645600246306,-129.40761419,-145.6354399753694,-16.22782578536942,16.22782578536942,263.3423297203006,870,16746.33061034789,1,Treino
4,1,Treino,2023,9,6,13,0,202309061300,2023-09-06 13:00,852,-18,0.55,378,-101,1036,-72,34,209,-32,-153,-293,737,852,737,727.506662477388,-115,-124.493337522612,-9.493337522612023,9.493337522612023,90.12345731823339,852,13225,1,Treino
4,1,Treino,2023,9,6,14,0,202309061400,2023-09-06 14:00,822,-30,0.4250000000000001,371,-95,1019,-56,28,208,-28,-163,-294,730,822,730,680.2429387146584,-92,-141.7570612853416,-49.75706128534159,49.75706128534159,2475.765147753239,822,8464,1,Treino
4,1,Treino,2023,9,6,15,0,202309061500,2023-09-06 15:00,786,-36,0.3750000000000001,362,-91,991,-45,-8,206,-24,-183,-292,723,786,723,636.6414869969259,-63,-149.3585130030741,-86.35851300307411,86.35851300307411,7457.79276810212,786,3969,1,Treino
4,1,Treino,2023,9,6,16,0,202309061600,2023-09-06 16:00,765,-21,0.3,358,-84,932,-87,-45,204,-24,-195,-271,712,765,712,662.7290723641478,-53,-102.2709276358522,-49.27092763585222,49.27092763585222,2427.624310097386,765,2809,1,Treino
4,1,Treino,2023,9,6,17,0,202309061700,2023-09-06 17:00,751,-14,0.175,353,-78,907,-84,4,202,-24,-193,-254,703,751,703,709.6320556605642,-48,-41.36794433943578,6.63205566056422,6.63205566056422,43.98416228482191,751,2304,1,Treino
4,1,Treino,2023,9,6,18,0,202309061800,2023-09-06 18:00,746.88643325,-4.113566750000018,0.15,346,-76,897,-35,33,201,-22,-174.11356675,-238.11356675,696,746.88643325,696,714.276416624474,-50.88643324999998,-32.61001662552599,18.276416624474,18.276416624474,334.0274046313494,746.88643325,2589.429088906704,1,Treino
4,1,Treino,2023,9,6,19,0,202309061900,2023-09-06 19:00,743.47807689,-3.408356359999971,0.1,342,-69,894,-13,49,199,-20,-150.52192311,-225.52192311,686,743.47807689,686,696.2292012176872,-57.47807689000001,-47.24887567231281,10.2292012176872,10.2292012176872,104.6365575519334,743.47807689,3303.729322972753,1,Treino
4,1,Treino,2023,9,6,20,0,202309062000,2023-09-06 20:00,740.59238581,-2.885691080000015,0.07500000000000001,336,-66,895,-2,47,198,-19,-129.40761419,-219.40761419,678,740.59238581,678,683.1046491778293,-62.59238581,-57.48773663217071,5.104649177829288,5.104649177829288,26.05744322871322,740.59238581,3917.806761387889,1,Treino
4,1,Treino,2023,9,6,21,0,202309062100,2023-09-06 21:00,737,-3.592385809999996,0.07500000000000001,331,-63,890,-4,18,196,-18,-115,-207,669,737,669,676.3480155907635,-68,-60.65198440923655,7.348015590763453,7.348015590763453,53.99333312210277,737,4624,1,Treino
4,1,Treino,2023,9,6,22,0,202309062200,2023-09-06 22:00,730,-7,0.05,327,-60,883,-12,8,194,-20,-92,-191,657,730,657,661.5940720385103,-73,-68.40592796148974,4.594072038510262,4.594072038510262,21.10549789502184,730,5329,1,Treino
