EVENTO,SERIE,CONJUNTO,ANO,MES,DIA,HORA,MINUTO,COD_SEQUENCIAL,DATA_HORA,inp01_input_1_nivel_86472600,inp02_input_2_nivel_D-1h_86472600,inp03_input_3_chuva_med_acum_36h,inp04_input_4a_nivel_86298000,inp05_input_4b_nivel_D-10H_86298000,inp06_input_7a_nivel_86472000,inp07_input_7b_nivel_D-2h_86472000,inp08_input_7c_nivel_A-14h_86472000,inp09_input_8a_nivel_86125130,inp10_input_8b_nivel_D-11h_86125130,inp11_input_14_nivel_D-8h_86472600,inp12_input_15_nivel_D-12h_86472600,saida_8h_conv_nivel_8h_86472600,NIVEL_ATUAL_CM,OBSERVADO_CM_AUDITORIA,RNA_CM,ALT_OBSERVADA_CM,ALT_RNA_CM,ERRO_RNA_CM,ERRO_ABS_CM,E2_RNA,PERS_BASE_NIVEL_ATUAL_CM,E2_PERS,SERIE_AUDITORIA,CONJUNTO_AUDITORIA
4,1,Treino,2023,9,11,9,0,202309110900,2023-09-11 09:00,533,-4,1.3125,208,-14,624,-9,-7,167,-5,-46,-90,507,533,507,519.270482592162,-26,-13.72951740783799,12.27048259216201,12.27048259216201,150.564743044551,533,676,1,Treino
4,1,Treino,2023,9,11,10,0,202309111000,2023-09-11 10:00,529,-4,0.0875,206,-14,620,-9,3,167,-4,-39,-90,504,529,504,519.0362902359707,-25,-9.963709764029318,15.03629023597068,15.03629023597068,226.0900240603473,529,625,1,Treino
4,1,Treino,2023,9,11,11,0,202309111100,2023-09-11 11:00,526,-3,0.0875,205,-14,617,-7,15,167,-4,-34,-81,501,526,501,521.2420198628895,-25,-4.757980137110508,20.24201986288949,20.24201986288949,409.7393681296127,526,625,1,Treino
4,1,Treino,2023,9,11,12,0,202309111200,2023-09-11 12:00,522,-4,0.05,203,-16,616,-4,21,166,-4,-32,-71,498,522,498,514.5874077126972,-24,-7.4125922873028,16.5874077126972,16.5874077126972,275.1420946272465,522,576,1,Treino
4,1,Treino,2023,9,11,13,0,202309111300,2023-09-11 13:00,519,-3,0.05,202,-15,610,-7,12,165,-5,-30,-60,495,519,495,508.3979511858033,-24,-10.60204881419668,13.39795118580332,13.39795118580332,179.5050959771687,519,576,1,Treino
4,1,Treino,2023,9,11,14,0,202309111400,2023-09-11 14:00,517,-2,0.05,201,-14,608,-8,9,165,-4,-27,-51,492,517,492,503.4892680974095,-25,-13.51073190259046,11.48926809740954,11.48926809740954,132.0032814141525,517,625,1,Treino
4,1,Treino,2023,9,11,15,0,202309111500,2023-09-11 15:00,513,-4,0.07500000000000001,200,-14,604,-6,5,164,-5,-27,-47,489,513,489,494.8151849044514,-24,-18.18481509554863,5.815184904451371,5.815184904451371,33.8163754729591,513,576,1,Treino
4,1,Treino,2023,9,11,16,0,202309111600,2023-09-11 16:00,509,-4,0.05,198,-14,601,-7,2,164,-4,-28,-45,486,509,486,487.9357913176564,-23,-21.06420868234363,1.935791317656367,1.935791317656367,3.747288025513773,509,529,1,Treino
4,1,Treino,2023,9,11,17,0,202309111700,2023-09-11 17:00,507,-2,0.05,197,-14,598,-6,4,163,-5,-26,-42,483,507,483,492.1939039625488,-24,-14.8060960374512,9.193903962548802,9.193903962548802,84.52787007257056,507,576,1,Treino
4,1,Treino,2023,9,11,18,0,202309111800,2023-09-11 18:00,504,-3,0.05,196,-13,594,-7,1,163,-5,-25,-40,481,504,481,485.8857538960984,-23,-18.11424610390156,4.885753896098436,4.885753896098436,23.87059113324104,504,529,1,Treino
4,1,Treino,2023,9,11,19,0,202309111900,2023-09-11 19:00,501,-3,0.05,195,-13,591,-7,1,162,-5,-25,-39,478,501,478,482.6443039713143,-23,-18.35569602868566,4.644303971314343,4.644303971314343,21.56955937796618,501,529,1,Treino
5,1,Treino,2023,11,15,23,0,202311152300,2023-11-15 23:00,593,-11,11.33269230769231,250,-7,684,-21,-9,198,27,26,-18,601,593,601,551.1179600087064,8,-41.8820399912936,-49.8820399912936,49.8820399912936,2488.217913693014,593,64,1,Treino
5,1,Treino,2023,11,16,1,0,202311160100,2023-11-16 01:00,577,-7,15.03333333333333,255,3,677,-7,36,199,29,0,-9,648,577,648,554.0658561954211,71,-22.93414380457887,-93.93414380457887,93.93414380457887,8823.623372299302,577,5041,1,Treino
5,1,Treino,2023,11,16,2,0,202311160200,2023-11-16 02:00,573,-4,15.63269230769231,262,11,679,0,33,204,31,-7,5,657,573,657,566.9445019327009,84,-6.055498067299141,-90.05549806729914,90.05549806729914,8109.99273214932,573,7056,1,Treino
5,1,Treino,2023,11,16,3,0,202311160300,2023-11-16 03:00,572,-1,15.80064102564103,276,21,681,4,-6,208,30,-17,5,659,572,659,583.7676843846878,87,11.76768438468775,-75.23231561531225,75.23231561531225,5659.901312841955,572,7569,1,Treino
5,1,Treino,2023,11,16,4,0,202311160400,2023-11-16 04:00,573,1,17.13397435897436,277,25,694,15,0,211,25,-37,0,662,573,662,595.2699951024086,89,22.26999510240864,-66.73000489759136,66.73000489759136,4452.893553632566,573,7921,1,Treino
5,1,Treino,2023,11,16,5,0,202311160500,2023-11-16 05:00,575,2,18.34423076923077,278,28,710,29,9,215,21,-37,-2,668,575,668,609.0173981199359,93,34.01739811993593,-58.98260188006407,58.98260188006407,3478.947324542137,575,8649,1,Treino
5,1,Treino,2023,11,16,6,0,202311160600,2023-11-16 06:00,585,10,18.4775641025641,288,34,738,44,26,222,25,-19,5,679,585,679,636.4274499880878,94,51.4274499880878,-42.5725500119122,42.5725500119122,1812.422014516765,585,8836,1,Treino
5,1,Treino,2023,11,16,7,0,202311160700,2023-11-16 07:00,601,16,18.72371794871795,289,35,763,53,26,226,26,8,12,690,601,690,651.6474914421711,89,50.64749144217114,-38.35250855782886,38.35250855782886,1470.914912678336,601,7921,1,Treino
5,1,Treino,2023,11,16,8,0,202311160800,2023-11-16 08:00,627,26,18.98525641025641,288,37,773,35,-36,228,29,43,17,693,627,693,699.1083409168182,66,72.10834091681818,6.108340916818179,6.108340916818179,37.31182875607515,627,4356,1,Treino
5,1,Treino,2023,11,16,9,0,202311160900,2023-11-16 09:00,648,21,21.44679487179487,287,37,776,13,1,228,30,71,36,693,648,693,696.0330088677895,45,48.03300886778948,3.033008867789476,3.033008867789476,9.199142792089601,648,2025,1,Treino
5,1,Treino,2023,11,16,10,0,202311161000,2023-11-16 10:00,657,9,22.63910256410256,297,46,776,3,17,231,33,84,53,700,657,700,712.6496578636826,43,55.64965786368259,12.64965786368259,12.64965786368259,160.0138440682268,657,1849,1,Treino
5,1,Treino,2023,11,16,11,0,202311161100,2023-11-16 11:00,659,2,23.79294871794871,316,61,790,14,31,236,37,87,66,713,659,713,738.3480715996269,54,79.3480715996269,25.34807159962691,25.34807159962691,642.5247338198121,659,2916,1,Treino
5,1,Treino,2023,11,16,12,0,202311161200,2023-11-16 12:00,662,3,26.11602564102564,325,63,803,27,26,243,44,89,78,731,662,731,754.9078249922949,69,92.90782499229488,23.90782499229488,23.90782499229488,571.5840958621995,662,4761,1,Treino
5,1,Treino,2023,11,16,13,0,202311161300,2023-11-16 13:00,668,6,26.94679487179487,328,52,820,30,25,249,45,93,91,746,668,746,761.4849758947502,78,93.48497589475016,15.48497589475016,15.48497589475016,239.7844784609937,668,6084,1,Treino
5,1,Treino,2023,11,16,14,0,202311161400,2023-11-16 14:00,679,11,26.97628205128205,334,57,829,26,14,254,46,94,106,764,679,764,776.4300379808901,85,97.43003798089012,12.43003798089012,12.43003798089012,154.5058442063709,679,7225,1,Treino
5,1,Treino,2023,11,16,15,0,202311161500,2023-11-16 15:00,690,11,26.97628205128205,338,60,820,0,-7,258,47,89,118,793,690,793,763.337381614384,103,73.33738161438396,-29.66261838561604,29.66261838561604,879.8709294906869,690,10609,1,Treino
5,1,Treino,2023,11,16,16,0,202311161600,2023-11-16 16:00,693,3,27.07628205128205,348,60,828,-1,6,259,44,66,120,817,693,817,759.1584563880218,124,66.15845638802182,-57.84154361197818,57.84154361197818,3345.644167416374,693,15376,1,Treino
5,1,Treino,2023,11,16,17,0,202311161700,2023-11-16 17:00,693,0,27.09294871794872,364,75,843,23,13,261,39,45,118,831,693,831,786.2808428755707,138,93.28084287557067,-44.71915712442933,44.71915712442933,1999.803013919399,693,19044,1,Treino
5,1,Treino,2023,11,16,18,0,202311161800,2023-11-16 18:00,700,7,27.07628205128205,381,93,867,39,11,264,38,43,115,841,700,841,830.566432387981,141,130.566432387981,-10.43356761201903,10.43356761201903,108.8593331145726,700,19881,1,Treino
5,1,Treino,2023,11,16,19,0,202311161900,2023-11-16 19:00,713,13,27.09294871794872,396,109,890,47,7,267,39,54,112,856,713,856,860.9983897606276,143,147.9983897606276,4.99838976062756,4.99838976062756,24.98390019914644,713,20449,1,Treino
5,1,Treino,2023,11,16,20,0,202311162000,2023-11-16 20:00,731,18,26.91217948717949,406,109,900,33,-18,270,42,69,104,868,731,868,841.8892942590478,137,110.8892942590478,-26.1107057409522,26.1107057409522,681.7689542905941,731,18769,1,Treino
5,1,Treino,2023,11,16,21,0,202311162100,2023-11-16 21:00,746,15,26.91474358974359,411,95,940,50,15,271,40,78,98,876,746,876,873.9002473874202,130,127.9002473874202,-2.099752612579778,2.099752612579778,4.408961034035602,746,16900,1,Treino
5,1,Treino,2023,11,16,22,0,202311162200,2023-11-16 22:00,764,18,26.93141025641026,420,95,974,74,24,273,37,85,107,879,764,879,907.9324583373797,115,143.9324583373797,28.93245833737967,28.93245833737967,837.0871454442105,764,13225,1,Treino
5,1,Treino,2023,11,16,23,0,202311162300,2023-11-16 23:00,793,29,26.51602564102564,428,100,984,44,7,274,31,103,134,880,793,880,893.8307273352243,87,100.8307273352243,13.83072733522431,13.83072733522431,191.2890186213209,793,7569,1,Treino
5,1,Treino,2023,11,17,0,0,202311170000,2023-11-17 00:00,817,24,25.41602564102564,431,97,994,20,10,274,25,124,155,883,817,883,877.5943254171043,66,60.5943254171043,-5.405674582895699,5.405674582895699,29.22131769616459,817,4356,1,Treino
5,1,Treino,2023,11,17,1,0,202311170100,2023-11-17 01:00,831,14,22.76217948717949,431,93,1009,25,1,274,20,138,163,888,831,888,866.7921998208328,57,35.79219982083282,-21.20780017916718,21.20780017916718,449.7707884394835,831,3249,1,Treino
5,1,Treino,2023,11,17,2,0,202311170200,2023-11-17 02:00,841,10,21.92884615384616,424,76,1029,35,7,273,15,141,162,886,841,886,870.8115932587522,45,29.81159325875217,-15.18840674124783,15.18840674124783,230.6876993375826,841,2025,1,Treino
5,1,Treino,2023,11,17,3,0,202311170300,2023-11-17 03:00,856,15,19.075,419,55,1042,33,-4,272,13,143,166,879,856,879,843.4415398720457,23,-12.55846012795428,-35.55846012795428,35.55846012795428,1264.404086671314,856,529,1,Treino
5,1,Treino,2023,11,17,4,0,202311170400,2023-11-17 04:00,868,12,18.10576923076923,411,30,1044,15,-7,270,9,137,175,874,868,874,817.4269153658055,6,-50.57308463419452,-56.57308463419452,56.57308463419452,3200.513905027736,868,36,1,Treino
5,1,Treino,2023,11,17,5,0,202311170500,2023-11-17 05:00,876,8,17.0474358974359,403,7,1044,2,9,269,5,130,183,866,876,866,816.1374618001297,-10,-59.8625381998703,-49.8625381998703,49.8625381998703,2486.272715733525,876,100,1,Treino
5,1,Treino,2023,11,17,6,0,202311170600,2023-11-17 06:00,879,3,17.0474358974359,394,-12,1048,4,-4,268,1,115,179,858,879,858,813.1947250809574,-21,-65.80527491904263,-44.80527491904263,44.80527491904263,2007.512660570991,879,441,1,Treino
5,1,Treino,2023,11,17,7,0,202311170700,2023-11-17 07:00,880,1,17.21410256410257,386,-25,1060,16,-3,265,-5,87,167,858,880,858,838.6003054377521,-22,-41.39969456224787,-19.39969456224787,19.39969456224787,376.3481491085097,880,484,1,Treino
5,1,Treino,2023,11,17,8,0,202311170800,2023-11-17 08:00,883,3,17.5474358974359,377,-43,1057,9,-27,263,-8,66,152,861,883,861,824.9152831064433,-22,-58.08471689355667,-36.08471689355667,36.08471689355667,1302.106793288134,883,484,1,Treino
5,1,Treino,2023,11,17,9,0,202311170900,2023-11-17 09:00,888,5,20.48076923076923,371,-57,1049,-11,-31,261,-12,57,142,866,888,866,823.9922335266242,-22,-64.0077664733758,-42.0077664733758,42.0077664733758,1764.652444081676,888,484,1,Treino
5,1,Treino,2023,11,17,10,0,202311171000,2023-11-17 10:00,886,-2,25.9474358974359,364,-67,1040,-17,-19,264,-10,45,122,873,886,873,866.9008539825388,-13,-19.09914601746118,-6.09914601746118,6.09914601746118,37.19958214231258,886,169,1,Treino
5,1,Treino,2023,11,17,11,0,202311171100,2023-11-17 11:00,879,-7,31.03076923076923,359,-72,1030,-19,-50,271,-3,23,86,881,879,881,873.6768601210032,2,-5.323139878996813,-7.323139878996813,7.323139878996813,53.62837768735345,879,4,1,Treino
5,1,Treino,2023,11,17,12,0,202311171200,2023-11-17 12:00,874,-5,32.75576923076923,361,-63,1023,-17,-41,281,7,6,57,894,874,894,904.176860907046,20,30.17686090704603,10.17686090704603,10.17686090704603,103.5684979213618,874,400,1,Treino
5,1,Treino,2023,11,17,13,0,202311171300,2023-11-17 13:00,866,-8,29.80576923076924,367,-52,1014,-16,-19,287,14,-10,35,927,866,927,940.2428530679905,61,74.2428530679905,13.2428530679905,13.2428530679905,175.3731573803853,866,3721,1,Treino
5,1,Treino,2023,11,17,14,0,202311171400,2023-11-17 14:00,858,-8,31.86410256410257,378,-33,1020,-3,-4,294,22,-21,17,967,858,967,980.6246901529189,109,122.6246901529189,13.6246901529189,13.6246901529189,185.6321817630453,858,11881,1,Treino
5,1,Treino,2023,11,17,15,0,202311171500,2023-11-17 15:00,858,0,35.08910256410257,398,-5,1024,10,-11,306,36,-22,2,1012,858,1012,1016.332510326252,154,158.332510326252,4.332510326251963,4.332510326251963,18.77064572707989,858,23716,1,Treino
5,1,Treino,2023,11,17,16,0,202311171600,2023-11-17 16:00,861,3,37.78910256410257,432,38,1032,12,-12,319,50,-22,-7,1071,861,1071,1066.605455314745,210,205.6054553147449,-4.394544685255141,4.394544685255141,19.31202299070421,861,44100,1,Treino
5,1,Treino,2023,11,17,20,0,202311172000,2023-11-17 20:00,894,13,48.52188644688646,598,234,1108,59,38,331,70,20,11,1433,894,1433,1443.220518615851,539,549.2205186158512,10.22051861585123,10.22051861585123,104.4590007769616,894,290521,1,Treino
5,1,Treino,2023,11,17,21,0,202311172100,2023-11-17 21:00,927,33,46.06034798534799,656,297,1153,87,33,333,69,61,39,1511,927,1511,1500.708525371437,584,573.7085253714367,-10.29147462856326,10.29147462856326,105.9144500303614,927,341056,1,Treino
5,1,Treino,2023,11,17,22,0,202311172200,2023-11-17 22:00,967,40,45.21932234432235,680,319,1213,105,63,334,63,109,81,1566,967,1566,1549.751697463735,599,582.7516974637354,-16.24830253626465,16.24830253626465,264.0073353099841,967,358801,1,Treino
5,1,Treino,2023,11,17,23,0,202311172300,2023-11-17 23:00,1012,45,62.89047619047619,689,322,1283,130,78,331,50,154,133,1616,1012,1616,1608.364372422101,604,596.3643724221015,-7.635627577898504,7.635627577898504,58.30280850836417,1012,364816,1,Treino
5,1,Treino,2023,11,18,2,0,202311180200,2023-11-18 02:00,1229,87,71.71017316017316,761,329,1599,241,124,334,28,356,371,1747,1229,1747,1740.854545738972,518,511.8545457389723,-6.14545426102768,6.14545426102768,37.76660807438327,1229,268324,1,Treino
5,1,Treino,2023,11,18,6,0,202311180600,2023-11-18 06:00,1566,55,88.6588911088911,913,315,1890,94,52,356,23,599,693,1919,1566,1919,1906.461602941863,353,340.461602941863,-12.53839705813698,12.53839705813698,157.2114007874981,1566,124609,1,Treino
5,1,Treino,2023,11,18,7,0,202311180700,2023-11-18 07:00,1616,50,97.54222444222444,1003,347,1916,86,22,371,40,604,735,1995,1616,1995,1989.061679237917,379,373.0616792379169,-5.938320762083094,5.938320762083094,35.26365347338714,1616,143641,1,Treino
8,1,Treino,2024,4,28,21,0,202404282100,2024-04-28 21:00,374,-2,57.61758241758241,87,19,454,6,35,106,8,-1,11,415,374,415,383.6371291769657,41,9.637129176965686,-31.36287082303431,31.36287082303431,983.6296662623371,374,1681,1,Treino
8,1,Treino,2024,4,28,22,0,202404282200,2024-04-28 22:00,368,-6,57.38186813186814,84,13,455,4,33,108,10,-8,-1,437,368,437,376.0500720109037,69,8.050072010903705,-60.9499279890963,60.9499279890963,3714.893721876024,368,4761,1,Treino
8,1,Treino,2024,4,28,23,0,202404282300,2024-04-28 23:00,358,-10,57.23901098901099,82,8,455,1,45,110,19,-19,-14,438,358,438,369.172693503297,80,11.17269350329695,-68.82730649670305,68.82730649670305,4737.198119591101,358,6400,1,Treino
8,1,Treino,2024,4,29,0,0,202404290000,2024-04-29 00:00,351,-7,57.2401098901099,81,4,455,0,33,112,21,-26,-23,465,351,465,372.5213630550543,114,21.52136305505428,-92.47863694494572,92.47863694494572,8552.29829119508,351,12996,1,Treino
8,1,Treino,2024,4,29,1,0,202404290100,2024-04-29 01:00,347,-4,57.21153846153847,79,-2,454,-1,15,117,21,-32,-28,507,347,507,374.3978009110239,160,27.39780091102386,-132.6021990889761,132.6021990889761,17583.34320323246,347,25600,1,Treino
8,1,Treino,2024,4,29,2,0,202404290200,2024-04-29 02:00,345,-2,57.65439560439561,78,-9,454,-1,5,117,18,-35,-31,516,345,516,383.6393722569268,171,38.63937225692678,-132.3606277430732,132.3606277430732,17519.3357765404,345,29241,1,Treino
8,1,Treino,2024,4,29,3,0,202404290300,2024-04-29 03:00,349,4,58.96868131868133,76,-14,454,0,0,113,13,-30,-28,527,349,527,411.5744862775312,178,62.57448627753115,-115.4255137224688,115.4255137224688,13323.04921809584,349,31684,1,Treino
8,1,Treino,2024,4,29,4,0,202404290400,2024-04-29 04:00,370,21,59.95439560439561,75,-16,453,-1,-40,111,11,-6,-7,534,370,534,449.0487752561251,164,79.04877525612505,-84.95122474387495,84.95122474387495,7216.710585484351,370,26896,1,Treino
8,1,Treino,2024,4,29,5,0,202404290500,2024-04-29 05:00,415,45,59.139010989011,74,-16,447,-7,-41,114,13,41,36,534,415,534,516.6222579026219,119,101.6222579026219,-17.37774209737813,17.37774209737813,301.9859204029881,415,14161,1,Treino
8,1,Treino,2024,4,29,6,0,202404290600,2024-04-29 06:00,437,22,59.15329670329671,74,-16,444,-9,-52,112,10,69,57,540,437,540,524.3885691314308,103,87.38856913143081,-15.61143086856919,15.61143086856919,243.7167737641149,437,10609,1,Treino
8,1,Treino,2024,4,29,7,0,202404290700,2024-04-29 07:00,438,1,60.82472527472528,75,-12,441,-6,-33,114,9,80,59,561,438,561,460.3377474621104,123,22.33774746211043,-100.6622525378896,100.6622525378896,10132.88908600185,438,15129,1,Treino
8,1,Treino,2024,4,29,8,0,202404290800,2024-04-29 08:00,465,27,62.89395604395606,78,-6,423,-21,-26,114,8,114,89,593,465,593,569.9027641412846,128,104.9027641412846,-23.09723585871541,23.09723585871541,533.4823043131289,465,16384,1,Treino
8,1,Treino,2024,4,29,9,0,202404290900,2024-04-29 09:00,507,42,37.42967032967033,85,3,413,-28,-13,119,11,160,133,633,507,633,695.5518403170113,126,188.5518403170113,62.55184031701128,62.55184031701128,3912.732727044878,507,15876,1,Treino
8,1,Treino,2024,4,29,10,0,202404291000,2024-04-29 10:00,516,9,28.55824175824177,91,10,411,-12,-5,118,8,171,148,679,516,679,624.5660766303498,163,108.5660766303498,-54.43392336965019,54.43392336965019,2963.052013412949,516,26569,1,Treino
8,1,Treino,2024,4,29,11,0,202404291100,2024-04-29 11:00,527,11,26.77967032967033,94,15,409,-4,-5,117,5,178,169,736,527,736,651.7592223822404,209,124.7592223822404,-84.24077761775959,84.24077761775959,7096.508613644825,527,43681,1,Treino
8,1,Treino,2024,4,29,12,0,202404291200,2024-04-29 12:00,534,7,25.87967032967033,95,17,408,-3,-2,117,0,164,183,795,534,795,646.5879366805441,261,112.5879366805441,-148.4120633194559,148.4120633194559,22026.14053873819,534,68121,1,Treino
8,1,Treino,2024,4,29,13,0,202404291300,2024-04-29 13:00,534,0,25.76538461538462,95,19,426,17,18,112,-5,119,187,793,534,793,608.4263741009158,259,74.42637410091584,-184.5736258990842,184.5736258990842,34067.42337753507,534,67081,1,Treino
8,1,Treino,2024,4,29,14,0,202404291400,2024-04-29 14:00,540,6,27.24395604395604,95,20,445,37,19,111,-2,103,195,809,540,809,668.6917214207244,269,128.6917214207244,-140.3082785792756,140.3082785792756,19686.4130378796,540,72361,1,Treino
8,1,Treino,2024,4,29,15,0,202404291500,2024-04-29 15:00,561,21,31.07967032967033,95,21,453,27,9,111,0,123,212,842,561,842,786.8570710849158,281,225.8570710849158,-55.14292891508421,55.14292891508421,3040.74260933403,561,78961,1,Treino
8,1,Treino,2024,4,29,16,0,202404291600,2024-04-29 16:00,593,32,32.04395604395604,95,21,456,11,3,116,2,128,223,875,593,875,868.9713333974585,282,275.9713333974585,-6.028666602541534,6.028666602541534,36.34482100459969,593,79524,1,Treino
8,1,Treino,2024,4,29,17,0,202404291700,2024-04-29 17:00,633,40,34.01538461538462,96,21,462,9,6,116,4,126,218,927,633,927,931.0379202309017,294,298.0379202309017,4.037920230901705,4.037920230901705,16.30479979112528,633,86436,1,Treino
8,1,Treino,2024,4,29,18,0,202404291800,2024-04-29 18:00,679,46,41.42252747252748,97,19,481,25,20,116,2,163,242,1030,679,1030,992.8594002525901,351,313.8594002525901,-37.14059974740985,37.14059974740985,1379.424149597301,679,123201,1,Treino
8,1,Treino,2024,4,29,19,0,202404291900,2024-04-29 19:00,736,57,53.75109890109891,98,13,493,31,18,110,-4,209,298,1136,736,1136,1069.171850266106,400,333.1718502661063,-66.82814973389372,66.82814973389372,4466.00159685572,736,160000,1,Treino
8,1,Treino,2024,4,29,20,0,202404292000,2024-04-29 20:00,795,59,60.35109890109891,100,9,511,30,21,109,-10,261,330,1180,795,1180,1121.421439043333,385,326.4214390433328,-58.57856095666716,58.57856095666716,3431.44780375397,795,148225,1,Treino
8,1,Treino,2024,4,29,21,0,202404292100,2024-04-29 21:00,793,-2,62.08681318681319,124,30,545,52,37,111,-7,259,286,1211,793,1211,1103.941497182462,418,310.9414971824617,-107.0585028175383,107.0585028175383,11461.52302553285,793,174724,1,Treino
8,1,Treino,2024,4,29,22,0,202404292200,2024-04-29 22:00,809,16,69.00824175824177,147,52,565,54,38,114,-3,269,293,1245,809,1245,1185.119984335318,436,376.1199843353181,-59.88001566468188,59.88001566468188,3585.616276002547,809,190096,1,Treino
8,1,Treino,2024,4,29,23,0,202404292300,2024-04-29 23:00,842,33,70.17967032967034,169,74,570,25,15,111,-6,281,315,1271,842,1271,1238.47775669024,429,396.4777566902403,-32.52224330975969,32.52224330975969,1057.696309899209,842,184041,1,Treino
8,1,Treino,2024,4,30,0,0,202404300000,2024-04-30 00:00,875,33,71.97967032967034,180,85,582,17,14,107,-5,282,341,1284,875,1284,1275.371044786729,409,400.3710447867288,-8.628955213271183,8.628955213271183,74.45886807263993,875,167281,1,Treino
8,1,Treino,2024,4,30,1,0,202404300100,2024-04-30 01:00,927,52,70.1510989010989,194,99,621,51,41,107,-4,294,393,1285,927,1285,1342.370876642596,358,415.3708766425964,57.37087664259639,57.37087664259639,3291.417486740012,927,128164,1,Treino
8,1,Treino,2024,4,30,2,0,202404300200,2024-04-30 02:00,1030,103,71.80824175824176,190,95,663,81,43,106,-5,351,490,1280,1030,1280,1264.835719951103,250,234.8357199511031,-15.1642800488969,15.1642800488969,229.9553894013725,1030,62500,1,Treino
8,1,Treino,2024,5,1,15,0,202405011500,2024-05-01 15:00,2141,12,267.1832334332333,1340,806,2463,144,90,176,51,-54,79,2206,2141,2206,2163.799194793537,65,22.79919479353703,-42.20080520646297,42.20080520646297,1780.907960073832,2141,4225,1,Treino
8,1,Treino,2024,5,1,16,0,202405011600,2024-05-01 16:00,2160,19,267.6910256410256,1373,826,2499,91,76,187,62,-25,39,2191,2160,2191,2171.139913723061,31,11.13991372306054,-19.86008627693946,19.86008627693946,394.4230269274789,2160,961,1,Treino
8,1,Treino,2024,5,1,17,0,202405011700,2024-05-01 17:00,2180,20,268.7514152514152,1370,803,2511,48,43,211,90,4,21,2172,2180,2172,2195.024947630101,-8,15.024947630101,23.024947630101,23.024947630101,530.1482133688935,2180,64,1,Treino
8,1,Treino,2024,5,1,18,0,202405011800,2024-05-01 18:00,2199,19,266.628687978688,1356,727,2509,10,17,217,103,41,16,2161,2199,2161,2197.535892705561,-38,-1.464107294438691,36.53589270556131,36.53589270556131,1334.871455792288,2199,1444,1,Treino
8,1,Treino,2024,5,1,19,0,202405011900,2024-05-01 19:00,2214,15,256.9251914751915,1316,611,2487,-24,-54,220,104,84,19,2165,2214,2165,2194.32675733042,-49,-19.6732426695803,29.3267573304197,29.3267573304197,860.0586955173254,2214,2401,1,Treino
8,1,Treino,2024,5,1,20,0,202405012000,2024-05-01 20:00,2224,10,261.3933732933733,1275,464,2470,-39,-54,226,97,111,39,2212,2224,2212,2182.695706780708,-12,-41.30429321929159,-29.30429321929159,29.30429321929159,858.7416010822193,2224,144,1,Treino
8,1,Treino,2024,5,1,21,0,202405012100,2024-05-01 21:00,2226,2,264.2764901764901,1236,279,2441,-46,-83,229,85,109,50,2232,2226,2232,2191.488472496061,6,-34.51152750393885,-40.51152750393885,40.51152750393885,1641.183860702394,2226,36,1,Treino
8,1,Treino,2024,5,1,22,0,202405012200,2024-05-01 22:00,2224,-2,263.5550616050616,1224,127,2394,-76,-107,232,81,95,66,2214,2224,2214,2181.762547939572,-10,-42.2374520604285,-32.2374520604285,32.2374520604285,1039.253315348426,2224,100,1,Treino
8,1,Treino,2024,5,1,23,0,202405012300,2024-05-01 23:00,2206,-18,259.5128538128538,1202,7,2364,-77,-155,237,84,65,76,2180,2206,2180,2172.736992776922,-26,-33.26300722307769,-7.263007223077693,7.263007223077693,52.75127392247875,2206,676,1,Treino
8,1,Treino,2024,5,2,0,0,202405020000,2024-05-02 00:00,2191,-15,264.7031135531136,1163,-126,2390,-4,-136,241,72,31,78,2143,2191,2143,2140.638663603491,-48,-50.36133639650916,-2.361336396509159,2.361336396509159,5.575909577478862,2191,2304,1,Treino
8,1,Treino,2024,5,2,1,0,202405020100,2024-05-02 01:00,2172,-19,266.0550616050616,1136,-204,2416,52,-149,248,78,-8,55,2123,2172,2123,2092.915528269032,-49,-79.08447173096829,-30.08447173096829,30.08447173096829,905.0754393314302,2172,2401,1,Treino
12,1,Treino,2024,10,6,0,0,202410060000,2024-10-06 00:00,320,-5,2.07948717948718,192,89,512,8,6,112,-4,-15,-7,316,320,316,292.0300862140484,-4,-27.96991378595163,-23.96991378595163,23.96991378595163,574.5567669059541,320,16,1,Treino
12,1,Treino,2024,10,6,1,0,202410060100,2024-10-06 01:00,308,-12,2.187179487179487,191,89,511,1,0,111,-4,-31,-14,323,308,323,290.6395119937103,15,-17.3604880062897,-32.3604880062897,32.3604880062897,1047.20118400522,308,225,1,Treino
12,1,Treino,2024,10,6,2,0,202410060200,2024-10-06 02:00,299,-9,2.187179487179487,190,64,515,3,2,111,-4,-42,-23,331,299,331,288.369087222496,32,-10.63091277750397,-42.63091277750397,42.63091277750397,1817.394724243151,299,1024,1,Treino
12,1,Treino,2024,10,6,3,0,202410060300,2024-10-06 03:00,294,-5,2.27948717948718,190,38,523,12,9,111,-4,-48,-34,335,294,335,298.355104078263,41,4.355104078263025,-36.64489592173697,36.64489592173697,1342.848397114935,294,1681,1,Treino
12,1,Treino,2024,10,6,4,0,202410060400,2024-10-06 04:00,294,0,2.510256410256411,189,15,522,7,-1,111,-3,-48,-41,337,294,337,307.4897116254465,43,13.48971162544649,-29.51028837455351,29.51028837455351,870.8571199493081,294,1849,1,Treino
