EVENTO,SERIE,CONJUNTO,ANO,MES,DIA,HORA,MINUTO,COD_SEQUENCIAL,DATA_HORA,inp01_input_1_nivel_86472600,inp02_input_2_nivel_D_1h_86472600,inp03_input_3_chuva_med_acum_36h,inp04_input_6_nivel_86448000,inp05_input_6_nivel_D_12H_86448000,inp06_input_6_nivel_D_14H_86448000,inp07_input_7_nivel_86472000,inp08_input_7_nivel_D_1h_86472000,inp09_input_7_nivel_D_2h_86472000,inp10_input_7_nivel_D_4h_86472000,inp11_input_7_nivel_A_12h_86472000,inp12_input_12_nivel_D_2h_86472600,inp13_input_13_nivel_D_4h_86472600,inp14_input_16_nivel_A_1h_86472600,inp15_input_17_nivel_A_2h_86472600,saida_12h_conv_nivel_12h_86472600,NIVEL_ATUAL_CM,OBSERVADO_12H_CM_AUDITORIA,PERSISTENCIA_CM,TIPO_ALVO_RNA,OBSERVADO_CM_AUDITORIA,RNA_CM,ALT_OBSERVADA_CM,ALT_RNA_CM,ERRO_RNA_CM,ERRO_ABS_CM,E2_RNA,PERS_BASE_NIVEL_ATUAL_CM,E2_PERS,SERIE_AUDITORIA,CONJUNTO_AUDITORIA
2,3,Teste,2023,6,16,19,0,202306161900,2023-06-16 19:00,881,-2,74.45382284382285,14986,-16,-22,1023,-4,-6,-13,-109,-7,-5,3,-2,787,881,787,881,nivel_conv,787,938.46723768467,-94,57.46723768466995,151.46723768467,151.46723768467,22942.3240918243,881,8836,3,Teste
2,3,Teste,2023,6,16,20,0,202306162000,2023-06-16 20:00,877,-4,72.73587412587413,14981,-18,-21,1026,3,-1,-11,-88,-6,-11,-2,1,771,877,771,877,nivel_conv,771,936.3950475367162,-106,59.39504753671622,165.3950475367162,165.3950475367162,27355.52174967262,877,11236,3,Teste
2,3,Teste,2023,6,16,21,0,202306162100,2023-06-16 21:00,874,-3,71.02602564102564,14976,-31,-26,1054,28,31,25,-47,-7,-14,1,-1,754,874,754,874,nivel_conv,754,958.4991090108551,-120,84.49910901085514,204.4991090108551,204.4991090108551,41819.88558623361,874,14400,3,Teste
2,3,Teste,2023,6,16,22,0,202306162200,2023-06-16 22:00,881,7,68.46448717948718,14968,-25,-31,1057,3,31,30,-100,4,-2,10,11,742,881,742,881,nivel_conv,742,951.2462130897575,-139,70.24621308975748,209.2462130897575,209.2462130897575,43783.97769240419,881,19321,3,Teste
2,3,Teste,2023,6,16,23,0,202306162300,2023-06-16 23:00,888,7,64.91483682983682,14973,-16,-34,1047,-10,-7,24,-49,14,7,0,10,735,888,735,888,nivel_conv,735,898.0845507777883,-153,10.08455077778831,163.0845507777883,163.0845507777883,26596.57070239301,888,23409,3,Teste
2,3,Teste,2023,6,17,0,0,202306170000,2023-06-17 00:00,893,5,60.5882634032634,14985,-7,-8,1020,-27,-37,-6,-37,12,16,-2,-2,728,893,728,893,nivel_conv,728,875.4563974135924,-165,-17.54360258640759,147.4563974135924,147.4563974135924,21743.3891381953,893,27225,3,Teste
2,3,Teste,2023,6,17,1,0,202306170100,2023-06-17 01:00,881,-12,56.44886946386946,14991,-3,2,1012,-8,-35,-42,-12,-7,7,-17,-19,721,881,721,881,nivel_conv,721,878.4207800055858,-160,-2.579219994414188,157.4207800055858,157.4207800055858,24781.30197756705,881,25600,3,Teste
2,3,Teste,2023,6,17,2,0,202306170200,2023-06-17 02:00,868,-13,53.13278554778555,14984,-11,-8,996,-16,-24,-61,-21,-25,-13,-1,-18,711,868,711,868,nivel_conv,711,854.4208109014078,-157,-13.57918909859222,143.4208109014078,143.4208109014078,20569.52899961737,868,24649,3,Teste
2,3,Teste,2023,6,17,3,0,202306170300,2023-06-17 03:00,856,-12,48.35020979020979,14998,2,4,975,-21,-37,-72,-21,-25,-32,1,0,696,856,696,856,nivel_conv,696,838.7915725749667,-160,-17.20842742503328,142.7915725749667,142.7915725749667,20389.43319843199,856,25600,3,Teste
2,3,Teste,2023,6,17,4,0,202306170400,2023-06-17 04:00,843,-13,42.78237762237762,15002,3,7,940,-35,-56,-80,-36,-25,-50,-1,0,681,843,681,843,nivel_conv,681,783.9940083971819,-162,-59.00599160281809,102.9940083971819,102.9940083971819,10607.76576571878,843,26244,3,Teste
2,3,Teste,2023,6,17,8,0,202306170800,2023-06-17 08:00,771,-16,28.30067599067599,14990,9,2,877,-14,-39,-63,-17,-30,-72,-2,5,641,771,641,771,nivel_conv,641,711.0490200506672,-130,-59.9509799493328,70.0490200506672,70.0490200506672,4906.865210058775,771,16900,3,Teste
2,3,Teste,2023,6,17,9,0,202306170900,2023-06-17 09:00,754,-17,27.16734265734265,14981,5,-5,869,-8,-22,-61,-36,-33,-68,-1,-3,638,754,638,754,nivel_conv,638,706.1945208779018,-116,-47.80547912209818,68.19452087790182,68.19452087790182,4650.492677766588,754,13456,3,Teste
2,3,Teste,2023,6,17,10,0,202306171000,2023-06-17 10:00,742,-12,25.55900932400932,14986,18,5,867,-2,-10,-49,-5,-29,-59,5,4,632,742,632,742,nivel_conv,632,715.8302222582176,-110,-26.16977774178235,83.83022225821765,83.83022225821765,7027.506163862169,742,12100,3,Teste
2,3,Teste,2023,6,17,11,0,202306171100,2023-06-17 11:00,735,-7,24.90900932400932,14986,13,10,858,-9,-11,-33,1,-19,-52,5,10,624,735,624,735,nivel_conv,624,689.9245726988092,-111,-45.07542730119076,65.92457269880924,65.92457269880924,4346.049285520585,735,12321,3,Teste
2,3,Teste,2023,6,17,12,0,202306171200,2023-06-17 12:00,728,-7,23.76734265734265,14981,-4,13,850,-8,-17,-27,19,-14,-43,0,5,620,728,620,728,nivel_conv,620,658.7293505651285,-108,-69.27064943487153,38.72935056512847,38.72935056512847,1499.962595196617,728,11664,3,Teste
2,3,Teste,2023,6,17,13,0,202306171300,2023-06-17 13:00,721,-7,22.49234265734265,14981,-10,8,826,-24,-32,-43,-16,-14,-33,0,0,613,721,613,721,nivel_conv,613,628.2088426683242,-108,-92.79115733167578,15.20884266832422,15.20884266832422,231.3088953098395,721,11664,3,Teste
2,3,Teste,2023,6,17,14,0,202306171400,2023-06-17 14:00,711,-10,20.64234265734265,14985,1,0,809,-17,-41,-58,-1,-17,-31,-3,-3,606,711,606,711,nivel_conv,606,622.5440636990293,-105,-88.45593630097073,16.54406369902927,16.54406369902927,273.7060436775379,711,11025,3,Teste
2,3,Teste,2023,6,17,20,0,202306172000,2023-06-17 20:00,641,-5,6.572342657342655,14987,-3,-11,753,-5,-10,-22,9,-13,-40,3,7,568,641,568,641,nivel_conv,568,535.1388252340655,-73,-105.8611747659345,-32.86117476593449,32.86117476593449,1079.85680699729,641,5329,3,Teste
2,3,Teste,2023,6,17,21,0,202306172100,2023-06-17 21:00,638,-3,6.205675990675988,14987,6,-8,745,-8,-13,-21,0,-8,-28,2,5,564,638,564,638,nivel_conv,564,537.8011332900535,-74,-100.1988667099465,-26.19886670994651,26.19886670994651,686.3806168855438,638,5476,3,Teste
2,3,Teste,2023,6,17,22,0,202306172200,2023-06-17 22:00,632,-6,5.577470862470862,14984,-2,-6,740,-5,-13,-23,-3,-9,-22,-3,-1,559,632,559,632,nivel_conv,559,526.9580454513857,-73,-105.0419545486143,-32.04195454861429,32.04195454861429,1026.686851295464,632,5329,3,Teste
2,3,Teste,2023,6,17,23,0,202306172300,2023-06-17 23:00,624,-8,5.171060606060604,14980,-6,-1,732,-8,-13,-26,1,-14,-22,-2,-5,549,624,549,624,nivel_conv,549,512.4466704941506,-75,-111.5533295058494,-36.55332950584943,36.55332950584943,1336.145897963203,624,5625,3,Teste
2,3,Teste,2023,6,18,0,0,202306180000,2023-06-18 00:00,620,-4,4.927470862470861,14976,-5,-10,722,-10,-18,-31,-2,-12,-21,4,2,533,620,533,620,nivel_conv,533,513.8431488432914,-87,-106.1568511567086,-19.15685115670863,19.15685115670863,366.9849462402887,620,7569,3,Teste
2,3,Teste,2023,6,18,1,0,202306180100,2023-06-18 01:00,613,-7,4.760804195804194,14973,-8,-13,715,-7,-17,-30,17,-11,-25,-3,1,519,613,519,613,nivel_conv,519,494.1355120596461,-94,-118.8644879403539,-24.86448794035385,24.86448794035385,618.2427605360023,613,8836,3,Teste
2,3,Teste,2023,6,18,7,0,202306180700,2023-06-18 07:00,574,-7,3.007424242424241,14971,-11,-18,674,-5,-13,-29,0,-14,-25,0,-1,509,574,509,574,nivel_conv,509,459.7297521449744,-65,-114.2702478550256,-49.27024785502562,49.27024785502562,2427.557323695656,574,4225,3,Teste
2,3,Teste,2023,6,18,8,0,202306180800,2023-06-18 08:00,568,-6,2.840757575757575,14989,2,3,670,-4,-9,-24,1,-13,-26,1,1,513,568,513,568,nivel_conv,513,466.7903500080654,-55,-101.2096499919346,-46.20964999193455,46.20964999193455,2135.331752377097,568,3025,3,Teste
2,3,Teste,2023,6,18,9,0,202306180900,2023-06-18 09:00,564,-4,2.632424242424241,14991,4,9,654,-16,-20,-33,-8,-10,-24,2,3,521,564,521,564,nivel_conv,521,456.0035590740981,-43,-107.9964409259019,-64.99644092590188,64.99644092590188,4224.537333034253,564,1849,3,Teste
2,3,Teste,2023,6,18,10,0,202306181000,2023-06-18 10:00,559,-5,2.449090909090908,14989,5,2,629,-25,-41,-50,-20,-9,-22,-1,1,530,559,530,559,nivel_conv,530,439.8425676424171,-29,-119.1574323575829,-90.15743235758293,90.15743235758293,8128.362609312142,559,841,3,Teste
2,3,Teste,2023,6,18,11,0,202306181100,2023-06-18 11:00,549,-10,2.321818181818181,14987,7,0,611,-18,-43,-63,-10,-15,-25,-5,-6,526,549,526,549,nivel_conv,526,432.7340719214692,-23,-116.2659280785308,-93.2659280785308,93.2659280785308,8698.53334034968,549,529,3,Teste
3,2,Validacao,2023,7,11,16,0,202307111600,2023-07-11 16:00,433,-3,1.805128205128205,14860,-21,-27,519,-1,-5,-11,3,-5,-11,-1,0,408,433,408,433,nivel_conv,408,351.6820209922129,-25,-81.31797900778713,-56.31797900778713,56.31797900778713,3171.714759521552,433,625,2,Validacao
3,2,Validacao,2023,7,11,17,0,202307111700,2023-07-11 17:00,431,-2,4.278205128205128,14858,-21,-26,515,-4,-5,-12,0,-5,-10,1,0,406,431,406,431,nivel_conv,406,353.1559344070008,-25,-77.84406559299919,-52.84406559299919,52.84406559299919,2792.495268397201,431,625,2,Validacao
3,2,Validacao,2023,7,11,18,0,202307111800,2023-07-11 18:00,428,-3,4.978205128205128,14857,-21,-24,514,-1,-5,-10,3,-5,-10,-1,0,405,428,405,428,nivel_conv,405,352.5744999047556,-23,-75.42550009524439,-52.42550009524439,52.42550009524439,2748.433060236469,428,529,2,Validacao
3,2,Validacao,2023,7,12,1,0,202307120100,2023-07-12 01:00,413,-2,5.544871794871794,14848,-17,-20,498,-3,-5,-8,0,-4,-8,0,0,425,413,425,413,nivel_conv,425,345.5332207863239,12,-67.46677921367609,-79.46677921367609,79.46677921367609,6314.968998595143,413,144,2,Validacao
3,2,Validacao,2023,7,12,2,0,202307120200,2023-07-12 02:00,411,-2,5.529487179487178,14848,-15,-19,498,0,-3,-7,3,-4,-8,0,0,436,411,436,411,nivel_conv,436,347.5811795851288,25,-63.41882041487122,-88.41882041487122,88.41882041487122,7817.887803557248,411,625,2,Validacao
3,2,Validacao,2023,7,12,3,0,202307120300,2023-07-12 03:00,409,-2,5.53076923076923,14848,-14,-17,495,-3,-3,-8,1,-4,-8,0,0,449,409,449,409,nivel_conv,449,344.699113922755,40,-64.30088607724502,-104.300886077245,104.300886077245,10878.67483649845,409,1600,2,Validacao
3,2,Validacao,2023,7,12,4,0,202307120400,2023-07-12 04:00,408,-1,5.553205128205127,14847,-13,-16,494,-1,-4,-7,0,-3,-7,1,1,464,408,464,408,nivel_conv,464,348.2411906339597,56,-59.75880936604028,-115.7588093660403,115.7588093660403,13400.10194584325,408,3136,2,Validacao
3,2,Validacao,2023,7,12,5,0,202307120500,2023-07-12 05:00,406,-2,8.714743589743588,14846,-12,-16,492,-2,-3,-6,2,-3,-7,-1,0,484,406,484,406,nivel_conv,484,347.1389530090591,78,-58.86104699094091,-136.8610469909409,136.8610469909409,18730.94618345653,406,6084,2,Validacao
3,2,Validacao,2023,7,12,6,0,202307120600,2023-07-12 06:00,405,-1,15.76858974358974,14848,-9,-12,492,0,-2,-6,1,-3,-6,1,0,519,405,519,405,nivel_conv,519,360.9168555983319,114,-44.08314440166805,-158.0831444016681,158.0831444016681,24990.28054391863,405,12996,2,Validacao
3,2,Validacao,2023,7,12,7,0,202307120700,2023-07-12 07:00,405,0,17.38141025641026,14849,-6,-9,491,-1,-1,-4,2,-1,-4,1,2,550,405,550,405,nivel_conv,550,364.1602195947303,145,-40.83978040526966,-185.8397804052697,185.8397804052697,34536.42398107885,405,21025,2,Validacao
