EVENTO,SERIE,CONJUNTO,ANO,MES,DIA,HORA,MINUTO,COD_SEQUENCIAL,DATA_HORA,inp01_input_1_nivel_86472600,inp02_input_2_nivel_D-1h_86472600,inp03_input_3_chuva_med_acum_36h,inp04_input_4a_nivel_86298000,inp05_input_4b_nivel_D-10H_86298000,inp06_input_7a_nivel_86472000,inp07_input_7b_nivel_D-2h_86472000,inp08_input_7c_nivel_A-14h_86472000,inp09_input_8a_nivel_86125130,inp10_input_8b_nivel_D-11h_86125130,inp11_input_14_nivel_D-8h_86472600,inp12_input_15_nivel_D-12h_86472600,saida_8h_conv_nivel_8h_86472600,NIVEL_ATUAL_CM,OBSERVADO_CM_AUDITORIA,RNA_CM,ERRO_RNA_CM,ERRO_ABS_CM,E2_RNA,PERS_BASE_NIVEL_ATUAL_CM,E2_PERS,SERIE_AUDITORIA,CONJUNTO_AUDITORIA
3,2,Validacao,2023,7,13,6,0,202307130600,2023-07-13 06:00,1226,20,90.75166666666667,630,175,1460,26,-25,219,29,474,707,1223,1226,1223,1406.920103889435,183.9201038894353,183.9201038894353,33826.60461470066,1226,9,2,Validacao
3,2,Validacao,2023,7,13,8,0,202307130800,2023-07-13 08:00,1247,7,90.69409090909092,616,80,1457,-3,-44,223,17,265,647,1198,1247,1198,1256.37825865361,58.37825865361037,58.37825865361037,3408.021083427835,1247,2401,2,Validacao
3,2,Validacao,2023,7,13,10,0,202307131000,2023-07-13 10:00,1249,-1,91.08744755244756,594,13,1450,-7,-85,228,15,143,497,1163,1249,1163,1148.986756864444,-14.01324313555642,14.01324313555642,196.3709831762192,1249,7396,2,Validacao
3,2,Validacao,2023,7,13,11,0,202307131100,2023-07-13 11:00,1245,-4,91.32462703962703,581,-19,1446,-3,-118,228,14,100,382.3855000000001,1140,1245,1140,1119.786297075805,-20.21370292419465,20.21370292419465,408.5937859075953,1245,11025,2,Validacao
3,2,Validacao,2023,7,13,12,0,202307131200,2023-07-13 12:00,1239,-6,91.598986013986,562,-53,1432,-18,-206,226,12,60,257,1117,1239,1117,1127.118831407428,10.11883140742771,10.11883140742771,102.3907490519454,1239,14884,2,Validacao
3,2,Validacao,2023,7,13,13,0,202307131300,2023-07-13 13:00,1230,-9,91.76052447552446,549,-79,1427,-19,-106,226,10,24,173,1093,1230,1093,1024.179675132002,-68.82032486799767,68.82032486799767,4736.237114936738,1230,18769,2,Validacao
3,2,Validacao,2023,7,13,14,0,202307131400,2023-07-13 14:00,1223,-7,91.97590909090908,535,-96,1409,-23,-81,225,10,-3,117,1068,1223,1068,1082.799043212618,14.79904321261824,14.79904321261824,219.0116800089421,1223,24025,2,Validacao
3,2,Validacao,2023,7,13,15,0,202307131500,2023-07-13 15:00,1211,-12,92.09770396270396,524,-109,1388,-39,-67,223,5,-29,66,1047.6176,1211,1047.6176,1162.904182481084,115.2865824810835,115.2865824810835,13290.99610016768,1211,26693.80862975999,2,Validacao
3,2,Validacao,2023,7,13,16,0,202307131600,2023-07-13 16:00,1198,-13,91.85988344988345,511,-119,1366,-43,-66,221,3,-49,19,1031,1198,1031,1202.414168257476,171.4141682574759,171.4141682574759,29382.81707940227,1198,27889,2,Validacao
3,2,Validacao,2023,7,13,17,0,202307131700,2023-07-13 17:00,1180,-18,88.698344988345,500,-129,1341,-47,-64,217,-2,-70,-26,1020,1180,1020,1198.288947465224,178.2889474652241,178.2889474652241,31786.94878825742,1180,25600,2,Validacao
3,2,Validacao,2023,7,17,0,0,202307170000,2023-07-17 00:00,515,-3,0.1276923076923077,190,-12,603,-16,10,123,-5,84,12,469,515,469,461.8429999711138,-7.157000028886159,7.157000028886159,51.22264941347648,515,2116,2,Validacao
3,2,Validacao,2023,7,17,1,0,202307170100,2023-07-17 01:00,510,-5,0.1123076923076923,189,-12,596,-16,33,123,-5,83,31,464,510,464,453.7309015667677,-10.26909843323233,10.26909843323233,105.4543826314147,510,2116,2,Validacao
4,1,Treino,2023,9,3,13,0,202309031300,2023-09-03 13:00,306,12,69.86923076923078,101,27,410,29,11,93,4,35,30,434,306,434,382.7528864792383,-51.24711352076167,51.24711352076167,2626.266644209834,306,16384,1,Treino
4,1,Treino,2023,9,3,14,0,202309031400,2023-09-03 14:00,320,14,65.06153846153846,106,32,425,31,13,94,5,54,38,441,320,441,378.4024984262192,-62.59750157378085,62.59750157378085,3918.447203279496,320,14641,1,Treino
4,1,Treino,2023,9,3,16,0,202309031600,2023-09-03 16:00,357,19,59.23076923076923,114,38,487,62,38,109,20,91,78,446,357,446,398.9842858059603,-47.01571419403967,47.01571419403967,2210.477381175624,357,7921,1,Treino
4,1,Treino,2023,9,3,17,0,202309031700,2023-09-03 17:00,383,26,58.0076923076923,123,44,496,32,17,114,25,116,112,447,383,447,446.30114916872,-0.6988508312799695,0.6988508312799695,0.4883924843807044,383,4096,1,Treino
4,1,Treino,2023,9,3,18,0,202309031800,2023-09-03 18:00,410,27,57.67692307692307,130,47,499,12,4,118,29,138,144,450,410,450,511.3434332850708,61.34343328507077,61.34343328507077,3763.016807199929,410,1600,1,Treino
4,1,Treino,2023,9,3,19,0,202309031900,2023-09-03 19:00,426,16,57.69230769230769,132,44,497,1,-2,120,31,145,162,458,426,458,533.7525731922284,75.7525731922284,75.7525731922284,5738.452345243921,426,1024,1,Treino
4,1,Treino,2023,9,3,20,0,202309032000,2023-09-03 20:00,432,6,57.80769230769231,133,42,507,8,5,121,32,138,166,476,432,476,512.2967706488795,36.29677064887949,36.29677064887949,1317.455559537359,432,1936,1,Treino
4,1,Treino,2023,9,3,21,0,202309032100,2023-09-03 21:00,434,2,58.46923076923077,138,46,507,10,-4,123,34,128,167,501,434,501,514.8109540153905,13.81095401539051,13.81095401539051,190.7424508152312,434,4489,1,Treino
4,1,Treino,2023,9,3,22,0,202309032200,2023-09-03 22:00,441,7,62.48461538461538,153,59,509,2,-9,125,35,121,169,540,441,540,563.6625721110019,23.66257211100185,23.66257211100185,559.9173189083625,441,9801,1,Treino
4,1,Treino,2023,9,3,23,0,202309032300,2023-09-03 23:00,450,9,69.33846153846154,173,72,511,4,-13,130,39,112,169,574,450,574,610.8601897607664,36.86018976076639,36.86018976076639,1358.673589199707,450,15376,1,Treino
4,1,Treino,2023,9,4,0,0,202309040000,2023-09-04 00:00,446,-4,73.1923076923077,183,77,515,6,-6,137,44,89,152,605,446,605,516.4042235369313,-88.59577646306866,88.59577646306866,7849.211607094031,446,25281,1,Treino
4,1,Treino,2023,9,4,2,0,202309040200,2023-09-04 02:00,450,3,82.62307692307692,193,79,540,25,4,164,66,40,130,678,450,678,612.0565529232086,-65.94344707679136,65.94344707679136,4348.538212369583,450,51984,1,Treino
4,1,Treino,2023,9,4,3,0,202309040300,2023-09-04 03:00,458,8,92.6923076923077,206,83,562,39,6,190,81,32,120,756,458,756,733.4162677872775,-22.58373221272245,22.58373221272245,510.0249606559578,458,88804,1,Treino
4,1,Treino,2023,9,4,4,0,202309040400,2023-09-04 04:00,476,18,99.16730769230769,222,92,592,52,15,221,107,44,119,919,476,919,925.078217996639,6.078217996638955,6.078217996638955,36.94473401466567,476,196249,1,Treino
4,1,Treino,2023,9,4,5,0,202309040500,2023-09-04 05:00,501,25,107.2621794871795,264,132,626,64,-5,246,128,67,118,1133,501,1133,1135.455836695554,2.455836695554126,2.455836695554126,6.031133875230209,501,399424,1,Treino
4,1,Treino,2023,9,4,6,0,202309040600,2023-09-04 06:00,540,39,115.8871794871795,423,290,660,68,11,279,159,99,130,1326,540,1326,1345.447724089356,19.44772408935592,19.44772408935592,378.2139722557144,540,617796,1,Treino
4,1,Treino,2023,9,4,7,0,202309040700,2023-09-04 07:00,574,34,128.0955128205128,594,456,691,65,22,304,183,124,148,1547,574,1547,1570.980658434268,23.98065843426798,23.98065843426798,575.071978941028,574,946729,1,Treino
4,1,Treino,2023,9,4,8,0,202309040800,2023-09-04 08:00,605,31,136.2538461538462,710,557,732,72,38,313,190,159,173,1748,605,1748,1751.050981751102,3.050981751102199,3.050981751102199,9.308489645558643,605,1306449,1,Treino
4,1,Treino,2023,9,4,9,0,202309040900,2023-09-04 09:00,636,31,142.6705128205128,839,666,804,113,74,323,198,189,202,1905,636,1905,1899.3445190042,-5.655480995799735,5.655480995799735,31.98446529385196,636,1610361,1,Treino
4,1,Treino,2023,9,4,10,0,202309041000,2023-09-04 10:00,678,42,147.6455128205128,971,788,941,209,127,332,202,228,237,2033,678,2033,2026.835672102804,-6.16432789719579,6.16432789719579,37.99893842414627,678,1836025,1,Treino
4,1,Treino,2023,9,4,11,0,202309041100,2023-09-04 11:00,756,78,155.7091491841492,1061,875,1224,420,283,349,212,298,306,2135,756,2135,2144.853703343045,9.853703343045254,9.853703343045254,97.09546957274121,756,1901641,1,Treino
4,1,Treino,2023,9,4,12,0,202309041200,2023-09-04 12:00,919,163,161.9091491841492,1144,951,1462,521,236,368,222,443,473,2207,919,2207,2211.888859600249,4.888859600249361,4.888859600249361,23.90094819095034,919,1658944,1,Treino
4,1,Treino,2023,9,4,13,0,202309041300,2023-09-04 13:00,1133,214,169.9000582750583,1236,1030,1708,484,244,388,224,632,686,2277,1133,2277,2253.379044475415,-23.62095552458459,23.62095552458459,557.9495398944032,1133,1308736,1,Treino
4,1,Treino,2023,9,4,20,0,202309042000,2023-09-04 20:00,2207,72,168.7014502164502,1534,563,2704,146,25,445,122,1288,1602,2282,2207,2282,2257.344131093786,-24.65586890621444,24.65586890621444,607.9118715204319,2207,5625,1,Treino
4,1,Treino,2023,9,4,21,0,202309042100,2023-09-04 21:00,2277,70,164.9822194472194,1499,438,2736,91,1,435,103,1144,1641,2246.4477,2277,2246.4477,2229.156982346885,-17.29071765311483,17.29071765311483,298.9689169597366,2277,933.4430352899898,1,Treino
4,1,Treino,2023,9,4,22,0,202309042200,2023-09-04 22:00,2321,44,164.0860656010656,1460,316,2761,57,-16,440,91,995,1643,2209,2321,2209,2216.975210533578,7.975210533577865,7.975210533577865,63.60398305489134,2321,12544,1,Treino
4,1,Treino,2023,9,4,23,0,202309042300,2023-09-04 23:00,2357,36,160.2072194472194,1415,179,2754,18,-79,435,67,810,1601,2167,2357,2167,2193.602614614466,26.60261461446589,26.60261461446589,707.6991043257942,2357,36100,1,Treino
4,1,Treino,2023,9,5,0,0,202309050000,2023-09-05 00:00,2365,8,155.845680985681,1376,17,2735,-26,-156,433,45,617,1446,2124,2365,2124,2163.836664002464,39.83666400246375,39.83666400246375,1586.959798845191,2365,58081,1,Treino
4,1,Treino,2023,9,5,1,0,202309050100,2023-09-05 01:00,2357,-8,153.8390875790876,1334,-134,2696,-58,-322,425,12,452,1224,2081,2357,2081,2082.150006098779,1.150006098779158,1.150006098779158,1.32251402722926,2357,76176,1,Treino
4,1,Treino,2023,9,5,2,0,202309050200,2023-09-05 02:00,2341,-16,152.0640875790876,1283,-261,2642,-93,-292,421,-5,308,1015,2044,2341,2044,2062.507044087085,18.50704408708498,18.50704408708498,342.510680841307,2341,88209,1,Treino
4,1,Treino,2023,9,5,3,0,202309050300,2023-09-05 03:00,2312,-29,150.7140875790876,1227,-343,2586,-110,-302,413,-23,177,765,1999,2312,1999,1985.770544027444,-13.22945597255602,13.22945597255602,175.0185053297983,2312,97969,1,Treino
4,1,Treino,2023,9,5,4,0,202309050400,2023-09-05 04:00,2282,-30,150.6275491175491,1190,-391,2531,-111,-338,406,-26,75,534,1948,2282,1948,1970.314190615912,22.31419061591191,22.31419061591191,497.9231028432512,2282,111556,1,Treino
4,1,Treino,2023,9,5,5,0,202309050500,2023-09-05 05:00,2246.4477,-35.55229999999983,150.7217798867799,1132,-436,2489,-97,-237,405,-29,-30.55229999999983,341.4477000000002,1891,2246.4477,1891,1891.040668676985,0.0406686769845237,0.0406686769845237,0.001653941287671528,2246.4477,126343.0674352901,1,Treino
4,1,Treino,2023,9,5,6,0,202309050600,2023-09-05 06:00,2209,-37.44770000000017,150.7160106560107,1088,-446,2428,-103,-208,404,-32,-112,176,1829,2209,1829,1854.611475952927,25.61147595292687,25.61147595292687,655.9477004873512,2209,144400,1,Treino
4,1,Treino,2023,9,5,13,0,202309051300,2023-09-05 13:00,1891,-57,131.0256260406261,803,-424,2008,-132,-65,359,-62,-355.4477000000002,-466,1441,1891,1441,1437.035907039428,-3.964092960572316,3.964092960572316,15.71403300005899,1891,202500,1,Treino
4,1,Treino,2023,9,5,14,0,202309051400,2023-09-05 14:00,1829,-62,125.7948568098568,767,-423,1949,-131,-40,351,-62,-380,-512,1227,1829,1227,1275.03083046233,48.03083046232996,48.03083046232996,2306.960674901084,1829,362404,1,Treino
4,1,Treino,2023,9,5,15,0,202309051500,2023-09-05 15:00,1765,-64,114.0871645021645,739,-393,1895,-113,-15,344,-62,-402,-547,1192,1765,1192,1222.404711567305,30.40471156730473,30.40471156730473,924.4464854909941,1765,328329,1,Treino
4,1,Treino,2023,9,5,16,0,202309051600,2023-09-05 16:00,1707,-58,107.6371645021645,709,-379,1858,-91,17,333,-72,-417,-575,1167,1707,1167,1168.437793028788,1.437793028787837,1.437793028787837,2.067248793630902,1707,291600,1,Treino
4,1,Treino,2023,9,5,17,0,202309051700,2023-09-05 17:00,1652,-55,97.90383116883119,680,-365,1774,-121,-28,320,-84,-429,-594.4477000000002,1145,1652,1145,1144.481712495445,-0.518287504555019,0.518287504555019,0.2686219373778689,1652,257049,1,Treino
4,1,Treino,2023,9,5,18,0,202309051800,2023-09-05 18:00,1592,-60,89.27883116883119,651,-351,1727,-131,8,311,-86,-452,-617,1116,1592,1116,1095.912805042965,-20.08719495703531,20.08719495703531,403.4954012419447,1592,226576,1,Treino
4,1,Treino,2023,9,5,19,0,202309051900,2023-09-05 19:00,1538,-54,77.07049783549786,627,-328,1659,-115,-26,300,-90,-461,-629,1078,1538,1078,1091.131313668548,13.13131366854782,13.13131366854782,172.4313986617908,1538,211600,1,Treino
4,1,Treino,2023,9,5,20,0,202309052000,2023-09-05 20:00,1481,-57,68.91216450216452,604,-310,1619,-108,21,289,-99,-467,-643,1036,1481,1036,1053.898103695557,17.89810369555676,17.89810369555676,320.3421158969024,1481,198025,1,Treino
4,1,Treino,2023,9,5,21,0,202309052100,2023-09-05 21:00,1441,-40,62.49549783549784,584,-294,1579,-80,1,281,-100,-450,-640,1005,1441,1005,1020.051166341939,15.05116634193928,15.05116634193928,226.5376082527258,1441,190096,1,Treino
4,1,Treino,2023,9,5,22,0,202309052200,2023-09-05 22:00,1227,-214,57.52049783549783,561,-277,1515,-104,8,269,-105,-602,-817,985,1227,985,996.3368481769056,11.33684817690562,11.33684817690562,128.5241265862082,1227,58564,1,Treino
4,1,Treino,2023,9,5,23,0,202309052300,2023-09-05 23:00,1192,-35,49.45686147186147,543,-260,1442,-137,-8,264,-106,-573,-807,969,1192,969,972.4050206743657,3.405020674365687,3.405020674365687,11.59416579285776,1192,49729,1,Treino
4,1,Treino,2023,9,6,0,0,202309060000,2023-09-06 00:00,1167,-25,43.25686147186146,525,-242,1397,-118,2,254,-105,-540,-781,960,1167,960,949.7918065744085,-10.2081934255915,10.2081934255915,104.2072130142896,1167,42849,1,Treino
4,1,Treino,2023,9,6,1,0,202309060100,2023-09-06 01:00,1145,-22,35.26595238095237,509,-230,1377,-65,43,247,-104,-507,-746,944,1145,944,936.6681530844311,-7.331846915568917,7.331846915568917,53.75597919333745,1145,40401,1,Treino
4,1,Treino,2023,9,6,2,0,202309060200,2023-09-06 02:00,1116,-29,33.05595238095238,493,-216,1363,-34,46,241,-103,-476,-713,921,1116,921,914.6371810595333,-6.362818940466695,6.362818940466695,40.48546486916172,1116,38025,1,Treino
4,1,Treino,2023,9,6,3,0,202309060300,2023-09-06 03:00,1078,-38,28.8781746031746,479,-201,1334,-43,43,236,-97,-460,-687,894,1078,894,914.8153179757727,20.8153179757727,20.8153179757727,433.2774624325261,1078,33856,1,Treino
4,1,Treino,2023,9,6,4,0,202309060400,2023-09-06 04:00,1036,-42,26.50039682539682,466,-185,1291,-72,16,230,-90,-445,-671,870,1036,870,915.456374516756,45.456374516756,45.456374516756,2066.281984207584,1036,27556,1,Treino
4,1,Treino,2023,9,6,5,0,202309060500,2023-09-06 05:00,1005,-31,18.38928571428571,453,-174,1239,-95,2,228,-83,-436,-647,852,1005,852,913.4208278459607,61.42082784596073,61.42082784596073,3772.518093283145,1005,23409,1,Treino
4,1,Treino,2023,9,6,6,0,202309060600,2023-09-06 06:00,985,-20,7.439285714285716,442,-162,1193,-98,-9,226,-74,-242,-607,822,985,822,809.4606401841233,-12.53935981587665,12.53935981587665,157.2355445920221,985,26569,1,Treino
4,1,Treino,2023,9,6,7,0,202309060700,2023-09-06 07:00,969,-16,7.410714285714287,431,-153,1170,-69,61,223,-66,-223,-569,786,969,786,808.3659525740759,22.36595257407589,22.36595257407589,500.235834545812,969,33489,1,Treino
4,1,Treino,2023,9,6,8,0,202309060800,2023-09-06 08:00,960,-9,7.410714285714287,422,-139,1155,-38,32,219,-62,-207,-521,765,960,765,774.2511838677858,9.251183867785812,9.251183867785812,85.58440295558046,960,38025,1,Treino
4,1,Treino,2023,9,6,9,0,202309060900,2023-09-06 09:00,944,-16,7.260714285714287,411,-132,1151,-19,64,217,-52,-201,-497,751,944,751,786.4433665818523,35.44336658185227,35.44336658185227,1256.232234655562,944,37249,1,Treino
4,1,Treino,2023,9,6,10,0,202309061000,2023-09-06 10:00,921,-23,2.710714285714285,402,-123,1134,-21,23,214,-50,-195,-306,746.88643325,921,746.88643325,706.5580582346447,-40.32837501535528,40.32837501535528,1626.377831379132,921,30315.53412640671,1,Treino
4,1,Treino,2023,9,6,11,0,202309061100,2023-09-06 11:00,894,-27,0.7357142857142859,394,-115,1108,-43,14,214,-40,-184,-298,743.47807689,894,743.47807689,713.7867027510214,-29.69137413897863,29.69137413897863,881.577698260809,894,22656.84933673275,1,Treino
4,1,Treino,2023,9,6,12,0,202309061200,2023-09-06 12:00,870,-24,0.6357142857142859,387,-106,1075,-59,31,211,-36,-166,-297,740.59238581,870,740.59238581,722.4135250671501,-18.17886074284991,18.17886074284991,330.4709779079295,870,16746.33061034789,1,Treino
4,1,Treino,2023,9,6,13,0,202309061300,2023-09-06 13:00,852,-18,0.55,378,-101,1036,-72,34,209,-32,-153,-293,737,852,737,724.9294679566057,-12.07053204339434,12.07053204339434,145.6977438106095,852,13225,1,Treino
4,1,Treino,2023,9,6,14,0,202309061400,2023-09-06 14:00,822,-30,0.4250000000000001,371,-95,1019,-56,28,208,-28,-163,-294,730,822,730,729.2471415881541,-0.7528584118458639,0.7528584118458639,0.5667957882870764,822,8464,1,Treino
4,1,Treino,2023,9,6,15,0,202309061500,2023-09-06 15:00,786,-36,0.3750000000000001,362,-91,991,-45,-8,206,-24,-183,-292,723,786,723,674.4905542002931,-48.5094457997069,48.5094457997069,2353.166331794701,786,3969,1,Treino
4,1,Treino,2023,9,6,16,0,202309061600,2023-09-06 16:00,765,-21,0.3,358,-84,932,-87,-45,204,-24,-195,-271,712,765,712,687.4475911076336,-24.55240889236643,24.55240889236643,602.8207824179541,765,2809,1,Treino
4,1,Treino,2023,9,6,17,0,202309061700,2023-09-06 17:00,751,-14,0.175,353,-78,907,-84,4,202,-24,-193,-254,703,751,703,731.4929231331128,28.49292313311275,28.49292313311275,811.8466686694719,751,2304,1,Treino
4,1,Treino,2023,9,6,18,0,202309061800,2023-09-06 18:00,746.88643325,-4.113566750000018,0.15,346,-76,897,-35,33,201,-22,-174.11356675,-238.11356675,696,746.88643325,696,720.2308167731981,24.23081677319806,24.23081677319806,587.1324814962964,746.88643325,2589.429088906704,1,Treino
4,1,Treino,2023,9,6,19,0,202309061900,2023-09-06 19:00,743.47807689,-3.408356359999971,0.1,342,-69,894,-13,49,199,-20,-150.52192311,-225.52192311,686,743.47807689,686,712.4090183611972,26.40901836119724,26.40901836119724,697.436250802053,743.47807689,3303.729322972753,1,Treino
4,1,Treino,2023,9,6,20,0,202309062000,2023-09-06 20:00,740.59238581,-2.885691080000015,0.07500000000000001,336,-66,895,-2,47,198,-19,-129.40761419,-219.40761419,678,740.59238581,678,695.937160523667,17.93716052366699,17.93716052366699,321.7417276517974,740.59238581,3917.806761387889,1,Treino
4,1,Treino,2023,9,6,21,0,202309062100,2023-09-06 21:00,737,-3.592385809999996,0.07500000000000001,331,-63,890,-4,18,196,-18,-115,-207,669,737,669,676.8744071480303,7.874407148030286,7.874407148030286,62.00628793295047,737,4624,1,Treino
4,1,Treino,2023,9,6,22,0,202309062200,2023-09-06 22:00,730,-7,0.05,327,-60,883,-12,8,194,-20,-92,-191,657,730,657,661.6383234162131,4.638323416213098,4.638323416213098,21.51404411339074,730,5329,1,Treino
4,1,Treino,2023,9,6,23,0,202309062300,2023-09-06 23:00,723,-7,0.05,325,-53,874,-16,-5,194,-17,-63,-171,646,723,646,658.5744688564023,12.57446885640229,12.57446885640229,158.1172670206311,723,5929,1,Treino
4,1,Treino,2023,9,7,0,0,202309070000,2023-09-07 00:00,712,-11,0.05,320,-51,864,-19,7,193,-16,-53,-158,638,712,638,647.6231544000893,9.623154400089334,9.623154400089334,92.6051006079587,712,5476,1,Treino
4,1,Treino,2023,9,7,1,0,202309070100,2023-09-07 01:00,703,-9,0.025,314,-48,854,-20,16,193,-15,-48,-149,632,703,632,646.8785248967217,14.87852489672173,14.87852489672173,221.3705031023683,703,5041,1,Treino
4,1,Treino,2023,9,7,2,0,202309070200,2023-09-07 02:00,696,-7,0.025,309,-49,844,-20,23,191,-15,-50.88643324999998,-126,627,696,627,645.6908990722031,18.69089907220314,18.69089907220314,349.3497081272841,696,4761,1,Treino
4,1,Treino,2023,9,7,3,0,202309070300,2023-09-07 03:00,686,-10,0.025,304,-49,834,-20,29,189,-15,-57.47807689000001,-100,622,686,622,640.2152216906429,18.21522169064292,18.21522169064292,331.7943012392683,686,4096,1,Treino
4,1,Treino,2023,9,7,4,0,202309070400,2023-09-07 04:00,678,-8,0,300,-46,819,-25,2,189,-13,-62.59238581,-87,617,678,617,642.8546676570363,25.85466765703632,25.85466765703632,668.4638396557998,678,3721,1,Treino
4,1,Treino,2023,9,7,5,0,202309070500,2023-09-07 05:00,669,-9,0,296,-46,811,-23,20,188,-13,-68,-82,611,669,611,636.7833051783364,25.78330517833638,25.78330517833638,664.7788259192274,669,3364,1,Treino
4,1,Treino,2023,9,7,6,0,202309070600,2023-09-07 06:00,657,-12,0,292,-44,800,-19,48,187,-12,-73,-89.88643324999998,606,657,606,638.2789643990732,32.27896439907317,32.27896439907317,1041.931542676633,657,2601,1,Treino
4,1,Treino,2023,9,7,7,0,202309070700,2023-09-07 07:00,646,-11,0,289,-42,785,-26,10,186,-12,-77,-97.47807689000001,600,646,600,616.0977163098352,16.09771630983516,16.09771630983516,259.1364703919331,646,2116,1,Treino
4,1,Treino,2023,9,7,8,0,202309070800,2023-09-07 08:00,638,-8,0,286,-41,770,-30,-5,184,-12,-74,-102.59238581,595,638,595,611.6883916085021,16.68839160850212,16.68839160850212,278.5024144787238,638,1849,1,Treino
4,1,Treino,2023,9,7,9,0,202309070900,2023-09-07 09:00,632,-6,0,283,-42,760,-25,-7,184,-10,-71,-105,590,632,590,609.2388065081574,19.23880650815738,19.23880650815738,370.1316758583188,632,1764,1,Treino
4,1,Treino,2023,9,7,10,0,202309071000,2023-09-07 10:00,627,-5,0,279,-41,756,-14,-5,183,-11,-69,-103,585,627,585,604.7604074540556,19.76040745405555,19.76040745405555,390.4737027502943,627,1764,1,Treino
4,1,Treino,2023,9,7,11,0,202309071100,2023-09-07 11:00,622,-5,0,276,-38,748,-12,-3,183,-10,-64,-101,579,622,579,603.7950605107177,24.79506051071769,24.79506051071769,614.7950257301518,622,1849,1,Treino
4,1,Treino,2023,9,7,12,0,202309071200,2023-09-07 12:00,617,-5,0,273,-36,744,-12,3,182,-11,-61,-95,575,617,575,600.4588479962712,25.45884799627117,25.45884799627117,648.1529412972408,617,1764,1,Treino
4,1,Treino,2023,9,7,13,0,202309071300,2023-09-07 13:00,611,-6,0.025,270,-34,736,-12,1,181,-10,-58,-92,570,611,570,594.2960211583362,24.2960211583362,24.2960211583362,590.2966441263204,611,1681,1,Treino
4,1,Treino,2023,9,7,14,0,202309071400,2023-09-07 14:00,606,-5,0.75,267,-33,730,-14,4,180,-9,-51,-90,566,606,566,589.9136932943821,23.91369329438214,23.91369329438214,571.8647269777774,606,1600,1,Treino
4,1,Treino,2023,9,7,15,0,202309071500,2023-09-07 15:00,600,-6,1.275,263,-33,724,-12,4,179,-10,-46,-86,562,600,562,580.9809688139994,18.98096881399943,18.98096881399943,360.2771771180188,600,1444,1,Treino
4,1,Treino,2023,9,7,16,0,202309071600,2023-09-07 16:00,595,-5,2.125,261,-31,718,-12,4,179,-9,-43,-83,560,595,560,578.9612794230904,18.96127942309045,18.96127942309045,359.5301173605131,595,1225,1,Treino
4,1,Treino,2023,9,7,17,0,202309071700,2023-09-07 17:00,590,-5,2.725,259,-30,709,-15,1,178,-9,-42,-79,557,590,557,575.2031949205326,18.20319492053261,18.20319492053261,331.3563053149042,590,1089,1,Treino
4,1,Treino,2023,9,7,18,0,202309071800,2023-09-07 18:00,585,-5,3.7,257,-29,705,-13,11,178,-8,-42,-72,555,585,555,574.1559711118729,19.15597111187287,19.15597111187287,366.951229238908,585,900,1,Treino
4,1,Treino,2023,9,7,19,0,202309071900,2023-09-07 19:00,579,-6,4.725,255,-28,699,-10,2,177,-7,-43,-67,555,579,555,563.6547321780906,8.654732178090626,8.654732178090626,74.90438907447731,579,576,1,Treino
4,1,Treino,2023,9,7,20,0,202309072000,2023-09-07 20:00,575,-4,5.149999999999999,252,-27,693,-12,5,176,-8,-42,-63,557,575,557,563.7208359979716,6.720835997971562,6.720835997971562,45.16963651163041,575,324,1,Treino
4,1,Treino,2023,9,7,21,0,202309072100,2023-09-07 21:00,570,-5,5.225,249,-27,687,-12,9,176,-7,-41,-62,564,570,564,559.3160914341327,-4.683908565867341,4.683908565867341,21.93899945340545,570,36,1,Treino
4,1,Treino,2023,9,7,22,0,202309072200,2023-09-07 22:00,566,-4,5.25,245,-28,681,-12,9,175,-8,-40,-61,572,566,572,556.0228257495294,-15.97717425047063,15.97717425047063,255.2700970299016,566,36,1,Treino
4,1,Treino,2023,9,7,23,0,202309072300,2023-09-07 23:00,562,-4,6.05,243,-27,676,-11,5,175,-7,-38,-60,581,562,581,551.1399961627515,-29.86000383724854,29.86000383724854,891.6198291604976,562,361,1,Treino
4,1,Treino,2023,9,8,0,0,202309080000,2023-09-08 00:00,560,-2,9.7,242,-25,672,-9,0,174,-7,-35,-57,594,560,594,550.5370237253429,-43.46297627465708,43.46297627465708,1889.030306651404,560,1156,1,Treino
4,1,Treino,2023,9,8,1,0,202309080100,2023-09-08 01:00,557,-3,12.8875,240,-23,666,-10,2,174,-6,-33,-54,609,557,609,548.3174130193795,-60.6825869806205,60.6825869806205,3682.376362660572,557,2704,1,Treino
4,1,Treino,2023,9,8,3,0,202309080300,2023-09-08 03:00,555,0,24.24107142857143,238,-21,662,-4,6,173,-6,-24,-45,641,555,641,553.0428092002037,-87.95719079979631,87.95719079979631,7736.467413391772,555,7396,1,Treino
4,1,Treino,2023,9,8,4,0,202309080400,2023-09-08 04:00,557,2,29.24107142857143,241,-16,657,-7,1,174,-4,-18,-38,656,557,656,561.0437478801745,-94.95625211982554,94.95625211982554,9016.689816643871,557,9801,1,Treino
4,1,Treino,2023,9,8,5,0,202309080500,2023-09-08 05:00,564,7,32.21607142857142,247,-8,656,-6,5,176,-2,-6,-26,666,564,666,588.4297696102622,-77.57023038973784,77.57023038973784,6017.140642717009,564,10404,1,Treino
