EVENTO,SERIE,CONJUNTO,ANO,MES,DIA,HORA,MINUTO,COD_SEQUENCIAL,DATA_HORA,inp01_input_1_nivel_86472600,inp02_input_2_nivel_D-1h_86472600,inp03_input_3_chuva_med_acum_36h,inp04_input_4a_nivel_86298000,inp05_input_4b_nivel_D-10H_86298000,inp06_input_7a_nivel_86472000,inp07_input_7b_nivel_D-2h_86472000,inp08_input_7c_nivel_A-14h_86472000,inp09_input_8a_nivel_86125130,inp10_input_8b_nivel_D-11h_86125130,inp11_input_14_nivel_D-8h_86472600,inp12_input_15_nivel_D-12h_86472600,saida_8h_conv_nivel_8h_86472600,NIVEL_ATUAL_CM,OBSERVADO_CM_AUDITORIA,RNA_CM,ERRO_RNA_CM,ERRO_ABS_CM,E2_RNA,PERS_BASE_NIVEL_ATUAL_CM,E2_PERS,SERIE_AUDITORIA,CONJUNTO_AUDITORIA
4,1,Treino,2023,9,8,6,0,202309080600,2023-09-08 06:00,572,8,34.02857142857142,255,3,663,6,13,178,1,6,-13,676,572,676,612.8411022333635,-63.15889776663653,63.15889776663653,3989.046367096445,572,10816,1,Treino
4,1,Treino,2023,9,8,7,0,202309080700,2023-09-08 07:00,581,9,34.42857142857142,261,12,673,17,19,179,3,19,2,686,581,686,634.5774153458032,-51.42258465419684,51.42258465419684,2644.28221251804,581,11025,1,Treino
4,1,Treino,2023,9,8,8,0,202309080800,2023-09-08 08:00,594,13,34.65357142857142,267,22,682,19,13,181,5,34,19,696,594,696,668.3480687809435,-27.65193121905645,27.65193121905645,764.6293001434287,594,10404,1,Treino
4,1,Treino,2023,9,8,9,0,202309080900,2023-09-08 09:00,609,15,34.72857142857143,271,28,694,21,18,183,8,52,39,705.539,609,705.539,699.1601097860998,-6.378890213900149,6.378890213900149,40.69024036099109,609,9319.778520999998,1,Treino
4,1,Treino,2023,9,8,10,0,202309081000,2023-09-08 10:00,626,17,34.82857142857143,274,32,714,32,26,186,11,71,60,712.6342,626,712.6342,731.7065781406118,19.07237814061182,19.07237814061182,363.7556079384875,626,7505.484609639994,1,Treino
4,1,Treino,2023,9,8,11,0,202309081100,2023-09-08 11:00,641,15,34.95357142857143,277,37,732,38,24,187,13,86,79,717.6686,641,717.6686,744.3065821959806,26.63798219598061,26.63798219598061,709.58209547338,641,5878.074225959996,1,Treino
4,1,Treino,2023,9,8,13,0,202309081300,2023-09-08 13:00,666,10,34.97857142857143,278,40,771,39,22,189,15,102,109,721,666,721,747.2084568474003,26.20845684740027,26.20845684740027,686.8832103220421,666,3025,1,Treino
4,1,Treino,2023,9,8,14,0,202309081400,2023-09-08 14:00,676,10,34.97857142857143,280,39,784,30,17,190,17,104,121,721,676,721,741.4709699754619,20.47096997546191,20.47096997546191,419.0606117362631,676,2025,1,Treino
4,1,Treino,2023,9,8,15,0,202309081500,2023-09-08 15:00,686,10,34.97857142857143,281,34,795,24,17,190,16,105,131,717,686,717,738.2481331849834,21.24813318498343,21.24813318498343,451.4831638467941,686,961,1,Treino
4,1,Treino,2023,9,8,16,0,202309081600,2023-09-08 16:00,696,10,34.97857142857143,281,26,805,21,12,191,15,102,139,712,696,712,740.1838827086805,28.18388270868047,28.18388270868047,794.331244536658,696,256,1,Treino
4,1,Treino,2023,9,8,17,0,202309081700,2023-09-08 17:00,705.539,9.538999999999987,34.97857142857143,281,20,814,19,11,191,13,96.53899999999999,141.539,706,705.539,706,739.8598504243593,33.85985042435925,33.85985042435925,1146.489470759981,705.539,0.2125210000000117,1,Treino
4,1,Treino,2023,9,8,18,0,202309081800,2023-09-08 18:00,712.6342,7.095199999999977,34.97857142857143,280,13,825,20,16,191,12,86.63419999999996,140.6342,701,712.6342,701,735.4580467891167,34.45804678911668,34.45804678911668,1187.356988520954,712.6342,135.3546096399992,1,Treino
4,1,Treino,2023,9,8,19,0,202309081900,2023-09-08 19:00,717.6686,5.034400000000005,34.97857142857143,278,7,837,23,13,191,10,76.66859999999997,136.6686,693,717.6686,693,732.0717474743849,39.07174747438489,39.07174747438489,1526.601450702102,717.6686,608.5398259599984,1,Treino
4,1,Treino,2023,9,8,20,0,202309082000,2023-09-08 20:00,720.6422,2.973600000000033,34.97857142857143,277,3,839,14,-5,192,9,64.6422,126.6422,688,720.6422,688,720.6785439106771,32.67854391067715,32.67854391067715,1067.887232122055,720.6422,1065.51322084,1,Treino
4,1,Treino,2023,9,8,21,0,202309082100,2023-09-08 21:00,721,0.3577999999999975,35.12857142857143,275,-2,844,7,-5,193,7,55,112,681,721,681,708.8550583127718,27.8550583127718,27.8550583127718,775.9042736079175,721,1600,1,Treino
4,1,Treino,2023,9,8,22,0,202309082200,2023-09-08 22:00,721,0,36.02857142857142,272,-5,844,5,-9,193,6,45,95,693,721,693,707.6618842090078,14.66188420900778,14.66188420900778,214.9708485583517,721,784,1,Treino
4,1,Treino,2023,9,8,23,0,202309082300,2023-09-08 23:00,717,-4,36.35357142857143,270,-8,843,-1,-13,193,5,31,76,688,717,688,692.7655590937295,4.765559093729507,4.765559093729507,22.710553475828,717,841,1,Treino
4,1,Treino,2023,9,9,0,0,202309090000,2023-09-09 00:00,712,-5,36.35357142857143,268,-12,840,-4,-23,193,4,16,56,665,712,665,681.124819244981,16.12481924498104,16.12481924498104,260.0097956833109,712,2209,1,Treino
4,1,Treino,2023,9,9,1,0,202309090100,2023-09-09 01:00,706,-6,36.32857142857143,264,-17,835,-8,-23,193,3,0.4610000000000127,40,661,706,661,664.9474684932937,3.947468493293741,3.947468493293741,15.58250750554676,706,2025,1,Treino
4,1,Treino,2023,9,9,2,0,202309090200,2023-09-09 02:00,701,-5,35.60357142857143,261,-20,827,-13,-30,193,3,-11.63419999999996,25,659,701,659,653.6651137445109,-5.334886255489096,5.334886255489096,28.46101135900646,701,1764,1,Treino
4,1,Treino,2023,9,9,3,0,202309090300,2023-09-09 03:00,693,-8,35.10357142857143,260,-21,821,-14,-23,193,2,-24.66859999999997,7,658,693,658,637.2989082572775,-20.7010917427225,20.7010917427225,428.5351993406135,693,1225,1,Treino
4,1,Treino,2023,9,9,4,0,202309090400,2023-09-09 04:00,688,-5,34.25357142857143,259,-21,812,-15,-22,193,2,-32.6422,-8,656,688,656,637.4095762345186,-18.59042376548143,18.59042376548143,345.6038557801768,688,1024,1,Treino
4,1,Treino,2023,9,9,5,0,202309090500,2023-09-09 05:00,681,-7,33.65357142857143,258,-20,806,-15,-17,191,0,-40,-24.53899999999999,655,681,655,626.3168675618041,-28.68313243819591,28.68313243819591,822.7220864670866,681,676,1,Treino
4,1,Treino,2023,9,9,7,0,202309090700,2023-09-09 07:00,688,-5,36.65714285714285,255,-20,794,-12,-13,190,-2,-29,-29.66859999999997,656,688,656,651.6665604923309,-4.333439507669141,4.333439507669141,18.77869796662776,688,1024,1,Treino
4,1,Treino,2023,9,9,8,0,202309090800,2023-09-09 08:00,665,-23,39.34464285714284,254,-18,786,-12,-19,190,-3,-47,-55.6422,655,665,655,573.1581964517069,-81.84180354829311,81.84180354829311,6698.080808037404,665,100,1,Treino
4,1,Treino,2023,9,9,9,0,202309090900,2023-09-09 09:00,661,-4,39.85714285714285,254,-16,779,-15,-19,189,-4,-45,-60,654,661,654,617.918470628973,-36.08152937102705,36.08152937102705,1301.876761752287,661,49,1,Treino
4,1,Treino,2023,9,9,10,0,202309091000,2023-09-09 10:00,659,-2,39.90714285714285,255,-13,776,-10,-5,189,-4,-42,-62,652,659,652,630.8858723295276,-21.11412767047239,21.11412767047239,445.8063872850076,659,49,1,Treino
4,1,Treino,2023,9,9,11,0,202309091100,2023-09-09 11:00,658,-1,39.13214285714285,255,-9,774,-5,-7,189,-4,-35,-59,650,658,650,634.7743356049807,-15.22566439501929,15.22566439501929,231.8208562697583,658,64,1,Treino
4,1,Treino,2023,9,9,12,0,202309091200,2023-09-09 12:00,656,-2,35.55714285714285,256,-5,773,-3,-1,189,-4,-32,-56,649,656,649,637.5344578394435,-11.46554216055654,11.46554216055654,131.4586570354995,656,49,1,Treino
4,1,Treino,2023,9,9,13,0,202309091300,2023-09-09 13:00,655,-1,32.41964285714285,257,-3,771,-3,-1,189,-4,-26,-51,647,655,647,640.5972702411982,-6.402729758801797,6.402729758801797,40.99494836424612,655,64,1,Treino
4,1,Treino,2023,9,9,14,0,202309091400,2023-09-09 14:00,654,-1,26.51964285714284,256,-3,768,-5,0,189,-4,-39,-47,644,654,644,641.8078969725685,-2.192103027431472,2.192103027431472,4.805315682874223,654,100,1,Treino
4,1,Treino,2023,9,9,15,0,202309091500,2023-09-09 15:00,656,2,21.09464285714285,256,-2,767,-4,4,189,-4,-32,-37,635,656,635,651.2559261738139,16.25592617381392,16.25592617381392,264.2551357684884,656,441,1,Treino
4,1,Treino,2023,9,9,17,0,202309091700,2023-09-09 17:00,654,-1,13.14464285714286,256,1,764,-3,4,189,-2,-7,-27,637,654,637,651.0714695368055,14.07146953680547,14.07146953680547,198.0062549252442,654,289,1,Treino
4,1,Treino,2023,9,9,18,0,202309091800,2023-09-09 18:00,652,-2,11.33214285714286,255,1,763,-3,8,188,-2,-7,-41,635,652,635,647.1029455885032,12.10294558850319,12.10294558850319,146.4812919182688,652,289,1,Treino
4,1,Treino,2023,9,9,19,0,202309091900,2023-09-09 19:00,650,-2,10.93214285714286,256,2,762,-2,5,188,-2,-8,-38,634,650,634,646.0507454949704,12.05074549497044,12.05074549497044,145.2204669845504,650,256,1,Treino
4,1,Treino,2023,9,9,20,0,202309092000,2023-09-09 20:00,649,-1,10.73214285714286,255,0,758,-5,4,187,-2,-7,-16,631,649,631,643.61012497166,12.61012497165996,12.61012497165996,159.015251800882,649,324,1,Treino
4,1,Treino,2023,9,9,21,0,202309092100,2023-09-09 21:00,647,-2,10.80714285714286,255,0,756,-6,2,186,-3,-8,-14,628,647,628,640.7688121611075,12.76881216110746,12.76881216110746,163.0425640056458,647,361,1,Treino
4,1,Treino,2023,9,9,22,0,202309092200,2023-09-09 22:00,644,-3,11.95714285714286,254,-2,753,-5,5,186,-3,-10,-15,625,644,625,637.3430838825786,12.34308388257864,12.34308388257864,152.3517197323726,644,361,1,Treino
4,1,Treino,2023,9,9,23,0,202309092300,2023-09-09 23:00,635,-9,11.83214285714286,252,-5,753,-3,7,184,-5,-21,-23,622,635,622,613.5496777753426,-8.450322224657384,8.450322224657384,71.40794570053852,635,169,1,Treino
4,1,Treino,2023,9,10,0,0,202309100000,2023-09-10 00:00,639,4,11.84464285714286,251,-5,748,-5,-2,183,-6,-16,-17,618,639,618,629.4236903663374,11.42369036633738,11.42369036633738,130.5007015859495,639,441,1,Treino
4,1,Treino,2023,9,10,1,0,202309100100,2023-09-10 01:00,637,-2,11.84464285714286,250,-6,748,-5,2,183,-6,-17,-18,605,637,605,623.7624738634509,18.76247386345085,18.76247386345085,352.0304254766763,637,1024,1,Treino
4,1,Treino,2023,9,10,2,0,202309100200,2023-09-10 02:00,635,-2,11.84464285714286,249,-7,744,-4,-3,183,-6,-17,-19,580,635,580,622.0699731191223,42.06997311912232,42.06997311912232,1769.882638243675,635,3025,1,Treino
4,1,Treino,2023,9,10,3,0,202309100300,2023-09-10 03:00,634,-1,11.84464285714286,247,-9,742,-6,0,183,-6,-16,-22,562,634,562,620.0262546043784,58.02625460437844,58.02625460437844,3367.04622341215,634,5184,1,Treino
4,1,Treino,2023,9,10,4,0,202309100400,2023-09-10 04:00,631,-3,11.86964285714286,247,-8,737,-7,-2,183,-6,-18,-24,550,631,550,617.542134018689,67.54213401868901,67.54213401868901,4561.939867798547,631,6561,1,Treino
4,1,Treino,2023,9,10,5,0,202309100500,2023-09-10 05:00,628,-3,11.86964285714286,245,-11,734,-8,-2,182,-6,-19,-26,544,628,544,610.7316043868009,66.73160438680088,66.73160438680088,4453.107024036502,628,7056,1,Treino
4,1,Treino,2023,9,10,6,0,202309100600,2023-09-10 06:00,625,-3,11.86964285714286,244,-11,729,-8,-4,181,-7,-19,-27,542,625,542,608.4929523705842,66.49295237058425,66.49295237058425,4421.312714956785,625,6889,1,Treino
4,1,Treino,2023,9,10,7,0,202309100700,2023-09-10 07:00,622,-3,11.86964285714286,243,-12,724,-10,-3,181,-6,-13,-28,545,622,545,605.3335260183472,60.33352601834724,60.33352601834724,3640.134361806584,622,5929,1,Treino
4,1,Treino,2023,9,10,8,0,202309100800,2023-09-10 08:00,618,-4,11.86964285714286,240,-14,668,-61,-55,181,-5,-21,-31,552,618,552,601.4057225034014,49.40572250340142,49.40572250340142,2440.925416083106,618,4356,1,Treino
4,1,Treino,2023,9,10,9,0,202309100900,2023-09-10 09:00,605,-13,11.71964285714286,240,-12,651,-73,-16,179,-7,-32,-42,562,605,562,580.4265659678211,18.42656596782115,18.42656596782115,339.5383333664645,605,1849,1,Treino
4,1,Treino,2023,9,10,10,0,202309101000,2023-09-10 10:00,580,-25,10.81964285714286,238,-13,640,-28,-7,179,-5,-55,-64,577,580,577,528.841332445755,-48.15866755424497,48.15866755424497,2319.257260600287,580,9,1,Treino
4,1,Treino,2023,9,10,11,0,202309101100,2023-09-10 11:00,562,-18,10.49464285714286,237,-13,634,-17,-4,178,-5,-72,-73,604,562,604,542.0063234917183,-61.99367650828174,61.99367650828174,3843.215927013483,562,1764,1,Treino
4,1,Treino,2023,9,10,12,0,202309101200,2023-09-10 12:00,550,-12,10.49464285714286,236,-13,636,-4,5,178,-5,-81,-89,618,550,618,564.2640578148012,-53.73594218519884,53.73594218519884,2887.551482531032,550,4624,1,Treino
4,1,Treino,2023,9,10,13,0,202309101300,2023-09-10 13:00,544,-6,10.49464285714286,235,-12,640,6,4,177,-6,-84,-93,623,544,623,571.0488665373466,-51.95113346265339,51.95113346265339,2698.920268054424,544,6241,1,Treino
4,1,Treino,2023,9,10,14,0,202309101400,2023-09-10 14:00,542,-2,10.49464285714286,234,-13,652,16,17,177,-6,-83,-93,619,542,619,577.6679598871821,-41.33204011281794,41.33204011281794,1708.337539887591,542,5929,1,Treino
4,1,Treino,2023,9,10,15,0,202309101500,2023-09-10 15:00,545,3,10.46964285714286,233,-12,667,27,15,177,-6,-77,-89,607,545,607,570.6217322697355,-36.3782677302645,36.3782677302645,1323.378363054803,545,3844,1,Treino
4,1,Treino,2023,9,10,16,0,202309101600,2023-09-10 16:00,552,7,10.46964285714286,232,-12,678,26,15,176,-6,-66,-79,593,552,593,563.5691267776333,-29.4308732223667,29.4308732223667,866.1762986310213,552,1681,1,Treino
4,1,Treino,2023,9,10,17,0,202309101700,2023-09-10 17:00,562,10,10.46964285714286,230,-13,732,65,56,175,-6,-43,-66,579,562,579,561.665044532482,-17.33495546751794,17.33495546751794,300.5006810608302,562,289,1,Treino
4,1,Treino,2023,9,10,18,0,202309101800,2023-09-10 18:00,577,15,10.44107142857143,229,-11,745,67,18,174,-7,-3,-48,568,577,568,541.3617263168542,-26.63827368314583,26.63827368314583,709.5976248181795,577,81,1,Treino
4,1,Treino,2023,9,10,19,0,202309101900,2023-09-10 19:00,604,27,5.466071428571428,228,-12,747,15,5,173,-8,42,-18,560,604,560,575.8977536523275,15.89775365232754,15.89775365232754,252.7385711900936,604,1936,1,Treino
4,1,Treino,2023,9,10,20,0,202309102000,2023-09-10 20:00,618,14,2.353571428571429,226,-12,740,-5,-2,173,-6,68,0,554,618,554,574.5980288603541,20.59802886035413,20.59802886035413,424.2787929319818,618,4096,1,Treino
4,1,Treino,2023,9,10,21,0,202309102100,2023-09-10 21:00,623,5,1.766071428571429,225,-12,722,-25,-13,173,-6,79,18,549,623,549,584.613722547664,35.613722547664,35.613722547664,1268.337233701991,623,5476,1,Treino
4,1,Treino,2023,9,10,22,0,202309102200,2023-09-10 22:00,619,-4,1.691071428571429,224,-12,700,-40,34,172,-6,77,39,544,619,544,596.756574333894,52.75657433389404,52.75657433389404,2783.256135447687,619,5625,1,Treino
4,1,Treino,2023,9,10,23,0,202309102300,2023-09-10 23:00,607,-12,1.666071428571429,222,-13,682,-40,-1,171,-7,62,45,540,607,540,567.1921493384104,27.19214933841045,27.19214933841045,739.4129856424156,607,4489,1,Treino
4,1,Treino,2023,9,11,0,0,202309110000,2023-09-11 00:00,593,-14,1.591071428571428,220,-14,671,-29,0,171,-6,41,43,537,593,537,550.4850135375991,13.48501353759912,13.48501353759912,181.8455901092314,593,3136,1,Treino
4,1,Treino,2023,9,11,1,0,202309110100,2023-09-11 01:00,579,-14,1.541071428571429,219,-14,662,-20,-3,170,-7,17,35,533,579,533,535.604630571052,2.604630571051985,2.604630571051985,6.784100411658588,579,2116,1,Treino
4,1,Treino,2023,9,11,2,0,202309110200,2023-09-11 02:00,568,-11,1.5125,219,-13,657,-14,-7,170,-7,-9,26,529,568,529,529.2677813413766,0.2677813413765762,0.2677813413765762,0.07170684678943842,568,1521,1,Treino
4,1,Treino,2023,9,11,3,0,202309110300,2023-09-11 03:00,560,-8,1.5125,217,-13,650,-12,-11,169,-7,-44,15,526,560,526,522.6297542681485,-3.370245731851469,3.370245731851469,11.35855629306304,560,1156,1,Treino
4,1,Treino,2023,9,11,4,0,202309110400,2023-09-11 04:00,554,-6,1.4875,215,-14,645,-12,-17,169,-6,-64,2,522,554,522,517.5343959238229,-4.465604076177101,4.465604076177101,19.94161976516954,554,1024,1,Treino
4,1,Treino,2023,9,11,5,0,202309110500,2023-09-11 05:00,549,-5,1.4875,214,-14,641,-9,-19,168,-6,-74,-13,519,549,519,515.9050927303905,-3.094907269609507,3.094907269609507,9.578451007481775,549,900,1,Treino
4,1,Treino,2023,9,11,6,0,202309110600,2023-09-11 06:00,544,-5,1.4875,212,-14,636,-9,-16,168,-5,-75,-33,517,544,517,515.2629722590954,-1.737027740904637,1.737027740904637,3.017265372672266,544,729,1,Treino
4,1,Treino,2023,9,11,7,0,202309110700,2023-09-11 07:00,540,-4,1.4875,211,-14,633,-8,-57,168,-5,-67,-64,513,540,513,514.129326176479,1.129326176479026,1.129326176479026,1.275377612880736,540,729,1,Treino
4,1,Treino,2023,9,11,8,0,202309110800,2023-09-11 08:00,537,-3,1.4625,209,-15,629,-7,-17,167,-6,-56,-81,509,537,509,527.9196753633532,18.91967536335324,18.91967536335324,357.9541158546754,537,784,1,Treino
4,1,Treino,2023,9,11,9,0,202309110900,2023-09-11 09:00,533,-4,1.3125,208,-14,624,-9,-7,167,-5,-46,-90,507,533,507,531.1361272937222,24.13612729372221,24.13612729372221,582.5526407387623,533,676,1,Treino
4,1,Treino,2023,9,11,10,0,202309111000,2023-09-11 10:00,529,-4,0.0875,206,-14,620,-9,3,167,-4,-39,-90,504,529,504,531.3193515199686,27.31935151996856,27.31935151996856,746.3469674716087,529,625,1,Treino
4,1,Treino,2023,9,11,11,0,202309111100,2023-09-11 11:00,526,-3,0.0875,205,-14,617,-7,15,167,-4,-34,-81,501,526,501,532.7214785973893,31.72147859738925,31.72147859738925,1006.252204404624,526,625,1,Treino
4,1,Treino,2023,9,11,12,0,202309111200,2023-09-11 12:00,522,-4,0.05,203,-16,616,-4,21,166,-4,-32,-71,498,522,498,525.6156252376436,27.6156252376436,27.6156252376436,762.6227572659781,522,576,1,Treino
4,1,Treino,2023,9,11,13,0,202309111300,2023-09-11 13:00,519,-3,0.05,202,-15,610,-7,12,165,-5,-30,-60,495,519,495,515.9007300022415,20.90073000224152,20.90073000224152,436.8405146265987,519,576,1,Treino
4,1,Treino,2023,9,11,14,0,202309111400,2023-09-11 14:00,517,-2,0.05,201,-14,608,-8,9,165,-4,-27,-51,492,517,492,509.2698637793852,17.26986377938522,17.26986377938522,298.2481949585215,517,625,1,Treino
4,1,Treino,2023,9,11,15,0,202309111500,2023-09-11 15:00,513,-4,0.07500000000000001,200,-14,604,-6,5,164,-5,-27,-47,489,513,489,501.6495035129415,12.64950351294146,12.64950351294146,160.0099391239185,513,576,1,Treino
4,1,Treino,2023,9,11,16,0,202309111600,2023-09-11 16:00,509,-4,0.05,198,-14,601,-7,2,164,-4,-28,-45,486,509,486,494.777997273491,8.777997273490996,8.777997273490996,77.05323613341537,509,529,1,Treino
4,1,Treino,2023,9,11,17,0,202309111700,2023-09-11 17:00,507,-2,0.05,197,-14,598,-6,4,163,-5,-26,-42,483,507,483,496.3044652805939,13.30446528059394,13.30446528059394,177.0087964025297,507,576,1,Treino
4,1,Treino,2023,9,11,18,0,202309111800,2023-09-11 18:00,504,-3,0.05,196,-13,594,-7,1,163,-5,-25,-40,481,504,481,491.2550204651377,10.2550204651377,10.2550204651377,105.1654447403931,504,529,1,Treino
4,1,Treino,2023,9,11,19,0,202309111900,2023-09-11 19:00,501,-3,0.05,195,-13,591,-7,1,162,-5,-25,-39,478,501,478,487.9736609849235,9.973660984923526,9.973660984923526,99.47391344218573,501,529,1,Treino
5,1,Treino,2023,11,15,23,0,202311152300,2023-11-15 23:00,593,-11,11.33269230769231,250,-7,684,-21,-9,198,27,26,-18,601,593,601,563.1467907171905,-37.85320928280953,37.85320928280953,1432.865453008178,593,64,1,Treino
5,1,Treino,2023,11,16,1,0,202311160100,2023-11-16 01:00,577,-7,15.03333333333333,255,3,677,-7,36,199,29,0,-9,648,577,648,580.1571403234193,-67.8428596765807,67.8428596765807,4602.65360909622,577,5041,1,Treino
5,1,Treino,2023,11,16,2,0,202311160200,2023-11-16 02:00,573,-4,15.63269230769231,262,11,679,0,33,204,31,-7,5,657,573,657,590.7878163657207,-66.21218363427931,66.21218363427931,4384.053261619525,573,7056,1,Treino
5,1,Treino,2023,11,16,3,0,202311160300,2023-11-16 03:00,572,-1,15.80064102564103,276,21,681,4,-6,208,30,-17,5,659,572,659,600.4758768784468,-58.5241231215532,58.5241231215532,3425.072987146718,572,7569,1,Treino
5,1,Treino,2023,11,16,4,0,202311160400,2023-11-16 04:00,573,1,17.13397435897436,277,25,694,15,0,211,25,-37,0,662,573,662,616.3895324531901,-45.6104675468099,45.6104675468099,2080.314749838599,573,7921,1,Treino
5,1,Treino,2023,11,16,5,0,202311160500,2023-11-16 05:00,575,2,18.34423076923077,278,28,710,29,9,215,21,-37,-2,668,575,668,633.569965208202,-34.43003479179799,34.43003479179799,1185.42729576442,575,8649,1,Treino
5,1,Treino,2023,11,16,6,0,202311160600,2023-11-16 06:00,585,10,18.4775641025641,288,34,738,44,26,222,25,-19,5,679,585,679,661.0243953153918,-17.97560468460824,17.97560468460824,323.1223637773098,585,8836,1,Treino
5,1,Treino,2023,11,16,7,0,202311160700,2023-11-16 07:00,601,16,18.72371794871795,289,35,763,53,26,226,26,8,12,690,601,690,681.8130492876641,-8.186950712335943,8.186950712335943,67.026161966218,601,7921,1,Treino
5,1,Treino,2023,11,16,8,0,202311160800,2023-11-16 08:00,627,26,18.98525641025641,288,37,773,35,-36,228,29,43,17,693,627,693,719.7293000444862,26.72930004448619,26.72930004448619,714.4554808681697,627,4356,1,Treino
5,1,Treino,2023,11,16,9,0,202311160900,2023-11-16 09:00,648,21,21.44679487179487,287,37,776,13,1,228,30,71,36,693,648,693,734.4906451760902,41.4906451760902,41.4906451760902,1721.473637128217,648,2025,1,Treino
5,1,Treino,2023,11,16,10,0,202311161000,2023-11-16 10:00,657,9,22.63910256410256,297,46,776,3,17,231,33,84,53,700,657,700,743.5668846224892,43.56688462248917,43.56688462248917,1898.073435709283,657,1849,1,Treino
5,1,Treino,2023,11,16,11,0,202311161100,2023-11-16 11:00,659,2,23.79294871794871,316,61,790,14,31,236,37,87,66,713,659,713,766.9215907992286,53.92159079922862,53.92159079922862,2907.537954319457,659,2916,1,Treino
5,1,Treino,2023,11,16,12,0,202311161200,2023-11-16 12:00,662,3,26.11602564102564,325,63,803,27,26,243,44,89,78,731,662,731,778.808843327455,47.80884332745495,47.80884332745495,2285.685500309134,662,4761,1,Treino
5,1,Treino,2023,11,16,13,0,202311161300,2023-11-16 13:00,668,6,26.94679487179487,328,52,820,30,25,249,45,93,91,746,668,746,785.4693679788055,39.46936797880551,39.46936797880551,1557.831008646358,668,6084,1,Treino
5,1,Treino,2023,11,16,14,0,202311161400,2023-11-16 14:00,679,11,26.97628205128205,334,57,829,26,14,254,46,94,106,764,679,764,803.6427096535109,39.64270965351091,39.64270965351091,1571.544428672567,679,7225,1,Treino
5,1,Treino,2023,11,16,15,0,202311161500,2023-11-16 15:00,690,11,26.97628205128205,338,60,820,0,-7,258,47,89,118,793,690,793,795.2218810769814,2.22188107698139,2.22188107698139,4.936755520247981,690,10609,1,Treino
5,1,Treino,2023,11,16,16,0,202311161600,2023-11-16 16:00,693,3,27.07628205128205,348,60,828,-1,6,259,44,66,120,817,693,817,779.1362257177962,-37.86377428220385,37.86377428220385,1433.665402893682,693,15376,1,Treino
5,1,Treino,2023,11,16,17,0,202311161700,2023-11-16 17:00,693,0,27.09294871794872,364,75,843,23,13,261,39,45,118,831,693,831,812.9999363296707,-18.00006367032927,18.00006367032927,324.0022921359076,693,19044,1,Treino
5,1,Treino,2023,11,16,18,0,202311161800,2023-11-16 18:00,700,7,27.07628205128205,381,93,867,39,11,264,38,43,115,841,700,841,838.4420357691263,-2.557964230873722,2.557964230873722,6.543181006429393,700,19881,1,Treino
5,1,Treino,2023,11,16,19,0,202311161900,2023-11-16 19:00,713,13,27.09294871794872,396,109,890,47,7,267,39,54,112,856,713,856,865.2767194946734,9.276719494673443,9.276719494673443,86.05752458285431,713,20449,1,Treino
5,1,Treino,2023,11,16,20,0,202311162000,2023-11-16 20:00,731,18,26.91217948717949,406,109,900,33,-18,270,42,69,104,868,731,868,870.8688415084766,2.868841508476635,2.868841508476635,8.230251600758493,731,18769,1,Treino
5,1,Treino,2023,11,16,21,0,202311162100,2023-11-16 21:00,746,15,26.91474358974359,411,95,940,50,15,271,40,78,98,876,746,876,887.7876496335069,11.78764963350693,11.78764963350693,138.9486838823161,746,16900,1,Treino
5,1,Treino,2023,11,16,22,0,202311162200,2023-11-16 22:00,764,18,26.93141025641026,420,95,974,74,24,273,37,85,107,879,764,879,909.1295844785932,30.12958447859319,30.12958447859319,907.7918608526835,764,13225,1,Treino
5,1,Treino,2023,11,16,23,0,202311162300,2023-11-16 23:00,793,29,26.51602564102564,428,100,984,44,7,274,31,103,134,880,793,880,933.3410445342108,53.34104453421082,53.34104453421082,2845.267032000662,793,7569,1,Treino
5,1,Treino,2023,11,17,0,0,202311170000,2023-11-17 00:00,817,24,25.41602564102564,431,97,994,20,10,274,25,124,155,883,817,883,927.3615481809832,44.36154818098316,44.36154818098316,1967.946957013691,817,4356,1,Treino
5,1,Treino,2023,11,17,1,0,202311170100,2023-11-17 01:00,831,14,22.76217948717949,431,93,1009,25,1,274,20,138,163,888,831,888,911.9495817277885,23.94958172778854,23.94958172778854,573.5824649360228,831,3249,1,Treino
5,1,Treino,2023,11,17,2,0,202311170200,2023-11-17 02:00,841,10,21.92884615384616,424,76,1029,35,7,273,15,141,162,886,841,886,906.5480537781534,20.54805377815342,20.54805377815342,422.2225140698849,841,2025,1,Treino
5,1,Treino,2023,11,17,3,0,202311170300,2023-11-17 03:00,856,15,19.075,419,55,1042,33,-4,272,13,143,166,879,856,879,877.1628847373273,-1.837115262672683,1.837115262672683,3.374992488344919,856,529,1,Treino
5,1,Treino,2023,11,17,4,0,202311170400,2023-11-17 04:00,868,12,18.10576923076923,411,30,1044,15,-7,270,9,137,175,874,868,874,841.7240037955006,-32.27599620449939,32.27599620449939,1041.739930992859,868,36,1,Treino
5,1,Treino,2023,11,17,5,0,202311170500,2023-11-17 05:00,876,8,17.0474358974359,403,7,1044,2,9,269,5,130,183,866,876,866,824.2120877052364,-41.7879122947636,41.7879122947636,1746.229613954855,876,100,1,Treino
5,1,Treino,2023,11,17,6,0,202311170600,2023-11-17 06:00,879,3,17.0474358974359,394,-12,1048,4,-4,268,1,115,179,858,879,858,823.5143137602761,-34.48568623972392,34.48568623972392,1189.262555424684,879,441,1,Treino
