EVENTO,SERIE,CONJUNTO,ANO,MES,DIA,HORA,MINUTO,COD_SEQUENCIAL,DATA_HORA,inp01_input_1_nivel_86472600,inp02_input_2_nivel_D_1h_86472600,inp03_input_3_chuva_med_acum_36h,inp04_input_6_nivel_86448000,inp05_input_6_nivel_D_12H_86448000,inp06_input_6_nivel_D_14H_86448000,inp07_input_7_nivel_86472000,inp08_input_7_nivel_D_1h_86472000,inp09_input_7_nivel_D_2h_86472000,inp10_input_7_nivel_D_4h_86472000,inp11_input_7_nivel_A_12h_86472000,inp12_input_12_nivel_D_2h_86472600,inp13_input_13_nivel_D_4h_86472600,inp14_input_16_nivel_A_1h_86472600,inp15_input_17_nivel_A_2h_86472600,saida_12h_conv_nivel_12h_86472600,NIVEL_ATUAL_CM,OBSERVADO_12H_CM_AUDITORIA,PERSISTENCIA_CM,TIPO_ALVO_RNA,OBSERVADO_CM_AUDITORIA,RNA_CM,ALT_OBSERVADA_CM,ALT_RNA_CM,ERRO_RNA_CM,ERRO_ABS_CM,E2_RNA,PERS_BASE_NIVEL_ATUAL_CM,E2_PERS,SERIE_AUDITORIA,CONJUNTO_AUDITORIA
1,2,Validacao,2023,5,7,8,0,202305070800,2023-05-07 08:00,560,7,2.273076923076922,14978,51,55,659,-19,-18,4,-18,17,36,-3,-3,544,560,544,560,nivel_conv,544,491.5306555371446,-16,-68.46934446285542,-52.46934446285542,52.46934446285542,2753.032108361776,560,256,2,Validacao
1,2,Validacao,2023,5,7,9,0,202305070900,2023-05-07 09:00,562,2,2.21153846153846,14980,39,57,633,-26,-45,-36,-24,9,29,-5,-8,546,562,546,562,nivel_conv,546,457.7403037926859,-16,-104.2596962073141,-88.25969620731405,88.25969620731405,7789.773974607366,562,256,2,Validacao
1,2,Validacao,2023,5,7,13,0,202305071300,2023-05-07 13:00,510,-11,1.085897435897436,14983,9,19,594,-3,-11,-39,-8,-26,-52,4,5,519,510,519,510,nivel_conv,519,403.4542573355309,9,-106.5457426644691,-115.5457426644691,115.5457426644691,13350.81864788371,510,81,2,Validacao
1,2,Validacao,2023,5,7,20,0,202305072000,2023-05-07 20:00,544,5,4.155128205128205,14913,-65,-48,648,-10,-15,4,9,15,40,-5,-6,466,544,466,544,nivel_conv,466,403.004948290482,-78,-140.995051709518,-62.99505170951801,62.99505170951801,3968.376539884848,544,6084,2,Validacao
1,2,Validacao,2023,5,7,21,0,202305072100,2023-05-07 21:00,546,2,15.73974358974359,14909,-71,-67,639,-9,-19,-20,17,7,28,-3,-8,461,546,461,546,nivel_conv,461,398.9759456893029,-85,-147.0240543106971,-62.02405431069707,62.02405431069707,3846.983313136299,546,7225,2,Validacao
1,2,Validacao,2023,5,7,22,0,202305072200,2023-05-07 22:00,540,-6,17.25897435897436,14905,-78,-73,627,-12,-21,-36,3,-4,11,-8,-11,461,540,461,540,nivel_conv,461,375.9512982713024,-79,-164.0487017286976,-85.04870172869761,85.04870172869761,7233.281665736971,540,6241,2,Validacao
2,2,Validacao,2023,6,15,18,0,202306151800,2023-06-15 18:00,336,33,69.44935897435897,14716,11,8,452,7,19,90,6,51,65,15,25,496,336,496,336,nivel_conv,496,461.6473300756778,160,125.6473300756778,-34.35266992432224,34.35266992432224,1180.105930929434,336,25600,2,Validacao
2,2,Validacao,2023,6,15,19,0,202306151900,2023-06-15 19:00,367,31,71.64807692307691,14715,9,8,461,9,16,61,7,64,90,-2,13,509,367,509,367,nivel_conv,509,470.5641582680433,142,103.5641582680433,-38.43584173195671,38.43584173195671,1477.313929644025,367,20164,2,Validacao
2,2,Validacao,2023,6,15,20,0,202306152000,2023-06-15 20:00,387,20,73.36474358974358,14729,22,24,475,14,23,42,13,51,102,-11,-13,545,387,545,387,nivel_conv,545,475.858327519625,158,88.85832751962499,-69.14167248037501,69.14167248037501,4780.570873383446,387,24964,2,Validacao
2,2,Validacao,2023,6,15,21,0,202306152100,2023-06-15 21:00,400,13,74.41089743589744,14753,44,47,493,18,32,48,18,33,97,-7,-18,625,400,625,400,nivel_conv,625,498.9509752506304,225,98.95097525063039,-126.0490247493696,126.0490247493696,15888.35664026719,400,50625,2,Validacao
2,2,Validacao,2023,6,15,22,0,202306152200,2023-06-15 22:00,426,26,75.90128205128205,14789,78,82,511,18,36,59,19,39,90,13,6,699,426,699,426,nivel_conv,699,580.0528918484397,273,154.0528918484397,-118.9471081515603,118.9471081515603,14148.41453761899,426,74529,2,Validacao
2,2,Validacao,2023,6,15,23,0,202306152300,2023-06-15 23:00,446.6,20.60000000000002,76.57179487179486,14823,109,114,525,14,32,64,14,46.60000000000002,79.60000000000002,-5.399999999999977,7.600000000000023,770,446.6,770,446.6,nivel_conv,770,612.4184240131378,323.4,165.8184240131378,-157.5815759868622,157.5815759868622,24831.95309050322,446.6,104587.56,2,Validacao
2,2,Validacao,2023,6,16,0,0,202306160000,2023-06-16 00:00,465,18.39999999999998,77.50192307692308,14866,148,155,532,7,21,57,5,39,78,-2.200000000000045,-7.600000000000023,834,465,834,465,nivel_conv,834,651.0973838231184,369,186.0973838231184,-182.9026161768816,182.9026161768816,33453.36700434766,465,136161,2,Validacao
2,2,Validacao,2023,6,16,1,0,202306160100,2023-06-16 01:00,483,18,78.50384615384615,14915,193,201,529,-3,4,36,-7,36.39999999999998,83,-0.3999999999999773,-2.600000000000023,867,483,867,483,nivel_conv,867,701.094468390721,384,218.094468390721,-165.905531609279,165.905531609279,27524.64541855748,483,147456,2,Validacao
2,2,Validacao,2023,6,16,2,0,202306160200,2023-06-16 02:00,491,8,80.2051282051282,14978,255,260,522,-7,-10,11,-14,26,65,-10,-10.39999999999998,880,491,880,491,nivel_conv,880,740.8257878042466,389,249.8257878042466,-139.1742121957534,139.1742121957534,19369.46134030859,491,151321,2,Validacao
2,2,Validacao,2023,6,16,3,0,202306160300,2023-06-16 03:00,489,-2,82.22331002331002,14996,276,274,520,-2,-9,-5,-40,6,42.39999999999998,-10,-20,886,489,886,489,nivel_conv,886,740.0280263030718,397,251.0280263030718,-145.9719736969282,145.9719736969282,21307.8171049767,489,157609,2,Validacao
2,2,Validacao,2023,6,16,4,0,202306160400,2023-06-16 04:00,486,-3,85.91369463869464,14998,280,275,525,5,3,-7,-28,-5,21,-1,-11,888,486,888,486,nivel_conv,888,752.2655046491118,402,266.2655046491118,-135.7344953508882,135.7344953508882,18423.85322816029,486,161604,2,Validacao
2,2,Validacao,2023,6,16,5,0,202306160500,2023-06-16 05:00,489,3,89.1207459207459,15008,290,288,545,20,25,16,8,0,6,6,5,888,489,888,489,nivel_conv,888,808.2476424812451,399,319.2476424812451,-79.75235751875493,79.75235751875493,6360.438529799307,489,159201,2,Validacao
2,2,Validacao,2023,6,16,6,0,202306160600,2023-06-16 06:00,496,7,89.50766899766899,15002,286,284,604,59,79,82,52,10,5,4,10,883,496,883,496,nivel_conv,883,881.9508351334584,387,385.9508351334584,-1.04916486654156,1.04916486654156,1.100746917185168,496,149769,2,Validacao
2,2,Validacao,2023,6,16,7,0,202306160700,2023-06-16 07:00,509,13,87.73202797202796,15002,287,284,709,105,164,189,96,20,20,6,10,881,509,881,509,nivel_conv,881,998.5528841921819,372,489.5528841921819,117.5528841921819,117.5528841921819,13818.68058190052,509,138384,2,Validacao
2,2,Validacao,2023,6,16,8,0,202306160800,2023-06-16 08:00,545,36,85.6679254079254,14999,270,283,800,91,196,275,77,49,59,23,29,877,545,877,545,nivel_conv,877,1095.760180021348,332,550.7601800213481,218.7601800213481,218.7601800213481,47856.01636297263,545,110224,2,Validacao
2,2,Validacao,2023,6,16,9,0,202306160900,2023-06-16 09:00,625,80,84.86664335664337,15007,254,292,875,75,166,330,57,116,136,44,67,874,625,874,625,nivel_conv,874,1231.147761461802,249,606.1477614618018,357.1477614618018,357.1477614618018,127554.5235171761,625,62001,2,Validacao
2,2,Validacao,2023,6,16,10,0,202306161000,2023-06-16 10:00,699,74,83.69741258741259,14993,204,264,978,103,178,374,85,154,203,-6,38,881,699,881,699,nivel_conv,881,1262.030179574702,182,563.0301795747018,381.0301795747018,381.0301795747018,145183.9977467295,699,33124,2,Validacao
2,2,Validacao,2023,6,16,11,0,202306161100,2023-06-16 11:00,770,71,82.76664335664336,14989,166,236,1017,39,142,308,25,145,261,-3,-9,888,770,888,770,nivel_conv,888,1214.270487788609,118,444.2704877886088,326.2704877886088,326.2704877886088,106452.4312018167,770,13924,2,Validacao
2,2,Validacao,2023,6,16,12,0,202306161200,2023-06-16 12:00,834,64,80.45125874125874,14992,126,203,1027,10,49,227,3,135,289,-7,-10,893,834,893,834,nivel_conv,893,1149.907857158412,59,315.9078571584123,256.9078571584123,256.9078571584123,66001.64706972717,834,3481,2,Validacao
2,2,Validacao,2023,6,16,13,0,202306161300,2023-06-16 13:00,867,33,78.80510489510489,14994,79,171,1031,4,14,156,7,97,242,-31,-38,881,867,881,867,nivel_conv,881,1027.908246660327,14,160.908246660327,146.908246660327,146.908246660327,21582.03293681148,867,196,2,Validacao
2,2,Validacao,2023,6,16,14,0,202306161400,2023-06-16 14:00,880,13,77.96151515151516,14995,17,129,1036,5,9,58,12,46,181,-20,-51,868,880,868,880,nivel_conv,868,915.2282027376846,-12,35.22820273768457,47.22820273768457,47.22820273768457,2230.503133831836,880,144,2,Validacao
2,2,Validacao,2023,6,16,15,0,202306161500,2023-06-16 15:00,886,6,77.16151515151516,14996,0,81,1036,0,5,19,2,19,116,-7,-27,856,886,856,886,nivel_conv,856,856.2611441742763,-30,-29.7388558257237,0.2611441742762963,0.2611441742762963,0.06819627975844862,886,900,2,Validacao
2,2,Validacao,2023,6,16,16,0,202306161600,2023-06-16 16:00,888,2,76.22305361305362,14999,1,21,1037,1,1,10,-4,8,54,-4,-11,843,888,843,888,nivel_conv,843,811.9954880654582,-45,-76.00451193454182,-31.00451193454182,31.00451193454182,961.2797602991465,888,2025,2,Validacao
2,2,Validacao,2023,6,16,17,0,202306161700,2023-06-16 17:00,888,0,75.46920745920747,15008,0,12,1029,-8,-7,-2,-28,2,21,-2,-6,822,888,822,888,nivel_conv,822,788.4264295919588,-66,-99.57357040804118,-33.57357040804118,33.57357040804118,1127.184629943698,888,4356,2,Validacao
2,2,Validacao,2023,6,16,18,0,202306161800,2023-06-16 18:00,883,-5,75.207668997669,14988,-14,-10,1027,-2,-10,-9,-61,-5,3,-5,-7,801,883,801,883,nivel_conv,801,753.8525231568394,-82,-129.1474768431606,-47.14747684316058,47.14747684316058,2222.884572676362,883,6724,2,Validacao
2,2,Validacao,2023,6,16,19,0,202306161900,2023-06-16 19:00,881,-2,74.45382284382285,14986,-16,-22,1023,-4,-6,-13,-109,-7,-5,3,-2,787,881,787,881,nivel_conv,787,755.0280402484843,-94,-125.9719597515157,-31.97195975151567,31.97195975151567,1022.206210352538,881,8836,2,Validacao
2,2,Validacao,2023,6,16,20,0,202306162000,2023-06-16 20:00,877,-4,72.73587412587413,14981,-18,-21,1026,3,-1,-11,-88,-6,-11,-2,1,771,877,771,877,nivel_conv,771,748.2174983068212,-106,-128.7825016931788,-22.7825016931788,22.7825016931788,519.0423833996949,877,11236,2,Validacao
2,2,Validacao,2023,6,16,21,0,202306162100,2023-06-16 21:00,874,-3,71.02602564102564,14976,-31,-26,1054,28,31,25,-47,-7,-14,1,-1,754,874,754,874,nivel_conv,754,771.7306911696564,-120,-102.2693088303436,17.73069116965644,17.73069116965644,314.3774093537328,874,14400,2,Validacao
2,2,Validacao,2023,6,16,22,0,202306162200,2023-06-16 22:00,881,7,68.46448717948718,14968,-25,-31,1057,3,31,30,-100,4,-2,10,11,742,881,742,881,nivel_conv,742,783.6527312793662,-139,-97.34726872063379,41.65273127936621,41.65273127936621,1734.950023031092,881,19321,2,Validacao
2,2,Validacao,2023,6,16,23,0,202306162300,2023-06-16 23:00,888,7,64.91483682983682,14973,-16,-34,1047,-10,-7,24,-49,14,7,0,10,735,888,735,888,nivel_conv,735,753.7902807022326,-153,-134.2097192977674,18.79028070223262,18.79028070223262,353.0746488686956,888,23409,2,Validacao
2,2,Validacao,2023,6,17,0,0,202306170000,2023-06-17 00:00,893,5,60.5882634032634,14985,-7,-8,1020,-27,-37,-6,-37,12,16,-2,-2,728,893,728,893,nivel_conv,728,725.2373668905707,-165,-167.7626331094293,-2.762633109429316,2.762633109429316,7.632141697315094,893,27225,2,Validacao
2,2,Validacao,2023,6,17,1,0,202306170100,2023-06-17 01:00,881,-12,56.44886946386946,14991,-3,2,1012,-8,-35,-42,-12,-7,7,-17,-19,721,881,721,881,nivel_conv,721,683.4653001072488,-160,-197.5346998927512,-37.53469989275118,37.53469989275118,1408.853696038895,881,25600,2,Validacao
2,2,Validacao,2023,6,17,2,0,202306170200,2023-06-17 02:00,868,-13,53.13278554778555,14984,-11,-8,996,-16,-24,-61,-21,-25,-13,-1,-18,711,868,711,868,nivel_conv,711,648.6447866211215,-157,-219.3552133788785,-62.35521337887849,62.35521337887849,3888.172635525467,868,24649,2,Validacao
2,2,Validacao,2023,6,17,3,0,202306170300,2023-06-17 03:00,856,-12,48.35020979020979,14998,2,4,975,-21,-37,-72,-21,-25,-32,1,0,696,856,696,856,nivel_conv,696,638.7453123553396,-160,-217.2546876446604,-57.25468764466041,57.25468764466041,3278.099257287629,856,25600,2,Validacao
2,2,Validacao,2023,6,17,4,0,202306170400,2023-06-17 04:00,843,-13,42.78237762237762,15002,3,7,940,-35,-56,-80,-36,-25,-50,-1,0,681,843,681,843,nivel_conv,681,597.7506050462505,-162,-245.2493949537495,-83.24939495374952,83.24939495374952,6930.461760165375,843,26244,2,Validacao
2,2,Validacao,2023,6,17,8,0,202306170800,2023-06-17 08:00,771,-16,28.30067599067599,14990,9,2,877,-14,-39,-63,-17,-30,-72,-2,5,641,771,641,771,nivel_conv,641,541.3648064899626,-130,-229.6351935100374,-99.63519351003742,99.63519351003742,9927.171785782604,771,16900,2,Validacao
2,2,Validacao,2023,6,17,9,0,202306170900,2023-06-17 09:00,754,-17,27.16734265734265,14981,5,-5,869,-8,-22,-61,-36,-33,-68,-1,-3,638,754,638,754,nivel_conv,638,533.5966532313773,-116,-220.4033467686227,-104.4033467686227,104.4033467686227,10900.05881648927,754,13456,2,Validacao
2,2,Validacao,2023,6,17,10,0,202306171000,2023-06-17 10:00,742,-12,25.55900932400932,14986,18,5,867,-2,-10,-49,-5,-29,-59,5,4,632,742,632,742,nivel_conv,632,555.0542439529265,-110,-186.9457560470735,-76.94575604707347,76.94575604707347,5920.649373655744,742,12100,2,Validacao
2,2,Validacao,2023,6,17,11,0,202306171100,2023-06-17 11:00,735,-7,24.90900932400932,14986,13,10,858,-9,-11,-33,1,-19,-52,5,10,624,735,624,735,nivel_conv,624,558.8950917831671,-111,-176.1049082168329,-65.10490821683288,65.10490821683288,4238.649073922234,735,12321,2,Validacao
2,2,Validacao,2023,6,17,12,0,202306171200,2023-06-17 12:00,728,-7,23.76734265734265,14981,-4,13,850,-8,-17,-27,19,-14,-43,0,5,620,728,620,728,nivel_conv,620,544.7513339988615,-108,-183.2486660011385,-75.24866600113853,75.24866600113853,5662.361734950902,728,11664,2,Validacao
2,2,Validacao,2023,6,17,13,0,202306171300,2023-06-17 13:00,721,-7,22.49234265734265,14981,-10,8,826,-24,-32,-43,-16,-14,-33,0,0,613,721,613,721,nivel_conv,613,519.9799744514564,-108,-201.0200255485436,-93.02002554854357,93.02002554854357,8652.725153051699,721,11664,2,Validacao
2,2,Validacao,2023,6,17,14,0,202306171400,2023-06-17 14:00,711,-10,20.64234265734265,14985,1,0,809,-17,-41,-58,-1,-17,-31,-3,-3,606,711,606,711,nivel_conv,606,505.7791964970482,-105,-205.2208035029518,-100.2208035029518,100.2208035029518,10044.20945477727,711,11025,2,Validacao
2,2,Validacao,2023,6,17,20,0,202306172000,2023-06-17 20:00,641,-5,6.572342657342655,14987,-3,-11,753,-5,-10,-22,9,-13,-40,3,7,568,641,568,641,nivel_conv,568,476.356710107788,-73,-164.643289892212,-91.64328989221195,91.64328989221195,8398.492582267998,641,5329,2,Validacao
2,2,Validacao,2023,6,17,21,0,202306172100,2023-06-17 21:00,638,-3,6.205675990675988,14987,6,-8,745,-8,-13,-21,0,-8,-28,2,5,564,638,564,638,nivel_conv,564,480.9757181494105,-74,-157.0242818505895,-83.02428185058949,83.02428185058949,6893.031376806123,638,5476,2,Validacao
2,2,Validacao,2023,6,17,22,0,202306172200,2023-06-17 22:00,632,-6,5.577470862470862,14984,-2,-6,740,-5,-13,-23,-3,-9,-22,-3,-1,559,632,559,632,nivel_conv,559,471.1868790438323,-73,-160.8131209561677,-87.81312095616772,87.81312095616772,7711.144212062542,632,5329,2,Validacao
2,2,Validacao,2023,6,17,23,0,202306172300,2023-06-17 23:00,624,-8,5.171060606060604,14980,-6,-1,732,-8,-13,-26,1,-14,-22,-2,-5,549,624,549,624,nivel_conv,549,459.090234217424,-75,-164.909765782576,-89.90976578257602,89.90976578257602,8083.765983077677,624,5625,2,Validacao
2,2,Validacao,2023,6,18,0,0,202306180000,2023-06-18 00:00,620,-4,4.927470862470861,14976,-5,-10,722,-10,-18,-31,-2,-12,-21,4,2,533,620,533,620,nivel_conv,533,457.4145954149195,-87,-162.5854045850805,-75.58540458508054,75.58540458508054,5713.153386290314,620,7569,2,Validacao
2,2,Validacao,2023,6,18,1,0,202306180100,2023-06-18 01:00,613,-7,4.760804195804194,14973,-8,-13,715,-7,-17,-30,17,-11,-25,-3,1,519,613,519,613,nivel_conv,519,445.7790614048857,-94,-167.2209385951143,-73.22093859511426,73.22093859511426,5361.305848749494,613,8836,2,Validacao
2,2,Validacao,2023,6,18,7,0,202306180700,2023-06-18 07:00,574,-7,3.007424242424241,14971,-11,-18,674,-5,-13,-29,0,-14,-25,0,-1,509,574,509,574,nivel_conv,509,425.7743526494883,-65,-148.2256473505117,-83.22564735051174,83.22564735051174,6926.508376911741,574,4225,2,Validacao
2,2,Validacao,2023,6,18,8,0,202306180800,2023-06-18 08:00,568,-6,2.840757575757575,14989,2,3,670,-4,-9,-24,1,-13,-26,1,1,513,568,513,568,nivel_conv,513,442.4950519555267,-55,-125.5049480444733,-70.50494804447328,70.50494804447328,4970.947698753876,568,3025,2,Validacao
2,2,Validacao,2023,6,18,9,0,202306180900,2023-06-18 09:00,564,-4,2.632424242424241,14991,4,9,654,-16,-20,-33,-8,-10,-24,2,3,521,564,521,564,nivel_conv,521,435.4358215586859,-43,-128.5641784413141,-85.56417844131414,85.56417844131414,7321.228632337047,564,1849,2,Validacao
2,2,Validacao,2023,6,18,10,0,202306181000,2023-06-18 10:00,559,-5,2.449090909090908,14989,5,2,629,-25,-41,-50,-20,-9,-22,-1,1,530,559,530,559,nivel_conv,530,414.7188948609949,-29,-144.2811051390051,-115.2811051390051,115.2811051390051,13289.73320207035,559,841,2,Validacao
2,2,Validacao,2023,6,18,11,0,202306181100,2023-06-18 11:00,549,-10,2.321818181818181,14987,7,0,611,-18,-43,-63,-10,-15,-25,-5,-6,526,549,526,549,nivel_conv,526,399.9419920011738,-23,-149.0580079988262,-126.0580079988262,126.0580079988262,15890.62138063212,549,529,2,Validacao
3,3,Teste,2023,7,11,16,0,202307111600,2023-07-11 16:00,433,-3,1.805128205128205,14860,-21,-27,519,-1,-5,-11,3,-5,-11,-1,0,408,433,408,433,nivel_conv,408,342.3277811516072,-25,-90.67221884839284,-65.67221884839284,65.67221884839284,4312.840328471205,433,625,3,Teste
3,3,Teste,2023,7,11,17,0,202307111700,2023-07-11 17:00,431,-2,4.278205128205128,14858,-21,-26,515,-4,-5,-12,0,-5,-10,1,0,406,431,406,431,nivel_conv,406,344.0671951034296,-25,-86.93280489657036,-61.93280489657036,61.93280489657036,3835.67232235665,431,625,3,Teste
3,3,Teste,2023,7,11,18,0,202307111800,2023-07-11 18:00,428,-3,4.978205128205128,14857,-21,-24,514,-1,-5,-10,3,-5,-10,-1,0,405,428,405,428,nivel_conv,405,344.350949373002,-23,-83.64905062699796,-60.64905062699796,60.64905062699796,3678.307341956162,428,529,3,Teste
3,3,Teste,2023,7,12,1,0,202307120100,2023-07-12 01:00,413,-2,5.544871794871794,14848,-17,-20,498,-3,-5,-8,0,-4,-8,0,0,425,413,425,413,nivel_conv,425,340.0353224018222,12,-72.96467759817784,-84.96467759817784,84.96467759817784,7218.996439362304,413,144,3,Teste
3,3,Teste,2023,7,12,2,0,202307120200,2023-07-12 02:00,411,-2,5.529487179487178,14848,-15,-19,498,0,-3,-7,3,-4,-8,0,0,436,411,436,411,nivel_conv,436,341.8459024090905,25,-69.15409759090949,-94.15409759090949,94.15409759090949,8864.994093158508,411,625,3,Teste
3,3,Teste,2023,7,12,3,0,202307120300,2023-07-12 03:00,409,-2,5.53076923076923,14848,-14,-17,495,-3,-3,-8,1,-4,-8,0,0,449,409,449,409,nivel_conv,449,340.4376289563327,40,-68.56237104366733,-108.5623710436673,108.5623710436673,11785.7884066229,409,1600,3,Teste
3,3,Teste,2023,7,12,4,0,202307120400,2023-07-12 04:00,408,-1,5.553205128205127,14847,-13,-16,494,-1,-4,-7,0,-3,-7,1,1,464,408,464,408,nivel_conv,464,342.6504243995049,56,-65.34957560049514,-121.3495756004951,121.3495756004951,14725.71949842029,408,3136,3,Teste
3,3,Teste,2023,7,12,5,0,202307120500,2023-07-12 05:00,406,-2,8.714743589743588,14846,-12,-16,492,-2,-3,-6,2,-3,-7,-1,0,484,406,484,406,nivel_conv,484,343.9168757720431,78,-62.08312422795689,-140.0831242279569,140.0831242279569,19623.2816934652,406,6084,3,Teste
3,3,Teste,2023,7,12,6,0,202307120600,2023-07-12 06:00,405,-1,15.76858974358974,14848,-9,-12,492,0,-2,-6,1,-3,-6,1,0,519,405,519,405,nivel_conv,519,356.7030651241088,114,-48.29693487589122,-162.2969348758912,162.2969348758912,26340.29507010928,405,12996,3,Teste
