EVENTO,SERIE,CONJUNTO,ANO,MES,DIA,HORA,MINUTO,COD_SEQUENCIAL,DATA_HORA,inp01_input_1_nivel_86472600,inp02_input_2_nivel_D_1h_86472600,inp03_input_3_chuva_med_acum_36h,inp04_input_6_nivel_86448000,inp05_input_6_nivel_D_12H_86448000,inp06_input_6_nivel_D_14H_86448000,inp07_input_7_nivel_86472000,inp08_input_7_nivel_D_1h_86472000,inp09_input_7_nivel_D_2h_86472000,inp10_input_7_nivel_D_4h_86472000,inp11_input_7_nivel_A_12h_86472000,saida_12h_alt_nivel_D12h_86472600,NIVEL_ATUAL_CM,OBSERVADO_12H_CM_AUDITORIA,PERSISTENCIA_CM,TIPO_ALVO_RNA,OBSERVADO_CM_AUDITORIA,RNA_CM,ALT_OBSERVADA_CM,ALT_RNA_CM,ERRO_RNA_CM,ERRO_ABS_CM,E2_RNA,PERS_BASE_NIVEL_ATUAL_CM,E2_PERS,SERIE_AUDITORIA,CONJUNTO_AUDITORIA
4,1,Treino,2023,9,11,5,0,202309110500,2023-09-11 05:00,549,-5,1.4875,14917,-19,-54,641,-4,-9,-21,-58,-42,549,507,549,delta_alt,507,511.344882487053,-42,-37.65511751294696,4.344882487053042,4.344882487053042,18.87800382630022,549,1764,1,Treino
4,1,Treino,2023,9,11,6,0,202309110600,2023-09-11 06:00,544,-5,1.4875,14916,-20,-44,636,-5,-9,-21,-18,-40,544,504,544,delta_alt,504,498.0380187099069,-40,-45.96198129009315,-5.961981290093149,5.961981290093149,35.54522090342077,544,1600,1,Treino
4,1,Treino,2023,9,11,7,0,202309110700,2023-09-11 07:00,540,-4,1.4875,14914,-21,-22,633,-3,-8,-17,-5,-39,540,501,540,delta_alt,501,496.0086026133022,-39,-43.99139738669783,-4.991397386697827,4.991397386697827,24.9140478719339,540,1521,1,Treino
4,1,Treino,2023,9,11,8,0,202309110800,2023-09-11 08:00,537,-3,1.4625,14912,-22,-24,629,-4,-7,-16,3,-39,537,498,537,delta_alt,498,490.9708899627778,-39,-46.02911003722215,-7.029110037222154,7.029110037222154,49.40838791537723,537,1521,1,Treino
4,1,Treino,2023,9,11,9,0,202309110900,2023-09-11 09:00,533,-4,1.3125,14910,-23,-25,624,-5,-9,-17,13,-38,533,495,533,delta_alt,495,479.4776497780938,-38,-53.52235022190621,-15.52235022190621,15.52235022190621,240.9433564115117,533,1444,1,Treino
4,1,Treino,2023,9,11,10,0,202309111000,2023-09-11 10:00,529,-4,0.0875,14908,-23,-26,620,-4,-9,-16,18,-37,529,492,529,delta_alt,492,473.6900028036322,-37,-55.30999719636782,-18.30999719636782,18.30999719636782,335.2559973309973,529,1369,1,Treino
4,1,Treino,2023,9,11,11,0,202309111100,2023-09-11 11:00,526,-3,0.0875,14906,-23,-27,617,-3,-7,-16,15,-37,526,489,526,delta_alt,489,476.5313367919327,-37,-49.46866320806726,-12.46866320806726,12.46866320806726,155.46756219621,526,1369,1,Treino
4,1,Treino,2023,9,11,12,0,202309111200,2023-09-11 12:00,522,-4,0.05,14905,-22,-26,616,-1,-4,-13,10,-36,522,486,522,delta_alt,486,476.0111783438673,-36,-45.9888216561327,-9.9888216561327,9.9888216561327,99.77655807802562,522,1296,1,Treino
4,1,Treino,2023,9,11,13,0,202309111300,2023-09-11 13:00,519,-3,0.05,14903,-23,-26,610,-6,-7,-14,3,-36,519,483,519,delta_alt,483,468.3651001581385,-36,-50.63489984186151,-14.63489984186151,14.63489984186151,214.1802933813181,519,1296,1,Treino
4,1,Treino,2023,9,11,14,0,202309111400,2023-09-11 14:00,517,-2,0.05,14901,-22,-26,608,-2,-8,-12,3,-36,517,481,517,delta_alt,481,474.8171889667026,-36,-42.18281103329741,-6.182811033297412,6.182811033297412,38.22715227346421,517,1296,1,Treino
4,1,Treino,2023,9,11,15,0,202309111500,2023-09-11 15:00,513,-4,0.07500000000000001,14900,-21,-26,604,-4,-6,-13,3,-35,513,478,513,delta_alt,478,465.5807523247772,-35,-47.41924767522278,-12.41924767522278,12.41924767522278,154.2377128185264,513,1225,1,Treino
4,1,Treino,2023,9,11,16,0,202309111600,2023-09-11 16:00,509,-4,0.05,14899,-21,-24,601,-3,-7,-15,2,-34,509,475,509,delta_alt,475,464.6563342349857,-34,-44.34366576501429,-10.34366576501429,10.34366576501429,106.9914214583287,509,1156,1,Treino
4,1,Treino,2023,9,11,17,0,202309111700,2023-09-11 17:00,507,-2,0.05,14896,-21,-25,598,-3,-6,-12,1,-35,507,472,507,delta_alt,472,466.7417395808492,-35,-40.25826041915082,-5.258260419150815,5.258260419150815,27.64930263560811,507,1225,1,Treino
4,1,Treino,2023,9,11,18,0,202309111800,2023-09-11 18:00,504,-3,0.05,14894,-22,-26,594,-4,-7,-14,1,-35,504,469,504,delta_alt,469,460.1246591038991,-35,-43.87534089610085,-8.875340896100852,8.875340896100852,78.77167602200026,504,1225,1,Treino
4,1,Treino,2023,9,11,19,0,202309111900,2023-09-11 19:00,501,-3,0.05,14893,-21,-24,591,-3,-7,-13,0,-34,501,467,501,delta_alt,467,459.7203316871411,-34,-41.27966831285892,-7.279668312858917,7.279668312858917,52.99357074524219,501,1156,1,Treino
5,1,Treino,2023,11,15,23,0,202311152300,2023-11-15 23:00,593,-11,11.33269230769231,14939,-12,-19,684,-8,-21,-55,30,66,593,659,593,delta_alt,659,542.9123011464666,66,-50.08769885353342,-116.0876988535334,116.0876988535334,13476.35382510866,593,4356,1,Treino
5,1,Treino,2023,11,16,0,0,202311160000,2023-11-16 00:00,584,-9,10.95192307692308,14948,1,-6,679,-5,-13,-43,26,78,584,662,584,delta_alt,662,551.331690440601,78,-32.66830955939895,-110.6683095593989,110.6683095593989,12247.47474073495,584,6084,1,Treino
5,1,Treino,2023,11,16,1,0,202311160100,2023-11-16 01:00,577,-7,15.03333333333333,14912,-32,-39,677,-2,-7,-28,-10,91,577,668,577,delta_alt,668,540.9679860881106,91,-36.03201391188941,-127.0320139118894,127.0320139118894,16137.13255851046,577,8281,1,Treino
5,1,Treino,2023,11,16,2,0,202311160200,2023-11-16 02:00,573,-4,15.63269230769231,14890,-51,-57,679,2,0,-13,-11,106,573,679,573,delta_alt,679,535.814065876701,106,-37.18593412329903,-143.185934123299,143.185934123299,20502.21173076173,573,11236,1,Treino
5,1,Treino,2023,11,16,3,0,202311160300,2023-11-16 03:00,572,-1,15.80064102564103,14884,-55,-60,681,2,4,-3,-5,118,572,690,572,delta_alt,690,535.6475948353963,118,-36.35240516460374,-154.3524051646037,154.3524051646037,23824.66498009799,572,13924,1,Treino
5,1,Treino,2023,11,16,4,0,202311160400,2023-11-16 04:00,573,1,17.13397435897436,14888,-48,-53,694,13,15,15,11,120,573,693,573,delta_alt,693,558.4345087569325,120,-14.56549124306753,-134.5654912430675,134.5654912430675,18107.87143348808,573,14400,1,Treino
5,1,Treino,2023,11,16,5,0,202311160500,2023-11-16 05:00,575,2,18.34423076923077,14899,-36,-40,710,16,29,33,17,118,575,693,575,delta_alt,693,573.125968546419,118,-1.874031453580983,-119.874031453581,119.874031453581,14369.78341693412,575,13924,1,Treino
5,1,Treino,2023,11,16,6,0,202311160600,2023-11-16 06:00,585,10,18.4775641025641,14911,-23,-25,738,28,44,59,-18,115,585,700,585,delta_alt,700,631.1163583848784,115,46.11635838487837,-68.88364161512163,68.88364161512163,4744.956082160516,585,13225,1,Treino
5,1,Treino,2023,11,16,7,0,202311160700,2023-11-16 07:00,601,16,18.72371794871795,14926,-7,-9,763,25,53,82,23,112,601,713,601,delta_alt,713,647.9734250212816,112,46.97342502128163,-65.02657497871837,65.02657497871837,4228.455453462882,601,12544,1,Treino
5,1,Treino,2023,11,16,8,0,202311160800,2023-11-16 08:00,627,26,18.98525641025641,14938,5,4,773,10,35,79,27,104,627,731,627,delta_alt,731,672.5892686634775,104,45.58926866347747,-58.41073133652253,58.41073133652253,3411.813535267415,627,10816,1,Treino
5,1,Treino,2023,11,16,9,0,202311160900,2023-11-16 09:00,648,21,21.44679487179487,14916,-18,-17,776,3,13,66,20,98,648,746,648,delta_alt,746,657.6087483246413,98,9.608748324641283,-88.39125167535872,88.39125167535872,7813.013372736606,648,9604,1,Treino
5,1,Treino,2023,11,16,10,0,202311161000,2023-11-16 10:00,657,9,22.63910256410256,14885,-50,-48,776,0,3,38,13,107,657,764,657,delta_alt,764,624.0042054417642,107,-32.99579455823584,-139.9957945582358,139.9957945582358,19598.82249399178,657,11449,1,Treino
5,1,Treino,2023,11,16,11,0,202311161100,2023-11-16 11:00,659,2,23.79294871794871,14878,-61,-56,790,14,14,27,22,134,659,793,659,delta_alt,793,634.3229072709303,134,-24.67709272906973,-158.6770927290697,158.6770927290697,25178.41975694979,659,17956,1,Treino
5,1,Treino,2023,11,16,12,0,202311161200,2023-11-16 12:00,662,3,26.11602564102564,14853,-95,-82,803,13,27,30,18,155,662,817,662,delta_alt,817,621.8013852317665,155,-40.19861476823348,-195.1986147682335,195.1986147682335,38102.49920743722,662,24025,1,Treino
5,1,Treino,2023,11,16,13,0,202311161300,2023-11-16 13:00,668,6,26.94679487179487,14888,-24,-51,820,17,30,44,19,163,668,831,668,delta_alt,831,688.887918939028,163,20.88791893902805,-142.1120810609719,142.1120810609719,20195.84358348026,668,26569,1,Treino
5,1,Treino,2023,11,16,14,0,202311161400,2023-11-16 14:00,679,11,26.97628205128205,14882,-8,-66,829,9,26,53,7,162,679,841,679,delta_alt,841,707.2786302057984,162,28.27863020579844,-133.7213697942016,133.7213697942016,17881.4047396376,679,26244,1,Treino
5,1,Treino,2023,11,16,15,0,202311161500,2023-11-16 15:00,690,11,26.97628205128205,14889,5,-23,820,-9,0,30,-11,166,690,856,690,delta_alt,856,701.5358183623289,166,11.53581836232888,-154.4641816376711,154.4641816376711,23859.18340899545,690,27556,1,Treino
5,1,Treino,2023,11,16,16,0,202311161600,2023-11-16 16:00,693,3,27.07628205128205,14898,10,8,828,8,-1,25,-5,175,693,868,693,delta_alt,868,718.200983001483,175,25.200983001483,-149.799016998517,149.799016998517,22439.74549372199,693,30625,1,Treino
5,1,Treino,2023,11,16,17,0,202311161700,2023-11-16 17:00,693,0,27.09294871794872,14910,11,26,843,15,23,23,-1,183,693,876,693,delta_alt,876,732.0944350525476,183,39.09443505254762,-143.9055649474524,143.9055649474524,20708.81162284543,693,33489,1,Treino
5,1,Treino,2023,11,16,18,0,202311161800,2023-11-16 18:00,700,7,27.07628205128205,14910,-1,22,867,24,39,38,-4,179,700,879,700,delta_alt,879,760.2682539619589,179,60.26825396195886,-118.7317460380411,118.7317460380411,14097.2275172419,700,32041,1,Treino
5,1,Treino,2023,11,16,19,0,202311161900,2023-11-16 19:00,713,13,27.09294871794872,14901,-25,2,890,23,47,70,-2,167,713,880,713,delta_alt,880,754.4431662540785,167,41.44316625407851,-125.5568337459215,125.5568337459215,15764.51850030097,713,27889,1,Treino
5,1,Treino,2023,11,16,20,0,202311162000,2023-11-16 20:00,731,18,26.91217948717949,14905,-33,-6,900,10,33,72,0,152,731,883,731,delta_alt,883,746.535946872538,152,15.53594687253803,-136.464053127462,136.464053127462,18622.43779597476,731,23104,1,Treino
5,1,Treino,2023,11,16,21,0,202311162100,2023-11-16 21:00,746,15,26.91474358974359,14918,2,-8,940,40,50,97,37,142,746,888,746,delta_alt,888,815.6524898528926,142,69.65248985289259,-72.34751014710741,72.34751014710741,5234.16222448581,746,20164,1,Treino
5,1,Treino,2023,11,16,22,0,202311162200,2023-11-16 22:00,764,18,26.93141025641026,14918,33,-20,974,34,74,107,34,122,764,886,764,delta_alt,886,858.3708104030247,122,94.37081040302473,-27.62918959697527,27.62918959697527,763.3721177856063,764,14884,1,Treino
5,1,Treino,2023,11,16,23,0,202311162300,2023-11-16 23:00,793,29,26.51602564102564,14902,24,-14,984,10,44,94,-4,86,793,879,793,delta_alt,879,869.0913084690598,86,76.09130846905975,-9.908691530940246,9.908691530940246,98.18216785532695,793,7396,1,Treino
5,1,Treino,2023,11,17,0,0,202311170000,2023-11-17 00:00,817,24,25.41602564102564,14905,52,20,994,10,20,94,-3,57,817,874,817,delta_alt,874,890.3640334620235,57,73.36403346202349,16.36403346202349,16.36403346202349,267.7815911462243,817,3249,1,Treino
5,1,Treino,2023,11,17,1,0,202311170100,2023-11-17 01:00,831,14,22.76217948717949,14910,22,32,1009,15,25,69,-2,35,831,866,831,delta_alt,866,872.9536780652481,35,41.95367806524814,6.953678065248141,6.953678065248141,48.35363863511313,831,1225,1,Treino
5,1,Treino,2023,11,17,2,0,202311170200,2023-11-17 02:00,841,10,21.92884615384616,14917,35,64,1029,20,35,55,11,17,841,858,841,delta_alt,858,899.8806284031056,17,58.88062840310556,41.88062840310556,41.88062840310556,1753.987035439012,841,289,1,Treino
5,1,Treino,2023,11,17,3,0,202311170300,2023-11-17 03:00,856,15,19.075,14920,31,32,1042,13,33,58,22,2,856,858,856,delta_alt,858,901.825032029493,2,45.82503202949295,43.82503202949295,43.82503202949295,1920.633432386083,856,4,1,Treino
5,1,Treino,2023,11,17,4,0,202311170400,2023-11-17 04:00,868,12,18.10576923076923,14922,24,40,1044,2,15,50,-6,-7,868,861,868,delta_alt,861,877.810754007745,-7,9.810754007745004,16.810754007745,16.810754007745,282.6014503089147,868,49,1,Treino
5,1,Treino,2023,11,17,5,0,202311170500,2023-11-17 05:00,876,8,17.0474358974359,14920,10,31,1044,0,2,35,-15,-10,876,866,876,delta_alt,866,859.895819438214,-10,-16.10418056178605,-6.104180561786052,6.104180561786052,37.26102033088668,876,100,1,Treino
5,1,Treino,2023,11,17,6,0,202311170600,2023-11-17 06:00,879,3,17.0474358974359,14918,8,20,1048,4,4,19,-20,-6,879,873,879,delta_alt,873,863.2566155043558,-6,-15.74338449564425,-9.74338449564425,9.74338449564425,94.93354142996075,879,36,1,Treino
5,1,Treino,2023,11,17,7,0,202311170700,2023-11-17 07:00,880,1,17.21410256410257,14911,10,1,1060,12,16,18,-11,1,880,881,880,delta_alt,881,881.6033247197256,1,1.603324719725606,0.603324719725606,0.603324719725606,0.364000717431981,880,1,1,Treino
5,1,Treino,2023,11,17,8,0,202311170800,2023-11-17 08:00,883,3,17.5474358974359,14904,-1,-6,1057,-3,9,13,-13,11,883,894,883,delta_alt,894,855.1578332630155,11,-27.8421667369845,-38.8421667369845,38.8421667369845,1508.713916823705,883,121,1,Treino
5,1,Treino,2023,11,17,9,0,202311170900,2023-11-17 09:00,888,5,20.48076923076923,14900,-18,-1,1049,-8,-11,5,-48,39,888,927,888,delta_alt,927,838.4494471923769,39,-49.55055280762315,-88.55055280762315,88.55055280762315,7841.200402535655,888,1521,1,Treino
5,1,Treino,2023,11,17,10,0,202311171000,2023-11-17 10:00,886,-2,25.9474358974359,14893,-25,-12,1040,-9,-17,-8,-43,81,886,967,886,delta_alt,967,819.8938891891592,81,-66.10611081084085,-147.1061108108408,147.1061108108408,21640.20783789139,886,6561,1,Treino
5,1,Treino,2023,11,17,11,0,202311171100,2023-11-17 11:00,879,-7,31.03076923076923,14886,-16,-32,1030,-10,-19,-30,-20,133,879,1012,879,delta_alt,1012,824.2526152160727,133,-54.74738478392726,-187.7473847839273,187.7473847839273,35249.08049320404,879,17689,1,Treino
5,1,Treino,2023,11,17,12,0,202311171200,2023-11-17 12:00,874,-5,32.75576923076923,14887,-18,-31,1023,-7,-17,-34,-17,197,874,1071,874,delta_alt,1071,833.7718416882593,197,-40.22815831174069,-237.2281583117407,237.2281583117407,56277.1990959803,874,38809,1,Treino
5,1,Treino,2023,11,17,13,0,202311171300,2023-11-17 13:00,866,-8,29.80576923076924,14890,-20,-12,1014,-9,-16,-35,-24,276,866,1142,866,delta_alt,1142,811.2695175691274,276,-54.7304824308726,-330.7304824308726,330.7304824308726,109382.6520089577,866,76176,1,Treino
5,1,Treino,2023,11,17,14,0,202311171400,2023-11-17 14:00,858,-8,31.86410256410257,14897,-20,-8,1020,6,-3,-20,-14,371,858,1229,858,delta_alt,1229,830.9977201981663,371,-27.00227980183365,-398.0022798018337,398.0022798018337,158405.8147274571,858,137641,1,Treino
5,1,Treino,2023,11,17,15,0,202311171500,2023-11-17 15:00,858,0,35.08910256410257,14917,-3,7,1024,4,10,-6,-9,468,858,1326,858,delta_alt,1326,860.6863954898157,468,2.686395489815709,-465.3136045101843,465.3136045101843,216516.7505422602,858,219024,1,Treino
5,1,Treino,2023,11,17,16,0,202311171600,2023-11-17 16:00,861,3,37.78910256410257,14940,18,23,1032,8,12,9,6,572,861,1433,861,delta_alt,1433,887.2531945676028,572,26.2531945676028,-545.7468054323972,545.7468054323972,297839.5756396668,861,327184,1,Treino
5,1,Treino,2023,11,17,20,0,202311172000,2023-11-17 20:00,894,13,48.52188644688646,15088,184,170,1108,42,59,76,45,769,894,1663,894,delta_alt,1663,1095.527134757178,769,201.5271347571779,-567.4728652428221,567.4728652428221,322025.4527868981,894,591361,1,Treino
5,1,Treino,2023,11,17,21,0,202311172100,2023-11-17 21:00,927,33,46.06034798534799,15146,246,235,1153,45,87,117,53,786,927,1713,927,delta_alt,1713,1196.049056651158,786,269.0490566511576,-516.9509433488424,516.9509433488424,267238.2778292581,927,617796,1,Treino
5,1,Treino,2023,11,17,22,0,202311172200,2023-11-17 22:00,967,40,45.21932234432235,15200,307,296,1213,60,105,164,69,780,967,1747,967,delta_alt,1747,1283.451120356016,780,316.4511203560162,-463.5488796439838,463.5488796439838,214877.5638191926,967,608400,1,Treino
5,1,Treino,2023,11,17,23,0,202311172300,2023-11-17 23:00,1012,45,62.89047619047619,15240,354,340,1283,70,130,217,80,751,1012,1763,1012,delta_alt,1763,1372.376738817883,751,360.3767388178831,-390.6232611821169,390.6232611821169,152586.5321765523,1012,564001,1,Treino
5,1,Treino,2023,11,18,2,0,202311180200,2023-11-18 02:00,1229,87,71.71017316017316,15324,427,437,1599,117,241,386,111,690,1229,1919,1229,delta_alt,1919,1700.232026785035,690,471.232026785035,-218.767973214965,218.767973214965,47859.42610458363,1229,476100,1,Treino
5,1,Treino,2023,11,18,3,0,202311180300,2023-11-18 03:00,1326,97,72.56017316017315,15329,412,439,1734,135,252,451,131,669,1326,1995,1326,delta_alt,1995,1799.395368392496,669,473.3953683924963,-195.6046316075037,195.6046316075037,38261.17190630725,1326,447561,1,Treino
5,1,Treino,2023,11,18,4,0,202311180400,2023-11-18 04:00,1433,107,72.99863469863469,15326,386,429,1796,62,197,438,54,616,1433,2049,1433,delta_alt,2049,1805.780514393454,616,372.780514393454,-243.219485606546,243.219485606546,59155.71817871281,1433,379456,1,Treino
8,1,Treino,2024,4,28,21,0,202404282100,2024-04-28 21:00,374,-2,57.61758241758241,14700,-115,-61,454,3,6,17,48,133,374,507,374,delta_alt,507,363.8900081124882,133,-10.1099918875118,-143.1099918875118,143.1099918875118,20480.46977804369,374,17689,1,Treino
8,1,Treino,2024,4,28,22,0,202404282200,2024-04-28 22:00,368,-6,57.38186813186814,14700,-130,-88,455,1,4,10,34,148,368,516,368,delta_alt,516,342.3893508694106,148,-25.61064913058942,-173.6106491305894,173.6106491305894,30140.65749154463,368,21904,1,Treino
8,1,Treino,2024,4,28,23,0,202404282300,2024-04-28 23:00,358,-10,57.23901098901099,14700,-141,-115,455,0,1,7,16,169,358,527,358,delta_alt,527,320.0210280333347,169,-37.97897196666531,-206.9789719666653,206.9789719666653,42840.29483637762,358,28561,1,Treino
8,1,Treino,2024,4,29,0,0,202404290000,2024-04-29 00:00,351,-7,57.2401098901099,14700,-148,-130,455,0,0,4,5,183,351,534,351,delta_alt,534,319.0128530473232,183,-31.98714695267677,-214.9871469526768,214.9871469526768,46219.47335485183,351,33489,1,Treino
8,1,Treino,2024,4,29,1,0,202404290100,2024-04-29 01:00,347,-4,57.21153846153847,14700,-132,-141,454,-1,-1,0,-1,187,347,534,347,delta_alt,534,336.0611514492546,187,-10.93884855074543,-197.9388485507454,197.9388485507454,39179.78776559493,347,34969,1,Treino
8,1,Treino,2024,4,29,2,0,202404290200,2024-04-29 02:00,345,-2,57.65439560439561,14700,-117,-148,454,0,-1,-1,-39,195,345,540,345,delta_alt,540,363.1317521395188,195,18.13175213951877,-176.8682478604812,176.8682478604812,31282.37710123662,345,38025,1,Treino
8,1,Treino,2024,4,29,3,0,202404290300,2024-04-29 03:00,349,4,58.96868131868133,14700,-96,-132,454,0,0,-1,-35,212,349,561,349,delta_alt,561,398.1442101197722,212,49.1442101197722,-162.8557898802278,162.8557898802278,26522.00829751291,349,44944,1,Treino
8,1,Treino,2024,4,29,4,0,202404290400,2024-04-29 04:00,370,21,59.95439560439561,14708,-65,-109,453,-1,-1,-2,-50,223,370,593,370,delta_alt,593,478.9698027290011,223,108.9698027290011,-114.0301972709989,114.0301972709989,13002.88588966292,370,49729,1,Treino
8,1,Treino,2024,4,29,5,0,202404290500,2024-04-29 05:00,415,45,59.139010989011,14718,-28,-78,447,-6,-7,-7,-36,218,415,633,415,delta_alt,633,577.8439972290503,218,162.8439972290503,-55.15600277094973,55.15600277094973,3042.184641669014,415,47524,1,Treino
8,1,Treino,2024,4,29,6,0,202404290600,2024-04-29 06:00,437,22,59.15329670329671,14731,2,-42,444,-3,-9,-10,-11,242,437,679,437,delta_alt,679,570.9071971600034,242,133.9071971600034,-108.0928028399966,108.0928028399966,11684.05402580637,437,58564,1,Treino
8,1,Treino,2024,4,29,7,0,202404290700,2024-04-29 07:00,438,1,60.82472527472528,14734,23,-12,441,-3,-6,-13,-6,298,438,736,438,delta_alt,736,549.0782854269647,298,111.0782854269647,-186.9217145730353,186.9217145730353,34939.72737892326,438,88804,1,Treino
8,1,Treino,2024,4,29,8,0,202404290800,2024-04-29 08:00,465,27,62.89395604395606,14737,37,8,423,-18,-21,-30,-21,330,465,795,465,delta_alt,795,621.4761830398758,330,156.4761830398758,-173.5238169601242,173.5238169601242,30110.5150524107,465,108900,1,Treino
8,1,Treino,2024,4,29,9,0,202404290900,2024-04-29 09:00,507,42,37.42967032967033,14738,38,27,413,-10,-28,-34,-13,286,507,793,507,delta_alt,793,655.8094751148207,286,148.8094751148207,-137.1905248851793,137.1905248851793,18821.24011827101,507,81796,1,Treino
8,1,Treino,2024,4,29,10,0,202404291000,2024-04-29 10:00,516,9,28.55824175824177,14738,38,38,411,-2,-12,-33,-3,293,516,809,516,delta_alt,809,601.0454741986722,293,85.0454741986722,-207.9545258013278,207.9545258013278,43245.08480125511,516,85849,1,Treino
8,1,Treino,2024,4,29,11,0,202404291100,2024-04-29 11:00,527,11,26.77967032967033,14740,40,40,409,-2,-4,-32,-2,315,527,842,527,delta_alt,842,614.0892655141682,315,87.08926551416823,-227.9107344858318,227.9107344858318,51943.3028938713,527,99225,1,Treino
8,1,Treino,2024,4,29,12,0,202404291200,2024-04-29 12:00,534,7,25.87967032967033,14760,60,60,408,-1,-3,-15,-1,341,534,875,534,delta_alt,875,617.6964485594474,341,83.69644855944739,-257.3035514405526,257.3035514405526,66205.1175839211,534,116281,1,Treino
8,1,Treino,2024,4,29,13,0,202404291300,2024-04-29 13:00,534,0,25.76538461538462,14759,59,59,426,18,17,13,19,393,534,927,534,delta_alt,927,616.5624721820619,393,82.56247218206192,-310.4375278179381,310.4375278179381,96371.45867771308,534,154449,1,Treino
8,1,Treino,2024,4,29,14,0,202404291400,2024-04-29 14:00,540,6,27.24395604395604,14753,53,53,445,19,37,34,19,490,540,1030,540,delta_alt,1030,631.2552349086418,490,91.2552349086418,-398.7447650913582,398.7447650913582,158997.3876877624,540,240100,1,Treino
8,1,Treino,2024,4,29,15,0,202404291500,2024-04-29 15:00,561,21,31.07967032967033,14747,47,47,453,8,27,44,8,575,561,1136,561,delta_alt,1136,663.474167151885,575,102.474167151885,-472.525832848115,472.525832848115,223280.6627088047,561,330625,1,Treino
8,1,Treino,2024,4,29,16,0,202404291600,2024-04-29 16:00,593,32,32.04395604395604,14739,31,39,456,3,11,48,4,587,593,1180,593,delta_alt,1180,691.6942756167635,587,98.69427561676355,-488.3057243832365,488.3057243832365,238442.4804654373,593,344569,1,Treino
8,1,Treino,2024,4,29,17,0,202404291700,2024-04-29 17:00,633,40,34.01538461538462,14731,13,31,462,6,9,36,12,578,633,1211,633,delta_alt,1211,738.263812434991,578,105.263812434991,-472.736187565009,472.736187565009,223479.5030334994,633,334084,1,Treino
8,1,Treino,2024,4,29,18,0,202404291800,2024-04-29 18:00,679,46,41.42252747252748,14738,7,30,481,19,25,36,22,566,679,1245,679,delta_alt,1245,815.5281788895195,566,136.5281788895195,-429.4718211104805,429.4718211104805,184446.0451279526,679,320356,1,Treino
8,1,Treino,2024,4,29,19,0,202404291900,2024-04-29 19:00,736,57,53.75109890109891,14743,9,25,493,12,31,40,15,535,736,1271,736,delta_alt,1271,900.4253090705954,535,164.4253090705954,-370.5746909294046,370.5746909294046,137325.6015574237,736,286225,1,Treino
8,1,Treino,2024,4,29,20,0,202404292000,2024-04-29 20:00,795,59,60.35109890109891,14770,33,39,511,18,30,55,36,489,795,1284,795,delta_alt,1284,974.5270836028642,489,179.5270836028642,-309.4729163971358,309.4729163971358,95773.48598334861,795,239121,1,Treino
8,1,Treino,2024,4,29,21,0,202404292100,2024-04-29 21:00,793,-2,62.08681318681319,14833,95,99,545,34,52,83,44,492,793,1285,793,delta_alt,1285,913.6057416355978,492,120.6057416355978,-371.3942583644022,371.3942583644022,137933.6951460443,793,242064,1,Treino
8,1,Treino,2024,4,29,22,0,202404292200,2024-04-29 22:00,809,16,69.00824175824177,14894,156,157,565,20,54,84,22,471,809,1280,809,delta_alt,1280,996.127353691272,471,187.127353691272,-283.872646308728,283.872646308728,80583.67932232018,809,221841,1,Treino
8,1,Treino,2024,4,29,23,0,202404292300,2024-04-29 23:00,842,33,70.17967032967034,14906,166,168,570,5,25,77,7,424,842,1266,842,delta_alt,1266,1041.332152376511,424,199.3321523765112,-224.6678476234888,224.6678476234888,50475.64175577118,842,179776,1,Treino
8,1,Treino,2024,4,30,0,0,202404300000,2024-04-30 00:00,875,33,71.97967032967034,14901,141,163,582,12,17,71,13,370,875,1245,875,delta_alt,1245,1064.23965458324,370,189.2396545832403,-180.7603454167597,180.7603454167597,32674.30247518629,875,136900,1,Treino
8,1,Treino,2024,4,30,1,0,202404300100,2024-04-30 01:00,927,52,70.1510989010989,14891,132,151,621,39,51,76,21,292,927,1219,927,delta_alt,1219,1184.801675130177,292,257.8016751301766,-34.19832486982341,34.19832486982341,1169.525423901982,927,85264,1,Treino
8,1,Treino,2024,4,30,2,0,202404300200,2024-04-30 02:00,1030,103,71.80824175824176,14880,127,120,663,42,81,98,23,155,1030,1185,1030,delta_alt,1185,1362.65439154704,155,332.6543915470397,177.6543915470397,177.6543915470397,31561.0828359489,1030,24025,1,Treino
12,1,Treino,2024,10,6,0,0,202410060000,2024-10-06 00:00,320,-5,2.07948717948718,14860,-14,-15,512,2,8,16,0,17,320,337,320,delta_alt,337,304.692775653829,17,-15.30722434617098,-32.30722434617098,32.30722434617098,1043.756744953823,320,289,1,Treino
12,1,Treino,2024,10,6,1,0,202410060100,2024-10-06 01:00,308,-12,2.187179487179487,14860,-13,-15,511,-1,1,15,0,29,308,337,308,delta_alt,337,274.6580633133473,29,-33.34193668665273,-62.34193668665273,62.34193668665273,3886.517069842618,308,841,1,Treino
12,1,Treino,2024,10,6,2,0,202410060200,2024-10-06 02:00,299,-9,2.187179487179487,14859,-12,-15,515,4,3,11,4,38,299,337,299,delta_alt,337,282.7614903162181,38,-16.2385096837819,-54.2385096837819,54.2385096837819,2941.815932717703,299,1444,1,Treino
12,1,Treino,2024,10,6,3,0,202410060300,2024-10-06 03:00,294,-5,2.27948717948718,14858,-12,-15,523,8,12,13,9,42,294,336,294,delta_alt,336,293.0112149057045,42,-0.9887850942955083,-42.98878509429551,42.98878509429551,1848.035643883524,294,1764,1,Treino
