EVENTO,SERIE,CONJUNTO,ANO,MES,DIA,HORA,MINUTO,COD_SEQUENCIAL,DATA_HORA,inp01_input_1_nivel_86472600,inp02_input_2_nivel_D_1h_86472600,inp03_input_3_chuva_med_acum_36h,inp04_input_6_nivel_86448000,inp05_input_6_nivel_D_12H_86448000,inp06_input_6_nivel_D_14H_86448000,inp07_input_7_nivel_86472000,inp08_input_7_nivel_D_1h_86472000,inp09_input_7_nivel_D_2h_86472000,inp10_input_7_nivel_D_4h_86472000,inp11_input_7_nivel_A_12h_86472000,saida_12h_alt_nivel_D12h_86472600,NIVEL_ATUAL_CM,OBSERVADO_12H_CM_AUDITORIA,PERSISTENCIA_CM,TIPO_ALVO_RNA,OBSERVADO_CM_AUDITORIA,RNA_CM,ALT_OBSERVADA_CM,ALT_RNA_CM,ERRO_RNA_CM,ERRO_ABS_CM,E2_RNA,PERS_BASE_NIVEL_ATUAL_CM,E2_PERS,SERIE_AUDITORIA,CONJUNTO_AUDITORIA
12,1,Treino,2024,10,6,4,0,202410060400,2024-10-06 04:00,294,0,2.510256410256411,14857,-13,-14,522,-1,7,10,-1,42,294,336,294,delta_alt,336,293.9909889528709,42,-0.00901104712909273,-42.00901104712909,42.00901104712909,1764.757009157814,294,1764,1,Treino
12,1,Treino,2024,10,6,5,0,202410060500,2024-10-06 05:00,300,6,2.617948717948718,14857,-13,-13,515,-7,-8,4,-6,35,300,335,300,delta_alt,335,302.2311077656946,35,2.23110776569456,-32.76889223430544,32.76889223430544,1073.800298263523,300,1225,1,Treino
12,1,Treino,2024,10,6,6,0,202410060600,2024-10-06 06:00,307,7,3.033333333333334,14857,-13,-13,510,-5,-12,-5,9,27,307,334,307,delta_alt,334,309.5631236467366,27,2.563123646736585,-24.43687635326341,24.43687635326341,597.1609259046846,307,729,1,Treino
12,1,Treino,2024,10,6,7,0,202410060700,2024-10-06 07:00,312,5,3.048717948717949,14857,-10,-13,508,-2,-7,-15,17,21,312,333,312,delta_alt,333,318.649633032213,21,6.649633032213046,-14.35036696778695,14.35036696778695,205.9330321101509,312,441,1,Treino
12,1,Treino,2024,10,6,8,0,202410060800,2024-10-06 08:00,316,4,3.048717948717949,14846,-18,-24,508,0,-2,-14,11,16,316,332,316,delta_alt,332,321.6104277750653,16,5.610427775065318,-10.38957222493468,10.38957222493468,107.9432110171342,316,256,1,Treino
12,1,Treino,2024,10,6,9,0,202410060900,2024-10-06 09:00,323,7,3.033333333333333,14841,-22,-26,507,-1,-1,-8,-1,9,323,332,323,delta_alt,332,332.4524583754204,9,9.452458375420406,0.4524583754204059,0.4524583754204059,0.204718581488073,323,81,1,Treino
12,1,Treino,2024,10,6,10,0,202410061000,2024-10-06 10:00,331,8,2.864102564102564,14841,-20,-23,507,0,-1,-3,-8,1,331,332,331,delta_alt,332,344.9142961431988,1,13.91429614319884,12.91429614319884,12.91429614319884,166.7790448742404,331,1,1,Treino
12,1,Treino,2024,10,6,11,0,202410061100,2024-10-06 11:00,335,4,2.802564102564102,14836,-25,-27,506,-1,-1,-2,-7,-4,335,331,335,delta_alt,331,334.6263726041674,-4,-0.3736273958326137,3.626372604167386,3.626372604167386,13.15057826425575,335,16,1,Treino
12,1,Treino,2024,10,6,12,0,202410061200,2024-10-06 12:00,337,2,2.802564102564102,14836,-24,-25,506,0,-1,-2,-2,-6,337,331,337,delta_alt,331,332.5329360836203,-6,-4.467063916379743,1.532936083620257,1.532936083620257,2.349893036465011,337,36,1,Treino
12,1,Treino,2024,10,6,13,0,202410061300,2024-10-06 13:00,337,0,2.648717948717949,14842,-18,-19,501,-5,-5,-6,-4,-7,337,330,337,delta_alt,330,325.9950180665015,-7,-11.00498193349847,-4.00498193349847,4.00498193349847,16.03988028764915,337,49,1,Treino
12,1,Treino,2024,10,6,14,0,202410061400,2024-10-06 14:00,337,0,2.417948717948718,14839,-20,-21,491,-10,-15,-16,-14,-7,337,330,337,delta_alt,330,321.4769402872735,-7,-15.52305971272654,-8.523059712726536,8.523059712726536,72.64254686670213,337,49,1,Treino
12,1,Treino,2024,10,6,15,0,202410061500,2024-10-06 15:00,336,-1,2.341025641025641,14839,-19,-21,480,-11,-21,-26,-19,-6,336,330,336,delta_alt,330,321.1786118924279,-6,-14.82138810757215,-8.821388107572147,8.821388107572147,77.81688814441532,336,36,1,Treino
12,1,Treino,2024,10,6,16,0,202410061600,2024-10-06 16:00,336,0,2.223076923076923,14842,-15,-17,470,-10,-21,-36,-9,-6,336,330,336,delta_alt,330,326.9982606042596,-6,-9.001739395740401,-3.001739395740401,3.001739395740401,9.010439399939948,336,36,1,Treino
12,1,Treino,2024,10,6,17,0,202410061700,2024-10-06 17:00,335,-1,2.161538461538461,14850,-7,-8,463,-7,-17,-38,0,-5,335,330,335,delta_alt,330,331.4073142759751,-5,-3.592685724024932,1.407314275975068,1.407314275975068,1.98053347136323,335,25,1,Treino
12,1,Treino,2024,10,6,18,0,202410061800,2024-10-06 18:00,334,-1,2.053846153846154,14858,1,1,461,-2,-9,-30,3,-4,334,330,334,delta_alt,330,340.0994239656703,-4,6.099423965670326,10.09942396567033,10.09942396567033,101.9983644383561,334,16,1,Treino
12,1,Treino,2024,10,6,19,0,202410061900,2024-10-06 19:00,333,-1,1.9,14858,1,1,461,0,-2,-19,2,0,333,333,333,delta_alt,333,339.2204805974433,0,6.22048059744327,6.22048059744327,6.22048059744327,38.69437886316818,333,0,1,Treino
12,1,Treino,2024,10,6,20,0,202410062000,2024-10-06 20:00,332,-1,1.702797202797202,14858,12,1,461,0,0,-9,0,3,332,335,332,delta_alt,335,343.0151210693907,3,11.01512106939072,8.015121069390716,8.015121069390716,64.24216575699097,332,9,1,Treino
12,1,Treino,2024,10,7,0,0,202410070000,2024-10-07 00:00,331,0,1.46074592074592,14852,16,11,455,-1,-3,-6,-1,6,331,337,331,delta_alt,337,343.8266453890809,6,12.82664538908091,6.826645389080909,6.826645389080909,46.60308726825964,331,36,1,Treino
12,1,Treino,2024,10,7,2,0,202410070200,2024-10-07 02:00,330,0,1.383822843822843,14849,10,13,480,15,25,22,25,8,330,338,330,delta_alt,338,346.6221830516893,8,16.62218305168926,8.622183051689262,8.622183051689262,74.34204057683756,330,64,1,Treino
12,1,Treino,2024,10,7,3,0,202410070300,2024-10-07 03:00,330,0,1.383822843822843,14848,9,6,495,15,30,39,26,8,330,338,330,delta_alt,338,340.8204703557158,8,10.82047035571577,2.82047035571577,2.82047035571577,7.955053027471442,330,64,1,Treino
12,1,Treino,2024,10,7,4,0,202410070400,2024-10-07 04:00,330,0,1.537668997668997,14847,5,8,500,5,20,45,15,8,330,338,330,delta_alt,338,325.2314240224715,8,-4.768575977528485,-12.76857597752849,12.76857597752849,163.0365324939175,330,64,1,Treino
12,1,Treino,2024,10,7,5,0,202410070500,2024-10-07 05:00,330,0,1.62997668997669,14846,-4,7,502,2,7,37,9,9,330,339,330,delta_alt,339,317.525025399397,9,-12.47497460060299,-21.47497460060299,21.47497460060299,461.1745340965436,330,81,1,Treino
12,1,Treino,2024,10,7,6,0,202410070600,2024-10-07 06:00,330,0,1.645361305361305,14845,-13,3,502,0,2,22,2,9,330,339,330,delta_alt,339,316.5359545351779,9,-13.46404546482211,-22.46404546482211,22.46404546482211,504.6333386455947,330,81,1,Treino
12,1,Treino,2024,10,7,7,0,202410070700,2024-10-07 07:00,333,3,1.629976689976689,14845,-13,-5,500,-2,-2,5,-2,8,333,341,333,delta_alt,341,330.0476466730272,8,-2.952353326972798,-10.9523533269728,10.9523533269728,119.9540433988521,333,64,1,Treino
12,1,Treino,2024,10,7,8,0,202410070800,2024-10-07 08:00,335,2,1.645361305361305,14843,-15,-15,492,-8,-10,-8,-8,7,335,342,335,delta_alt,342,324.5830552909297,7,-10.41694470907032,-17.41694470907032,17.41694470907032,303.3499629988127,335,49,1,Treino
12,1,Treino,2024,10,7,13,0,202410071300,2024-10-07 13:00,337,0,1.506899766899767,14841,-10,-13,472,-2,-4,-10,-12,11,337,348,337,delta_alt,348,336.8884825993284,11,-0.1115174006715733,-11.11151740067157,11.11151740067157,123.4658189454272,337,121,1,Treino
12,1,Treino,2024,10,7,14,0,202410071400,2024-10-07 14:00,338,1,1.614592074592074,14840,-9,-12,472,0,-2,-6,-15,21,338,359,338,delta_alt,359,343.7335774407059,21,5.733577440705858,-15.26642255929414,15.26642255929414,233.0636577589251,338,441,1,Treino
12,1,Treino,2024,10,7,15,0,202410071500,2024-10-07 15:00,338,0,1.86074592074592,14840,-8,-11,472,0,0,-4,-15,28,338,366,338,delta_alt,366,342.6140261264454,28,4.614026126445424,-23.38597387355458,23.38597387355458,546.9037740145773,338,784,1,Treino
12,1,Treino,2024,10,7,16,0,202410071600,2024-10-07 16:00,338,0,1.72997668997669,14839,-8,-10,472,0,0,-2,-5,31,338,369,338,delta_alt,369,337.3705018833643,31,-0.6294981166356592,-31.62949811663566,31.62949811663566,1000.425151110259,338,961,1,Treino
12,1,Treino,2024,10,7,17,0,202410071700,2024-10-07 17:00,339,1,1.806899766899767,14838,-8,-10,472,0,0,0,-2,31,339,370,339,delta_alt,370,338.1930387930329,31,-0.8069612069671166,-31.80696120696712,31.80696120696712,1011.682781221511,339,961,1,Treino
12,1,Treino,2024,10,7,18,0,202410071800,2024-10-07 18:00,339,0,2.245361305361306,14838,-7,-9,465,-7,-7,-7,-7,31,339,370,339,delta_alt,370,330.1376852512785,31,-8.862314748721474,-39.86231474872147,39.86231474872147,1589.004137126137,339,961,1,Treino
12,1,Treino,2024,10,7,19,0,202410071900,2024-10-07 19:00,341,2,3.399207459207459,14838,-7,-8,456,-9,-16,-16,-7,28,341,369,341,delta_alt,369,335.3101778137412,28,-5.689822186258766,-33.68982218625877,33.68982218625877,1135.004118941733,341,784,1,Treino
12,1,Treino,2024,10,7,20,0,202410072000,2024-10-07 20:00,342,1,3.553053613053613,14838,-5,-7,443,-13,-22,-29,-5,23,342,365,342,delta_alt,365,332.0118917861813,23,-9.988108213818691,-32.98810821381869,32.98810821381869,1088.215283526612,342,529,1,Treino
12,1,Treino,2024,10,7,21,0,202410072100,2024-10-07 21:00,341,-1,4.860745920745921,14838,-5,-7,434,-9,-22,-38,1,19,341,360,341,delta_alt,360,335.6780987297751,19,-5.321901270224885,-24.32190127022488,24.32190127022488,591.5548813985669,341,361,1,Treino
12,1,Treino,2024,10,7,22,0,202410072200,2024-10-07 22:00,339,-2,7.42997668997669,14837,-5,-6,430,-4,-13,-35,0,18,339,357,339,delta_alt,357,344.8536483709265,18,5.853648370926521,-12.14635162907348,12.14635162907348,147.5338578970959,339,324,1,Treino
12,1,Treino,2024,10,7,23,0,202410072300,2024-10-07 23:00,338,-1,8.937668997668998,14837,-5,-6,436,6,2,-20,8,19,338,357,338,delta_alt,357,357.272459926281,19,19.27245992628104,0.2724599262810443,0.2724599262810443,0.0742344114290721,338,361,1,Treino
12,1,Treino,2024,10,8,0,0,202410080000,2024-10-08 00:00,339,1,9.537668997668998,14836,-6,-6,446,10,16,3,12,20,339,359,339,delta_alt,359,360.7752829380731,20,21.77528293807313,1.775282938073133,1.775282938073133,3.151629510213574,339,400,1,Treino
12,1,Treino,2024,10,8,1,0,202410080100,2024-10-08 01:00,348,9,11.06074592074592,14836,-5,-6,458,12,22,24,14,14,348,362,348,delta_alt,362,382.3273382412842,14,34.32733824128422,20.32733824128422,20.32733824128422,413.200679975576,348,196,1,Treino
12,1,Treino,2024,10,8,2,0,202410080200,2024-10-08 02:00,359,11,11.76843822843823,14836,-4,-6,472,14,26,42,14,9,359,368,359,delta_alt,368,395.1873597069236,9,36.18735970692364,27.18735970692364,27.18735970692364,739.1525278336553,359,81,1,Treino
12,1,Treino,2024,10,8,3,0,202410080300,2024-10-08 03:00,366,7,12.12228438228438,14835,-5,-6,477,5,19,41,5,9,366,375,366,delta_alt,375,384.7015686787474,9,18.70156867874744,9.701568678747435,9.701568678747435,94.12043482845326,366,81,1,Treino
12,1,Treino,2024,10,8,4,0,202410080400,2024-10-08 04:00,369,3,13.10689976689977,14835,-4,-5,478,1,6,32,1,15,369,384,369,delta_alt,384,378.2924963464175,15,9.292496346417465,-5.707503653582535,5.707503653582535,32.57559795565798,369,225,1,Treino
12,1,Treino,2024,10,8,5,0,202410080500,2024-10-08 05:00,370,1,14.78382284382284,14835,-3,-5,477,-1,0,19,-1,32,370,402,370,delta_alt,402,380.6469458821118,32,10.64694588211182,-21.35305411788818,21.35305411788818,455.9529201614612,370,1024,1,Treino
12,1,Treino,2024,10,8,6,0,202410080600,2024-10-08 06:00,370,0,15.64536130536131,14835,-3,-4,469,-8,-9,-3,-1,40,370,410,370,delta_alt,410,376.4021574960019,40,6.402157496001905,-33.59784250399809,33.59784250399809,1128.815020923461,370,1600,1,Treino
12,1,Treino,2024,10,8,7,0,202410080700,2024-10-08 07:00,369,-1,16.70689976689977,14835,-3,-3,461,-8,-16,-16,1,41,369,410,369,delta_alt,410,377.4759052824315,41,8.47590528243154,-32.52409471756846,32.52409471756846,1057.816737197365,369,1681,1,Treino
12,1,Treino,2024,10,8,8,0,202410080800,2024-10-08 08:00,365,-4,17.38102564102564,14836,-2,-2,457,-4,-12,-21,9,44,365,409,365,delta_alt,409,375.5476549347569,44,10.54765493475691,-33.45234506524309,33.45234506524309,1119.059390364094,365,1936,1,Treino
12,1,Treino,2024,10,8,9,0,202410080900,2024-10-08 09:00,360,-5,17.92564102564103,14836,-2,-2,461,4,0,-16,13,57,360,417,360,delta_alt,417,381.858773452822,57,21.85877345282199,-35.14122654717801,35.14122654717801,1234.905803240088,360,3249,1,Treino
12,1,Treino,2024,10,8,10,0,202410081000,2024-10-08 10:00,357,-3,18.26153846153846,14837,0,-1,473,12,16,4,16,101,357,458,357,delta_alt,458,392.1723839219314,101,35.17238392193144,-65.82761607806856,65.82761607806856,4333.27503852159,357,10201,1,Treino
12,1,Treino,2024,10,8,11,0,202410081100,2024-10-08 11:00,357,0,18.98461538461539,14837,0,-1,479,6,18,18,0,134,357,491,357,delta_alt,491,392.309839015019,134,35.30983901501895,-98.69016098498105,98.69016098498105,9739.747875241475,357,17956,1,Treino
12,1,Treino,2024,10,8,12,0,202410081200,2024-10-08 12:00,359,2,19.8923076923077,14837,1,0,482,3,9,25,-7,132,359,491,359,delta_alt,491,393.0484382984475,132,34.04843829844754,-97.95156170155246,97.95156170155246,9594.508439773039,359,17424,1,Treino
12,1,Treino,2024,10,8,13,0,202410081300,2024-10-08 13:00,362,3,19.92307692307693,14838,2,1,482,0,3,21,-12,117,362,479,362,delta_alt,479,395.8704397279535,117,33.87043972795345,-83.12956027204655,83.12956027204655,6910.523791023819,362,13689,1,Treino
12,1,Treino,2024,10,8,14,0,202410081400,2024-10-08 14:00,368,6,20.13846153846154,14837,1,1,482,0,0,9,-14,124,368,492,368,delta_alt,492,412.2463207751815,124,44.24632077518152,-79.75367922481848,79.75367922481848,6360.649349895243,368,15376,1,Treino
12,1,Treino,2024,10,8,15,0,202410081500,2024-10-08 15:00,375,7,20.29230769230769,14837,2,1,481,-1,-1,2,-6,145,375,520,375,delta_alt,520,419.6475409541251,145,44.64754095412513,-100.3524590458749,100.3524590458749,10070.61603655399,375,21025,1,Treino
12,1,Treino,2024,10,8,16,0,202410081600,2024-10-08 16:00,384,9,20.23076923076923,14839,4,3,475,-6,-7,-7,-7,154,384,538,384,delta_alt,538,427.4396779529299,154,43.43967795292986,-110.5603220470701,110.5603220470701,12223.58481115186,384,23716,1,Treino
12,1,Treino,2024,10,8,17,0,202410081700,2024-10-08 17:00,402,18,20.32307692307692,14839,4,4,465,-10,-16,-17,-9,178,402,580,402,delta_alt,580,456.7922494171387,178,54.79224941713869,-123.2077505828613,123.2077505828613,15180.14980368856,402,31684,1,Treino
12,1,Treino,2024,10,8,18,0,202410081800,2024-10-08 18:00,410,8,20.27692307692308,14830,-5,-5,459,-6,-16,-23,2,207,410,617,410,delta_alt,617,441.3174550686001,207,31.31745506860011,-175.6825449313999,175.6825449313999,30864.35659357334,410,42849,1,Treino
12,1,Treino,2024,10,8,19,0,202410081900,2024-10-08 19:00,410,0,20.26153846153846,14828,-7,-7,450,-9,-15,-31,-1,223,410,633,410,delta_alt,633,423.3537623584447,223,13.35376235844467,-209.6462376415553,209.6462376415553,43951.54495725949,410,49729,1,Treino
12,1,Treino,2024,10,8,20,0,202410082000,2024-10-08 20:00,409,-1,20.26153846153846,14833,-3,-2,437,-13,-22,-38,-9,236,409,645,409,delta_alt,645,419.3895289891927,236,10.38952898919274,-225.6104710108073,225.6104710108073,50900.0846297183,409,55696,1,Treino
12,1,Treino,2024,10,8,21,0,202410082100,2024-10-08 21:00,417,8,20.29230769230769,14840,4,5,429,-8,-21,-36,-12,234,417,651,417,delta_alt,651,456.5786434152699,234,39.57864341526988,-194.4213565847301,194.4213565847301,37799.66389624678,417,54756,1,Treino
12,1,Treino,2024,10,8,22,0,202410082200,2024-10-08 22:00,458,41,20.32307692307692,14843,6,7,428,-1,-9,-31,-13,204,458,662,458,delta_alt,662,567.5410943178398,204,109.5410943178398,-94.45890568216021,94.45890568216021,8922.484862671237,458,41616,1,Treino
12,1,Treino,2024,10,8,23,0,202410082300,2024-10-08 23:00,491,33,20.33846153846154,14843,6,7,435,7,6,-15,1,191,491,682,491,delta_alt,682,584.8259644560591,191,93.82596445605907,-97.17403554394093,97.17403554394093,9442.793183895095,491,36481,1,Treino
12,1,Treino,2024,10,9,0,0,202410090000,2024-10-09 00:00,491,0,20.33846153846154,14842,5,5,445,10,17,8,7,215,491,706,491,delta_alt,706,516.6418791466984,215,25.64187914669844,-189.3581208533016,189.3581208533016,35856.49793309356,491,46225,1,Treino
12,1,Treino,2024,10,9,1,0,202410090100,2024-10-09 01:00,479,-12,20.81538461538462,14842,4,5,451,6,16,22,6,246,479,725,479,delta_alt,725,469.2464685996456,246,-9.753531400354404,-255.7535314003544,255.7535314003544,65409.86882375207,479,60516,1,Treino
12,1,Treino,2024,10,9,2,0,202410090200,2024-10-09 02:00,492,13,20.76923076923077,14842,5,5,453,2,8,25,2,247,492,739,492,delta_alt,739,525.0573185943298,247,33.05731859432979,-213.9426814056702,213.9426814056702,45771.47092704811,492,61009,1,Treino
12,1,Treino,2024,10,9,3,0,202410090300,2024-10-09 03:00,520,28,20.6,14842,5,4,458,5,7,23,6,226,520,746,520,delta_alt,746,582.1538677019133,226,62.15386770191333,-163.8461322980867,163.8461322980867,26845.55506904212,520,51076,1,Treino
12,1,Treino,2024,10,9,4,0,202410090400,2024-10-09 04:00,538,18,20.63846153846154,14842,3,5,469,11,16,24,17,211,538,749,538,delta_alt,749,584.5768753516993,211,46.5768753516993,-164.4231246483007,164.4231246483007,27034.96391911063,538,44521,1,Treino
12,1,Treino,2024,10,9,5,0,202410090500,2024-10-09 05:00,580,42,20.45384615384615,14841,2,4,475,6,17,24,16,169,580,749,580,delta_alt,749,659.7520442462888,169,79.75204424628885,-89.24795575371115,89.24795575371115,7965.197606216384,580,28561,1,Treino
12,1,Treino,2024,10,9,6,0,202410090600,2024-10-09 06:00,617,37,19.62222222222222,14840,10,1,477,2,8,24,8,130,617,747,617,delta_alt,747,683.1200223568081,130,66.12002235680814,-63.87997764319186,63.87997764319186,4080.651543694692,617,16900,1,Treino
12,1,Treino,2024,10,9,7,0,202410090700,2024-10-09 07:00,633,16,18.608547008547,14840,12,1,478,1,3,20,10,107,633,740,633,delta_alt,740,653.3099848369393,107,20.30998483693929,-86.6900151630607,86.6900151630607,7515.158728971695,633,11449,1,Treino
12,1,Treino,2024,10,9,8,0,202410090800,2024-10-09 08:00,645,12,18.45470085470085,14840,7,10,477,-1,0,8,12,82,645,727,645,delta_alt,727,652.4919453149674,82,7.491945314967438,-74.50805468503256,74.50805468503256,5551.450212947802,645,6724,1,Treino
12,1,Treino,2024,10,9,9,0,202410090900,2024-10-09 09:00,651,6,17.13162393162393,14841,1,13,477,0,-1,2,8,74,651,725,651,delta_alt,725,643.4220953649644,74,-7.577904635035566,-81.57790463503557,81.57790463503557,6654.954524642957,651,5476,1,Treino
12,1,Treino,2024,10,9,10,0,202410091000,2024-10-09 10:00,662,11,14.59316239316239,14841,-2,8,476,-1,-1,-1,0,65,662,727,662,delta_alt,727,659.5226328481054,65,-2.477367151894555,-67.47736715189455,67.47736715189455,4553.195077751579,662,4225,1,Treino
12,1,Treino,2024,10,9,11,0,202410091100,2024-10-09 11:00,682,20,13.08547008547008,14842,-1,2,475,-1,-2,-3,-8,42,682,724,682,delta_alt,724,696.9479632944468,42,14.94796329444682,-27.05203670555318,27.05203670555318,731.8126899185964,682,1764,1,Treino
12,1,Treino,2024,10,9,12,0,202410091200,2024-10-09 12:00,706,24,12.54700854700854,14842,0,-1,475,0,-1,-2,-10,12,706,718,706,delta_alt,718,727.6170608355402,12,21.6170608355402,9.617060835540201,9.617060835540201,92.48785911448118,706,144,1,Treino
12,1,Treino,2024,10,9,13,0,202410091300,2024-10-09 13:00,725,19,11.208547008547,14840,-2,-3,474,-1,-1,-3,-7,-10,725,715,725,delta_alt,715,727.5313669981211,-10,2.531366998121143,12.53136699812114,12.53136699812114,157.0351588415997,725,100,1,Treino
12,1,Treino,2024,10,9,14,0,202410091400,2024-10-09 14:00,739,14,10.9008547008547,14840,-2,-2,473,-1,-2,-3,-3,-26,739,713,739,delta_alt,713,726.317665944143,-26,-12.68233405585704,13.31766594414296,13.31766594414296,177.3602261997852,739,676,1,Treino
12,1,Treino,2024,10,9,15,0,202410091500,2024-10-09 15:00,746,7,10.96239316239316,14840,-2,-2,472,-1,-2,-3,-6,-37,746,709,746,delta_alt,709,717.4152837508194,-37,-28.58471624918059,8.415283750819412,8.415283750819412,70.81700060680524,746,1369,1,Treino
12,1,Treino,2024,10,9,16,0,202410091600,2024-10-09 16:00,749,3,10.54700854700855,14840,-2,-2,472,0,-1,-3,-11,-52,749,697,749,delta_alt,697,713.4454525000762,-52,-35.55454749992384,16.44545250007616,16.44545250007616,270.4529079322612,749,2704,1,Treino
12,1,Treino,2024,10,9,17,0,202410091700,2024-10-09 17:00,749,0,9.331623931623932,14840,-1,-2,471,-1,-1,-3,-7,-71,749,678,749,delta_alt,678,702.8384430513294,-71,-46.16155694867064,24.83844305132936,24.83844305132936,616.9482532141319,749,5041,1,Treino
12,1,Treino,2024,10,9,18,0,202410091800,2024-10-09 18:00,747,-2,8.931623931623932,14840,0,-2,471,0,-1,-2,-2,-83,747,664,747,delta_alt,664,696.5592444529212,-83,-50.44075554707877,32.55924445292123,32.55924445292123,1060.104399345082,747,6889,1,Treino
12,1,Treino,2024,10,9,19,0,202410091900,2024-10-09 19:00,740,-7,8.377777777777778,14840,0,-1,471,0,0,-1,-1,-83,740,657,740,delta_alt,657,678.0117338041263,-83,-61.98826619587373,21.01173380412627,21.01173380412627,441.4929574554624,740,6889,1,Treino
12,1,Treino,2024,10,9,20,0,202410092000,2024-10-09 20:00,727,-13,7.993162393162396,14840,0,0,471,0,0,-1,1,-73,727,654,727,delta_alt,654,652.212746692637,-73,-74.78725330736302,-1.787253307363017,1.787253307363017,3.194274384680041,727,5329,1,Treino
12,1,Treino,2024,10,9,21,0,202410092100,2024-10-09 21:00,725,-2,7.654700854700856,14840,-1,0,470,-1,-1,-1,-1,-73,725,652,725,delta_alt,652,673.223592426336,-73,-51.77640757366396,21.22359242633604,21.22359242633604,450.4408754792285,725,5329,1,Treino
12,1,Treino,2024,10,9,22,0,202410092200,2024-10-09 22:00,727,2,7.670085470085471,14841,0,1,470,0,-1,-1,1,-77,727,650,727,delta_alt,650,685.6622089988726,-77,-41.33779100112736,35.66220899887264,35.66220899887264,1271.793150679273,727,5929,1,Treino
12,1,Treino,2024,10,9,23,0,202410092300,2024-10-09 23:00,724,-3,7.470085470085469,14842,0,1,469,-1,-1,-2,0,-79,724,645,724,delta_alt,645,670.4473958801777,-79,-53.55260411982226,25.44739588017774,25.44739588017774,647.5699570824869,724,6241,1,Treino
12,1,Treino,2024,10,10,0,0,202410100000,2024-10-10 00:00,718,-6,6.993162393162393,14842,0,1,469,0,-1,-2,0,-87,718,631,718,delta_alt,631,659.4650663337178,-87,-58.5349336662822,28.4650663337178,28.4650663337178,810.2600013829546,718,7569,1,Treino
12,1,Treino,2024,10,10,1,0,202410100100,2024-10-10 01:00,715,-3,7.847008547008548,14843,3,1,471,2,2,1,3,-101,715,614,715,delta_alt,614,669.3603309510337,-101,-45.63966904896631,55.36033095103369,55.36033095103369,3064.766243007979,715,10201,1,Treino
12,1,Treino,2024,10,10,2,0,202410100200,2024-10-10 02:00,713,-2,7.908547008547009,14843,3,1,475,4,6,5,5,-119,713,594,713,delta_alt,594,672.3875188037463,-119,-40.61248119625373,78.38751880374627,78.38751880374627,6144.603104207676,713,14161,1,Treino
12,1,Treino,2024,10,10,3,0,202410100300,2024-10-10 03:00,709,-4,7.831623931623932,14843,3,3,477,2,6,8,3,-134,709,575,709,delta_alt,575,660.7134628076836,-134,-48.28653719231636,85.71346280768364,85.71346280768364,7346.797706484167,709,17956,1,Treino
12,1,Treino,2024,10,10,4,0,202410100400,2024-10-10 04:00,697,-12,7.816239316239316,14844,4,4,477,0,2,8,0,-128,697,569,697,delta_alt,569,629.2605190391477,-128,-67.73948096085235,60.26051903914765,60.26051903914765,3631.330154867477,697,16384,1,Treino
12,1,Treino,2024,10,10,5,0,202410100500,2024-10-10 05:00,678,-19,7.647008547008547,14845,5,5,477,0,0,6,1,-99,678,579,678,delta_alt,579,597.6189451335764,-99,-80.3810548664236,18.6189451335764,18.6189451335764,346.6651178871284,678,9801,1,Treino
12,1,Treino,2024,10,10,6,0,202410100600,2024-10-10 06:00,664,-14,7.698290598290598,14845,5,5,477,0,0,2,0,-78,664,586,664,delta_alt,586,600.066362028416,-78,-63.93363797158395,14.06636202841605,14.06636202841605,197.8625407144649,664,6084,1,Treino
12,1,Treino,2024,10,10,7,0,202410100700,2024-10-10 07:00,657,-7,7.742735042735043,14846,6,6,477,0,0,0,0,-90,657,567,657,delta_alt,567,612.0197708725163,-90,-44.98022912748365,45.01977087251635,45.01977087251635,2026.779769413871,657,8100,1,Treino
12,1,Treino,2024,10,10,8,0,202410100800,2024-10-10 08:00,654,-3,7.711965811965812,14846,6,6,477,0,0,0,0,-116,654,538,654,delta_alt,538,618.462100087975,-116,-35.53789991202495,80.46210008797505,80.46210008797505,6474.149550567314,654,13456,1,Treino
12,1,Treino,2024,10,10,9,0,202410100900,2024-10-10 09:00,652,-2,7.696581196581197,14848,8,8,478,1,1,1,2,-138,652,514,652,delta_alt,514,621.2338738013716,-138,-30.7661261986284,107.2338738013716,107.2338738013716,11499.10369044849,652,19044,1,Treino
12,1,Treino,2024,10,10,10,0,202410101000,2024-10-10 10:00,650,-2,7.665811965811966,14848,7,8,478,0,1,1,0,-141,650,509,650,delta_alt,509,617.7869128273404,-141,-32.21308717265958,108.7869128273404,108.7869128273404,11834.59240250336,650,19881,1,Treino
12,1,Treino,2024,10,10,11,0,202410101100,2024-10-10 11:00,645,-5,7.835042735042736,14849,7,9,477,-1,-1,0,0,-122,645,523,645,delta_alt,523,605.1686288767899,-122,-39.83137112321015,82.16862887678985,82.16862887678985,6751.683571491623,645,14884,1,Treino
12,1,Treino,2024,10,10,12,0,202410101200,2024-10-10 12:00,631,-14,7.942735042735043,14853,11,12,478,1,0,1,1,-94,631,537,631,delta_alt,537,578.696690793842,-94,-52.30330920615802,41.69669079384198,41.69669079384198,1738.614023157267,631,8836,1,Treino
12,1,Treino,2024,10,10,14,0,202410101400,2024-10-10 14:00,594,-20,7.542735042735043,14851,8,9,481,2,3,3,-2,-45,594,549,594,delta_alt,549,534.1099984880449,-45,-59.89000151195512,-14.89000151195512,14.89000151195512,221.7121450260258,594,2025,1,Treino
