EVENTO,SERIE,CONJUNTO,ANO,MES,DIA,HORA,MINUTO,COD_SEQUENCIAL,DATA_HORA,inp01_input_1_nivel_86472600,inp02_input_2_nivel_D-1h_86472600,inp03_input_3_chuva_med_acum_36h,inp04_input_5a_nivel_86306000,inp05_input_5b_nivel_D-12H_86306000,inp06_input_7a_nivel_86472000,inp07_input_7b_nivel_D-2h_86472000,inp08_input_7c_nivel_A-14h_86472000,inp09_input_8a_nivel_86125130,inp10_input_8b_nivel_D-11h_86125130,saida_8h_alt_nivel_D8h_86472600,NIVEL_ATUAL_CM,OBSERVADO_CM_AUDITORIA,RNA_CM,ALT_OBSERVADA_CM,ALT_RNA_CM,ERRO_RNA_CM,ERRO_ABS_CM,E2_RNA,PERS_BASE_NIVEL_ATUAL_CM,E2_PERS,SERIE_AUDITORIA,CONJUNTO_AUDITORIA
1,2,Validacao,2023,5,5,13,0,202305051300,2023-05-05 13:00,398,-4,12.62076923076923,226,-26,479,-5,-19,105,-9,-17,398,381,374.3254514555023,-17,-23.67454854449772,-6.674548544497725,6.674548544497725,44.5495982728567,398,289,2,Validacao
1,2,Validacao,2023,5,5,14,0,202305051400,2023-05-05 14:00,395,-3,14.00538461538462,224,-23,477,-4,-14,104,-9,-13,395,382,374.592183402292,-13,-20.40781659770801,-7.407816597708006,7.407816597708006,54.87574674527822,395,169,2,Validacao
1,2,Validacao,2023,5,5,17,0,202305051700,2023-05-05 17:00,387,-3,28.42333333333333,221,-17,471,-3,-33,106,-3,4,387,391,377.1500845648287,4,-9.849915435171283,-13.84991543517128,13.84991543517128,191.8201575613957,387,16,2,Validacao
1,2,Validacao,2023,5,5,21,0,202305052100,2023-05-05 21:00,381,-1,29.43102564102564,231,-3,470,2,11,139,33,13,381,394,423.2208992136577,13,42.22089921365773,29.22089921365773,29.22089921365773,853.860950854743,381,169,2,Validacao
1,2,Validacao,2023,5,5,22,0,202305052200,2023-05-05 22:00,382,1,29.46564102564102,235,3,474,6,12,142,36,12,382,394,433.32917387035,12,51.32917387035002,39.32917387035002,39.32917387035002,1546.783917324223,382,144,2,Validacao
1,2,Validacao,2023,5,6,6,0,202305060600,2023-05-06 06:00,394,0,29.61179487179487,364,142,478,3,5,148,29,111,394,505,478.0447761491847,111,84.04477614918471,-26.95522385081529,26.95522385081529,726.5840928475614,394,12321,2,Validacao
1,2,Validacao,2023,5,6,7,0,202305060700,2023-05-06 07:00,394,0,26.37333333333332,374,151,484,8,6,145,8,120,394,514,458.8434736259084,120,64.84347362590836,-55.15652637409164,55.15652637409164,3042.242401655867,394,14400,2,Validacao
1,2,Validacao,2023,5,6,8,0,202305060800,2023-05-06 08:00,394,0,24.96564102564102,380,153,497,19,15,143,4,126,394,520,455.3000323343543,126,61.30003233435434,-64.69996766564566,64.69996766564566,4186.085815935594,394,15876,2,Validacao
1,2,Validacao,2023,5,6,9,0,202305060900,2023-05-06 09:00,396,2,24.18102564102563,384,153,535,51,39,141,-1,128,396,524,456.8481903230656,128,60.84819032306564,-67.15180967693436,67.15180967693436,4509.365542887215,396,16384,2,Validacao
1,2,Validacao,2023,5,6,10,0,202305061000,2023-05-06 10:00,404,8,23.67333333333332,387,152,567,70,32,140,-3,122,404,526,470.1351652803464,122,66.13516528034643,-55.86483471965357,55.86483471965357,3120.879758254211,404,14884,2,Validacao
1,2,Validacao,2023,5,6,14,0,202305061400,2023-05-06 14:00,505,13,21.51179487179487,391,120,614,18,7,137,-14,19,505,524,537.2548806392473,19,32.25488063924729,13.25488063924729,13.25488063924729,175.6918607606926,505,361,2,Validacao
1,2,Validacao,2023,5,6,16,0,202305061600,2023-05-06 16:00,520,6,20.44384615384615,390,71,622,8,4,136,-15,-1,520,519,524.562118473502,-1,4.562118473501982,5.562118473501982,5.562118473501982,30.93716191327202,520,1,2,Validacao
1,2,Validacao,2023,5,6,17,0,202305061700,2023-05-06 17:00,524,4,19.73615384615384,395,49,623,5,2,138,-10,-7,524,517,524.5311622398242,-7,0.531162239824198,7.531162239824198,7.531162239824198,56.71840468255383,524,49,2,Validacao
1,2,Validacao,2023,5,6,18,0,202305061800,2023-05-06 18:00,526,2,19.61153846153846,415,51,622,0,0,137,-8,-9,526,517,525.3349627894867,-9,-0.6650372105133329,8.334962789486667,8.334962789486667,69.47160470212737,526,81,2,Validacao
1,2,Validacao,2023,5,6,20,0,202305062000,2023-05-06 20:00,527,0,19.58076923076923,494,114,621,-1,-3,134,-7,-3,527,524,540.9942172696743,-3,13.99421726967432,16.99421726967432,16.99421726967432,288.803420608897,527,9,2,Validacao
