EVENTO,SERIE,CONJUNTO,ANO,MES,DIA,HORA,MINUTO,COD_SEQUENCIAL,DATA_HORA,inp01_input_1_nivel_86472600,inp02_input_2_nivel_D-1h_86472600,inp03_input_3_chuva_med_acum_36h,inp04_input_6a_nivel_86448000,inp05_input_6b_nivel_D-14H_86448000,inp06_input_7a_nivel_86472000,inp07_input_7b_nivel_D-2h_86472000,inp08_input_7c_nivel_A-14h_86472000,inp09_input_10a_nivel_86430900,inp10_input_10b_nivel_D-14h_86430900,saida_8h_conv_nivel_8h_86472600,NIVEL_ATUAL_CM,RNA_CM,ERRO_CM,ERRO_ABS_CM,E2_RNA,E2_PERS,PERS_BASE_NIVEL_ATUAL_CM,OBSERVADO_CM_AUDITORIA
1,1,Teste,2023,5,6,18,0,202305061800,2023-05-06 18:00,526,2,19.61153846153846,14923,23,622,0,0,29157,-15,517,526,510.3123469744794,-6.687653025520603,6.687653025520603,44.72470298975488,81,526,517
1,1,Teste,2023,5,6,20,0,202305062000,2023-05-06 20:00,527,0,19.58076923076923,14927,20,621,-1,-3,29156,-16,524,527,508.4717259190096,-15.5282740809904,15.5282740809904,241.1272959343582,9,527,524
1,1,Teste,2023,5,6,21,0,202305062100,2023-05-06 21:00,526,-1,19.56538461538461,14941,27,619,-3,-8,29155,-17,533,526,508.3210156406524,-24.67898435934762,24.67898435934762,609.0522690089247,49,526,533
1,1,Teste,2023,5,6,22,0,202305062200,2023-05-06 22:00,524,-2,19.56538461538461,14952,31,615,-6,-17,29155,-16,543,524,506.2679927347853,-36.73200726521475,36.73200726521475,1349.240357731789,361,524,543
1,1,Teste,2023,5,7,2,0,202305070200,2023-05-07 02:00,517,0,17.64230769230769,14974,45,626,13,-4,29153,-9,552,517,506.6217080992748,-45.37829190072523,45.37829190072523,2059.189375827425,1225,517,552
1,1,Teste,2023,5,7,5,0,202305070500,2023-05-07 05:00,533,9,3.203846153846152,14965,36,669,28,10,29151,-7,510,533,500.6174522406999,-9.38254775930011,9.38254775930011,88.0322024555475,529,533,510
1,1,Teste,2023,5,7,7,0,202305070700,2023-05-07 07:00,553,10,2.273076923076922,14976,51,678,9,0,29151,-6,497,553,511.2910273995262,14.29102739952623,14.29102739952623,204.2334641340094,3136,553,497
1,1,Teste,2023,5,7,8,0,202305070800,2023-05-07 08:00,560,7,2.273076923076922,14978,55,659,-18,-18,29149,-8,504,560,510.5432162197138,6.543216219713827,6.543216219713827,42.81367849792611,3136,560,504
1,1,Teste,2023,5,7,9,0,202305070900,2023-05-07 09:00,562,2,2.21153846153846,14980,57,633,-45,-26,29149,-8,518,562,511.3355804981305,-6.664419501869475,6.664419501869475,44.41448729689817,1936,562,518
1,1,Teste,2023,5,7,13,0,202305071300,2023-05-07 13:00,510,-11,1.085897435897436,14983,19,594,-11,-1,29145,-9,546,510,487.2009290592246,-58.79907094077544,58.79907094077544,3457.330743498343,1296,510,546
1,1,Teste,2023,5,7,17,0,202305071700,2023-05-07 17:00,518,14,0.6243589743589744,14936,-36,659,26,0,29142,-10,519,518,472.823566471246,-46.17643352875405,46.17643352875405,2132.263013435441,1,518,519
1,1,Teste,2023,5,7,20,0,202305072000,2023-05-07 20:00,544,5,4.155128205128205,14913,-48,648,-15,-18,29140,-11,502,544,480.2484689934555,-21.7515310065445,21.7515310065445,473.1291011286667,1764,544,502
1,1,Teste,2023,5,7,21,0,202305072100,2023-05-07 21:00,546,2,15.73974358974359,14909,-67,639,-19,-10,29142,-9,495,546,493.7612049790195,-1.238795020980547,1.238795020980547,1.534613104006193,2601,546,495
1,1,Teste,2023,5,7,22,0,202305072200,2023-05-07 22:00,540,-6,17.25897435897436,14905,-73,627,-21,7,29144,-5,487,540,487.4675051243828,0.4675051243827966,0.4675051243827966,0.2185610413241741,2809,540,487
2,1,Validacao,2023,6,15,18,0,202306151800,2023-06-15 18:00,336,33,69.44935897435897,14716,8,452,19,-3,28983,42,491,336,432.6910571153438,-58.30894288465618,58.30894288465618,3399.932820326096,24025,336,491
2,1,Validacao,2023,6,15,19,0,202306151900,2023-06-15 19:00,367,31,71.64807692307691,14715,8,461,16,5,29011,73,489,367,462.0317709978982,-26.96822900210179,26.96822900210179,727.2853755098043,14884,367,489
2,1,Validacao,2023,6,15,20,0,202306152000,2023-06-15 20:00,387,20,73.36474358974358,14729,24,475,23,13,29055,121,486,387,428.0500208884396,-57.94997911156042,57.94997911156042,3358.20007903029,9801,387,486
2,1,Validacao,2023,6,15,21,0,202306152100,2023-06-15 21:00,400,13,74.41089743589744,14753,47,493,32,16,29114,184,489,400,434.9284634486237,-54.07153655137631,54.07153655137631,2923.731065026825,7921,400,489
2,1,Validacao,2023,6,15,22,0,202306152200,2023-06-15 22:00,426,26,75.90128205128205,14789,82,511,36,17,29151,226,496,426,513.1110026135021,17.11100261350214,17.11100261350214,292.7864104392769,4900,426,496
2,1,Validacao,2023,6,15,23,0,202306152300,2023-06-15 23:00,446.6,20.60000000000002,76.57179487179486,14823,114,525,32,14,29162,242,509,446.6,540.6750594383665,31.67505943836647,31.67505943836647,1003.309390424049,3893.759999999997,446.6,509
2,1,Validacao,2023,6,16,0,0,202306160000,2023-06-16 00:00,465,18.39999999999998,77.50192307692308,14866,155,532,21,8,29166,250,545,465,572.0016821905166,27.00168219051659,27.00168219051659,729.0908411176608,6400,465,545
2,1,Validacao,2023,6,16,1,0,202306160100,2023-06-16 01:00,483,18,78.50384615384615,14915,201,529,4,-3,29167,252,625,483,616.7089135585348,-8.291086441465154,8.291086441465154,68.74211437984731,20164,483,625
2,1,Validacao,2023,6,16,2,0,202306160200,2023-06-16 02:00,491,8,80.2051282051282,14978,260,522,-10,-9,29168,251,699,491,683.2590692176813,-15.74093078231874,15.74093078231874,247.7769018937497,43264,491,699
2,1,Validacao,2023,6,16,3,0,202306160300,2023-06-16 03:00,489,-2,82.22331002331002,14996,274,520,-9,-6,29170,249,770,489,704.1863814418466,-65.8136185581534,65.8136185581534,4331.432387718113,78961,489,770
2,1,Validacao,2023,6,16,4,0,202306160400,2023-06-16 04:00,486,-3,85.91369463869464,14998,275,525,3,-2,29174,247,834,486,731.5710849992041,-102.4289150007959,102.4289150007959,10491.68262824027,121104,486,834
2,1,Validacao,2023,6,16,5,0,202306160500,2023-06-16 05:00,489,3,89.1207459207459,15008,288,545,25,-18,29176,241,867,489,773.1826435337202,-93.81735646627976,93.81735646627976,8801.696374321005,142884,489,867
2,1,Validacao,2023,6,16,6,0,202306160600,2023-06-16 06:00,496,7,89.50766899766899,15002,284,604,79,26,29180,233,880,496,817.0090322746321,-62.99096772536791,62.99096772536791,3967.862014978341,147456,496,880
2,1,Validacao,2023,6,16,7,0,202306160700,2023-06-16 07:00,509,13,87.73202797202796,15002,284,709,164,93,29184,221,886,509,877.4144638281186,-8.585536171881358,8.585536171881358,73.71143135868321,142129,509,886
2,1,Validacao,2023,6,16,8,0,202306160800,2023-06-16 08:00,545,36,85.6679254079254,14999,283,800,196,84,29188,205,888,545,891.8238455332491,3.823845533249141,3.823845533249141,14.62179466214941,117649,545,888
2,1,Validacao,2023,6,16,9,0,202306160900,2023-06-16 09:00,625,80,84.86664335664337,15007,292,875,166,66,29191,180,888,625,855.1216669753193,-32.87833302468073,32.87833302468073,1080.984782481811,69169,625,888
2,1,Validacao,2023,6,16,10,0,202306161000,2023-06-16 10:00,699,74,83.69741258741259,14993,264,978,178,89,29192,137,883,699,911.6523781256345,28.65237812563453,28.65237812563453,820.9587722543399,33856,699,883
2,1,Validacao,2023,6,16,11,0,202306161100,2023-06-16 11:00,770,71,82.76664335664336,14989,236,1017,142,21,29192,78,881,770,909.9948243156971,28.99482431569709,28.99482431569709,840.699837098139,12321,770,881
2,1,Validacao,2023,6,16,12,0,202306161200,2023-06-16 12:00,834,64,80.45125874125874,14992,203,1027,49,-8,29192,41,877,834,893.6738098113552,16.67380981135523,16.67380981135523,278.0159336252459,1849,834,877
2,1,Validacao,2023,6,16,13,0,202306161300,2023-06-16 13:00,867,33,78.80510489510489,14994,171,1031,14,-10,29191,29,874,867,918.0081845437629,44.00818454376292,44.00818454376292,1936.720306837894,49,867,874
2,1,Validacao,2023,6,16,14,0,202306161400,2023-06-16 14:00,880,13,77.96151515151516,14995,129,1036,9,-2,29191,25,881,880,902.1990455569578,21.1990455569578,21.1990455569578,449.3995325259722,1,880,881
2,1,Validacao,2023,6,16,15,0,202306161500,2023-06-16 15:00,886,6,77.16151515151516,14996,81,1036,5,3,29190,23,888,886,863.9190694009055,-24.08093059909447,24.08093059909447,579.8912185184045,4,886,888
2,1,Validacao,2023,6,16,16,0,202306161600,2023-06-16 16:00,888,2,76.22305361305362,14999,21,1037,1,8,29189,21,893,888,818.1557355456528,-74.84426445434724,74.84426445434724,5601.663921712266,25,888,893
2,1,Validacao,2023,6,16,17,0,202306161700,2023-06-16 17:00,888,0,75.46920745920747,15008,12,1029,-7,-6,29189,19,881,888,816.7817837757026,-64.21821622429741,64.21821622429741,4123.979295030615,49,888,881
2,1,Validacao,2023,6,16,18,0,202306161800,2023-06-16 18:00,883,-5,75.207668997669,14988,-10,1027,-10,-7,29189,15,868,883,790.0855635806837,-77.9144364193163,77.9144364193163,6070.659402539683,225,883,868
2,1,Validacao,2023,6,16,19,0,202306161900,2023-06-16 19:00,881,-2,74.45382284382285,14986,-22,1023,-6,-24,29188,12,856,881,800.678216445381,-55.32178355461895,55.32178355461895,3060.499735664107,625,881,856
2,1,Validacao,2023,6,16,20,0,202306162000,2023-06-16 20:00,877,-4,72.73587412587413,14981,-21,1026,-1,-56,29187,7,843,877,799.2775161955414,-43.72248380445865,43.72248380445865,1911.655590031149,1156,877,843
2,1,Validacao,2023,6,16,21,0,202306162100,2023-06-16 21:00,874,-3,71.02602564102564,14976,-26,1054,31,-77,29185,1,822,874,794.1857643344557,-27.81423566554429,27.81423566554429,773.6317056584359,2704,874,822
2,1,Validacao,2023,6,16,22,0,202306162200,2023-06-16 22:00,881,7,68.46448717948718,14968,-31,1057,31,-88,29185,-3,801,881,829.9530781910476,28.95307819104755,28.95307819104755,838.2807367369135,6400,881,801
2,1,Validacao,2023,6,16,23,0,202306162300,2023-06-16 23:00,888,7,64.91483682983682,14973,-34,1047,-7,-85,29185,-6,787,888,829.3948966602201,42.39489666022007,42.39489666022007,1797.327262830739,10201,888,787
2,1,Validacao,2023,6,17,0,0,202306170000,2023-06-17 00:00,893,5,60.5882634032634,14985,-8,1020,-37,-130,29183,-9,771,893,822.2758884665227,51.2758884665227,51.2758884665227,2629.216738031276,14884,893,771
2,1,Validacao,2023,6,17,1,0,202306170100,2023-06-17 01:00,881,-12,56.44886946386946,14991,2,1012,-35,-47,29182,-10,754,881,765.438437792177,11.43843779217696,11.43843779217696,130.837859125502,16129,881,754
2,1,Validacao,2023,6,17,2,0,202306170200,2023-06-17 02:00,868,-13,53.13278554778555,14984,-8,996,-24,-26,29181,-11,742,868,753.1265506274788,11.12655062747876,11.12655062747876,123.8001288658481,15876,868,742
2,1,Validacao,2023,6,17,3,0,202306170300,2023-06-17 03:00,856,-12,48.35020979020979,14998,4,975,-37,-25,29180,-11,735,856,749.3866874212976,14.38668742129755,14.38668742129755,206.9767749581212,14641,856,735
2,1,Validacao,2023,6,17,4,0,202306170400,2023-06-17 04:00,843,-13,42.78237762237762,15002,7,940,-56,-40,29179,-12,728,843,743.3946757554811,15.3946757554811,15.3946757554811,236.9960416163977,13225,843,728
2,1,Validacao,2023,6,17,8,0,202306170800,2023-06-17 08:00,771,-16,28.30067599067599,14990,2,877,-39,-12,29174,-15,681,771,679.8641331469622,-1.135866853037783,1.135866853037783,1.290193507829956,8100,771,681
2,1,Validacao,2023,6,17,9,0,202306170900,2023-06-17 09:00,754,-17,27.16734265734265,14981,-5,869,-22,-4,29172,-16,666,754,663.7785384260142,-2.221461573985835,2.221461573985835,4.934891524695622,7744,754,666
2,1,Validacao,2023,6,17,10,0,202306171000,2023-06-17 10:00,742,-12,25.55900932400932,14986,5,867,-10,-5,29171,-16,654,742,658.6574852571288,4.657485257128769,4.657485257128769,21.69216892037184,7744,742,654
2,1,Validacao,2023,6,17,11,0,202306171100,2023-06-17 11:00,735,-7,24.90900932400932,14986,10,858,-11,-37,29170,-15,646,735,648.7962521945283,2.796252194528279,2.796252194528279,7.819026335404215,7921,735,646
2,1,Validacao,2023,6,17,12,0,202306171200,2023-06-17 12:00,728,-7,23.76734265734265,14981,13,850,-17,-11,29168,-17,641,728,643.0307040036034,2.030704003603432,2.030704003603432,4.123758750251008,7569,728,641
2,1,Validacao,2023,6,17,13,0,202306171300,2023-06-17 13:00,721,-7,22.49234265734265,14981,8,826,-32,-14,29167,-18,638,721,638.7279608230284,0.7279608230284111,0.7279608230284111,0.5299269598642017,6889,721,638
2,1,Validacao,2023,6,17,14,0,202306171400,2023-06-17 14:00,711,-10,20.64234265734265,14985,0,809,-41,10,29165,-18,632,711,632.4869011267659,0.4869011267659289,0.4869011267659289,0.2370727072459312,6241,711,632
2,1,Validacao,2023,6,17,20,0,202306172000,2023-06-17 20:00,641,-5,6.572342657342655,14987,-11,753,-10,9,29157,-19,594,641,580.3120316220053,-13.68796837799471,13.68796837799471,187.3604783169831,2209,641,594
2,1,Validacao,2023,6,17,21,0,202306172100,2023-06-17 21:00,638,-3,6.205675990675988,14987,-8,745,-13,17,29156,-19,588,638,581.0575010963759,-6.942498903624141,6.942498903624141,48.1982910268224,2500,638,588
2,1,Validacao,2023,6,17,22,0,202306172200,2023-06-17 22:00,632,-6,5.577470862470862,14984,-6,740,-13,9,29155,-19,581,632,571.2667327062951,-9.733267293704898,9.733267293704898,94.73649221070548,2601,632,581
2,1,Validacao,2023,6,17,23,0,202306172300,2023-06-17 23:00,624,-8,5.171060606060604,14980,-1,732,-13,0,29153,-19,574,624,559.3306196011107,-14.6693803988893,14.6693803988893,215.1907212873177,2500,624,574
2,1,Validacao,2023,6,18,0,0,202306180000,2023-06-18 00:00,620,-4,4.927470862470861,14976,-10,722,-18,-8,29152,-19,568,620,554.6946699311785,-13.30533006882149,13.30533006882149,177.0318082402853,2704,620,568
2,1,Validacao,2023,6,18,1,0,202306180100,2023-06-18 01:00,613,-7,4.760804195804194,14973,-13,715,-17,2,29151,-19,564,613,550.1314524071742,-13.86854759282585,13.86854759282585,192.3366123344756,2401,613,564
2,1,Validacao,2023,6,18,7,0,202306180700,2023-06-18 07:00,574,-7,3.007424242424241,14971,-18,674,-13,4,29145,-16,509,574,520.8367560842264,11.83675608422641,11.83675608422641,140.1087945974709,4225,574,509
2,1,Validacao,2023,6,18,8,0,202306180800,2023-06-18 08:00,568,-6,2.840757575757575,14989,3,670,-9,-1,29144,-16,510,568,521.271571940255,11.27157194025494,11.27157194025494,127.0483340043426,3364,568,510
2,1,Validacao,2023,6,18,9,0,202306180900,2023-06-18 09:00,564,-4,2.632424242424241,14991,9,654,-20,-11,29143,-16,511,564,517.5676243301058,6.567624330105787,6.567624330105787,43.13368934139748,2809,564,511
2,1,Validacao,2023,6,18,10,0,202306181000,2023-06-18 10:00,559,-5,2.449090909090908,14989,2,629,-41,-20,29142,-15,510,559,512.9358564995606,2.9358564995606,2.9358564995606,8.61925338601222,2401,559,510
2,1,Validacao,2023,6,18,11,0,202306181100,2023-06-18 11:00,549,-10,2.321818181818181,14987,0,611,-43,-10,29141,-15,509,549,510.9323660204853,1.932366020485347,1.932366020485347,3.734038437126376,1600,549,509
3,3,Validacao,2023,7,11,16,0,202307111600,2023-07-11 16:00,433,-3,1.805128205128205,14860,-27,519,-5,3,29126,-4,415,433,393.6116708103245,-21.38832918967546,21.38832918967546,457.4606255259233,324,433,415
3,3,Validacao,2023,7,11,17,0,202307111700,2023-07-11 17:00,431,-2,4.278205128205128,14858,-26,515,-5,0,29126,-4,413,431,393.6515096395791,-19.3484903604209,19.3484903604209,374.3640792273004,324,431,413
3,3,Validacao,2023,7,11,18,0,202307111800,2023-07-11 18:00,428,-3,4.978205128205128,14857,-24,514,-5,3,29126,-3,411,428,391.0841702763264,-19.9158297236736,19.9158297236736,396.6402735823607,289,428,411
3,3,Validacao,2023,7,12,1,0,202307120100,2023-07-12 01:00,413,-2,5.544871794871794,14848,-20,498,-5,-1,29126,-1,405,413,380.9937004828413,-24.00629951715871,24.00629951715871,576.3024165075344,64,413,405
3,3,Validacao,2023,7,12,2,0,202307120200,2023-07-12 02:00,411,-2,5.529487179487178,14848,-19,498,-3,3,29126,0,406,411,380.1574857110423,-25.84251428895766,25.84251428895766,667.8355447749808,25,411,406
3,3,Validacao,2023,7,12,3,0,202307120300,2023-07-12 03:00,409,-2,5.53076923076923,14848,-17,495,-3,0,29126,0,412,409,378.8589650705781,-33.14103492942195,33.14103492942195,1098.328196193166,9,409,412
3,3,Validacao,2023,7,12,4,0,202307120400,2023-07-12 04:00,408,-1,5.553205128205127,14847,-16,494,-4,2,29126,0,417,408,378.6551856196136,-38.34481438038642,38.34481438038642,1470.324789866289,81,408,417
3,3,Validacao,2023,7,12,5,0,202307120500,2023-07-12 05:00,406,-2,8.714743589743588,14846,-16,492,-3,2,29126,0,425,406,378.7333764662966,-46.26662353370341,46.26662353370341,2140.600453209438,361,406,425
3,3,Validacao,2023,7,12,6,0,202307120600,2023-07-12 06:00,405,-1,15.76858974358974,14848,-12,492,-2,1,29127,1,436,405,382.7518569547101,-53.24814304528991,53.24814304528991,2835.364737771656,961,405,436
3,3,Validacao,2023,7,12,7,0,202307120700,2023-07-12 07:00,405,0,17.38141025641026,14849,-9,491,-1,3,29127,1,449,405,385.2420859498166,-63.75791405018344,63.75791405018344,4065.07160403058,1936,405,449
3,3,Validacao,2023,7,12,8,0,202307120800,2023-07-12 08:00,405,0,20.40064102564103,14851,-6,491,-1,1,29127,1,464,405,386.7542555903516,-77.24574440964841,77.24574440964841,5966.905029400728,3481,405,464
3,3,Validacao,2023,7,12,9,0,202307120900,2023-07-12 09:00,405,0,26.71794871794872,14854,-1,492,1,4,29128,2,484,405,392.2723352349459,-91.7276647650541,91.7276647650541,8413.964483250147,6241,405,484
3,3,Validacao,2023,7,12,13,0,202307121300,2023-07-12 13:00,425,8,56.69294871794872,14888,37,513,16,12,29147,21,652,425,473.6015130046424,-178.3984869953576,178.3984869953576,31826.02016223279,51529,425,652
3,3,Validacao,2023,7,12,14,0,202307121400,2023-07-12 14:00,436,11,58.95128205128206,14901,51,528,25,17,29158,32,752,436,519.3216058996459,-232.6783941003541,232.6783941003541,54139.23508111971,99856,436,752
3,3,Validacao,2023,7,12,15,0,202307121500,2023-07-12 15:00,449,13,65.44294871794872,14930,82,550,37,25,29172,46,862.6144999999999,449,598.0034881156063,-264.6110118843936,264.6110118843936,70018.98761048271,171076.9546102499,449,862.6144999999999
3,3,Validacao,2023,7,12,16,0,202307121600,2023-07-12 16:00,464,15,68.6846153846154,14965,117,583,55,33,29188,62,982,464,699.2823121378981,-282.7176878621019,282.7176878621019,79929.29103009289,268324,464,982
3,3,Validacao,2023,7,12,17,0,202307121700,2023-07-12 17:00,484,20,72.0096153846154,14997,149,621,71,41,29204,78,1057,484,815.5901985055546,-241.4098014944454,241.4098014944454,58278.69225758756,328329,484,1057
3,3,Validacao,2023,7,12,18,0,202307121800,2023-07-12 18:00,519,35,83.1596153846154,14995,148,663,80,43,29222,96,1106,519,950.6411392951558,-155.3588607048442,155.3588607048442,24136.3755995072,344569,519,1106
3,3,Validacao,2023,7,12,20,0,202307122000,2023-07-12 20:00,600,50,93.64294871794874,14999,151,809,146,86,29256,129,1179,600,1218.673203712665,39.67320371266464,39.67320371266464,1573.963092826588,335241,600,1179
3,3,Validacao,2023,7,12,21,0,202307122100,2023-07-12 21:00,652,52,93.6596153846154,15037,188,923,200,115,29269,142,1206,652,1371.571632079869,165.571632079869,165.571632079869,27413.96534959151,306916,652,1206
3,3,Validacao,2023,7,12,22,0,202307122200,2023-07-12 22:00,752,100,93.67628205128207,15091,240,1115,306,192,29275,148,1226,752,1474.080602411637,248.0806024116373,248.0806024116373,61543.98529292086,224676,752,1226
3,3,Validacao,2023,7,12,23,0,202307122300,2023-07-12 23:00,862.6144999999999,110.6144999999999,93.94294871794874,15139,285,1216,293,100,29274,146,1240,862.6144999999999,1456.309910653654,216.3099106536542,216.3099106536542,46789.97744699188,142419.8156102501,862.6144999999999,1240
3,3,Validacao,2023,7,13,0,0,202307130000,2023-07-13 00:00,982,119.3855000000001,94.09935897435898,15160,303,1279,164,62,29269,139,1247,982,1326.426820731323,79.426820731323,79.426820731323,6308.619851485721,70225,982,1247
3,3,Validacao,2023,7,13,1,0,202307130100,2023-07-13 01:00,1057,75,94.14935897435898,15168,306,1325,109,42,29266,133,1250,1057,1450.645849800065,200.645849800065,200.645849800065,40258.75704199023,37249,1057,1250
3,3,Validacao,2023,7,13,2,0,202307130200,2023-07-13 02:00,1106,49,94.09166666666667,15168,294,1369,90,38,29261,123,1249,1106,1489.03452633647,240.03452633647,240.03452633647,57616.5738335735,20449,1106,1249
3,3,Validacao,2023,7,13,3,0,202307130300,2023-07-13 03:00,1145,39,94.07628205128205,15168,280,1408,83,29,29256,109,1245,1145,1479.576863128523,234.5768631285227,234.5768631285227,55026.3047152177,10000,1145,1245
3,3,Validacao,2023,7,13,4,0,202307130400,2023-07-13 04:00,1179,34,93.83141025641025,15166,265,1434,65,11,29251,93,1239,1179,1445.168570075264,206.1685700752644,206.1685700752644,42505.47928687919,3600,1179,1239
3,3,Validacao,2023,7,13,5,0,202307130500,2023-07-13 05:00,1206,27,91.36833333333335,15165,235,1452,44,-4,29249,77,1230,1206,1408.451323623621,178.4513236236214,178.4513236236214,31844.87490302246,576,1206,1230
3,3,Validacao,2023,7,13,6,0,202307130600,2023-07-13 06:00,1226,20,90.75166666666667,15163,198,1460,26,-25,29245,57,1223,1226,1358.426417618228,135.426417618228,135.426417618228,18340.3145889067,9,1226,1223
3,3,Validacao,2023,7,13,8,0,202307130800,2023-07-13 08:00,1247,7,90.69409090909092,15155,160,1457,-3,-44,29240,18,1198,1247,1307.020800324663,109.0208003246628,109.0208003246628,11885.53490342999,2401,1247,1198
3,3,Validacao,2023,7,13,9,0,202307130900,2023-07-13 09:00,1250,3,90.99257575757575,15151,153,1449,-10,-68,29238,-2,1180,1250,1291.399722137372,111.399722137372,111.399722137372,12409.89809228369,4900,1250,1180
3,3,Validacao,2023,7,13,10,0,202307131000,2023-07-13 10:00,1249,-1,91.08744755244756,15144,145,1450,-7,-85,29236,-20,1163,1249,1271.024720979295,108.0247209792949,108.0247209792949,11669.34034265452,7396,1249,1163
3,3,Validacao,2023,7,13,11,0,202307131100,2023-07-13 11:00,1245,-4,91.32462703962703,15137,100,1446,-3,-118,29236,-33,1140,1245,1231.273565510791,91.27356551079106,91.27356551079106,8330.863761052668,11025,1245,1140
3,3,Validacao,2023,7,13,12,0,202307131200,2023-07-13 12:00,1239,-6,91.598986013986,15132,41,1432,-18,-206,29236,-39,1117,1239,1184.24035538233,67.24035538232988,67.24035538232988,4521.265391942019,14884,1239,1117
3,3,Validacao,2023,7,13,13,0,202307131300,2023-07-13 13:00,1230,-9,91.76052447552446,15124,-15,1427,-19,-106,29234,-40,1093,1230,1138.879748154724,45.87974815472398,45.87974815472398,2104.951290740899,18769,1230,1093
3,3,Validacao,2023,7,13,14,0,202307131400,2023-07-13 14:00,1223,-7,91.97590909090908,15114,-46,1409,-23,-81,29234,-35,1068,1223,1117.989139514232,49.98913951423242,49.98913951423242,2498.914069373393,24025,1223,1068
3,3,Validacao,2023,7,13,15,0,202307131500,2023-07-13 15:00,1211,-12,92.09770396270396,15107,-61,1388,-39,-67,29233,-33,1047.6176,1211,1075.036564881015,27.41896488101497,27.41896488101497,751.7996351463323,26693.80862975999,1211,1047.6176
3,3,Validacao,2023,7,13,16,0,202307131600,2023-07-13 16:00,1198,-13,91.85988344988345,15097,-71,1366,-43,-66,29231,-30,1031,1198,1060.398747050714,29.39874705071406,29.39874705071406,864.2863281518689,27889,1198,1031
3,3,Validacao,2023,7,13,17,0,202307131700,2023-07-13 17:00,1180,-18,88.698344988345,15090,-78,1341,-47,-64,29232,-24,1020,1180,1040.85852778507,20.85852778507024,20.85852778507024,435.0781813605471,25600,1180,1020
3,3,Validacao,2023,7,17,0,0,202307170000,2023-07-17 00:00,515,-3,0.1276923076923077,14900,-27,603,-16,10,29140,-6,469,515,458.5111918925145,-10.48880810748551,10.48880810748551,110.0150955156538,2116,515,469
