EVENTO,SERIE,CONJUNTO,ANO,MES,DIA,HORA,MINUTO,COD_SEQUENCIAL,DATA_HORA,inp01_input_1_nivel_86472600,inp02_input_2_nivel_D_1h_86472600,inp03_input_3_chuva_med_acum_36h,inp04_input_7_nivel_86472000,inp05_input_7_nivel_D_1h_86472000,inp06_input_7_nivel_D_2h_86472000,inp07_input_7_nivel_D_4h_86472000,inp08_input_7_nivel_A_12h_86472000,inp09_input_8_nivel_86125130,inp10_input_8_nivel_D_10h_86125130,inp11_input_8_nivel_D_11h_86125130,inp12_input_8_nivel_D_12h_86125130,inp13_input_12_nivel_D_2h_86472600,inp14_input_13_nivel_D_4h_86472600,saida_12h_alt_nivel_D12h_86472600,NIVEL_ATUAL_CM,OBSERVADO_12H_CM_AUDITORIA,PERSISTENCIA_CM,TIPO_ALVO_RNA,OBSERVADO_CM_AUDITORIA,RNA_CM,ALT_OBSERVADA_CM,ALT_RNA_CM,ERRO_RNA_CM,ERRO_ABS_CM,E2_RNA,PERS_BASE_NIVEL_ATUAL_CM,E2_PERS,SERIE_AUDITORIA,CONJUNTO_AUDITORIA
12,1,Treino,2024,10,7,7,0,202410070700,2024-10-07 07:00,333,3,1.629976689976689,500,-2,-2,5,-2,107,-1,-1,-2,3,3,8,333,341,333,delta_alt,341,341.9145552114877,8,8.91455521148771,0.9145552114877091,0.9145552114877091,0.8364112348593283,333,64,1,Treino
12,1,Treino,2024,10,7,8,0,202410070800,2024-10-07 08:00,335,2,1.645361305361305,492,-8,-10,-8,-8,100,-7,-8,-8,5,5,7,335,342,335,delta_alt,342,314.3094438518748,7,-20.69055614812521,-27.69055614812521,27.69055614812521,766.7668997924749,335,49,1,Treino
12,1,Treino,2024,10,7,13,0,202410071300,2024-10-07 13:00,337,0,1.506899766899767,472,-2,-4,-10,-12,106,0,6,5,0,1,11,337,348,337,delta_alt,348,345.7283244000012,11,8.728324400001156,-2.271675599998844,2.271675599998844,5.160510031630106,337,121,1,Treino
12,1,Treino,2024,10,7,14,0,202410071400,2024-10-07 14:00,338,1,1.614592074592074,472,0,-2,-6,-15,101,-6,-5,1,1,1,21,338,359,338,delta_alt,359,327.0024171533645,21,-10.99758284663551,-31.99758284663551,31.99758284663551,1023.845308027303,338,441,1,Treino
12,1,Treino,2024,10,7,15,0,202410071500,2024-10-07 15:00,338,0,1.86074592074592,472,0,0,-4,-15,99,-8,-8,-7,1,1,28,338,366,338,delta_alt,366,317.0810744053831,28,-20.91892559461689,-48.91892559461689,48.91892559461689,2393.061281331664,338,784,1,Treino
12,1,Treino,2024,10,7,16,0,202410071600,2024-10-07 16:00,338,0,1.72997668997669,472,0,0,-2,-5,100,-7,-7,-7,0,1,31,338,369,338,delta_alt,369,321.4223009441484,31,-16.57769905585155,-47.57769905585155,47.57769905585155,2263.637447449178,338,961,1,Treino
12,1,Treino,2024,10,7,17,0,202410071700,2024-10-07 17:00,339,1,1.806899766899767,472,0,0,0,-2,90,-17,-17,-17,1,2,31,339,370,339,delta_alt,370,290.3444961574943,31,-48.65550384250571,-79.65550384250571,79.65550384250571,6344.999292403441,339,961,1,Treino
12,1,Treino,2024,10,7,18,0,202410071800,2024-10-07 18:00,339,0,2.245361305361306,465,-7,-7,-7,-7,88,-12,-19,-19,1,1,31,339,370,339,delta_alt,370,290.5281397028477,31,-48.47186029715226,-79.47186029715226,79.47186029715226,6315.776579090086,339,961,1,Treino
12,1,Treino,2024,10,7,19,0,202410071900,2024-10-07 19:00,341,2,3.399207459207459,456,-9,-16,-16,-7,88,-12,-12,-19,2,3,28,341,369,341,delta_alt,369,302.9348624985125,28,-38.06513750148747,-66.06513750148747,66.06513750148747,4364.602393090446,341,784,1,Treino
12,1,Treino,2024,10,7,20,0,202410072000,2024-10-07 20:00,342,1,3.553053613053613,443,-13,-22,-29,-5,94,-6,-6,-6,3,4,23,342,365,342,delta_alt,365,320.1705188715857,23,-21.82948112841427,-44.82948112841427,44.82948112841427,2009.682378242851,342,529,1,Treino
12,1,Treino,2024,10,7,21,0,202410072100,2024-10-07 21:00,341,-1,4.860745920745921,434,-9,-22,-38,1,102,-5,2,2,0,2,19,341,360,341,delta_alt,360,334.1650623519469,19,-6.834937648053142,-25.83493764805314,25.83493764805314,667.4440032787936,341,361,1,Treino
12,1,Treino,2024,10,7,22,0,202410072200,2024-10-07 22:00,339,-2,7.42997668997669,430,-4,-13,-35,0,102,-5,-5,2,-3,0,18,339,357,339,delta_alt,357,332.4813296528907,18,-6.518670347109264,-24.51867034710926,24.51867034710926,601.1651955902151,339,324,1,Treino
12,1,Treino,2024,10,7,23,0,202410072300,2024-10-07 23:00,338,-1,8.937668997668998,436,6,2,-20,8,103,-3,-4,-4,-3,-3,19,338,357,338,delta_alt,357,350.3703133683218,19,12.37031336832183,-6.629686631678169,6.629686631678169,43.95274483425222,338,361,1,Treino
12,1,Treino,2024,10,8,0,0,202410080000,2024-10-08 00:00,339,1,9.537668997668998,446,10,16,3,12,103,2,-3,-4,0,-3,20,339,359,339,delta_alt,359,368.8103172920269,20,29.81031729202687,9.810317292026866,9.810317292026866,96.24232537024135,339,400,1,Treino
12,1,Treino,2024,10,8,1,0,202410080100,2024-10-08 01:00,348,9,11.06074592074592,458,12,22,24,14,103,4,2,-3,10,7,14,348,362,348,delta_alt,362,402.5433041105324,14,54.5433041105324,40.5433041105324,40.5433041105324,1643.759508199114,348,196,1,Treino
12,1,Treino,2024,10,8,2,0,202410080200,2024-10-08 02:00,359,11,11.76843822843823,472,14,26,42,14,103,3,4,2,20,20,9,359,368,359,delta_alt,368,410.3021095921038,9,51.30210959210376,42.30210959210376,42.30210959210376,1789.468475942357,359,81,1,Treino
12,1,Treino,2024,10,8,3,0,202410080300,2024-10-08 03:00,366,7,12.12228438228438,477,5,19,41,5,103,13,3,4,18,28,9,366,375,366,delta_alt,375,413.4708924921089,9,47.47089249210887,38.47089249210887,38.47089249210887,1480.009569139399,366,81,1,Treino
12,1,Treino,2024,10,8,4,0,202410080400,2024-10-08 04:00,369,3,13.10689976689977,478,1,6,32,1,104,16,14,4,10,30,15,369,384,369,delta_alt,384,415.7026154416897,15,46.70261544168966,31.70261544168966,31.70261544168966,1005.05582584366,369,225,1,Treino
12,1,Treino,2024,10,8,5,0,202410080500,2024-10-08 05:00,370,1,14.78382284382284,477,-1,0,19,-1,104,16,16,14,4,22,32,370,402,370,delta_alt,402,414.876178764012,32,44.87617876401202,12.87617876401202,12.87617876401202,165.7959795627942,370,1024,1,Treino
12,1,Treino,2024,10,8,6,0,202410080600,2024-10-08 06:00,370,0,15.64536130536131,469,-8,-9,-3,-1,104,10,16,16,1,11,40,370,410,370,delta_alt,410,401.2495910769671,40,31.24959107696714,-8.750408923032865,8.750408923032865,76.56965632029318,370,1600,1,Treino
12,1,Treino,2024,10,8,7,0,202410080700,2024-10-08 07:00,369,-1,16.70689976689977,461,-8,-16,-16,1,104,2,10,16,-1,3,41,369,410,369,delta_alt,410,382.2713397802744,41,13.27133978027439,-27.72866021972561,27.72866021972561,768.8785975809936,369,1681,1,Treino
12,1,Treino,2024,10,8,8,0,202410080800,2024-10-08 08:00,365,-4,17.38102564102564,457,-4,-12,-21,9,104,2,2,10,-5,-4,44,365,409,365,delta_alt,409,373.7404952104039,44,8.740495210403878,-35.25950478959612,35.25950478959612,1243.232678007552,365,1936,1,Treino
12,1,Treino,2024,10,8,9,0,202410080900,2024-10-08 09:00,360,-5,17.92564102564103,461,4,0,-16,13,104,1,2,2,-9,-10,57,360,417,360,delta_alt,417,374.8510948112431,57,14.85109481124312,-42.14890518875688,42.14890518875688,1776.530208610817,360,3249,1,Treino
12,1,Treino,2024,10,8,10,0,202410081000,2024-10-08 10:00,357,-3,18.26153846153846,473,12,16,4,16,104,1,1,2,-8,-13,101,357,458,357,delta_alt,458,382.845042756715,101,25.84504275671497,-75.15495724328503,75.15495724328503,5648.267598240001,357,10201,1,Treino
12,1,Treino,2024,10,8,11,0,202410081100,2024-10-08 11:00,357,0,18.98461538461539,479,6,18,18,0,105,2,2,2,-3,-12,134,357,491,357,delta_alt,491,386.0078927581051,134,29.00789275810507,-104.9921072418949,104.9921072418949,11023.34258309356,357,17956,1,Treino
12,1,Treino,2024,10,8,12,0,202410081200,2024-10-08 12:00,359,2,19.8923076923077,482,3,9,25,-7,105,2,2,2,2,-6,132,359,491,359,delta_alt,491,386.4095682955323,132,27.40956829553227,-104.5904317044677,104.5904317044677,10939.15840412693,359,17424,1,Treino
12,1,Treino,2024,10,8,13,0,202410081300,2024-10-08 13:00,362,3,19.92307692307693,482,0,3,21,-12,105,2,2,2,5,2,117,362,479,362,delta_alt,479,386.4681590345677,117,24.46815903456775,-92.53184096543225,92.53184096543225,8562.141592452046,362,13689,1,Treino
12,1,Treino,2024,10,8,14,0,202410081400,2024-10-08 14:00,368,6,20.13846153846154,482,0,0,9,-14,105,1,2,2,9,11,124,368,492,368,delta_alt,492,397.2119412283321,124,29.21194122833208,-94.78805877166792,94.78805877166792,8984.776085701173,368,15376,1,Treino
12,1,Treino,2024,10,8,15,0,202410081500,2024-10-08 15:00,375,7,20.29230769230769,481,-1,-1,2,-6,106,2,2,3,13,18,145,375,520,375,delta_alt,520,407.8881041078721,145,32.8881041078721,-112.1118958921279,112.1118958921279,12569.07720052733,375,21025,1,Treino
12,1,Treino,2024,10,8,16,0,202410081600,2024-10-08 16:00,384,9,20.23076923076923,475,-6,-7,-7,-7,106,2,2,2,16,25,154,384,538,384,delta_alt,538,416.4743352277043,154,32.47433522770427,-121.5256647722957,121.5256647722957,14768.4871983484,384,23716,1,Treino
12,1,Treino,2024,10,8,17,0,202410081700,2024-10-08 17:00,402,18,20.32307692307692,465,-10,-16,-17,-9,106,2,2,2,27,40,178,402,580,402,delta_alt,580,451.0779594338896,178,49.07795943388965,-128.9220405661104,128.9220405661104,16620.8925437298,402,31684,1,Treino
12,1,Treino,2024,10,8,18,0,202410081800,2024-10-08 18:00,410,8,20.27692307692308,459,-6,-16,-23,2,107,3,3,3,26,42,207,410,617,410,delta_alt,617,436.6532537712662,207,26.65325377126624,-180.3467462287338,180.3467462287338,32524.94887529129,410,42849,1,Treino
12,1,Treino,2024,10,8,19,0,202410081900,2024-10-08 19:00,410,0,20.26153846153846,450,-9,-15,-31,-1,106,2,2,2,8,35,223,410,633,410,delta_alt,633,412.5450246465599,223,2.545024646559909,-220.4549753534401,220.4549753534401,48600.39615808588,410,49729,1,Treino
12,1,Treino,2024,10,8,20,0,202410082000,2024-10-08 20:00,409,-1,20.26153846153846,437,-13,-22,-38,-9,107,3,3,3,-1,25,236,409,645,409,delta_alt,645,412.8626308160167,236,3.86263081601669,-232.1373691839833,232.1373691839833,53887.75817166096,409,55696,1,Treino
12,1,Treino,2024,10,8,21,0,202410082100,2024-10-08 21:00,417,8,20.29230769230769,429,-8,-21,-36,-12,107,2,3,3,7,15,234,417,651,417,delta_alt,651,450.2351442995493,234,33.23514429954935,-200.7648557004507,200.7648557004507,40306.52728442277,417,54756,1,Treino
12,1,Treino,2024,10,8,22,0,202410082200,2024-10-08 22:00,458,41,20.32307692307692,428,-1,-9,-31,-13,107,2,2,3,49,48,204,458,662,458,delta_alt,662,572.4986253451334,204,114.4986253451334,-89.5013746548666,89.5013746548666,8010.496065110797,458,41616,1,Treino
12,1,Treino,2024,10,8,23,0,202410082300,2024-10-08 23:00,491,33,20.33846153846154,435,7,6,-15,1,107,2,2,2,74,81,191,491,682,491,delta_alt,682,572.1978223903591,191,81.19782239035908,-109.8021776096409,109.8021776096409,12056.51820781913,491,36481,1,Treino
12,1,Treino,2024,10,9,0,0,202410090000,2024-10-09 00:00,491,0,20.33846153846154,445,10,17,8,7,107,2,2,2,33,82,215,491,706,491,delta_alt,706,478.3091769995747,215,-12.69082300042533,-227.6908230004253,227.6908230004253,51843.11087861101,491,46225,1,Treino
12,1,Treino,2024,10,9,1,0,202410090100,2024-10-09 01:00,479,-12,20.81538461538462,451,6,16,22,6,107,1,2,2,-12,62,246,479,725,479,delta_alt,725,433.7175463597765,246,-45.28245364022348,-291.2824536402235,291.2824536402235,84845.46779866893,479,60516,1,Treino
12,1,Treino,2024,10,9,2,0,202410090200,2024-10-09 02:00,492,13,20.76923076923077,453,2,8,25,2,107,1,1,2,1,34,247,492,739,492,delta_alt,739,520.5061271866382,247,28.5061271866382,-218.4938728133618,218.4938728133618,47739.57245698152,492,61009,1,Treino
12,1,Treino,2024,10,9,3,0,202410090300,2024-10-09 03:00,520,28,20.6,458,5,7,23,6,107,1,1,1,41,29,226,520,746,520,delta_alt,746,587.3244233033627,226,67.32442330336266,-158.6755766966373,158.6755766966373,25177.93864001044,520,51076,1,Treino
12,1,Treino,2024,10,9,4,0,202410090400,2024-10-09 04:00,538,18,20.63846153846154,469,11,16,24,17,107,0,1,1,46,47,211,538,749,538,delta_alt,749,571.5140879008193,211,33.51408790081928,-177.4859120991807,177.4859120991807,31501.24899367811,538,44521,1,Treino
12,1,Treino,2024,10,9,5,0,202410090500,2024-10-09 05:00,580,42,20.45384615384615,475,6,17,24,16,107,1,0,1,60,101,169,580,749,580,delta_alt,749,658.1223279857682,169,78.12232798576815,-90.87767201423185,90.87767201423185,8258.751270726298,580,28561,1,Treino
12,1,Treino,2024,10,9,6,0,202410090600,2024-10-09 06:00,617,37,19.62222222222222,477,2,8,24,8,107,0,1,0,79,125,130,617,747,617,delta_alt,747,658.9953256350119,130,41.99532563501191,-88.00467436498809,88.00467436498809,7744.822710087592,617,16900,1,Treino
12,1,Treino,2024,10,9,7,0,202410090700,2024-10-09 07:00,633,16,18.608547008547,478,1,3,20,10,107,0,0,1,53,113,107,633,740,633,delta_alt,740,613.0274212313413,107,-19.97257876865865,-126.9725787686587,126.9725787686587,16122.03575916323,633,11449,1,Treino
12,1,Treino,2024,10,9,8,0,202410090800,2024-10-09 08:00,645,12,18.45470085470085,477,-1,0,8,12,107,0,0,0,28,107,82,645,727,645,delta_alt,727,615.457428901483,82,-29.54257109851699,-111.542571098517,111.542571098517,12441.74516726772,645,6724,1,Treino
12,1,Treino,2024,10,9,9,0,202410090900,2024-10-09 09:00,651,6,17.13162393162393,477,0,-1,2,8,107,0,0,0,18,71,74,651,725,651,delta_alt,725,612.7895548500984,74,-38.2104451499016,-112.2104451499016,112.2104451499016,12591.18400073908,651,5476,1,Treino
12,1,Treino,2024,10,9,10,0,202410091000,2024-10-09 10:00,662,11,14.59316239316239,476,-1,-1,-1,0,107,0,0,0,17,45,65,662,727,662,delta_alt,727,641.0468289520281,65,-20.95317104797186,-85.95317104797186,85.95317104797186,7387.947613201909,662,4225,1,Treino
12,1,Treino,2024,10,9,11,0,202410091100,2024-10-09 11:00,682,20,13.08547008547008,475,-1,-2,-3,-8,107,0,0,0,31,49,42,682,724,682,delta_alt,724,680.4911010770505,42,-1.50889892294947,-43.50889892294947,43.50889892294947,1893.024285487434,682,1764,1,Treino
12,1,Treino,2024,10,9,12,0,202410091200,2024-10-09 12:00,706,24,12.54700854700854,475,0,-1,-2,-10,107,0,0,0,44,61,12,706,718,706,delta_alt,718,707.8571321682632,12,1.857132168263206,-10.14286783173679,10.14286783173679,102.877767852081,706,144,1,Treino
12,1,Treino,2024,10,9,13,0,202410091300,2024-10-09 13:00,725,19,11.208547008547,474,-1,-1,-3,-7,107,0,0,0,43,74,-10,725,715,725,delta_alt,715,703.5850580308701,-10,-21.41494196912993,-11.41494196912993,11.41494196912993,130.3009001586038,725,100,1,Treino
12,1,Treino,2024,10,9,14,0,202410091400,2024-10-09 14:00,739,14,10.9008547008547,473,-1,-2,-3,-3,107,0,0,0,33,77,-26,739,713,739,delta_alt,713,700.0870091082488,-26,-38.91299089175118,-12.91299089175118,12.91299089175118,166.7453337704489,739,676,1,Treino
12,1,Treino,2024,10,9,15,0,202410091500,2024-10-09 15:00,746,7,10.96239316239316,472,-1,-2,-3,-6,107,0,0,0,21,64,-37,746,709,746,delta_alt,709,688.5373020053822,-37,-57.46269799461777,-20.46269799461777,20.46269799461777,418.7220092189341,746,1369,1,Treino
12,1,Treino,2024,10,9,16,0,202410091600,2024-10-09 16:00,749,3,10.54700854700855,472,0,-1,-3,-11,108,1,1,1,10,43,-52,749,697,749,delta_alt,697,688.681112433514,-52,-60.31888756648596,-8.318887566485955,8.318887566485955,69.20389034383462,749,2704,1,Treino
12,1,Treino,2024,10,9,17,0,202410091700,2024-10-09 17:00,749,0,9.331623931623932,471,-1,-1,-3,-7,107,0,0,0,3,24,-71,749,678,749,delta_alt,678,680.5558880362571,-71,-68.4441119637429,2.555888036257102,2.555888036257102,6.532563653882184,749,5041,1,Treino
12,1,Treino,2024,10,9,18,0,202410091800,2024-10-09 18:00,747,-2,8.931623931623932,471,0,-1,-2,-2,108,1,1,1,-2,8,-83,747,664,747,delta_alt,664,682.0180446087577,-83,-64.98195539124231,18.01804460875769,18.01804460875769,324.6499315231821,747,6889,1,Treino
12,1,Treino,2024,10,9,19,0,202410091900,2024-10-09 19:00,740,-7,8.377777777777778,471,0,0,-1,-1,108,1,1,1,-9,-6,-83,740,657,740,delta_alt,657,664.8029131703755,-83,-75.19708682962448,7.802913170375518,7.802913170375518,60.88545394441972,740,6889,1,Treino
12,1,Treino,2024,10,9,20,0,202410092000,2024-10-09 20:00,727,-13,7.993162393162396,471,0,0,-1,1,109,2,2,2,-20,-22,-73,727,654,727,delta_alt,654,644.2762320043563,-73,-82.7237679956437,-9.723767995643698,9.723767995643698,94.55166403310466,727,5329,1,Treino
12,1,Treino,2024,10,9,21,0,202410092100,2024-10-09 21:00,725,-2,7.654700854700856,470,-1,-1,-1,-1,109,2,2,2,-15,-24,-73,725,652,725,delta_alt,652,675.7847535654116,-73,-49.21524643458838,23.78475356541162,23.78475356541162,565.7145021673608,725,5329,1,Treino
12,1,Treino,2024,10,9,22,0,202410092200,2024-10-09 22:00,727,2,7.670085470085471,470,0,-1,-1,1,109,2,2,2,0,-20,-77,727,650,727,delta_alt,650,688.3458411648563,-77,-38.65415883514368,38.34584116485632,38.34584116485632,1470.40353464039,727,5929,1,Treino
12,1,Treino,2024,10,9,23,0,202410092300,2024-10-09 23:00,724,-3,7.470085470085469,469,-1,-1,-2,0,109,2,2,2,-1,-16,-79,724,645,724,delta_alt,645,668.5044020518749,-79,-55.49559794812512,23.50440205187488,23.50440205187488,552.45691581618,724,6241,1,Treino
12,1,Treino,2024,10,10,0,0,202410100000,2024-10-10 00:00,718,-6,6.993162393162393,469,0,-1,-2,0,109,2,2,2,-9,-9,-87,718,631,718,delta_alt,631,653.5564185317068,-87,-64.44358146829325,22.55641853170675,22.55641853170675,508.7920169775239,718,7569,1,Treino
12,1,Treino,2024,10,10,1,0,202410100100,2024-10-10 01:00,715,-3,7.847008547008548,471,2,2,1,3,109,2,2,2,-9,-10,-101,715,614,715,delta_alt,614,663.2299069481518,-101,-51.77009305184822,49.22990694815178,49.22990694815178,2423.583738123683,715,10201,1,Treino
12,1,Treino,2024,10,10,2,0,202410100200,2024-10-10 02:00,713,-2,7.908547008547009,475,4,6,5,5,109,1,2,2,-5,-14,-119,713,594,713,delta_alt,594,664.7251144432229,-119,-48.27488555677712,70.72511444322288,70.72511444322288,5002.041813006974,713,14161,1,Treino
12,1,Treino,2024,10,10,3,0,202410100300,2024-10-10 03:00,709,-4,7.831623931623932,477,2,6,8,3,109,2,1,2,-6,-15,-134,709,575,709,delta_alt,575,654.3883417771793,-134,-54.61165822282067,79.38834177717933,79.38834177717933,6302.508810130238,709,17956,1,Treino
12,1,Treino,2024,10,10,4,0,202410100400,2024-10-10 04:00,697,-12,7.816239316239316,477,0,2,8,0,109,1,2,1,-16,-21,-128,697,569,697,delta_alt,569,618.1864233853004,-128,-78.81357661469963,49.18642338530037,49.18642338530037,2419.304245438023,697,16384,1,Treino
12,1,Treino,2024,10,10,5,0,202410100500,2024-10-10 05:00,678,-19,7.647008547008547,477,0,0,6,1,110,2,2,3,-31,-37,-99,678,579,678,delta_alt,579,589.3077835823193,-99,-88.6922164176807,10.3077835823193,10.3077835823193,106.2504023799314,678,9801,1,Treino
12,1,Treino,2024,10,10,6,0,202410100600,2024-10-10 06:00,664,-14,7.698290598290598,477,0,0,2,0,111,2,3,3,-33,-49,-78,664,586,664,delta_alt,586,599.2379558311294,-78,-64.7620441688706,13.2379558311294,13.2379558311294,175.2434745869328,664,6084,1,Treino
12,1,Treino,2024,10,10,7,0,202410100700,2024-10-10 07:00,657,-7,7.742735042735043,477,0,0,0,0,111,2,2,3,-21,-52,-90,657,567,657,delta_alt,567,614.7485825517765,-90,-42.25141744822349,47.74858255177651,47.74858255177651,2279.927135703816,657,8100,1,Treino
12,1,Treino,2024,10,10,8,0,202410100800,2024-10-10 08:00,654,-3,7.711965811965812,477,0,0,0,0,111,2,2,2,-10,-43,-116,654,538,654,delta_alt,538,621.2502460466233,-116,-32.74975395337674,83.25024604662326,83.25024604662326,6930.603466823311,654,13456,1,Treino
12,1,Treino,2024,10,10,9,0,202410100900,2024-10-10 09:00,652,-2,7.696581196581197,478,1,1,1,2,111,2,2,2,-5,-26,-138,652,514,652,delta_alt,514,618.560842870977,-138,-33.43915712902299,104.560842870977,104.560842870977,10932.96986188914,652,19044,1,Treino
12,1,Treino,2024,10,10,10,0,202410101000,2024-10-10 10:00,650,-2,7.665811965811966,478,0,1,1,0,111,2,2,2,-4,-14,-141,650,509,650,delta_alt,509,612.4969284193083,-141,-37.50307158069165,103.4969284193083,103.4969284193083,10711.61419223144,650,19881,1,Treino
12,1,Treino,2024,10,10,11,0,202410101100,2024-10-10 11:00,645,-5,7.835042735042736,477,-1,-1,0,0,111,2,2,2,-7,-12,-122,645,523,645,delta_alt,523,598.170116262484,-122,-46.82988373751596,75.17011626248404,75.17011626248404,5650.546378915368,645,14884,1,Treino
12,1,Treino,2024,10,10,12,0,202410101200,2024-10-10 12:00,631,-14,7.942735042735043,478,1,0,1,1,111,2,2,2,-19,-23,-94,631,537,631,delta_alt,537,564.5562210844457,-94,-66.44377891555428,27.55622108444572,27.55622108444572,759.345320454851,631,8836,1,Treino
12,1,Treino,2024,10,10,14,0,202410101400,2024-10-10 14:00,594,-20,7.542735042735043,481,2,3,3,-2,112,3,3,3,-37,-56,-45,594,549,594,delta_alt,549,529.7597622008827,-45,-64.24023779911727,-19.24023779911727,19.24023779911727,370.1867505665809,594,2025,1,Treino
12,1,Treino,2024,10,10,15,0,202410101500,2024-10-10 15:00,575,-19,7.496581196581196,481,0,2,4,-2,112,2,3,3,-39,-70,-30,575,545,575,delta_alt,545,517.3320999714954,-30,-57.66790002850462,-27.66790002850462,27.66790002850462,765.5126919873259,575,900,1,Treino
12,1,Treino,2024,10,10,16,0,202410101600,2024-10-10 16:00,569,-6,7.358119658119658,479,-2,-2,1,-2,113,2,3,4,-25,-62,-36,569,533,569,delta_alt,533,548.3541257589632,-36,-20.64587424103684,15.35412575896316,15.35412575896316,235.7491778220562,569,1296,1,Treino
12,1,Treino,2024,10,10,17,0,202410101700,2024-10-10 17:00,579,10,7.373504273504273,477,-2,-4,-2,-2,114,3,3,4,4,-35,-61,579,518,579,delta_alt,518,598.4575262425192,-61,19.45752624251918,80.45752624251918,80.45752624251918,6473.413529065662,579,3721,1,Treino
12,1,Treino,2024,10,10,18,0,202410101800,2024-10-10 18:00,586,7,7.735897435897436,475,-2,-4,-6,-2,114,3,3,3,17,-8,-81,586,505,586,delta_alt,505,587.8691325732628,-81,1.869132573262846,82.86913257326285,82.86913257326285,6867.293133445013,586,6561,1,Treino
12,1,Treino,2024,10,10,19,0,202410101900,2024-10-10 19:00,567,-19,7.58034188034188,478,3,1,-3,3,114,3,3,3,-12,-8,-69,567,498,567,delta_alt,498,499.4328264701664,-69,-67.56717352983355,1.432826470166447,1.432826470166447,2.052991693609639,567,4761,1,Treino
12,1,Treino,2024,10,10,20,0,202410102000,2024-10-10 20:00,538,-29,7.595726495726495,494,16,19,15,16,114,3,3,3,-48,-31,-42,538,496,538,delta_alt,496,464.8005986772185,-42,-73.19940132278145,-31.19940132278145,31.19940132278145,973.4026428999772,538,1764,1,Treino
12,1,Treino,2024,10,10,21,0,202410102100,2024-10-10 21:00,514,-24,8.226495726495726,505,11,27,28,10,116,5,5,5,-53,-65,-15,514,499,514,delta_alt,499,471.1373691262759,-15,-42.86263087372413,-27.86263087372413,27.86263087372413,776.326199205405,514,225,1,Treino
12,1,Treino,2024,10,10,22,0,202410102200,2024-10-10 22:00,509,-5,8.564957264957265,509,4,15,34,4,116,5,5,5,-29,-77,-7,509,502,509,delta_alt,502,517.0438155149915,-7,8.04381551499148,15.04381551499148,15.04381551499148,226.3163852490983,509,49,1,Treino
12,1,Treino,2024,10,10,23,0,202410102300,2024-10-10 23:00,523,14,9.58034188034188,510,1,5,32,2,116,4,5,5,9,-44,-22,523,501,523,delta_alt,501,568.0600965455969,-22,45.06009654559693,67.06009654559693,67.06009654559693,4497.056548704782,523,484,1,Treino
12,1,Treino,2024,10,11,2,0,202410110200,2024-10-11 02:00,549,1,13.72649572649573,508,-1,-2,-1,-3,121,8,9,9,12,40,-90,549,459,549,delta_alt,459,548.318420083611,-90,-0.6815799163889551,89.31842008361104,89.31842008361104,7977.780166232413,549,8100,1,Treino
12,1,Treino,2024,10,11,3,0,202410110300,2024-10-11 03:00,545,-4,14.24957264957265,500,-8,-9,-10,-8,125,11,12,13,-3,22,-97,545,448,545,delta_alt,448,542.4056358878239,-97,-2.594364112176095,94.4056358878239,94.4056358878239,8912.424087384385,545,9409,1,Treino
12,1,Treino,2024,10,11,4,0,202410110400,2024-10-11 04:00,533,-12,13.72649572649573,494,-6,-14,-16,-4,134,20,20,21,-16,-4,-89,533,444,533,delta_alt,444,548.7544087857202,-89,15.75440878572022,104.7544087857202,104.7544087857202,10973.48616004578,533,7921,1,Treino
12,1,Treino,2024,10,11,5,0,202410110500,2024-10-11 05:00,518,-15,13.26495726495727,493,-1,-7,-16,1,144,30,30,30,-27,-30,-66,518,452,518,delta_alt,452,574.0180500262874,-66,56.01805002628737,122.0180500262874,122.0180500262874,14888.40453221757,518,4356,1,Treino
12,1,Treino,2024,10,11,6,0,202410110600,2024-10-11 06:00,505,-13,12.91111111111111,493,0,-1,-15,2,153,39,39,39,-28,-44,-44,505,461,505,delta_alt,461,603.446555303913,-44,98.44655530391299,142.446555303913,142.446555303913,20291.02111795074,505,1936,1,Treino
19,1,Treino,2025,8,20,14,0,202508201400,2025-08-20 14:00,269,-23,9.475000000000003,284,-1,-1,-2,16,89,2,2,3,-54,-100,115,269,384,269,delta_alt,384,265.7218106530164,115,-3.278189346983595,-118.2781893469836,118.2781893469836,13989.7300752009,269,13225,1,Treino
19,1,Treino,2025,8,20,15,0,202508201500,2025-08-20 15:00,259,-10,9.04166666666667,284,0,-1,-1,17,89,2,2,2,-33,-94,133,259,392,259,delta_alt,392,292.9153684466644,133,33.91536844666439,-99.08463155333561,99.08463155333561,9817.764210060272,259,17689,1,Treino
19,1,Treino,2025,8,20,16,0,202508201600,2025-08-20 16:00,285,26,8.991666666666669,283,-1,-1,-2,9,89,1,2,2,16,-38,110,285,395,285,delta_alt,395,395.1553158634508,110,110.1553158634508,0.1553158634508236,0.1553158634508236,0.02412301743947488,285,12100,1,Treino
19,1,Treino,2025,8,20,17,0,202508201700,2025-08-20 17:00,328,43,8.958333333333334,315,32,31,30,45,89,2,1,2,69,36,70,328,398,328,delta_alt,398,475.8885789182826,70,147.8885789182826,77.88857891828263,77.88857891828263,6066.630725909542,328,4900,1,Treino
