EVENTO,SERIE,CONJUNTO,ANO,MES,DIA,HORA,MINUTO,COD_SEQUENCIAL,DATA_HORA,inp01_input_1_nivel_86472600,inp02_input_2_nivel_D-1h_86472600,inp03_input_3_chuva_med_acum_36h,inp04_input_7a_nivel_86472000,inp05_input_7b_nivel_D-2h_86472000,inp06_input_7c_nivel_A-14h_86472000,inp07_input_8a_nivel_86125130,inp08_input_8b_nivel_D-11h_86125130,saida_8h_alt_nivel_D8h_86472600,NIVEL_ATUAL_CM,OBSERVADO_CM_AUDITORIA,RNA_CM,ALT_OBSERVADA_CM,ALT_RNA_CM,ERRO_RNA_CM,ERRO_ABS_CM,E2_RNA,PERS_BASE_NIVEL_ATUAL_CM,E2_PERS,SERIE_AUDITORIA,CONJUNTO_AUDITORIA
2,2,Validacao,2023,6,16,12,0,202306161200,2023-06-16 12:00,834,64,80.45125874125874,1027,49,-8,167,39,43,834,877,1045.118873945679,43,211.1188739456793,168.1188739456793,168.1188739456793,28263.95577676321,834,1849,2,Validacao
2,2,Validacao,2023,6,16,13,0,202306161300,2023-06-16 13:00,867,33,78.80510489510489,1031,14,-10,168,36,7,867,874,978.9543370196037,7,111.9543370196037,104.9543370196037,104.9543370196037,11015.41285922456,867,49,2,Validacao
2,2,Validacao,2023,6,16,14,0,202306161400,2023-06-16 14:00,880,13,77.96151515151516,1036,9,-2,168,30,1,880,881,929.7501324617101,1,49.75013246171011,48.75013246171011,48.75013246171011,2376.575415034282,880,1,2,Validacao
2,2,Validacao,2023,6,16,15,0,202306161500,2023-06-16 15:00,886,6,77.16151515151516,1036,5,3,169,27,2,886,888,912.1420898323097,2,26.14208983230969,24.14208983230969,24.14208983230969,582.8405014713111,886,4,2,Validacao
2,2,Validacao,2023,6,16,16,0,202306161600,2023-06-16 16:00,888,2,76.22305361305362,1037,1,8,169,23,5,888,893,896.1252477498002,5,8.125247749800224,3.125247749800224,3.125247749800224,9.767173497631362,888,25,2,Validacao
2,2,Validacao,2023,6,16,17,0,202306161700,2023-06-16 17:00,888,0,75.46920745920747,1029,-7,-6,169,19,-7,888,881,880.193439186853,-7,-7.80656081314703,-0.8065608131470299,0.8065608131470299,0.6505403453043981,888,49,2,Validacao
2,2,Validacao,2023,6,16,18,0,202306161800,2023-06-16 18:00,883,-5,75.207668997669,1027,-10,-7,168,15,-15,883,868,856.0329678039673,-15,-26.96703219603273,-11.96703219603273,11.96703219603273,143.209859580884,883,225,2,Validacao
2,2,Validacao,2023,6,16,19,0,202306161900,2023-06-16 19:00,881,-2,74.45382284382285,1023,-6,-24,167,11,-25,881,856,853.7420717156415,-25,-27.25792828435851,-2.257928284358513,2.257928284358513,5.098240137306179,881,625,2,Validacao
2,2,Validacao,2023,6,16,20,0,202306162000,2023-06-16 20:00,877,-4,72.73587412587413,1026,-1,-56,167,9,-34,877,843,839.779045805666,-34,-37.22095419433401,-3.220954194334013,3.220954194334013,10.37454592199787,877,1156,2,Validacao
2,2,Validacao,2023,6,16,21,0,202306162100,2023-06-16 21:00,874,-3,71.02602564102564,1054,31,-77,165,4,-52,874,822,836.4289572468434,-52,-37.57104275315658,14.42895724684342,14.42895724684342,208.1948072312354,874,2704,2,Validacao
2,2,Validacao,2023,6,16,22,0,202306162200,2023-06-16 22:00,881,7,68.46448717948718,1057,31,-88,163,-1,-80,881,801,854.0341216789511,-80,-26.96587832104888,53.03412167895112,53.03412167895112,2812.618062257794,881,6400,2,Validacao
2,2,Validacao,2023,6,16,23,0,202306162300,2023-06-16 23:00,888,7,64.91483682983682,1047,-7,-85,163,-4,-101,888,787,843.1886696162272,-101,-44.81133038377277,56.18866961622723,56.18866961622723,3157.166593241537,888,10201,2,Validacao
2,2,Validacao,2023,6,17,0,0,202306170000,2023-06-17 00:00,893,5,60.5882634032634,1020,-37,-130,162,-6,-122,893,771,827.4831395727452,-122,-65.51686042725476,56.48313957274524,56.48313957274524,3190.34505599422,893,14884,2,Validacao
2,2,Validacao,2023,6,17,1,0,202306170100,2023-06-17 01:00,881,-12,56.44886946386946,1012,-35,-47,160,-8,-127,881,754,783.028128602803,-127,-97.97187139719699,29.02812860280301,29.02812860280301,842.6322501808701,881,16129,2,Validacao
2,2,Validacao,2023,6,17,2,0,202306170200,2023-06-17 02:00,868,-13,53.13278554778555,996,-24,-26,158,-11,-126,868,742,768.986367810332,-126,-99.01363218966799,26.98636781033201,26.98636781033201,728.2640475945238,868,15876,2,Validacao
2,2,Validacao,2023,6,17,3,0,202306170300,2023-06-17 03:00,856,-12,48.35020979020979,975,-37,-25,156,-13,-121,856,735,753.263494398295,-121,-102.7365056017049,18.26349439829505,18.26349439829505,333.5552276365547,856,14641,2,Validacao
2,2,Validacao,2023,6,17,4,0,202306170400,2023-06-17 04:00,843,-13,42.78237762237762,940,-56,-40,156,-13,-115,843,728,734.1531324086319,-115,-108.8468675913681,6.153132408631905,6.153132408631905,37.86103843815626,843,13225,2,Validacao
2,2,Validacao,2023,6,17,8,0,202306170800,2023-06-17 08:00,771,-16,28.30067599067599,877,-39,-12,148,-17,-90,771,681,662.3773911303416,-90,-108.6226088696584,-18.62260886965839,18.62260886965839,346.8015611122794,771,8100,2,Validacao
2,2,Validacao,2023,6,17,9,0,202306170900,2023-06-17 09:00,754,-17,27.16734265734265,869,-22,-4,146,-17,-88,754,666,649.8166532263492,-88,-104.1833467736508,-16.18334677365078,16.18334677365078,261.9007127962332,754,7744,2,Validacao
