EVENTO,SERIE,CONJUNTO,ANO,MES,DIA,HORA,MINUTO,COD_SEQUENCIAL,DATA_HORA,inp01_input_1_nivel_86472600,inp02_input_2_nivel_D-1h_86472600,inp03_input_3_chuva_med_acum_36h,inp04_input_7a_nivel_86472000,inp05_input_7b_nivel_D-2h_86472000,inp06_input_7c_nivel_A-14h_86472000,inp07_input_8a_nivel_86125130,inp08_input_8b_nivel_D-11h_86125130,saida_8h_alt_nivel_D8h_86472600,NIVEL_ATUAL_CM,OBSERVADO_CM_AUDITORIA,RNA_CM,ALT_OBSERVADA_CM,ALT_RNA_CM,ERRO_RNA_CM,ERRO_ABS_CM,E2_RNA,PERS_BASE_NIVEL_ATUAL_CM,E2_PERS,SERIE_AUDITORIA,CONJUNTO_AUDITORIA
2,2,Validacao,2023,6,17,10,0,202306171000,2023-06-17 10:00,742,-12,25.55900932400932,867,-10,-5,144,-19,-88,742,654,648.8399064968096,-88,-93.16009350319041,-5.16009350319041,5.16009350319041,26.62656496166788,742,7744,2,Validacao
2,2,Validacao,2023,6,17,11,0,202306171100,2023-06-17 11:00,735,-7,24.90900932400932,858,-11,-37,142,-20,-89,735,646,648.9735086293476,-89,-86.02649137065237,2.973508629347634,2.973508629347634,8.841753568804847,735,7921,2,Validacao
2,2,Validacao,2023,6,17,12,0,202306171200,2023-06-17 12:00,728,-7,23.76734265734265,850,-17,-11,141,-19,-87,728,641,643.9248410696788,-87,-84.07515893032121,2.924841069678791,2.924841069678791,8.554695282879777,728,7569,2,Validacao
2,2,Validacao,2023,6,17,13,0,202306171300,2023-06-17 13:00,721,-7,22.49234265734265,826,-32,-14,139,-19,-83,721,638,634.0942412482441,-83,-86.90575875175591,-3.905758751755911,3.905758751755911,15.25495142691789,721,6889,2,Validacao
2,2,Validacao,2023,6,17,14,0,202306171400,2023-06-17 14:00,711,-10,20.64234265734265,809,-41,10,138,-18,-79,711,632,619.814057613246,-79,-91.18594238675405,-12.18594238675405,12.18594238675405,148.497191853289,711,6241,2,Validacao
2,2,Validacao,2023,6,17,20,0,202306172000,2023-06-17 20:00,641,-5,6.572342657342655,753,-10,9,131,-15,-47,641,594,576.4434350731162,-47,-64.55656492688377,-17.55656492688377,17.55656492688377,308.2329720318852,641,2209,2,Validacao
2,2,Validacao,2023,6,17,21,0,202306172100,2023-06-17 21:00,638,-3,6.205675990675988,745,-13,17,130,-14,-50,638,588,578.8396481338444,-50,-59.16035186615557,-9.160351866155565,9.160351866155565,83.91204631177975,638,2500,2,Validacao
2,2,Validacao,2023,6,17,22,0,202306172200,2023-06-17 22:00,632,-6,5.577470862470862,740,-13,9,129,-13,-51,632,581,568.1322296759541,-51,-63.86777032404586,-12.86777032404586,12.86777032404586,165.5795131123954,632,2601,2,Validacao
2,2,Validacao,2023,6,17,23,0,202306172300,2023-06-17 23:00,624,-8,5.171060606060604,732,-13,0,128,-13,-50,624,574,556.5916425325561,-50,-67.40835746744392,-17.40835746744392,17.40835746744392,303.0509097143105,624,2500,2,Validacao
2,2,Validacao,2023,6,18,0,0,202306180000,2023-06-18 00:00,620,-4,4.927470862470861,722,-18,-8,126,-13,-52,620,568,558.9267774163292,-52,-61.07322258367083,-9.073222583670827,9.073222583670827,82.32336805283431,620,2704,2,Validacao
2,2,Validacao,2023,6,18,1,0,202306180100,2023-06-18 01:00,613,-7,4.760804195804194,715,-17,2,125,-13,-49,613,564,547.869875375224,-49,-65.13012462477604,-16.13012462477604,16.13012462477604,260.1809204108066,613,2401,2,Validacao
2,2,Validacao,2023,6,18,7,0,202306180700,2023-06-18 07:00,574,-7,3.007424242424241,674,-13,4,121,-10,-65,574,509,518.9846351225492,-65,-55.01536487745079,9.984635122549207,9.984635122549207,99.69293853044321,574,4225,2,Validacao
2,2,Validacao,2023,6,18,8,0,202306180800,2023-06-18 08:00,568,-6,2.840757575757575,670,-9,-1,121,-9,-58,568,510,517.7620947372403,-58,-50.23790526275968,7.762094737240318,7.762094737240318,60.25011470989384,568,3364,2,Validacao
2,2,Validacao,2023,6,18,9,0,202306180900,2023-06-18 09:00,564,-4,2.632424242424241,654,-20,-11,120,-9,-53,564,511,515.0600053341475,-53,-48.93999466585251,4.06000533414749,4.06000533414749,16.48364331330608,564,2809,2,Validacao
2,2,Validacao,2023,6,18,10,0,202306181000,2023-06-18 10:00,559,-5,2.449090909090908,629,-41,-20,119,-9,-49,559,510,503.9047837093732,-49,-55.09521629062681,-6.095216290626809,6.095216290626809,37.15166162952243,559,2401,2,Validacao
2,2,Validacao,2023,6,18,11,0,202306181100,2023-06-18 11:00,549,-10,2.321818181818181,611,-43,-10,119,-7,-40,549,509,489.2149088616076,-40,-59.78509113839243,-19.78509113839243,19.78509113839243,391.4498313544947,549,1600,2,Validacao
3,3,Teste,2023,7,11,16,0,202307111600,2023-07-11 16:00,433,-3,1.805128205128205,519,-5,3,109,-1,-18,433,415,419.2809757594678,-18,-13.71902424053224,4.280975759467765,4.280975759467765,18.32675345315061,433,324,3,Teste
3,3,Teste,2023,7,11,17,0,202307111700,2023-07-11 17:00,431,-2,4.278205128205128,515,-5,0,109,0,-18,431,413,421.5097639104411,-18,-9.490236089558948,8.509763910441052,8.509763910441052,72.41608181144498,431,324,3,Teste
3,3,Teste,2023,7,11,18,0,202307111800,2023-07-11 18:00,428,-3,4.978205128205128,514,-5,3,109,0,-17,428,411,417.5229396561733,-17,-10.47706034382668,6.522939656173321,6.522939656173321,42.54874175807852,428,289,3,Teste
3,3,Teste,2023,7,12,1,0,202307120100,2023-07-12 01:00,413,-2,5.544871794871794,498,-5,-1,109,0,-8,413,405,406.6997873220532,-8,-6.300212677946774,1.699787322053226,1.699787322053226,2.889276940212876,413,64,3,Teste
3,3,Teste,2023,7,12,2,0,202307120200,2023-07-12 02:00,411,-2,5.529487179487178,498,-3,3,109,0,-5,411,406,405.7866747330183,-5,-5.213325266981656,-0.2133252669816557,0.2133252669816557,0.04550766953279466,411,25,3,Teste
3,3,Teste,2023,7,12,3,0,202307120300,2023-07-12 03:00,409,-2,5.53076923076923,495,-3,0,109,0,3,409,412,403.8950689591203,3,-5.104931040879706,-8.104931040879706,8.104931040879706,65.68990717741539,409,9,3,Teste
3,3,Teste,2023,7,12,4,0,202307120400,2023-07-12 04:00,408,-1,5.553205128205127,494,-4,2,109,0,9,408,417,404.8313981512732,9,-3.16860184872678,-12.16860184872678,12.16860184872678,148.0748709528368,408,81,3,Teste
3,3,Teste,2023,7,12,5,0,202307120500,2023-07-12 05:00,406,-2,8.714743589743588,492,-3,2,110,1,19,406,425,404.3448415772609,19,-1.655158422739078,-20.65515842273908,20.65515842273908,426.635569468449,406,361,3,Teste
3,3,Teste,2023,7,12,6,0,202307120600,2023-07-12 06:00,405,-1,15.76858974358974,492,-2,1,111,2,31,405,436,409.8298523208861,31,4.829852320886062,-26.17014767911394,26.17014767911394,684.8766295466327,405,961,3,Teste
3,3,Teste,2023,7,12,7,0,202307120700,2023-07-12 07:00,405,0,17.38141025641026,491,-1,3,112,3,44,405,449,414.5201712828059,44,9.520171282805904,-34.4798287171941,34.4798287171941,1188.858588367043,405,1936,3,Teste
3,3,Teste,2023,7,12,8,0,202307120800,2023-07-12 08:00,405,0,20.40064102564103,491,-1,1,113,4,59,405,464,417.181601568455,59,12.18160156845499,-46.81839843154501,46.81839843154501,2191.962431694896,405,3481,3,Teste
3,3,Teste,2023,7,12,9,0,202307120900,2023-07-12 09:00,405,0,26.71794871794872,492,1,4,116,7,79,405,484,425.6335894074072,79,20.63358940740716,-58.36641059259284,58.36641059259284,3406.637885463134,405,6241,3,Teste
3,3,Teste,2023,7,12,13,0,202307121300,2023-07-12 13:00,425,8,56.69294871794872,513,16,12,129,20,227,425,652,501.3650146867272,227,76.36501468672725,-150.6349853132728,150.6349853132728,22690.8988003299,425,51529,3,Teste
3,3,Teste,2023,7,12,14,0,202307121400,2023-07-12 14:00,436,11,58.95128205128206,528,25,17,135,26,316,436,752,533.6232514287709,316,97.62325142877091,-218.3767485712291,218.3767485712291,47688.4043165418,436,99856,3,Teste
3,3,Teste,2023,7,12,15,0,202307121500,2023-07-12 15:00,449,13,65.44294871794872,550,37,25,144,35,413.6144999999999,449,862.6144999999999,576.4017870192642,413.6144999999999,127.4017870192642,-286.2127129807357,286.2127129807357,81917.71707179297,449,171076.9546102499,3,Teste
3,3,Teste,2023,7,12,16,0,202307121600,2023-07-12 16:00,464,15,68.6846153846154,583,55,33,164,54,518,464,982,645.7669337200507,518,181.7669337200507,-336.2330662799493,336.2330662799493,113052.6748600168,464,268324,3,Teste
3,3,Teste,2023,7,12,17,0,202307121700,2023-07-12 17:00,484,20,72.0096153846154,621,71,41,179,68,573,484,1057,717.373666022591,573,233.373666022591,-339.626333977409,339.626333977409,115346.0467309346,484,328329,3,Teste
3,3,Teste,2023,7,12,18,0,202307121800,2023-07-12 18:00,519,35,83.1596153846154,663,80,43,184,72,587,519,1106,803.8229760064191,587,284.8229760064191,-302.1770239935809,302.1770239935809,91310.95382961714,519,344569,3,Teste
3,3,Teste,2023,7,12,20,0,202307122000,2023-07-12 20:00,600,50,93.64294871794874,809,146,86,200,84,579,600,1179,984.2576695575767,579,384.2576695575767,-194.7423304424233,194.7423304424233,37924.57526614598,600,335241,3,Teste
3,3,Teste,2023,7,12,21,0,202307122100,2023-07-12 21:00,652,52,93.6596153846154,923,200,115,206,88,554,652,1206,1072.576972159467,554,420.5769721594665,-133.4230278405335,133.4230278405335,17801.70435813576,652,306916,3,Teste
3,3,Teste,2023,7,12,22,0,202307122200,2023-07-12 22:00,752,100,93.67628205128207,1115,306,192,209,89,474,752,1226,1313.164547224734,474,561.1645472247342,87.16454722473418,87.16454722473418,7597.658292892915,752,224676,3,Teste
3,3,Teste,2023,7,12,23,0,202307122300,2023-07-12 23:00,862.6144999999999,110.6144999999999,93.94294871794874,1216,293,100,213,90,377.3855000000001,862.6144999999999,1240,1413.271073948235,377.3855000000001,550.6565739482346,173.2710739482345,173.2710739482345,30022.86506717455,862.6144999999999,142419.8156102501,3,Teste
3,3,Teste,2023,7,13,0,0,202307130000,2023-07-13 00:00,982,119.3855000000001,94.09935897435898,1279,164,62,214,85,265,982,1247,1477.41620274537,265,495.4162027453697,230.4162027453697,230.4162027453697,53091.62648759531,982,70225,3,Teste
3,3,Teste,2023,7,13,1,0,202307130100,2023-07-13 01:00,1057,75,94.14935897435898,1325,109,42,214,79,193,1057,1250,1408.599832008546,193,351.5998320085462,158.5998320085462,158.5998320085462,25153.90671313907,1057,37249,3,Teste
3,3,Teste,2023,7,13,2,0,202307130200,2023-07-13 02:00,1106,49,94.09166666666667,1369,90,38,216,72,143,1106,1249,1361.741519036028,143,255.7415190360275,112.7415190360275,112.7415190360275,12710.65011455095,1106,20449,3,Teste
3,3,Teste,2023,7,13,3,0,202307130300,2023-07-13 03:00,1145,39,94.07628205128205,1408,83,29,215,51,100,1145,1245,1318.534833200751,100,173.5348332007511,73.53483320075111,73.53483320075111,5407.371693862287,1145,10000,3,Teste
3,3,Teste,2023,7,13,4,0,202307130400,2023-07-13 04:00,1179,34,93.83141025641025,1434,65,11,218,39,60,1179,1239,1298.658366984729,60,119.6583669847291,59.65836698472913,59.65836698472913,3559.120751284619,1179,3600,3,Teste
3,3,Teste,2023,7,13,5,0,202307130500,2023-07-13 05:00,1206,27,91.36833333333335,1452,44,-4,218,34,24,1206,1230,1278.625929966044,24,72.62592996604371,48.62592996604371,48.62592996604371,2364.481065062588,1206,576,3,Teste
3,3,Teste,2023,7,13,6,0,202307130600,2023-07-13 06:00,1226,20,90.75166666666667,1460,26,-25,219,29,-3,1226,1223,1256.184047799522,-3,30.18404779952152,33.18404779952152,33.18404779952152,1101.181028360929,1226,9,3,Teste
3,3,Teste,2023,7,13,8,0,202307130800,2023-07-13 08:00,1247,7,90.69409090909092,1457,-3,-44,223,17,-49,1247,1198,1206.659961168491,-49,-40.34003883150945,8.659961168490554,8.659961168490554,74.99492743976428,1247,2401,3,Teste
3,3,Teste,2023,7,13,9,0,202307130900,2023-07-13 09:00,1250,3,90.99257575757575,1449,-10,-68,227,18,-70,1250,1180,1197.930939934418,-70,-52.06906006558165,17.93093993441835,17.93093993441835,321.5186069317186,1250,4900,3,Teste
3,3,Teste,2023,7,13,10,0,202307131000,2023-07-13 10:00,1249,-1,91.08744755244756,1450,-7,-85,228,15,-86,1249,1163,1181.477381771244,-86,-67.52261822875562,18.47738177124438,18.47738177124438,341.4136371203141,1249,7396,3,Teste
3,3,Teste,2023,7,13,11,0,202307131100,2023-07-13 11:00,1245,-4,91.32462703962703,1446,-3,-118,228,14,-105,1245,1140,1167.170838552508,-105,-77.82916144749174,27.17083855250826,27.17083855250826,738.254467646469,1245,11025,3,Teste
3,3,Teste,2023,7,13,12,0,202307131200,2023-07-13 12:00,1239,-6,91.598986013986,1432,-18,-206,226,12,-122,1239,1117,1141.085324922854,-122,-97.91467507714583,24.08532492285417,24.08532492285417,580.1028766394602,1239,14884,3,Teste
3,3,Teste,2023,7,13,13,0,202307131300,2023-07-13 13:00,1230,-9,91.76052447552446,1427,-19,-106,226,10,-137,1230,1093,1132.205843380844,-137,-97.7941566191555,39.2058433808445,39.2058433808445,1537.098155203308,1230,18769,3,Teste
3,3,Teste,2023,7,13,14,0,202307131400,2023-07-13 14:00,1223,-7,91.97590909090908,1409,-23,-81,225,10,-155,1223,1068,1132.970284197923,-155,-90.02971580207668,64.97028419792332,64.97028419792332,4221.137828758925,1223,24025,3,Teste
3,3,Teste,2023,7,13,15,0,202307131500,2023-07-13 15:00,1211,-12,92.09770396270396,1388,-39,-67,223,5,-163.3824,1211,1047.6176,1099.474775440052,-163.3824,-111.5252245599484,51.85717544005161,51.85717544005161,2689.166644620292,1211,26693.80862975999,3,Teste
3,3,Teste,2023,7,13,16,0,202307131600,2023-07-13 16:00,1198,-13,91.85988344988345,1366,-43,-66,221,3,-167,1198,1031,1082.164694607337,-167,-115.8353053926626,51.16469460733742,51.16469460733742,2617.825974262103,1198,27889,3,Teste
3,3,Teste,2023,7,13,17,0,202307131700,2023-07-13 17:00,1180,-18,88.698344988345,1341,-47,-64,217,-2,-160,1180,1020,1045.191011609009,-160,-134.8089883909911,25.19101160900891,25.19101160900891,634.5870658852217,1180,25600,3,Teste
3,3,Teste,2023,7,17,0,0,202307170000,2023-07-17 00:00,515,-3,0.1276923076923077,603,-16,10,123,-5,-46,515,469,484.1421234105362,-46,-30.85787658946379,15.14212341053621,15.14212341053621,229.2839013799089,515,2116,3,Teste
3,3,Teste,2023,7,17,1,0,202307170100,2023-07-17 01:00,510,-5,0.1123076923076923,596,-16,33,123,-5,-46,510,464,478.0418777161184,-46,-31.95812228388161,14.04187771611839,14.04187771611839,197.1743297944223,510,2116,3,Teste
3,3,Teste,2023,7,17,2,0,202307170200,2023-07-17 02:00,504,-6,0.1123076923076923,590,-13,20,122,-4,-44,504,460,471.8805886441145,-44,-32.11941135588552,11.88058864411448,11.88058864411448,141.148386530662,504,1936,3,Teste
4,1,Treino,2023,9,3,13,0,202309031300,2023-09-03 13:00,306,12,69.86923076923078,410,29,11,93,4,128,306,434,378.7541239332827,128,72.7541239332827,-55.2458760667173,55.2458760667173,3052.106822379088,306,16384,1,Treino
4,1,Treino,2023,9,3,14,0,202309031400,2023-09-03 14:00,320,14,65.06153846153846,425,31,13,94,5,121,320,441,395.1367736823311,121,75.13677368233107,-45.86322631766893,45.86322631766893,2103.43552826572,320,14641,1,Treino
4,1,Treino,2023,9,3,15,0,202309031500,2023-09-03 15:00,338,18,61.88461538461538,464,54,50,98,9,112,338,450,436.5860449934841,112,98.58604499348405,-13.41395500651595,13.41395500651595,179.9341889168343,338,12544,1,Treino
4,1,Treino,2023,9,3,16,0,202309031600,2023-09-03 16:00,357,19,59.23076923076923,487,62,38,109,20,89,357,446,476.0925035728209,89,119.0925035728209,30.09250357282087,30.09250357282087,905.5587712802371,357,7921,1,Treino
4,1,Treino,2023,9,3,17,0,202309031700,2023-09-03 17:00,383,26,58.0076923076923,496,32,17,114,25,64,383,447,509.0102764328404,64,126.0102764328404,62.01027643284044,62.01027643284044,3845.274383277287,383,4096,1,Treino
4,1,Treino,2023,9,3,18,0,202309031800,2023-09-03 18:00,410,27,57.67692307692307,499,12,4,118,29,40,410,450,534.1504861466224,40,124.1504861466224,84.15048614662237,84.15048614662237,7081.304318712883,410,1600,1,Treino
4,1,Treino,2023,9,3,19,0,202309031900,2023-09-03 19:00,426,16,57.69230769230769,497,1,-2,120,31,32,426,458,525.6278487013583,32,99.62784870135829,67.62784870135829,67.62784870135829,4573.525919973808,426,1024,1,Treino
4,1,Treino,2023,9,3,20,0,202309032000,2023-09-03 20:00,432,6,57.80769230769231,507,8,5,121,32,44,432,476,515.5461438991952,44,83.54614389919516,39.54614389919516,39.54614389919516,1563.89749729585,432,1936,1,Treino
4,1,Treino,2023,9,3,21,0,202309032100,2023-09-03 21:00,434,2,58.46923076923077,507,10,-4,123,34,67,434,501,512.6675253014579,67,78.66752530145789,11.66752530145789,11.66752530145789,136.1311466601599,434,4489,1,Treino
4,1,Treino,2023,9,3,22,0,202309032200,2023-09-03 22:00,441,7,62.48461538461538,509,2,-9,125,35,99,441,540,530.1715322326977,99,89.1715322326977,-9.8284677673023,9.8284677673023,96.59877865290025,441,9801,1,Treino
4,1,Treino,2023,9,3,23,0,202309032300,2023-09-03 23:00,450,9,69.33846153846154,511,4,-13,130,39,124,450,574,554.357929543354,124,104.357929543354,-19.64207045664602,19.64207045664602,385.8109318238465,450,15376,1,Treino
4,1,Treino,2023,9,4,0,0,202309040000,2023-09-04 00:00,446,-4,73.1923076923077,515,6,-6,137,44,159,446,605,537.9803139091842,159,91.98031390918425,-67.01968609081575,67.01968609081575,4491.638323711482,446,25281,1,Treino
4,1,Treino,2023,9,4,1,0,202309040100,2023-09-04 01:00,447,1,77.3923076923077,523,12,1,146,52,189,447,636,572.0303565306195,189,125.0303565306195,-63.96964346938046,63.96964346938046,4092.11528559965,447,35721,1,Treino
4,1,Treino,2023,9,4,2,0,202309040200,2023-09-04 02:00,450,3,82.62307692307692,540,25,4,164,66,228,450,678,619.7234569166443,228,169.7234569166443,-58.2765430833557,58.2765430833557,3396.155473746214,450,51984,1,Treino
4,1,Treino,2023,9,4,3,0,202309040300,2023-09-04 03:00,458,8,92.6923076923077,562,39,6,190,81,298,458,756,690.5338427090779,298,232.5338427090779,-65.46615729092207,65.46615729092207,4285.817750439749,458,88804,1,Treino
4,1,Treino,2023,9,4,4,0,202309040400,2023-09-04 04:00,476,18,99.16730769230769,592,52,15,221,107,443,476,919,806.0287244835451,443,330.0287244835451,-112.9712755164549,112.9712755164549,12762.50909181475,476,196249,1,Treino
4,1,Treino,2023,9,4,5,0,202309040500,2023-09-04 05:00,501,25,107.2621794871795,626,64,-5,246,128,632,501,1133,900.9293535700008,632,399.9293535700008,-232.0706464299992,232.0706464299992,53856.78493443771,501,399424,1,Treino
4,1,Treino,2023,9,4,6,0,202309040600,2023-09-04 06:00,540,39,115.8871794871795,660,68,11,279,159,786,540,1326,1044.182869150378,786,504.1828691503777,-281.8171308496223,281.8171308496223,79420.89524031316,540,617796,1,Treino
4,1,Treino,2023,9,4,7,0,202309040700,2023-09-04 07:00,574,34,128.0955128205128,691,65,22,304,183,973,574,1547,1121.237633204857,973,547.237633204857,-425.762366795143,425.762366795143,181273.5929790018,574,946729,1,Treino
4,1,Treino,2023,9,4,8,0,202309040800,2023-09-04 08:00,605,31,136.2538461538462,732,72,38,313,190,1143,605,1748,1166.947317465389,1143,561.9473174653895,-581.0526825346105,581.0526825346105,337622.2198806669,605,1306449,1,Treino
4,1,Treino,2023,9,4,9,0,202309040900,2023-09-04 09:00,636,31,142.6705128205128,804,113,74,323,198,1269,636,1905,1230.084135346646,1269,594.0841353466456,-674.9158646533544,674.9158646533544,455511.4243607851,636,1610361,1,Treino
4,1,Treino,2023,9,4,10,0,202309041000,2023-09-04 10:00,678,42,147.6455128205128,941,209,127,332,202,1355,678,2033,1323.794638732857,1355,645.7946387328566,-709.2053612671434,709.2053612671434,502972.2444500594,678,1836025,1,Treino
4,1,Treino,2023,9,4,11,0,202309041100,2023-09-04 11:00,756,78,155.7091491841492,1224,420,283,349,212,1379,756,2135,1491.644818329915,1379,735.6448183299151,-643.3551816700849,643.3551816700849,413905.8897817479,756,1901641,1,Treino
4,1,Treino,2023,9,4,12,0,202309041200,2023-09-04 12:00,919,163,161.9091491841492,1462,521,236,368,222,1288,919,2207,1719.06150032163,1288,800.0615003216301,-487.9384996783699,487.9384996783699,238083.9794683786,919,1658944,1,Treino
4,1,Treino,2023,9,4,13,0,202309041300,2023-09-04 13:00,1133,214,169.9000582750583,1708,484,244,388,224,1144,1133,2277,1947.370405155241,1144,814.3704051552413,-329.6295948447587,329.6295948447587,108655.6697975198,1133,1308736,1,Treino
4,1,Treino,2023,9,4,20,0,202309042000,2023-09-04 20:00,2207,72,168.7014502164502,2704,146,25,445,122,75,2207,2282,2529.279609203027,75,322.2796092030267,247.2796092030267,247.2796092030267,61147.20512760159,2207,5625,1,Treino
4,1,Treino,2023,9,4,21,0,202309042100,2023-09-04 21:00,2277,70,164.9822194472194,2736,91,1,435,103,-30.55229999999983,2277,2246.4477,2520.789910458962,-30.55229999999983,243.7899104589619,274.3422104589617,274.3422104589617,75263.64843950926,2277,933.4430352899898,1,Treino
4,1,Treino,2023,9,4,22,0,202309042200,2023-09-04 22:00,2321,44,164.0860656010656,2761,57,-16,440,91,-112,2321,2209,2448.976927107705,-112,127.9769271077053,239.9769271077053,239.9769271077053,57588.92554405688,2321,12544,1,Treino
4,1,Treino,2023,9,4,23,0,202309042300,2023-09-04 23:00,2357,36,160.2072194472194,2754,18,-79,435,67,-190,2357,2167,2384.306948162667,-190,27.30694816266714,217.3069481626671,217.3069481626671,47222.30971977211,2357,36100,1,Treino
4,1,Treino,2023,9,5,0,0,202309050000,2023-09-05 00:00,2365,8,155.845680985681,2735,-26,-156,433,45,-241,2365,2124,2245.998338897746,-241,-119.0016611022538,121.9983388977462,121.9983388977462,14883.59469380933,2365,58081,1,Treino
4,1,Treino,2023,9,5,1,0,202309050100,2023-09-05 01:00,2357,-8,153.8390875790876,2696,-58,-322,425,12,-276,2357,2081,2114.971224629324,-276,-242.0287753706762,33.97122462932384,33.97122462932384,1154.044102815979,2357,76176,1,Treino
4,1,Treino,2023,9,5,2,0,202309050200,2023-09-05 02:00,2341,-16,152.0640875790876,2642,-93,-292,421,-5,-297,2341,2044,2054.04212970544,-297,-286.9578702945601,10.04212970543995,10.04212970543995,100.8443690208794,2341,88209,1,Treino
4,1,Treino,2023,9,5,3,0,202309050300,2023-09-05 03:00,2312,-29,150.7140875790876,2586,-110,-302,413,-23,-313,2312,1999,1976.811789082001,-313,-335.1882109179994,-22.18821091799941,22.18821091799941,492.3167037416284,2312,97969,1,Treino
4,1,Treino,2023,9,5,4,0,202309050400,2023-09-05 04:00,2282,-30,150.6275491175491,2531,-111,-338,406,-26,-334,2282,1948,1942.560582210999,-334,-339.4394177890015,-5.439417789001482,5.439417789001482,29.58726588330577,2282,111556,1,Treino
4,1,Treino,2023,9,5,5,0,202309050500,2023-09-05 05:00,2246.4477,-35.55229999999983,150.7217798867799,2489,-97,-237,405,-29,-355.4477000000002,2246.4477,1891,1908.69158661823,-355.4477000000002,-337.7561133817699,17.6915866182303,17.6915866182303,312.9922370703455,2246.4477,126343.0674352901,1,Treino
4,1,Treino,2023,9,5,6,0,202309050600,2023-09-05 06:00,2209,-37.44770000000017,150.7160106560107,2428,-103,-208,404,-32,-380,2209,1829,1871.076823198762,-380,-337.9231768012382,42.07682319876176,42.07682319876176,1770.459050499856,2209,144400,1,Treino
4,1,Treino,2023,9,5,13,0,202309051300,2023-09-05 13:00,1891,-57,131.0256260406261,2008,-132,-65,359,-62,-450,1891,1441,1521.311564128062,-450,-369.6884358719383,80.31156412806172,80.31156412806172,6449.94733269577,1891,202500,1,Treino
4,1,Treino,2023,9,5,14,0,202309051400,2023-09-05 14:00,1829,-62,125.7948568098568,1949,-131,-40,351,-62,-602,1829,1227,1457.924999787965,-602,-371.0750002120353,230.9249997879647,230.9249997879647,53326.35552707149,1829,362404,1,Treino
4,1,Treino,2023,9,5,15,0,202309051500,2023-09-05 15:00,1765,-64,114.0871645021645,1895,-113,-15,344,-62,-573,1765,1192,1398.78548624672,-573,-366.2145137532802,206.7854862467198,206.7854862467198,42760.23732229233,1765,328329,1,Treino
4,1,Treino,2023,9,5,16,0,202309051600,2023-09-05 16:00,1707,-58,107.6371645021645,1858,-91,17,333,-72,-540,1707,1167,1348.21815768773,-540,-358.7818423122703,181.2181576877297,181.2181576877297,32840.02067573486,1707,291600,1,Treino
4,1,Treino,2023,9,5,17,0,202309051700,2023-09-05 17:00,1652,-55,97.90383116883119,1774,-121,-28,320,-84,-507,1652,1145,1283.042815081219,-507,-368.957184918781,138.042815081219,138.042815081219,19055.81879554763,1652,257049,1,Treino
4,1,Treino,2023,9,5,18,0,202309051800,2023-09-05 18:00,1592,-60,89.27883116883119,1727,-131,8,311,-86,-476,1592,1116,1217.075564875973,-476,-374.9244351240266,101.0755648759734,101.0755648759734,10216.26981499712,1592,226576,1,Treino
4,1,Treino,2023,9,5,19,0,202309051900,2023-09-05 19:00,1538,-54,77.07049783549786,1659,-115,-26,300,-90,-460,1538,1078,1173.864185674116,-460,-364.1358143258835,95.86418567411647,95.86418567411647,9189.942094961478,1538,211600,1,Treino
4,1,Treino,2023,9,5,20,0,202309052000,2023-09-05 20:00,1481,-57,68.91216450216452,1619,-108,21,289,-99,-445,1481,1036,1109.972725279316,-445,-371.0272747206843,73.97272527931568,73.97272527931568,5471.964085249109,1481,198025,1,Treino
4,1,Treino,2023,9,5,21,0,202309052100,2023-09-05 21:00,1441,-40,62.49549783549784,1579,-80,1,281,-100,-436,1441,1005,1102.07300813067,-436,-338.9269918693296,97.07300813067036,97.07300813067036,9423.168907537194,1441,190096,1,Treino
4,1,Treino,2023,9,5,22,0,202309052200,2023-09-05 22:00,1227,-214,57.52049783549783,1515,-104,8,269,-105,-242,1227,985,717.745671794692,-242,-509.254328205308,-267.254328205308,267.254328205308,71424.87594447046,1227,58564,1,Treino
4,1,Treino,2023,9,5,23,0,202309052300,2023-09-05 23:00,1192,-35,49.45686147186147,1442,-137,-8,264,-106,-223,1192,969,873.633505417436,-223,-318.366494582564,-95.36649458256397,95.36649458256397,9094.768288966203,1192,49729,1,Treino
4,1,Treino,2023,9,6,0,0,202309060000,2023-09-06 00:00,1167,-25,43.25686147186146,1397,-118,2,254,-105,-207,1167,960,871.5376818241166,-207,-295.4623181758834,-88.46231817588341,88.46231817588341,7825.581737051232,1167,42849,1,Treino
4,1,Treino,2023,9,6,1,0,202309060100,2023-09-06 01:00,1145,-22,35.26595238095237,1377,-65,43,247,-104,-201,1145,944,866.5741461466525,-201,-278.4258538533475,-77.42585385334746,77.42585385334746,5994.76284491992,1145,40401,1,Treino
4,1,Treino,2023,9,6,2,0,202309060200,2023-09-06 02:00,1116,-29,33.05595238095238,1363,-34,46,241,-103,-195,1116,921,834.9563099377997,-195,-281.0436900622003,-86.04369006220031,86.04369006220031,7403.516599519989,1116,38025,1,Treino
4,1,Treino,2023,9,6,3,0,202309060300,2023-09-06 03:00,1078,-38,28.8781746031746,1334,-43,43,236,-97,-184,1078,894,789.9756953668792,-184,-288.0243046331208,-104.0243046331208,104.0243046331208,10821.05595440431,1078,33856,1,Treino
4,1,Treino,2023,9,6,4,0,202309060400,2023-09-06 04:00,1036,-42,26.50039682539682,1291,-72,16,230,-90,-166,1036,870,748.3807153555038,-166,-287.6192846444962,-121.6192846444962,121.6192846444962,14791.250397439,1036,27556,1,Treino
