EVENTO,SERIE,CONJUNTO,ANO,MES,DIA,HORA,MINUTO,COD_SEQUENCIAL,DATA_HORA,inp01_input_1_nivel_86472600,inp02_input_2_nivel_D-1h_86472600,inp03_input_3_chuva_med_acum_36h,inp04_input_7a_nivel_86472000,inp05_input_7b_nivel_D-2h_86472000,inp06_input_7c_nivel_A-14h_86472000,inp07_input_8a_nivel_86125130,inp08_input_8b_nivel_D-11h_86125130,inp09_input_12_nivel_D-2h_86472600,inp10_input_13_nivel_D-4h_86472600,inp11_input_16_nivel_A-1h_86472600,inp12_input_17_nivel_A-2h_86472600,saida_8h_alt_nivel_D8h_86472600,NIVEL_ATUAL_CM,OBSERVADO_CM_AUDITORIA,RNA_CM,ALT_OBSERVADA_CM,ALT_RNA_CM,ERRO_RNA_CM,ERRO_ABS_CM,E2_RNA,PERS_BASE_NIVEL_ATUAL_CM,E2_PERS,SERIE_AUDITORIA,CONJUNTO_AUDITORIA
4,1,Treino,2023,9,9,5,0,202309090500,2023-09-09 05:00,681,-7,33.65357142857143,806,-15,-17,191,0,-12,-25,-2,1,-26,681,655,658.9540455571323,-26,-22.0459544428677,3.954045557132304,3.954045557132304,15.63447626787771,681,676,1,Treino
4,1,Treino,2023,9,9,6,0,202309090600,2023-09-09 06:00,693,12,32.70714285714286,798,-14,-18,191,0,5,-8,19,17,-39,693,654,728.2562733904906,-39,35.25627339049061,74.2562733904906,74.2562733904906,5513.994137843283,693,1521,1,Treino
4,1,Treino,2023,9,9,7,0,202309090700,2023-09-09 07:00,688,-5,36.65714285714285,794,-12,-13,190,-2,7,-5,-17,2,-32,688,656,652.4885103492403,-32,-35.5114896507597,-3.5114896507597,3.5114896507597,12.33055956739248,688,1024,1,Treino
4,1,Treino,2023,9,9,8,0,202309090800,2023-09-09 08:00,665,-23,39.34464285714284,786,-12,-19,190,-3,-28,-23,-18,-35,-10,665,655,592.861153859892,-10,-72.13884614010794,-62.13884614010794,62.13884614010794,3861.236199624008,665,100,1,Treino
4,1,Treino,2023,9,9,9,0,202309090900,2023-09-09 09:00,661,-4,39.85714285714285,779,-15,-19,189,-4,-27,-20,19,1,-7,661,654,667.655363391314,-7,6.65536339131404,13.65536339131404,13.65536339131404,186.4689493488397,661,49,1,Treino
4,1,Treino,2023,9,9,10,0,202309091000,2023-09-09 10:00,659,-2,39.90714285714285,776,-10,-5,189,-4,-6,-34,2,21,-7,659,652,655.6347387898419,-7,-3.36526121015811,3.63473878984189,3.63473878984189,13.21132607038129,659,49,1,Treino
4,1,Treino,2023,9,9,11,0,202309091100,2023-09-09 11:00,658,-1,39.13214285714285,774,-5,-7,189,-4,-3,-30,1,3,-8,658,650,654.3557728553358,-8,-3.644227144664228,4.355772855335772,4.355772855335772,18.97275716727994,658,64,1,Treino
4,1,Treino,2023,9,9,12,0,202309091200,2023-09-09 12:00,656,-2,35.55714285714285,773,-3,-1,189,-4,-3,-9,-1,0,-7,656,649,648.177488344233,-7,-7.822511655767016,-0.8225116557670162,0.8225116557670162,0.6765254238725986,656,49,1,Treino
4,1,Treino,2023,9,9,13,0,202309091300,2023-09-09 13:00,655,-1,32.41964285714285,771,-3,-1,189,-4,-3,-6,1,0,-8,655,647,649.9468121046981,-8,-5.053187895301903,2.946812104698097,2.946812104698097,8.683701580395228,655,64,1,Treino
4,1,Treino,2023,9,9,14,0,202309091400,2023-09-09 14:00,654,-1,26.51964285714284,768,-5,0,189,-4,-2,-5,0,1,-10,654,644,644.7662475408856,-10,-9.233752459114385,0.7662475408856153,0.7662475408856153,0.5871352939132527,654,100,1,Treino
4,1,Treino,2023,9,9,15,0,202309091500,2023-09-09 15:00,656,2,21.09464285714285,767,-4,4,189,-4,1,-2,3,3,-21,656,635,653.37282211605,-21,-2.627177883950026,18.37282211604997,18.37282211604997,337.5605925080151,656,441,1,Treino
4,1,Treino,2023,9,9,16,0,202309091600,2023-09-09 16:00,655,-1,16.11964285714286,766,-2,7,189,-2,1,-1,-3,0,-16,655,639,641.7975905343826,-16,-13.20240946561739,2.797590534382607,2.797590534382607,7.826512798067161,655,256,1,Treino
4,1,Treino,2023,9,9,17,0,202309091700,2023-09-09 17:00,654,-1,13.14464285714286,764,-3,4,189,-2,-2,-1,0,-3,-17,654,637,642.0256998754377,-17,-11.97430012456232,5.025699875437681,5.025699875437681,25.25765923797432,654,289,1,Treino
4,1,Treino,2023,9,9,18,0,202309091800,2023-09-09 18:00,652,-2,11.33214285714286,763,-3,8,188,-2,-3,-2,-1,-1,-17,652,635,636.5764387357684,-17,-15.42356126423158,1.57643873576842,1.57643873576842,2.485159087631134,652,289,1,Treino
4,1,Treino,2023,9,9,19,0,202309091900,2023-09-09 19:00,650,-2,10.93214285714286,762,-2,5,188,-2,-4,-6,0,-1,-16,650,634,635.9429838631661,-16,-14.05701613683391,1.942983863166091,1.942983863166091,3.775186292523828,650,256,1,Treino
4,1,Treino,2023,9,9,20,0,202309092000,2023-09-09 20:00,649,-1,10.73214285714286,758,-5,4,187,-2,-3,-6,1,1,-18,649,631,636.6990571898915,-18,-12.30094281010849,5.699057189891505,5.699057189891505,32.47925285365406,649,324,1,Treino
4,1,Treino,2023,9,9,21,0,202309092100,2023-09-09 21:00,647,-2,10.80714285714286,756,-6,2,186,-3,-3,-7,-1,0,-19,647,628,628.5469574898868,-19,-18.45304251011316,0.5469574898868359,0.5469574898868359,0.2991624957433082,647,361,1,Treino
4,1,Treino,2023,9,9,22,0,202309092200,2023-09-09 22:00,644,-3,11.95714285714286,753,-5,5,186,-3,-5,-8,-1,-2,-19,644,625,625.0877383501124,-19,-18.91226164988757,0.08773835011243136,0.08773835011243136,0.007698018080451585,644,361,1,Treino
4,1,Treino,2023,9,9,23,0,202309092300,2023-09-09 23:00,635,-9,11.83214285714286,753,-3,7,184,-5,-12,-15,-6,-7,-13,635,622,597.0177659487149,-13,-37.9822340512851,-24.9822340512851,24.9822340512851,624.112018193189,635,169,1,Treino
4,1,Treino,2023,9,10,0,0,202309100000,2023-09-10 00:00,639,4,11.84464285714286,748,-5,-2,183,-6,-5,-10,13,7,-21,639,618,643.5862350568204,-21,4.586235056820442,25.58623505682044,25.58623505682044,654.6554243828674,639,441,1,Treino
4,1,Treino,2023,9,10,1,0,202309100100,2023-09-10 01:00,637,-2,11.84464285714286,748,-5,2,183,-6,2,-10,-6,7,-32,637,605,610.5072046618075,-32,-26.49279533819254,5.507204661807464,5.507204661807464,30.32930318703386,637,1024,1,Treino
4,1,Treino,2023,9,10,2,0,202309100200,2023-09-10 02:00,635,-2,11.84464285714286,744,-4,-3,183,-6,-4,-9,0,-6,-55,635,580,614.0444674350473,-55,-20.9555325649527,34.0444674350473,34.0444674350473,1159.025762935996,635,3025,1,Treino
4,1,Treino,2023,9,10,3,0,202309100300,2023-09-10 03:00,634,-1,11.84464285714286,742,-6,0,183,-6,-3,-1,1,1,-72,634,562,616.7406005795441,-72,-17.25939942045591,54.74060057954409,54.74060057954409,2996.533351809183,634,5184,1,Treino
4,1,Treino,2023,9,10,4,0,202309100400,2023-09-10 04:00,631,-3,11.86964285714286,737,-7,-2,183,-6,-4,-8,-2,-1,-81,631,550,606.6434250648826,-81,-24.35657493511735,56.64342506488265,56.64342506488265,3208.477603080976,631,6561,1,Treino
4,1,Treino,2023,9,10,5,0,202309100500,2023-09-10 05:00,628,-3,11.86964285714286,734,-8,-2,182,-6,-6,-9,0,-2,-84,628,544,605.4104808531251,-84,-22.58951914687486,61.41048085312514,61.41048085312514,3771.247158612049,628,7056,1,Treino
4,1,Treino,2023,9,10,6,0,202309100600,2023-09-10 06:00,625,-3,11.86964285714286,729,-8,-4,181,-7,-6,-10,0,0,-83,625,542,601.2922181791326,-83,-23.70778182086735,59.29221817913265,59.29221817913265,3515.567136601868,625,6889,1,Treino
4,1,Treino,2023,9,10,7,0,202309100700,2023-09-10 07:00,622,-3,11.86964285714286,724,-10,-3,181,-6,-6,-12,0,0,-77,622,545,599.668521175429,-77,-22.33147882457104,54.66852117542896,54.66852117542896,2988.647207508325,622,5929,1,Treino
4,1,Treino,2023,9,10,8,0,202309100800,2023-09-10 08:00,618,-4,11.86964285714286,668,-61,-55,181,-5,-7,-13,-1,-1,-66,618,552,576.5006780580288,-66,-41.49932194197117,24.50067805802883,24.50067805802883,600.2832253031751,618,4356,1,Treino
4,1,Treino,2023,9,10,9,0,202309100900,2023-09-10 09:00,605,-13,11.71964285714286,651,-73,-16,179,-7,-17,-23,-9,-10,-43,605,562,532.3719922729159,-43,-72.62800772708408,-29.62800772708408,29.62800772708408,877.8188418761541,605,1849,1,Treino
4,1,Treino,2023,9,10,10,0,202309101000,2023-09-10 10:00,580,-25,10.81964285714286,640,-28,-7,179,-5,-38,-45,-12,-21,-3,580,577,504.5504588320239,-3,-75.44954116797612,-72.44954116797612,72.44954116797612,5248.936015450266,580,9,1,Treino
4,1,Treino,2023,9,10,11,0,202309101100,2023-09-10 11:00,562,-18,10.49464285714286,634,-17,-4,178,-5,-43,-60,7,-5,42,562,604,528.7772984923181,42,-33.2227015076819,-75.2227015076819,75.2227015076819,5658.454822113809,562,1764,1,Treino
4,1,Treino,2023,9,10,12,0,202309101200,2023-09-10 12:00,550,-12,10.49464285714286,636,-4,5,178,-5,-30,-68,6,13,68,550,618,534.9942387106976,68,-15.00576128930243,-83.00576128930243,83.00576128930243,6889.956407216658,550,4624,1,Treino
4,1,Treino,2023,9,10,13,0,202309101300,2023-09-10 13:00,544,-6,10.49464285714286,640,6,4,177,-6,-18,-61,6,12,79,544,623,541.5026418206486,79,-2.497358179351409,-81.49735817935141,81.49735817935141,6641.819390213496,544,6241,1,Treino
4,1,Treino,2023,9,10,14,0,202309101400,2023-09-10 14:00,542,-2,10.49464285714286,652,16,17,177,-6,-8,-38,4,10,77,542,619,548.1328725206345,77,6.132872520634464,-70.86712747936554,70.86712747936554,5022.149757176646,542,5929,1,Treino
4,1,Treino,2023,9,10,15,0,202309101500,2023-09-10 15:00,545,3,10.46964285714286,667,27,15,177,-6,1,-17,5,9,62,545,607,563.8306700686472,62,18.83067006864724,-43.16932993135276,43.16932993135276,1863.59104672199,545,3844,1,Treino
4,1,Treino,2023,9,10,16,0,202309101600,2023-09-10 16:00,552,7,10.46964285714286,678,26,15,176,-6,10,2,4,9,41,552,593,574.6408373594095,41,22.64083735940949,-18.35916264059051,18.35916264059051,337.0588528636544,552,1681,1,Treino
4,1,Treino,2023,9,10,17,0,202309101700,2023-09-10 17:00,562,10,10.46964285714286,732,65,56,175,-6,17,18,3,7,17,562,579,599.6632998016254,17,37.66329980162539,20.66329980162539,20.66329980162539,426.9719586918517,562,289,1,Treino
4,1,Treino,2023,9,10,18,0,202309101800,2023-09-10 18:00,577,15,10.44107142857143,745,67,18,174,-7,25,35,5,8,-9,577,568,620.7366438845852,-9,43.73664388458519,52.73664388458519,52.73664388458519,2781.153608209557,577,81,1,Treino
4,1,Treino,2023,9,10,19,0,202309101900,2023-09-10 19:00,604,27,5.466071428571428,747,15,5,173,-8,42,59,12,17,-44,604,560,649.8489462757609,-44,45.84894627576091,89.84894627576091,89.84894627576091,8072.83314686457,604,1936,1,Treino
4,1,Treino,2023,9,10,20,0,202309102000,2023-09-10 20:00,618,14,2.353571428571429,740,-5,-2,173,-6,41,66,-13,-1,-64,618,554,605.3207563460791,-64,-12.67924365392093,51.32075634607907,51.32075634607907,2633.820031933615,618,4096,1,Treino
4,1,Treino,2023,9,10,21,0,202309102100,2023-09-10 21:00,623,5,1.766071428571429,722,-25,-13,173,-6,19,61,-9,-22,-74,623,549,588.5253876820996,-74,-34.47461231790044,39.52538768209956,39.52538768209956,1562.256271420268,623,5476,1,Treino
4,1,Treino,2023,9,10,22,0,202309102200,2023-09-10 22:00,619,-4,1.691071428571429,700,-40,34,172,-6,1,42,-9,-18,-75,619,544,566.3000464160807,-75,-52.6999535839193,22.3000464160807,22.3000464160807,497.2920701593538,619,5625,1,Treino
4,1,Treino,2023,9,10,23,0,202309102300,2023-09-10 23:00,607,-12,1.666071428571429,682,-40,-1,171,-7,-16,3,-8,-17,-67,607,540,539.6217162207945,-67,-67.3782837792055,-0.3782837792055034,0.3782837792055034,0.143098617609998,607,4489,1,Treino
4,1,Treino,2023,9,11,0,0,202309110000,2023-09-11 00:00,593,-14,1.591071428571428,671,-29,0,171,-6,-26,-25,-2,-10,-56,593,537,537.3352681063107,-56,-55.66473189368935,0.3352681063106502,0.3352681063106502,0.1124047031091294,593,3136,1,Treino
4,1,Treino,2023,9,11,1,0,202309110100,2023-09-11 01:00,579,-14,1.541071428571429,662,-20,-3,170,-7,-28,-44,0,-2,-46,579,533,529.8023692359832,-46,-49.19763076401682,-3.197630764016822,3.197630764016822,10.2248425029868,579,2116,1,Treino
4,1,Treino,2023,9,11,2,0,202309110200,2023-09-11 02:00,568,-11,1.5125,657,-14,-7,170,-7,-25,-51,3,3,-39,568,529,531.6850448346486,-39,-36.31495516535142,2.685044834648579,2.685044834648579,7.209465764073015,568,1521,1,Treino
4,1,Treino,2023,9,11,3,0,202309110300,2023-09-11 03:00,560,-8,1.5125,650,-12,-11,169,-7,-19,-47,3,6,-34,560,526,530.931900662076,-34,-29.06809933792397,4.931900662076032,4.931900662076032,24.323644140586,560,1156,1,Treino
4,1,Treino,2023,9,11,4,0,202309110400,2023-09-11 04:00,554,-6,1.4875,645,-12,-17,169,-6,-14,-39,2,5,-32,554,522,529.6003891735186,-32,-24.39961082648142,7.600389173518579,7.600389173518579,57.76591558893843,554,1024,1,Treino
4,1,Treino,2023,9,11,5,0,202309110500,2023-09-11 05:00,549,-5,1.4875,641,-9,-19,168,-6,-11,-30,1,3,-30,549,519,526.5956857996783,-30,-22.40431420032166,7.595685799678336,7.595685799678336,57.69444276743511,549,900,1,Treino
4,1,Treino,2023,9,11,6,0,202309110600,2023-09-11 06:00,544,-5,1.4875,636,-9,-16,168,-5,-10,-24,0,1,-27,544,517,522.8552503416748,-27,-21.14474965832517,5.855250341674832,5.855250341674832,34.28395656368324,544,729,1,Treino
4,1,Treino,2023,9,11,7,0,202309110700,2023-09-11 07:00,540,-4,1.4875,633,-8,-57,168,-5,-9,-20,1,1,-27,540,513,521.3024535722733,-27,-18.69754642772671,8.302453572273294,8.302453572273294,68.93073531975357,540,729,1,Treino
4,1,Treino,2023,9,11,8,0,202309110800,2023-09-11 08:00,537,-3,1.4625,629,-7,-17,167,-6,-7,-17,1,2,-28,537,509,520.7208895821492,-28,-16.2791104178508,11.7208895821492,11.7208895821492,137.3792525969336,537,784,1,Treino
4,1,Treino,2023,9,11,9,0,202309110900,2023-09-11 09:00,533,-4,1.3125,624,-9,-7,167,-5,-7,-16,-1,0,-26,533,507,514.3125193212448,-26,-18.68748067875515,7.312519321244849,7.312519321244849,53.47293882357923,533,676,1,Treino
4,1,Treino,2023,9,11,10,0,202309111000,2023-09-11 10:00,529,-4,0.0875,620,-9,3,167,-4,-8,-15,0,-1,-25,529,504,513.2914967525365,-25,-15.70850324746345,9.291496752536546,9.291496752536546,86.33191190239717,529,625,1,Treino
4,1,Treino,2023,9,11,11,0,202309111100,2023-09-11 11:00,526,-3,0.0875,617,-7,15,167,-4,-7,-14,1,1,-25,526,501,515.1325356441208,-25,-10.86746435587918,14.13253564412082,14.13253564412082,199.7285637323455,526,625,1,Treino
4,1,Treino,2023,9,11,12,0,202309111200,2023-09-11 12:00,522,-4,0.05,616,-4,21,166,-4,-7,-15,-1,0,-24,522,498,508.4221190645045,-24,-13.5778809354955,10.4221190645045,10.4221190645045,108.6205657947082,522,576,1,Treino
4,1,Treino,2023,9,11,13,0,202309111300,2023-09-11 13:00,519,-3,0.05,610,-7,12,165,-5,-7,-14,1,0,-24,519,495,506.6789410716075,-24,-12.32105892839252,11.67894107160748,11.67894107160748,136.3976645540801,519,576,1,Treino
4,1,Treino,2023,9,11,14,0,202309111400,2023-09-11 14:00,517,-2,0.05,608,-8,9,165,-4,-5,-12,1,2,-25,517,492,508.0692953333335,-25,-8.930704666666543,16.06929533333346,16.06929533333346,258.2222525098924,517,625,1,Treino
4,1,Treino,2023,9,11,15,0,202309111500,2023-09-11 15:00,513,-4,0.07500000000000001,604,-6,5,164,-5,-6,-13,-2,-1,-24,513,489,496.2423112779543,-24,-16.75768872204571,7.242311277954286,7.242311277954286,52.45107264678385,513,576,1,Treino
4,1,Treino,2023,9,11,16,0,202309111600,2023-09-11 16:00,509,-4,0.05,601,-7,2,164,-4,-8,-13,0,-2,-23,509,486,495.9816088496311,-23,-13.01839115036887,9.98160884963113,9.98160884963113,99.63251522703447,509,529,1,Treino
4,1,Treino,2023,9,11,17,0,202309111700,2023-09-11 17:00,507,-2,0.05,598,-6,4,163,-5,-6,-12,2,2,-24,507,483,499.0996131245545,-24,-7.90038687544552,16.09961312455448,16.09961312455448,259.1975427603269,507,576,1,Treino
4,1,Treino,2023,9,11,18,0,202309111800,2023-09-11 18:00,504,-3,0.05,594,-7,1,163,-5,-5,-13,-1,1,-23,504,481,490.985339573529,-23,-13.01466042647098,9.985339573529018,9.985339573529018,99.70700639868467,504,529,1,Treino
4,1,Treino,2023,9,11,19,0,202309111900,2023-09-11 19:00,501,-3,0.05,591,-7,1,162,-5,-6,-12,0,-1,-23,501,478,488.9188933211614,-23,-12.08110667883864,10.91889332116136,10.91889332116136,119.2222313589022,501,529,1,Treino
5,1,Treino,2023,11,15,23,0,202311152300,2023-11-15 23:00,593,-11,11.33269230769231,684,-21,-9,198,27,-19,4,-3,-13,8,593,601,610.1885382336399,8,17.18853823363986,9.18853823363986,9.18853823363986,84.42923487106152,593,64,1,Treino
5,1,Treino,2023,11,16,0,0,202311160000,2023-11-16 00:00,584,-9,10.95192307692308,679,-13,-5,199,30,-20,-26,2,-1,43,584,627,619.9493658035102,43,35.9493658035102,-7.050634196489796,7.050634196489796,49.71144257271131,584,1849,1,Treino
5,1,Treino,2023,11,16,1,0,202311160100,2023-11-16 01:00,577,-7,15.03333333333333,677,-7,36,199,29,-16,-35,2,4,71,577,648,621.7611830853449,71,44.7611830853449,-26.2388169146551,26.2388169146551,688.4755130807907,577,5041,1,Treino
5,1,Treino,2023,11,16,2,0,202311160200,2023-11-16 02:00,573,-4,15.63269230769231,679,0,33,204,31,-11,-31,3,5,84,573,657,632.067831038365,84,59.06783103836494,-24.93216896163506,24.93216896163506,621.6130491315186,573,7056,1,Treino
5,1,Treino,2023,11,16,3,0,202311160300,2023-11-16 03:00,572,-1,15.80064102564103,681,4,-6,208,30,-5,-21,3,6,87,572,659,636.7765034157549,87,64.77650341575486,-22.22349658424514,22.22349658424514,493.8838004299554,572,7569,1,Treino
5,1,Treino,2023,11,16,4,0,202311160400,2023-11-16 04:00,573,1,17.13397435897436,694,15,0,211,25,0,-11,2,5,89,573,662,638.1999505460977,89,65.19995054609774,-23.80004945390226,23.80004945390226,566.4423540081933,573,7921,1,Treino
5,1,Treino,2023,11,16,5,0,202311160500,2023-11-16 05:00,575,2,18.34423076923077,710,29,9,215,21,3,-2,1,3,93,575,668,641.5346956759973,93,66.53469567599734,-26.46530432400266,26.46530432400266,700.4123329620738,575,8649,1,Treino
5,1,Treino,2023,11,16,6,0,202311160600,2023-11-16 06:00,585,10,18.4775641025641,738,44,26,222,25,12,12,8,9,94,585,679,684.5404292980129,94,99.5404292980129,5.540429298012896,5.540429298012896,30.69635680627967,585,8836,1,Treino
5,1,Treino,2023,11,16,7,0,202311160700,2023-11-16 07:00,601,16,18.72371794871795,763,53,26,226,26,26,29,6,14,89,601,690,712.0641281937188,89,111.0641281937188,22.06412819371883,22.06412819371883,486.8257529488582,601,7921,1,Treino
5,1,Treino,2023,11,16,8,0,202311160800,2023-11-16 08:00,627,26,18.98525641025641,773,35,-36,228,29,42,54,10,16,66,627,693,751.8757318388207,66,124.8757318388207,58.87573183882068,58.87573183882068,3466.351799556724,627,4356,1,Treino
5,1,Treino,2023,11,16,9,0,202311160900,2023-11-16 09:00,648,21,21.44679487179487,776,13,1,228,30,47,73,-5,5,45,648,693,742.7812941255656,45,94.78129412556564,49.78129412556564,49.78129412556564,2478.177244816076,648,2025,1,Treino
5,1,Treino,2023,11,16,10,0,202311161000,2023-11-16 10:00,657,9,22.63910256410256,776,3,17,231,33,30,72,-12,-17,43,657,700,724.4295337548315,43,67.42953375483148,24.42953375483148,24.42953375483148,596.8021194784508,657,1849,1,Treino
5,1,Treino,2023,11,16,11,0,202311161100,2023-11-16 11:00,659,2,23.79294871794871,790,14,31,236,37,11,58,-7,-19,54,659,713,731.4482265566847,54,72.44822655668474,18.44822655668474,18.44822655668474,340.3370630867682,659,2916,1,Treino
5,1,Treino,2023,11,16,12,0,202311161200,2023-11-16 12:00,662,3,26.11602564102564,803,27,26,243,44,5,35,1,-6,69,662,731,762.5888738029072,69,100.5888738029072,31.58887380290719,31.58887380290719,997.8569481359959,662,4761,1,Treino
5,1,Treino,2023,11,16,13,0,202311161300,2023-11-16 13:00,668,6,26.94679487179487,820,30,25,249,45,9,20,3,4,78,668,746,779.884815113587,78,111.884815113587,33.88481511358702,33.88481511358702,1148.180695281976,668,6084,1,Treino
5,1,Treino,2023,11,16,14,0,202311161400,2023-11-16 14:00,679,11,26.97628205128205,829,26,14,254,46,17,22,5,8,85,679,764,801.2171733159009,85,122.2171733159009,37.21717331590094,37.21717331590094,1385.117989625809,679,7225,1,Treino
5,1,Treino,2023,11,16,15,0,202311161500,2023-11-16 15:00,690,11,26.97628205128205,820,0,-7,258,47,22,31,0,5,103,690,793,799.705347586992,103,109.705347586992,6.705347586992048,6.705347586992048,44.96168626238008,690,10609,1,Treino
5,1,Treino,2023,11,16,16,0,202311161600,2023-11-16 16:00,693,3,27.07628205128205,828,-1,6,259,44,14,31,-8,-8,124,693,817,775.6609420411139,124,82.66094204111391,-41.33905795888609,41.33905795888609,1708.917712928143,693,15376,1,Treino
5,1,Treino,2023,11,16,17,0,202311161700,2023-11-16 17:00,693,0,27.09294871794872,843,23,13,261,39,3,25,-3,-11,138,693,831,777.2279944142917,138,84.22799441429174,-53.77200558570826,53.77200558570826,2891.42858470944,693,19044,1,Treino
5,1,Treino,2023,11,16,18,0,202311161800,2023-11-16 18:00,700,7,27.07628205128205,867,39,11,264,38,7,21,7,4,141,700,841,810.8557533197736,141,110.8557533197736,-30.14424668022639,30.14424668022639,908.6756079183397,700,19881,1,Treino
5,1,Treino,2023,11,16,19,0,202311161900,2023-11-16 19:00,713,13,27.09294871794872,890,47,7,267,39,20,23,6,13,143,713,856,835.9453142527975,143,122.9453142527975,-20.05468574720248,20.05468574720248,402.1904204190465,713,20449,1,Treino
5,1,Treino,2023,11,16,20,0,202311162000,2023-11-16 20:00,731,18,26.91217948717949,900,33,-18,270,42,31,38,5,11,137,731,868,857.8628225524006,137,126.8628225524006,-10.13717744759936,10.13717744759936,102.762366604117,731,18769,1,Treino
5,1,Treino,2023,11,16,21,0,202311162100,2023-11-16 21:00,746,15,26.91474358974359,940,50,15,271,40,33,53,-3,2,130,746,876,860.3133922440935,130,114.3133922440935,-15.68660775590649,15.68660775590649,246.0696628876657,746,16900,1,Treino
5,1,Treino,2023,11,16,22,0,202311162200,2023-11-16 22:00,764,18,26.93141025641026,974,74,24,273,37,33,64,3,0,115,764,879,890.5379930275441,115,126.5379930275441,11.53799302754408,11.53799302754408,133.1252831036557,764,13225,1,Treino
5,1,Treino,2023,11,16,23,0,202311162300,2023-11-16 23:00,793,29,26.51602564102564,984,44,7,274,31,47,80,11,14,87,793,880,924.4971941285653,87,131.4971941285653,44.4971941285653,44.4971941285653,1980.000285315226,793,7569,1,Treino
5,1,Treino,2023,11,17,0,0,202311170000,2023-11-17 00:00,817,24,25.41602564102564,994,20,10,274,25,53,86,-5,6,66,817,883,903.6745197188317,66,86.67451971883168,20.67451971883168,20.67451971883168,427.4357656043597,817,4356,1,Treino
5,1,Treino,2023,11,17,1,0,202311170100,2023-11-17 01:00,831,14,22.76217948717949,1009,25,1,274,20,38,85,-10,-15,57,831,888,883.9143332423689,57,52.91433324236891,-4.085666757631088,4.085666757631088,16.69267285441173,831,3249,1,Treino
5,1,Treino,2023,11,17,2,0,202311170200,2023-11-17 02:00,841,10,21.92884615384616,1029,35,7,273,15,24,77,-4,-14,45,841,886,887.2158201190185,45,46.21582011901853,1.215820119018531,1.215820119018531,1.478218561810235,841,2025,1,Treino
5,1,Treino,2023,11,17,3,0,202311170300,2023-11-17 03:00,856,15,19.075,1042,33,-4,272,13,25,63,5,1,23,856,879,913.7320677013237,23,57.73206770132367,34.73206770132367,34.73206770132367,1206.316526809331,856,529,1,Treino
5,1,Treino,2023,11,17,4,0,202311170400,2023-11-17 04:00,868,12,18.10576923076923,1044,15,-7,270,9,27,51,-3,2,6,868,874,896.6219147280741,6,28.6219147280741,22.6219147280741,22.6219147280741,511.751025964256,868,36,1,Treino
5,1,Treino,2023,11,17,5,0,202311170500,2023-11-17 05:00,876,8,17.0474358974359,1044,2,9,269,5,20,45,-4,-7,-10,876,866,883.2314168626264,-10,7.231416862626361,17.23141686262636,17.23141686262636,296.9217270936041,876,100,1,Treino
5,1,Treino,2023,11,17,6,0,202311170600,2023-11-17 06:00,879,3,17.0474358974359,1048,4,-4,268,1,11,38,-5,-9,-21,879,858,869.1882147393216,-21,-9.811785260678448,11.18821473932155,11.18821473932155,125.176149053172,879,441,1,Treino
5,1,Treino,2023,11,17,7,0,202311170700,2023-11-17 07:00,880,1,17.21410256410257,1060,16,-3,265,-5,4,24,-2,-7,-22,880,858,863.4377414123475,-22,-16.56225858765254,5.437741412347464,5.437741412347464,29.56903166755859,880,484,1,Treino
5,1,Treino,2023,11,17,8,0,202311170800,2023-11-17 08:00,883,3,17.5474358974359,1057,9,-27,263,-8,4,15,2,0,-22,883,861,866.1234127707336,-22,-16.87658722926642,5.12341277073358,5.12341277073358,26.24935841931594,883,484,1,Treino
5,1,Treino,2023,11,17,9,0,202311170900,2023-11-17 09:00,888,5,20.48076923076923,1049,-11,-31,261,-12,8,12,2,4,-22,888,866,861.711445397859,-22,-26.28855460214095,-4.288554602140948,4.288554602140948,18.39170057554431,888,484,1,Treino
5,1,Treino,2023,11,17,10,0,202311171000,2023-11-17 10:00,886,-2,25.9474358974359,1040,-17,-19,264,-10,3,7,-7,-5,-13,886,873,841.6051027754391,-13,-44.39489722456085,-31.39489722456085,31.39489722456085,985.6395717407386,886,169,1,Treino
5,1,Treino,2023,11,17,11,0,202311171100,2023-11-17 11:00,879,-7,31.03076923076923,1030,-19,-50,271,-3,-9,-1,-5,-12,2,879,881,842.083645666759,2,-36.91635433324097,-38.91635433324097,38.91635433324097,1514.482634590364,879,4,1,Treino
5,1,Treino,2023,11,17,12,0,202311171200,2023-11-17 12:00,874,-5,32.75576923076923,1023,-17,-41,281,7,-12,-9,2,-3,20,874,894,872.1756069385787,20,-1.824393061421347,-21.82439306142135,21.82439306142135,476.3041324994163,874,400,1,Treino
5,1,Treino,2023,11,17,13,0,202311171300,2023-11-17 13:00,866,-8,29.80576923076924,1014,-16,-19,287,14,-13,-22,-3,-1,61,866,927,867.8583910389145,61,1.858391038914533,-59.14160896108547,59.14160896108547,3497.729910505945,866,3721,1,Treino
5,1,Treino,2023,11,17,14,0,202311171400,2023-11-17 14:00,858,-8,31.86410256410257,1020,-3,-4,294,22,-16,-28,0,-3,109,858,967,884.5369526819284,109,26.53695268192837,-82.46304731807163,82.46304731807163,6800.154172982521,858,11881,1,Treino
5,1,Treino,2023,11,17,15,0,202311171500,2023-11-17 15:00,858,0,35.08910256410257,1024,10,-11,306,36,-8,-21,8,8,154,858,1012,939.1780003255335,154,81.1780003255335,-72.8219996744665,72.8219996744665,5303.043636587999,858,23716,1,Treino
