EVENTO,SERIE,CONJUNTO,ANO,MES,DIA,HORA,MINUTO,COD_SEQUENCIAL,DATA_HORA,inp01_input_1_nivel_86472600,inp02_input_2_nivel_D-1h_86472600,inp03_input_3_chuva_med_acum_36h,inp04_input_7a_nivel_86472000,inp05_input_7b_nivel_D-2h_86472000,inp06_input_7c_nivel_A-14h_86472000,inp07_input_8a_nivel_86125130,inp08_input_8b_nivel_D-11h_86125130,inp09_input_12_nivel_D-2h_86472600,inp10_input_13_nivel_D-4h_86472600,inp11_input_16_nivel_A-1h_86472600,inp12_input_17_nivel_A-2h_86472600,saida_8h_alt_nivel_D8h_86472600,NIVEL_ATUAL_CM,OBSERVADO_CM_AUDITORIA,RNA_CM,ALT_OBSERVADA_CM,ALT_RNA_CM,ERRO_RNA_CM,ERRO_ABS_CM,E2_RNA,PERS_BASE_NIVEL_ATUAL_CM,E2_PERS,SERIE_AUDITORIA,CONJUNTO_AUDITORIA
5,1,Treino,2023,11,17,16,0,202311171600,2023-11-17 16:00,861,3,37.78910256410257,1032,12,-12,319,50,3,-13,3,11,210,861,1071,968.2624833807935,210,107.2624833807935,-102.7375166192065,102.7375166192065,10554.99732108174,861,44100,1,Treino
5,1,Treino,2023,11,17,17,0,202311171700,2023-11-17 17:00,866,5,38.44148351648352,1036,12,-9,323,55,8,0,2,5,276,866,1142,982.9478961021807,276,116.9478961021807,-159.0521038978193,159.0521038978193,25297.5717543227,866,76176,1,Treino
5,1,Treino,2023,11,17,18,0,202311171800,2023-11-17 18:00,873,7,40.30815018315019,1049,17,11,328,63,12,15,2,4,356,873,1229,1007.843976501443,356,134.8439765014433,-221.1560234985567,221.1560234985567,48909.98672969416,873,126736,1,Treino
5,1,Treino,2023,11,17,19,0,202311171900,2023-11-17 19:00,881,8,47.43342490842492,1066,30,17,333,70,15,23,1,3,445,881,1326,1033.333975985239,445,152.3339759852392,-292.6660240147608,292.6660240147608,85653.40161260852,881,198025,1,Treino
5,1,Treino,2023,11,17,20,0,202311172000,2023-11-17 20:00,894,13,48.52188644688646,1108,59,38,331,70,21,33,5,6,539,894,1433,1064.663506956753,539,170.6635069567528,-368.3364930432472,368.3364930432472,135671.7721073981,894,290521,1,Treino
5,1,Treino,2023,11,17,21,0,202311172100,2023-11-17 21:00,927,33,46.06034798534799,1153,87,33,333,69,46,61,20,25,584,927,1511,1144.518642453909,584,217.5186424539088,-366.4813575460912,366.4813575460912,134308.5854288259,927,341056,1,Treino
5,1,Treino,2023,11,17,22,0,202311172200,2023-11-17 22:00,967,40,45.21932234432235,1213,105,63,334,63,73,94,7,27,599,967,1566,1176.21005704881,599,209.2100570488101,-389.7899429511899,389.7899429511899,151936.1996258919,967,358801,1,Treino
5,1,Treino,2023,11,17,23,0,202311172300,2023-11-17 23:00,1012,45,62.89047619047619,1283,130,78,331,50,85,131,5,12,604,1012,1616,1215.932480136202,604,203.9324801362022,-400.0675198637978,400.0675198637978,160054.0204499702,1012,364816,1,Treino
5,1,Treino,2023,11,18,2,0,202311180200,2023-11-18 02:00,1229,87,71.71017316017316,1599,241,124,334,28,158,262,16,28,518,1229,1747,1481.345724363949,518,252.3457243639489,-265.6542756360511,265.6542756360511,70572.19416371503,1229,268324,1,Treino
5,1,Treino,2023,11,18,3,0,202311180300,2023-11-18 03:00,1326,97,72.56017316017315,1734,252,144,335,16,184,314,10,26,437,1326,1763,1563.191202736079,437,237.1912027360788,-199.8087972639212,199.8087972639212,39923.55546405476,1326,190969,1,Treino
5,1,Treino,2023,11,18,4,0,202311180400,2023-11-18 04:00,1433,107,72.99863469863469,1796,197,56,344,21,204,362,10,20,361,1433,1794,1661.975439197138,361,228.9754391971378,-132.0245608028622,132.0245608028622,17430.48465518866,1433,130321,1,Treino
5,1,Treino,2023,11,18,5,0,202311180500,2023-11-18 05:00,1511,78,81.33581418581417,1830,96,30,349,21,185,369,-29,-19,337,1511,1848,1618.589353215898,337,107.5893532158984,-229.4106467841016,229.4106467841016,52629.24485789982,1511,113569,1,Treino
5,1,Treino,2023,11,18,6,0,202311180600,2023-11-18 06:00,1566,55,88.6588911088911,1890,94,52,356,23,133,337,-23,-52,353,1566,1919,1635.665216995827,353,69.66521699582745,-283.3347830041726,283.3347830041726,80278.59926002154,1566,124609,1,Treino
5,1,Treino,2023,11,18,7,0,202311180700,2023-11-18 07:00,1616,50,97.54222444222444,1916,86,22,371,40,105,290,-5,-28,379,1616,1995,1720.69895569142,379,104.6989556914205,-274.3010443085795,274.3010443085795,75241.06290877733,1616,143641,1,Treino
8,1,Treino,2024,4,28,21,0,202404282100,2024-04-28 21:00,374,-2,57.61758241758241,454,6,35,106,8,-5,-5,1,-1,41,374,415,414.7498028593157,41,40.74980285931565,-0.2501971406843495,0.2501971406843495,0.06259860920662418,374,1681,1,Treino
8,1,Treino,2024,4,28,22,0,202404282200,2024-04-28 22:00,368,-6,57.38186813186814,455,4,33,108,10,-8,-12,-4,-3,69,368,437,399.8187589180512,69,31.81875891805123,-37.18124108194877,37.18124108194877,1382.444688393995,368,4761,1,Treino
8,1,Treino,2024,4,28,23,0,202404282300,2024-04-28 23:00,358,-10,57.23901098901099,455,1,45,110,19,-16,-21,-4,-8,80,358,438,396.6444435401502,80,38.64444354015018,-41.35555645984982,41.35555645984982,1710.282050103826,358,6400,1,Treino
8,1,Treino,2024,4,29,0,0,202404290000,2024-04-29 00:00,351,-7,57.2401098901099,455,0,33,112,21,-17,-25,3,-1,114,351,465,406.6331635207015,114,55.63316352070149,-58.36683647929851,58.36683647929851,3406.687600601172,351,12996,1,Treino
8,1,Treino,2024,4,29,1,0,202404290100,2024-04-29 01:00,347,-4,57.21153846153847,454,-1,15,117,21,-11,-27,3,6,160,347,507,410.0257783835733,160,63.02577838357331,-96.97422161642669,96.97422161642669,9403.999658111838,347,25600,1,Treino
8,1,Treino,2024,4,29,2,0,202404290200,2024-04-29 02:00,345,-2,57.65439560439561,454,-1,5,117,18,-6,-23,2,5,171,345,516,405.9722505109589,171,60.97225051095893,-110.0277494890411,110.0277494890411,12106.10565762318,345,29241,1,Treino
8,1,Treino,2024,4,29,3,0,202404290300,2024-04-29 03:00,349,4,58.96868131868133,454,0,0,113,13,2,-9,6,8,178,349,527,416.085935073718,178,67.08593507371802,-110.914064926282,110.914064926282,12301.92979847149,349,31684,1,Treino
8,1,Treino,2024,4,29,4,0,202404290400,2024-04-29 04:00,370,21,59.95439560439561,453,-1,-40,111,11,25,19,17,23,164,370,534,470.6946314025608,164,100.6946314025608,-63.30536859743916,63.30536859743916,4007.569693257636,370,26896,1,Treino
8,1,Treino,2024,4,29,5,0,202404290500,2024-04-29 05:00,415,45,59.139010989011,447,-7,-41,114,13,66,68,24,41,119,415,534,558.7452864277616,119,143.7452864277616,24.74528642776158,24.74528642776158,612.3292003919616,415,14161,1,Treino
8,1,Treino,2024,4,29,6,0,202404290600,2024-04-29 06:00,437,22,59.15329670329671,444,-9,-52,112,10,67,92,-23,1,103,437,540,485.2853923605741,103,48.28539236057406,-54.71460763942594,54.71460763942594,2993.688289136327,437,10609,1,Treino
8,1,Treino,2024,4,29,7,0,202404290700,2024-04-29 07:00,438,1,60.82472527472528,441,-6,-33,114,9,23,89,-21,-44,123,438,561,449.8666931666143,123,11.86669316661425,-111.1333068333857,111.1333068333857,12350.61188772346,438,15129,1,Treino
8,1,Treino,2024,4,29,8,0,202404290800,2024-04-29 08:00,465,27,62.89395604395606,423,-21,-26,114,8,28,95,26,5,128,465,593,567.6050765908152,128,102.6050765908152,-25.3949234091848,25.3949234091848,644.902134958362,465,16384,1,Treino
8,1,Treino,2024,4,29,9,0,202404290900,2024-04-29 09:00,507,42,37.42967032967033,413,-28,-13,119,11,69,92,15,41,126,507,633,613.9264272095629,126,106.9264272095629,-19.07357279043708,19.07357279043708,363.8011789921019,507,15876,1,Treino
8,1,Treino,2024,4,29,10,0,202404291000,2024-04-29 10:00,516,9,28.55824175824177,411,-12,-5,118,8,51,79,-33,-18,163,516,679,507.7511322133762,163,-8.248867786623805,-171.2488677866238,171.2488677866238,29326.17471820056,516,26569,1,Treino
8,1,Treino,2024,4,29,11,0,202404291100,2024-04-29 11:00,527,11,26.77967032967033,409,-4,-5,117,5,20,89,2,-31,209,527,736,555.3869124446763,209,28.38691244467634,-180.6130875553237,180.6130875553237,32621.08739626701,527,43681,1,Treino
8,1,Treino,2024,4,29,12,0,202404291200,2024-04-29 12:00,534,7,25.87967032967033,408,-3,-2,117,0,18,69,-4,-2,261,534,795,544.476954146416,261,10.47695414641601,-250.523045853584,250.523045853584,62761.79650375695,534,68121,1,Treino
8,1,Treino,2024,4,29,13,0,202404291300,2024-04-29 13:00,534,0,25.76538461538462,426,17,18,112,-5,7,27,-7,-11,259,534,793,524.4373526808708,259,-9.562647319129155,-268.5626473191292,268.5626473191292,72125.89553505895,534,67081,1,Treino
8,1,Treino,2024,4,29,14,0,202404291400,2024-04-29 14:00,540,6,27.24395604395604,445,37,19,111,-2,6,24,6,-1,269,540,809,566.4260251448279,269,26.42602514482792,-242.5739748551721,242.5739748551721,58842.13327703766,540,72361,1,Treino
8,1,Treino,2024,4,29,15,0,202404291500,2024-04-29 15:00,561,21,31.07967032967033,453,27,9,111,0,27,34,15,21,281,561,842,622.3307149307959,281,61.33071493079592,-219.6692850692041,219.6692850692041,48254.59480281525,561,78961,1,Treino
8,1,Treino,2024,4,29,16,0,202404291600,2024-04-29 16:00,593,32,32.04395604395604,456,11,3,116,2,53,59,11,26,282,593,875,664.6431836086767,282,71.64318360867674,-210.3568163913233,210.3568163913233,44249.99020229289,593,79524,1,Treino
8,1,Treino,2024,4,29,17,0,202404291700,2024-04-29 17:00,633,40,34.01538461538462,462,9,6,116,4,72,99,8,19,294,633,927,712.6589668107976,294,79.65896681079755,-214.3410331892024,214.3410331892024,45942.07850861479,633,86436,1,Treino
8,1,Treino,2024,4,29,18,0,202404291800,2024-04-29 18:00,679,46,41.42252747252748,481,25,20,116,2,86,139,6,14,351,679,1030,767.0125410862128,351,88.01254108621276,-262.9874589137872,262.9874589137872,69162.40354593092,679,123201,1,Treino
8,1,Treino,2024,4,29,19,0,202404291900,2024-04-29 19:00,736,57,53.75109890109891,493,31,18,110,-4,103,175,11,17,400,736,1136,837.4044938054908,400,101.4044938054908,-298.5955061945092,298.5955061945092,89159.27631955518,736,160000,1,Treino
8,1,Treino,2024,4,29,20,0,202404292000,2024-04-29 20:00,795,59,60.35109890109891,511,30,21,109,-10,116,202,2,13,385,795,1180,877.3776746395017,385,82.37767463950172,-302.6223253604983,302.6223253604983,91580.27180659528,795,148225,1,Treino
8,1,Treino,2024,4,29,21,0,202404292100,2024-04-29 21:00,793,-2,62.08681318681319,545,52,37,111,-7,57,160,-61,-59,418,793,1211,706.6120381217103,418,-86.38796187828973,-504.3879618782897,504.3879618782897,254407.2160877351,793,174724,1,Treino
8,1,Treino,2024,4,29,22,0,202404292200,2024-04-29 22:00,809,16,69.00824175824177,565,54,38,114,-3,14,130,18,-43,436,809,1245,851.9723043300403,436,42.97230433004029,-393.0276956699597,393.0276956699597,154470.7695636385,809,190096,1,Treino
8,1,Treino,2024,4,29,23,0,202404292300,2024-04-29 23:00,842,33,70.17967032967034,570,25,15,111,-6,49,106,17,35,429,842,1271,900.7228924092567,429,58.7228924092567,-370.2771075907433,370.2771075907433,137105.1364057669,842,184041,1,Treino
8,1,Treino,2024,4,30,0,0,202404300000,2024-04-30 00:00,875,33,71.97967032967034,582,17,14,107,-5,66,80,0,17,409,875,1284,905.7673666263013,409,30.76736662630128,-378.2326333736987,378.2326333736987,143059.9249488028,875,167281,1,Treino
8,1,Treino,2024,4,30,1,0,202404300100,2024-04-30 01:00,927,52,70.1510989010989,621,51,41,107,-4,85,134,19,19,358,927,1285,1015.606855556471,358,88.60685555647058,-269.3931444435294,269.3931444435294,72572.6662731723,927,128164,1,Treino
8,1,Treino,2024,4,30,2,0,202404300200,2024-04-30 02:00,1030,103,71.80824175824176,663,81,43,106,-5,155,221,51,70,250,1030,1280,1226.273633759193,250,196.273633759193,-53.72636624080701,53.72636624080701,2886.522429441327,1030,62500,1,Treino
8,1,Treino,2024,5,1,15,0,202405011500,2024-05-01 15:00,2141,12,267.1832334332333,2463,144,90,176,51,24,11,0,8,65,2141,2206,2118.320508518117,65,-22.67949148188336,-87.67949148188336,87.67949148188336,7687.693226521656,2141,4225,1,Treino
8,1,Treino,2024,5,1,16,0,202405011600,2024-05-01 16:00,2160,19,267.6910256410256,2499,91,76,187,62,31,47,7,7,31,2160,2191,2154.420396752646,31,-5.579603247353589,-36.57960324735359,36.57960324735359,1338.067373733801,2160,961,1,Treino
8,1,Treino,2024,5,1,17,0,202405011700,2024-05-01 17:00,2180,20,268.7514152514152,2511,48,43,211,90,39,63,1,8,-8,2180,2172,2200.558505832589,-8,20.55850583258871,28.55850583258871,28.55850583258871,815.5882553900033,2180,64,1,Treino
8,1,Treino,2024,5,1,18,0,202405011800,2024-05-01 18:00,2199,19,266.628687978688,2509,10,17,217,103,39,70,-1,0,-38,2199,2161,2216.672595552191,-38,17.67259555219061,55.67259555219061,55.67259555219061,3099.437895517794,2199,1444,1,Treino
8,1,Treino,2024,5,1,19,0,202405011900,2024-05-01 19:00,2214,15,256.9251914751915,2487,-24,-54,220,104,34,73,-4,-5,-49,2214,2165,2201.002109634662,-49,-12.99789036533821,36.00210963466179,36.00210963466179,1296.151898146207,2214,2401,1,Treino
8,1,Treino,2024,5,1,20,0,202405012000,2024-05-01 20:00,2224,10,261.3933732933733,2470,-39,-54,226,97,25,64,-5,-9,-12,2224,2212,2187.45149066424,-12,-36.54850933575972,-24.54850933575972,24.54850933575972,602.6293106078821,2224,144,1,Treino
8,1,Treino,2024,5,1,21,0,202405012100,2024-05-01 21:00,2226,2,264.2764901764901,2441,-46,-83,229,85,12,46,-8,-13,6,2226,2232,2150.849632797676,6,-75.15036720232365,-81.15036720232365,81.15036720232365,6585.382097071966,2226,36,1,Treino
8,1,Treino,2024,5,1,22,0,202405012200,2024-05-01 22:00,2224,-2,263.5550616050616,2394,-76,-107,232,81,0,25,-4,-12,-10,2224,2214,2130.064343081884,-10,-93.93565691811636,-83.93565691811636,83.93565691811636,7045.194502275735,2224,100,1,Treino
8,1,Treino,2024,5,1,23,0,202405012300,2024-05-01 23:00,2206,-18,259.5128538128538,2364,-77,-155,237,84,-20,-8,-16,-20,-26,2206,2180,2070.118560165733,-26,-135.8814398342665,-109.8814398342665,109.8814398342665,12073.93082005154,2206,676,1,Treino
8,1,Treino,2024,5,2,0,0,202405020000,2024-05-02 00:00,2191,-15,264.7031135531136,2390,-4,-136,241,72,-33,-33,3,-13,-48,2191,2143,2099.04418594184,-48,-91.95581405815983,-43.95581405815983,43.95581405815983,1932.113589515521,2191,2304,1,Treino
8,1,Treino,2024,5,2,1,0,202405020100,2024-05-02 01:00,2172,-19,266.0550616050616,2416,52,-149,248,78,-34,-54,-4,-1,-49,2172,2123,2100.682526350193,-49,-71.31747364980674,-22.31747364980674,22.31747364980674,498.0696301098183,2172,2401,1,Treino
12,1,Treino,2024,10,6,0,0,202410060000,2024-10-06 00:00,320,-5,2.07948717948718,512,8,6,112,-4,-12,-22,2,1,-4,320,316,317.443454468166,-4,-2.55654553183399,1.44345446816601,1.44345446816601,2.083560801668419,320,16,1,Treino
12,1,Treino,2024,10,6,1,0,202410060100,2024-10-06 01:00,308,-12,2.187179487179487,511,1,0,111,-4,-17,-30,-7,-5,15,308,323,280.6979261968302,15,-27.30207380316983,-42.30207380316983,42.30207380316983,1789.465448048828,308,225,1,Treino
12,1,Treino,2024,10,6,2,0,202410060200,2024-10-06 02:00,299,-9,2.187179487179487,515,3,2,111,-4,-21,-33,3,-4,32,299,331,289.6521940095005,32,-9.347805990499523,-41.34780599049952,41.34780599049952,1709.641060227988,299,1024,1,Treino
12,1,Treino,2024,10,6,3,0,202410060300,2024-10-06 03:00,294,-5,2.27948717948718,523,12,9,111,-4,-14,-31,4,7,41,294,335,297.7068875982716,41,3.706887598271578,-37.29311240172842,37.29311240172842,1390.77623260795,294,1681,1,Treino
12,1,Treino,2024,10,6,4,0,202410060400,2024-10-06 04:00,294,0,2.510256410256411,522,7,-1,111,-3,-5,-26,5,9,43,294,337,306.9433719086373,43,12.94337190863735,-30.05662809136265,30.05662809136265,903.4008922224906,294,1849,1,Treino
12,1,Treino,2024,10,6,5,0,202410060500,2024-10-06 05:00,300,6,2.617948717948718,515,-8,-6,111,-3,6,-8,6,11,37,300,337,318.6997019921394,37,18.69970199213935,-18.30029800786065,18.30029800786065,334.9009071765084,300,1369,1,Treino
12,1,Treino,2024,10,6,6,0,202410060600,2024-10-06 06:00,307,7,3.033333333333334,510,-12,-5,111,-2,13,8,1,7,30,307,337,321.4930138742893,30,14.49301387428932,-15.50698612571068,15.50698612571068,240.4666187029836,307,900,1,Treino
12,1,Treino,2024,10,6,7,0,202410060700,2024-10-06 07:00,312,5,3.048717948717949,508,-7,-1,110,-3,12,18,-2,-1,24,312,336,318.7496897388094,24,6.749689738809366,-17.25031026119063,17.25031026119063,297.5732041073389,312,576,1,Treino
12,1,Treino,2024,10,6,8,0,202410060800,2024-10-06 08:00,316,4,3.048717948717949,508,-2,14,109,-3,9,22,-1,-3,20,316,336,323.48384830482,20,7.483848304819958,-12.51615169518004,12.51615169518004,156.6540532567582,316,400,1,Treino
12,1,Treino,2024,10,6,9,0,202410060900,2024-10-06 09:00,323,7,3.033333333333333,507,-1,18,109,-3,11,23,3,2,12,323,335,340.257399471966,12,17.25739947196598,5.257399471965982,5.257399471965982,27.64024920782819,323,144,1,Treino
12,1,Treino,2024,10,6,10,0,202410061000,2024-10-06 10:00,331,8,2.864102564102564,507,-1,11,109,-3,15,24,1,4,3,331,334,346.8009923749718,3,15.80099237497177,12.80099237497177,12.80099237497177,163.8654057840854,331,9,1,Treino
12,1,Treino,2024,10,6,11,0,202410061100,2024-10-06 11:00,335,4,2.802564102564102,506,-1,-1,109,-3,12,23,-4,-3,-2,335,333,336.9764725079141,-2,1.976472507914082,3.976472507914082,3.976472507914082,15.81233360619651,335,4,1,Treino
12,1,Treino,2024,10,6,12,0,202410061200,2024-10-06 12:00,337,2,2.802564102564102,506,-1,-8,109,-2,6,21,-2,-6,-5,337,332,338.4677023663363,-5,1.467702366336312,6.467702366336312,6.467702366336312,41.83117389951232,337,25,1,Treino
12,1,Treino,2024,10,6,13,0,202410061300,2024-10-06 13:00,337,0,2.648717948717949,501,-5,-11,109,-2,2,14,-2,-4,-5,337,332,333.8368787627614,-5,-3.163121237238556,1.836878762761444,1.836878762761444,3.374123589084013,337,25,1,Treino
12,1,Treino,2024,10,6,14,0,202410061400,2024-10-06 14:00,337,0,2.417948717948718,491,-15,-12,109,-2,0,6,0,-2,-5,337,332,332.8037885767894,-5,-4.196211423210571,0.8037885767894295,0.8037885767894295,0.6460760761771766,337,25,1,Treino
12,1,Treino,2024,10,6,15,0,202410061500,2024-10-06 15:00,336,-1,2.341025641025641,480,-21,-10,109,-2,-1,1,-1,-1,-5,336,331,327.5525156924971,-5,-8.447484307502918,-3.447484307502918,3.447484307502918,11.88514805047888,336,25,1,Treino
12,1,Treino,2024,10,6,16,0,202410061600,2024-10-06 16:00,336,0,2.223076923076923,470,-21,-14,109,-2,-1,-1,1,0,-5,336,331,331.9403222297929,-5,-4.059677770207145,0.9403222297928551,0.9403222297928551,0.8842058958426069,336,25,1,Treino
12,1,Treino,2024,10,6,17,0,202410061700,2024-10-06 17:00,335,-1,2.161538461538461,463,-17,-15,108,-3,-1,-2,-1,0,-5,335,330,327.0362017811696,-5,-7.963798218830448,-2.963798218830448,2.963798218830448,8.784099881942534,335,25,1,Treino
12,1,Treino,2024,10,6,18,0,202410061800,2024-10-06 18:00,334,-1,2.053846153846154,461,-9,-1,109,-1,-2,-3,0,-1,-4,334,330,334.0681169238732,-4,0.0681169238731627,4.068116923873163,4.068116923873163,16.54957530630324,334,16,1,Treino
12,1,Treino,2024,10,6,19,0,202410061900,2024-10-06 19:00,333,-1,1.9,461,-2,7,109,0,-2,-3,0,0,-3,333,330,337.5963835216825,-3,4.596383521682469,7.596383521682469,7.596383521682469,57.70504260848895,333,9,1,Treino
12,1,Treino,2024,10,6,20,0,202410062000,2024-10-06 20:00,332,-1,1.702797202797202,461,0,5,108,-1,-2,-4,0,0,-2,332,330,335.329996386525,-2,3.329996386524954,5.329996386524954,5.329996386524954,28.40886148036907,332,4,1,Treino
12,1,Treino,2024,10,7,0,0,202410070000,2024-10-07 00:00,331,0,1.46074592074592,455,-3,-1,107,-2,-1,-1,1,0,4,331,335,334.2706639895924,4,3.270663989592435,-0.7293360104075646,0.7293360104075646,0.5319310160772232,331,16,1,Treino
12,1,Treino,2024,10,7,2,0,202410070200,2024-10-07 02:00,330,0,1.383822843822843,480,25,15,100,-9,-1,-2,1,0,7,330,337,329.2273604731755,7,-0.7726395268244914,-7.772639526824491,7.772639526824491,60.41392521395446,330,49,1,Treino
12,1,Treino,2024,10,7,3,0,202410070300,2024-10-07 03:00,330,0,1.383822843822843,495,30,20,106,-3,0,-1,0,1,7,330,337,341.0474329108729,7,11.04743291087289,4.047432910872885,4.047432910872885,16.38171316801696,330,49,1,Treino
12,1,Treino,2024,10,7,4,0,202410070400,2024-10-07 04:00,330,0,1.537668997668997,500,20,15,107,-1,0,-1,0,0,7,330,337,340.2304589982766,7,10.23045899827662,3.230458998276617,3.230458998276617,10.43586533954637,330,49,1,Treino
12,1,Treino,2024,10,7,5,0,202410070500,2024-10-07 05:00,330,0,1.62997668997669,502,7,13,107,-2,0,0,0,0,7,330,337,333.7886039928931,7,3.788603992893059,-3.211396007106941,3.211396007106941,10.31306431446241,330,49,1,Treino
12,1,Treino,2024,10,7,6,0,202410070600,2024-10-07 06:00,330,0,1.645361305361305,502,2,10,107,-2,0,0,0,0,8,330,338,331.829894391466,8,1.829894391466041,-6.170105608533959,6.170105608533959,38.07020322046221,330,64,1,Treino
12,1,Treino,2024,10,7,7,0,202410070700,2024-10-07 07:00,333,3,1.629976689976689,500,-2,5,107,-1,3,3,3,3,5,333,338,343.1865800610959,5,10.18658006109592,5.186580061095924,5.186580061095924,26.9006127301578,333,25,1,Treino
12,1,Treino,2024,10,7,8,0,202410070800,2024-10-07 08:00,335,2,1.645361305361305,492,-10,-6,100,-8,5,5,-1,2,3,335,338,322.2926950739928,3,-12.70730492600717,-15.70730492600717,15.70730492600717,246.719428038569,335,9,1,Treino
12,1,Treino,2024,10,7,9,0,202410070900,2024-10-07 09:00,336,1,1.62997668997669,482,-18,-10,100,-7,3,6,-1,-2,3,336,339,319.9411968031175,3,-16.05880319688254,-19.05880319688254,19.05880319688254,363.2379792975,336,9,1,Treino
12,1,Treino,2024,10,7,10,0,202410071000,2024-10-07 10:00,337,1,1.62997668997669,478,-14,-4,100,-7,2,7,0,-1,2,337,339,324.0511136116422,2,-12.94888638835778,-14.94888638835778,14.94888638835778,223.4692042520284,337,4,1,Treino
12,1,Treino,2024,10,7,13,0,202410071300,2024-10-07 13:00,337,0,1.506899766899767,472,-4,0,106,6,0,1,0,0,4,337,341,348.6139102854902,4,11.61391028549019,7.613910285490192,7.613910285490192,57.97162983549334,337,16,1,Treino
12,1,Treino,2024,10,7,14,0,202410071400,2024-10-07 14:00,338,1,1.614592074592074,472,-2,1,101,-5,1,1,1,1,1,338,339,334.6331087335215,1,-3.366891266478547,-4.366891266478547,4.366891266478547,19.06973933324661,338,1,1,Treino
12,1,Treino,2024,10,7,15,0,202410071500,2024-10-07 15:00,338,0,1.86074592074592,472,0,-10,99,-8,1,1,-1,0,0,338,338,325.7255189980941,0,-12.27448100190588,-12.27448100190588,12.27448100190588,150.6628838661485,338,0,1,Treino
12,1,Treino,2024,10,7,16,0,202410071600,2024-10-07 16:00,338,0,1.72997668997669,472,0,-15,100,-7,0,1,0,-1,1,338,339,328.4423636269156,1,-9.557636373084392,-10.55763637308439,10.55763637308439,111.4636857862746,338,1,1,Treino
12,1,Treino,2024,10,7,17,0,202410071700,2024-10-07 17:00,339,1,1.806899766899767,472,0,-15,90,-17,1,2,1,1,9,339,348,312.8207052552353,9,-26.17929474476466,-35.17929474476466,35.17929474476466,1237.582778739026,339,81,1,Treino
12,1,Treino,2024,10,7,18,0,202410071800,2024-10-07 18:00,339,0,2.245361305361306,465,-7,-12,88,-19,1,1,-1,0,20,339,359,302.8290151623612,20,-36.1709848376388,-56.1709848376388,56.1709848376388,3155.179537630248,339,400,1,Treino
12,1,Treino,2024,10,7,19,0,202410071900,2024-10-07 19:00,341,2,3.399207459207459,456,-16,-11,88,-12,2,3,2,1,25,341,366,319.8326932128665,25,-21.1673067871335,-46.1673067871335,46.1673067871335,2131.420215977303,341,625,1,Treino
12,1,Treino,2024,10,7,20,0,202410072000,2024-10-07 20:00,342,1,3.553053613053613,443,-22,-13,94,-6,3,4,-1,1,27,342,369,326.0092313229557,27,-15.99076867704434,-42.99076867704434,42.99076867704434,1848.206191443137,342,729,1,Treino
12,1,Treino,2024,10,7,21,0,202410072100,2024-10-07 21:00,341,-1,4.860745920745921,434,-22,-7,102,2,0,2,-2,-3,29,341,370,337.0962774299771,29,-3.903722570022865,-32.90372257002286,32.90372257002286,1082.654958965032,341,841,1,Treino
12,1,Treino,2024,10,7,22,0,202410072200,2024-10-07 22:00,339,-2,7.42997668997669,430,-13,4,102,-5,-3,0,-1,-3,31,339,370,329.5049894174899,31,-9.495010582510076,-40.49501058251008,40.49501058251008,1639.845882077603,339,961,1,Treino
12,1,Treino,2024,10,7,23,0,202410072300,2024-10-07 23:00,338,-1,8.937668997668998,436,2,16,103,-4,-3,-3,1,0,31,338,369,341.1682290826094,31,3.1682290826094,-27.8317709173906,27.8317709173906,774.6074723981092,338,961,1,Treino
12,1,Treino,2024,10,8,0,0,202410080000,2024-10-08 00:00,339,1,9.537668997668998,446,16,14,103,-3,0,-3,2,3,26,339,365,353.1904813660155,26,14.19048136601555,-11.80951863398445,11.80951863398445,139.464730366426,339,676,1,Treino
12,1,Treino,2024,10,8,1,0,202410080100,2024-10-08 01:00,348,9,11.06074592074592,458,22,14,103,2,10,7,8,10,12,348,360,391.4063979460509,12,43.4063979460509,31.4063979460509,31.4063979460509,986.3618319457103,348,144,1,Treino
12,1,Treino,2024,10,8,2,0,202410080200,2024-10-08 02:00,359,11,11.76843822843823,472,26,16,103,4,20,20,2,10,-2,359,357,402.2220272384324,-2,43.22202723843236,45.22202723843236,45.22202723843236,2045.031747553518,359,4,1,Treino
12,1,Treino,2024,10,8,3,0,202410080300,2024-10-08 03:00,366,7,12.12228438228438,477,19,7,103,3,18,28,-4,-2,-9,366,357,389.7816302583624,-9,23.78163025836238,32.78163025836238,32.78163025836238,1074.63528239598,366,81,1,Treino
12,1,Treino,2024,10,8,4,0,202410080400,2024-10-08 04:00,369,3,13.10689976689977,478,6,1,104,14,10,30,-4,-8,-10,369,359,397.1741635678737,-10,28.17416356787373,38.17416356787373,38.17416356787373,1457.266764106778,369,100,1,Treino
12,1,Treino,2024,10,8,5,0,202410080500,2024-10-08 05:00,370,1,14.78382284382284,477,0,-1,104,16,4,22,-2,-6,-8,370,362,398.5348001407683,-8,28.53480014076831,36.53480014076831,36.53480014076831,1334.791621325884,370,64,1,Treino
12,1,Treino,2024,10,8,6,0,202410080600,2024-10-08 06:00,370,0,15.64536130536131,469,-9,-8,104,16,1,11,-1,-3,-2,370,368,395.4277854787418,-2,25.42778547874184,27.42778547874184,27.42778547874184,752.2834162678816,370,4,1,Treino
